,Mark,12V_power
2025-05-04 11:13:04.003156,0.0,10.912
2025-05-04 11:13:05.015290,0.0,12.262
2025-05-04 11:13:06.026725,0.0,12.312
2025-05-04 11:13:07.039168,0.0,12.287
2025-05-04 11:13:08.051416,0.0,12.287
2025-05-04 11:13:09.063366,0.0,12.325
2025-05-04 11:13:10.074715,0.0,12.275
2025-05-04 11:13:11.087099,0.0,12.275
2025-05-04 11:13:12.099474,0.0,12.437
2025-05-04 11:13:13.111376,0.0,12.325
2025-05-04 11:13:14.122708,0.0,12.275
2025-05-04 11:13:15.134661,0.0,12.312
2025-05-04 11:13:16.146651,0.0,12.262
2025-05-04 11:13:17.158724,0.0,12.275
2025-05-04 11:13:18.169972,0.0,12.387
2025-05-04 11:13:19.181360,0.0,12.412
2025-05-04 11:13:20.193702,0.0,12.362
2025-05-04 11:13:21.205915,0.0,12.325
2025-05-04 11:13:22.218841,0.0,12.287
2025-05-04 11:13:23.230158,0.0,12.25
