window,count,elapsed_s,samples,fps,idle_power_w,active_power_w,dynamic_power_w,energy_total_mj,energy_dynamic_mj
1,23632,20.000310730000365,20,1181.581642356792,10.617044444444442,12.7147,2.0976555555555585,10.760746057834108,1.7752946392866755
2,23556,20.000474929999655,20,1177.7720320364615,10.617044444444442,12.622850000000001,2.0058055555555594,10.717566436158354,1.7030507610945407
3,23525,20.000356810000085,20,1176.2290154862442,10.617044444444442,12.61035,1.9933055555555583,10.720998916003595,1.6946576978731824
4,23593,20.000037069999962,20,1179.6478135227799,10.617044444444442,12.6442,2.0271555555555576,10.718622842389417,1.718441328265482
5,23630,20.000688600000103,20,1181.4593223555253,10.617044444444442,12.655999999999999,2.0389555555555567,10.712175832484183,1.7257941233985146
6,23629,20.00001883999994,20,1181.448887075152,10.617044444444442,12.67155,2.054505555555558,10.725432254094596,1.7389711717802572
7,23639,20.000761189999594,20,1181.9050172860186,10.617044444444442,12.698550000000001,2.081505555555559,10.744137485057294,1.7611445294777346
8,23609,20.000571089999994,20,1180.416293802939,10.617044444444442,12.6459,2.028855555555557,10.713084922996778,1.7187627502321299
