,Mark,12V_power
2025-05-04 11:12:03.247587,0.0,11.537
2025-05-04 11:12:04.260145,0.0,12.262
2025-05-04 11:12:05.272178,0.0,12.25
2025-05-04 11:12:06.286755,0.0,12.35
2025-05-04 11:12:07.299245,0.0,12.225
2025-05-04 11:12:08.310766,0.0,12.275
2025-05-04 11:12:09.322636,0.0,12.237
2025-05-04 11:12:10.334839,0.0,12.225
2025-05-04 11:12:11.347100,0.0,12.237
2025-05-04 11:12:12.358931,0.0,12.237
2025-05-04 11:12:13.371079,0.0,12.25
2025-05-04 11:12:14.382412,0.0,12.287
2025-05-04 11:12:15.394674,0.0,12.287
2025-05-04 11:12:16.406147,0.0,12.237
2025-05-04 11:12:17.418415,0.0,12.237
2025-05-04 11:12:18.429938,0.0,12.262
2025-05-04 11:12:19.441857,0.0,12.25
2025-05-04 11:12:20.453694,0.0,12.3
2025-05-04 11:12:21.466051,0.0,12.25
2025-05-04 11:12:22.477630,0.0,12.3
