,Mark,12V_power
2025-05-04 11:12:43.751462,0.0,10.837
2025-05-04 11:12:44.763788,0.0,12.3
2025-05-04 11:12:45.775767,0.0,12.287
2025-05-04 11:12:46.787034,0.0,12.337
2025-05-04 11:12:47.799151,0.0,12.287
2025-05-04 11:12:48.811020,0.0,12.312
2025-05-04 11:12:49.822402,0.0,12.275
2025-05-04 11:12:50.834469,0.0,12.3
2025-05-04 11:12:51.845841,0.0,12.275
2025-05-04 11:12:52.857372,0.0,12.262
2025-05-04 11:12:53.869620,0.0,12.262
2025-05-04 11:12:54.881573,0.0,12.487
2025-05-04 11:12:55.894516,0.0,12.325
2025-05-04 11:12:56.906838,0.0,12.312
2025-05-04 11:12:57.919025,0.0,12.312
2025-05-04 11:12:58.930361,0.0,12.275
2025-05-04 11:12:59.942390,0.0,12.337
2025-05-04 11:13:00.954789,0.0,12.287
2025-05-04 11:13:01.968432,0.0,12.3
2025-05-04 11:13:02.979865,0.0,12.275
