,Mark,12V_power
2025-05-04 11:16:05.744882,0.0,10.775
2025-05-04 11:16:06.756377,0.0,11.737
2025-05-04 11:16:07.767051,0.0,11.937
2025-05-04 11:16:08.779166,0.0,11.975
2025-05-04 11:16:09.791168,0.0,11.95
2025-05-04 11:16:10.802677,0.0,11.787
2025-05-04 11:16:11.813164,0.0,11.825
2025-05-04 11:16:12.825381,0.0,11.975
2025-05-04 11:16:13.838400,0.0,11.75
2025-05-04 11:16:14.851211,0.0,11.962
2025-05-04 11:16:15.862199,0.0,11.987
2025-05-04 11:16:16.874495,0.0,11.812
2025-05-04 11:16:17.886381,0.0,11.662
2025-05-04 11:16:18.898087,0.0,11.987
2025-05-04 11:16:19.909040,0.0,11.662
2025-05-04 11:16:20.919951,0.0,11.675
2025-05-04 11:16:21.931305,0.0,11.662
2025-05-04 11:16:22.942492,0.0,11.787
2025-05-04 11:16:23.954999,0.0,11.637
2025-05-04 11:16:24.966828,0.0,11.925
