,Mark,12V_power
2025-05-04 11:17:06.504104,0.0,10.887
2025-05-04 11:17:07.516005,0.0,11.687
2025-05-04 11:17:08.527921,0.0,11.925
2025-05-04 11:17:09.540052,0.0,11.637
2025-05-04 11:17:10.552789,0.0,11.862
2025-05-04 11:17:11.565626,0.0,12.0
2025-05-04 11:17:12.577635,0.0,11.725
2025-05-04 11:17:13.590453,0.0,11.725
2025-05-04 11:17:14.603227,0.0,11.987
2025-05-04 11:17:15.616046,0.0,11.787
2025-05-04 11:17:16.628901,0.0,12.012
2025-05-04 11:17:17.641672,0.0,11.787
2025-05-04 11:17:18.654410,0.0,12.0
2025-05-04 11:17:19.666791,0.0,11.987
2025-05-04 11:17:20.679183,0.0,11.975
2025-05-04 11:17:21.692200,0.0,12.012
2025-05-04 11:17:22.704129,0.0,11.862
2025-05-04 11:17:23.715869,0.0,11.962
2025-05-04 11:17:24.728224,0.0,11.975
2025-05-04 11:17:25.739893,0.0,11.675
