,Mark,12V_power
2025-05-04 11:14:04.767297,0.0,10.775
2025-05-04 11:14:05.779417,0.0,12.3
2025-05-04 11:14:06.791810,0.0,12.325
2025-05-04 11:14:07.803914,0.0,12.3
2025-05-04 11:14:08.814758,0.0,12.325
2025-05-04 11:14:09.826664,0.0,12.287
2025-05-04 11:14:10.838121,0.0,12.325
2025-05-04 11:14:11.850015,0.0,12.287
2025-05-04 11:14:12.862207,0.0,12.3
2025-05-04 11:14:13.873956,0.0,12.275
2025-05-04 11:14:14.885566,0.0,12.312
2025-05-04 11:14:15.896973,0.0,12.3
2025-05-04 11:14:16.908885,0.0,12.35
2025-05-04 11:14:17.920223,0.0,12.25
2025-05-04 11:14:18.932150,0.0,12.312
2025-05-04 11:14:19.943884,0.0,12.312
2025-05-04 11:14:20.955807,0.0,12.3
2025-05-04 11:14:21.967873,0.0,12.325
2025-05-04 11:14:22.979585,0.0,12.337
2025-05-04 11:14:23.991053,0.0,12.287
