,Mark,12V_power
2025-05-04 11:13:44.518795,0.0,10.8
2025-05-04 11:13:45.531166,0.0,12.275
2025-05-04 11:13:46.542747,0.0,12.325
2025-05-04 11:13:47.554700,0.0,12.3
2025-05-04 11:13:48.566729,0.0,12.275
2025-05-04 11:13:49.578359,0.0,12.325
2025-05-04 11:13:50.589876,0.0,12.312
2025-05-04 11:13:51.601676,0.0,12.312
2025-05-04 11:13:52.613351,0.0,12.325
2025-05-04 11:13:53.624862,0.0,12.275
2025-05-04 11:13:54.636860,0.0,12.3
2025-05-04 11:13:55.648788,0.0,12.262
2025-05-04 11:13:56.660529,0.0,12.312
2025-05-04 11:13:57.672497,0.0,12.287
2025-05-04 11:13:58.684576,0.0,12.275
2025-05-04 11:13:59.696554,0.0,12.287
2025-05-04 11:14:00.708773,0.0,12.275
2025-05-04 11:14:01.720234,0.0,12.325
2025-05-04 11:14:02.731831,0.0,12.312
2025-05-04 11:14:03.743540,0.0,12.287
