,Mark,12V_power
2025-05-04 11:21:50.694615,0.0,10.875
2025-05-04 11:21:51.715479,0.0,12.837
2025-05-04 11:21:52.736117,0.0,12.65
2025-05-04 11:21:53.756747,0.0,12.837
2025-05-04 11:21:54.777381,0.0,12.762
2025-05-04 11:21:55.798066,0.0,12.625
2025-05-04 11:21:56.818694,0.0,12.787
2025-05-04 11:21:57.839277,0.0,12.687
2025-05-04 11:21:58.859924,0.0,12.837
2025-05-04 11:21:59.880537,0.0,12.85
2025-05-04 11:22:00.901097,0.0,12.625
2025-05-04 11:22:01.921704,0.0,12.737
2025-05-04 11:22:02.942393,0.0,12.687
2025-05-04 11:22:03.963015,0.0,12.637
2025-05-04 11:22:04.983595,0.0,12.637
2025-05-04 11:22:06.004174,0.0,12.762
2025-05-04 11:22:07.024822,0.0,12.737
2025-05-04 11:22:08.045421,0.0,12.662
2025-05-04 11:22:09.066095,0.0,12.837
2025-05-04 11:22:10.086763,0.0,12.85
