,Mark,12V_power
2025-05-04 11:17:26.762916,0.0,10.9
2025-05-04 11:17:27.775249,0.0,11.925
2025-05-04 11:17:28.787883,0.0,11.687
2025-05-04 11:17:29.800837,0.0,11.862
2025-05-04 11:17:30.813733,0.0,11.712
2025-05-04 11:17:31.826523,0.0,12.0
2025-05-04 11:17:32.839256,0.0,11.95
2025-05-04 11:17:33.851227,0.0,11.7
2025-05-04 11:17:34.864010,0.0,11.787
2025-05-04 11:17:35.876816,0.0,11.962
2025-05-04 11:17:36.889581,0.0,11.812
2025-05-04 11:17:37.902489,0.0,11.975
2025-05-04 11:17:38.915301,0.0,11.675
2025-05-04 11:17:39.928134,0.0,11.925
2025-05-04 11:17:40.939455,0.0,11.662
2025-05-04 11:17:41.951204,0.0,11.812
2025-05-04 11:17:42.964044,0.0,11.975
2025-05-04 11:17:43.976853,0.0,11.787
2025-05-04 11:17:44.989615,0.0,11.687
2025-05-04 11:17:46.002473,0.0,11.725
