,Mark,12V_power
2025-05-04 11:21:30.266709,0.0,10.95
2025-05-04 11:21:31.287586,0.0,12.812
2025-05-04 11:21:32.308230,0.0,12.837
2025-05-04 11:21:33.328874,0.0,12.812
2025-05-04 11:21:34.349481,0.0,12.65
2025-05-04 11:21:35.370197,0.0,12.687
2025-05-04 11:21:36.390889,0.0,12.712
2025-05-04 11:21:37.411470,0.0,12.825
2025-05-04 11:21:38.432018,0.0,12.85
2025-05-04 11:21:39.452717,0.0,12.725
2025-05-04 11:21:40.473372,0.0,12.775
2025-05-04 11:21:41.493993,0.0,12.8
2025-05-04 11:21:42.514603,0.0,12.862
2025-05-04 11:21:43.535213,0.0,12.637
2025-05-04 11:21:44.555813,0.0,12.85
2025-05-04 11:21:45.577382,0.0,12.95
2025-05-04 11:21:46.604334,0.0,12.85
2025-05-04 11:21:47.624990,0.0,12.675
2025-05-04 11:21:48.645555,0.0,12.837
2025-05-04 11:21:49.666229,0.0,12.875
