,Mark,12V_power
2025-05-04 11:20:29.001950,0.0,10.95
2025-05-04 11:20:30.022865,0.0,12.8
2025-05-04 11:20:31.043492,0.0,12.775
2025-05-04 11:20:32.063766,0.0,12.625
2025-05-04 11:20:33.084351,0.0,12.787
2025-05-04 11:20:34.105032,0.0,12.737
2025-05-04 11:20:35.125675,0.0,12.612
2025-05-04 11:20:36.146336,0.0,12.825
2025-05-04 11:20:37.166964,0.0,12.7
2025-05-04 11:20:38.187539,0.0,12.75
2025-05-04 11:20:39.208160,0.0,12.687
2025-05-04 11:20:40.228786,0.0,12.712
2025-05-04 11:20:41.249374,0.0,12.625
2025-05-04 11:20:42.270056,0.0,12.775
2025-05-04 11:20:43.290711,0.0,12.85
2025-05-04 11:20:44.311260,0.0,12.762
2025-05-04 11:20:45.331825,0.0,12.625
2025-05-04 11:20:46.352456,0.0,12.887
2025-05-04 11:20:47.373169,0.0,12.65
2025-05-04 11:20:48.393818,0.0,12.75
