,Mark,12V_power
2025-05-04 11:19:27.725838,0.0,12.737
2025-05-04 11:19:28.746687,0.0,12.75
2025-05-04 11:19:29.767334,0.0,12.612
2025-05-04 11:19:30.787924,0.0,12.65
2025-05-04 11:19:31.808565,0.0,12.737
2025-05-04 11:19:32.829084,0.0,12.662
2025-05-04 11:19:33.849847,0.0,12.787
2025-05-04 11:19:34.877335,0.0,12.575
2025-05-04 11:19:35.898006,0.0,12.562
2025-05-04 11:19:36.918684,0.0,12.587
2025-05-04 11:19:37.939318,0.0,12.8
2025-05-04 11:19:38.959928,0.0,12.787
2025-05-04 11:19:39.980577,0.0,12.75
2025-05-04 11:19:41.001206,0.0,12.812
2025-05-04 11:19:42.021867,0.0,12.787
2025-05-04 11:19:43.042467,0.0,12.725
2025-05-04 11:19:44.063021,0.0,12.8
2025-05-04 11:19:45.083664,0.0,12.762
2025-05-04 11:19:46.104292,0.0,12.637
2025-05-04 11:19:47.124984,0.0,12.775
