,Mark,12V_power
2025-05-04 11:16:25.989750,0.0,10.9
2025-05-04 11:16:27.000702,0.0,11.825
2025-05-04 11:16:28.013084,0.0,11.987
2025-05-04 11:16:29.025586,0.0,11.712
2025-05-04 11:16:30.038566,0.0,11.987
2025-05-04 11:16:31.050719,0.0,12.062
2025-05-04 11:16:32.062371,0.0,11.8
2025-05-04 11:16:33.074464,0.0,11.862
2025-05-04 11:16:34.086883,0.0,11.887
2025-05-04 11:16:35.099037,0.0,11.962
2025-05-04 11:16:36.109918,0.0,11.975
2025-05-04 11:16:37.120911,0.0,11.825
2025-05-04 11:16:38.134527,0.0,11.725
2025-05-04 11:16:39.147151,0.0,11.975
2025-05-04 11:16:40.159011,0.0,12.0
2025-05-04 11:16:41.171217,0.0,11.987
2025-05-04 11:16:42.184001,0.0,11.837
2025-05-04 11:16:43.196823,0.0,11.987
2025-05-04 11:16:44.209639,0.0,11.75
2025-05-04 11:16:45.221559,0.0,11.65
