Time_Of_Day_Seconds,Busy%,Bzy_MHz,PkgTmp,PkgWatt,CorWatt
1787687044.494001,35.45,3255.0,75.0,56.19,46.16
1787687044.594681,35.67,3065.0,73.0,50.95,41.0
1787687044.695549,33.82,3383.0,72.0,59.16,49.07
1787687044.796103,32.84,3399.0,75.0,57.43,47.48
1787687044.896759,35.57,3313.0,73.0,57.83,47.77
1787687044.997303,35.03,3260.0,73.0,56.28,46.19
1787687045.09872,32.59,3095.0,72.0,49.75,39.92
1787687045.199222,34.89,3246.0,75.0,56.4,46.23
1787687045.299865,36.15,3311.0,73.0,56.65,46.64
1787687045.400684,35.39,3209.0,72.0,55.09,45.04
1787687045.501543,31.25,3443.0,73.0,58.86,48.81
1787687045.60225,34.91,3409.0,73.0,57.61,47.64
1787687045.702951,30.86,3382.0,72.0,57.51,47.43
1787687045.803409,35.13,3238.0,72.0,55.32,45.25
1787687045.905132,32.88,3497.0,74.0,59.85,49.99
1787687046.005637,34.61,3348.0,74.0,57.97,47.84
1787687046.106309,35.12,3262.0,73.0,56.38,46.35
1787687046.206744,31.9,3461.0,75.0,59.1,49.13
1787687046.307454,35.25,3235.0,75.0,55.06,45.07
1787687046.410395,34.72,3337.0,73.0,56.32,46.62
1787687046.51122,32.41,3438.0,73.0,60.95,50.65
1787687046.611838,35.47,3243.0,73.0,55.6,45.68
1787687046.712514,32.13,3501.0,73.0,60.83,50.78
1787687046.813048,35.27,3169.0,73.0,53.4,43.37
1787687046.913704,31.64,3520.0,75.0,61.5,51.44
1787687047.014186,35.81,3176.0,75.0,55.46,45.42
1787687047.115769,34.43,3281.0,71.0,56.06,46.17
1787687047.216412,33.05,3465.0,73.0,60.28,50.13
1787687047.317367,35.8,3320.0,73.0,57.8,47.71
1787687047.42168,32.26,3409.0,74.0,56.43,46.78
1787687047.522407,34.9,3333.0,73.0,58.99,48.67
1787687047.623004,35.79,3272.0,73.0,57.06,46.95
1787687047.723524,32.15,3534.0,73.0,61.48,51.41
1787687047.824008,35.71,3298.0,72.0,56.94,46.97
1787687047.92489,31.38,3528.0,73.0,60.73,50.72
1787687048.025552,35.61,3388.0,73.0,58.83,48.79
1787687048.129903,34.2,3371.0,71.0,55.77,46.2
1787687048.230411,33.33,3406.0,73.0,60.68,50.28
1787687048.331063,35.4,3335.0,73.0,57.42,47.46
1787687048.431583,31.55,3510.0,71.0,60.97,50.96
1787687048.532158,35.52,3265.0,73.0,55.41,45.5
1787687048.632726,35.63,3324.0,73.0,58.15,48.1
1787687048.733354,31.73,3538.0,74.0,61.29,51.21
1787687048.834008,35.08,3331.0,73.0,56.77,46.81
1787687048.936442,33.4,3462.0,73.0,59.32,49.44
1787687049.037127,33.59,3321.0,75.0,57.86,47.66
1787687049.138327,32.05,3479.0,73.0,59.16,49.17
1787687049.238889,34.32,3314.0,73.0,57.04,47.0
1787687049.33949,35.36,3038.0,73.0,49.94,39.92
1787687049.441256,32.54,3461.0,71.0,59.47,49.49
1787687049.542023,35.35,3279.0,74.0,57.02,46.99
1787687049.642613,35.67,3287.0,74.0,57.21,47.16
1787687049.743156,35.66,3265.0,74.0,55.84,45.88
1787687049.844191,31.55,3507.0,72.0,60.21,50.22
1787687049.944769,36.01,3303.0,75.0,57.44,47.44
1787687050.045301,31.62,3526.0,73.0,60.78,50.84
1787687050.145911,31.94,3522.0,74.0,61.3,51.26
1787687050.246529,32.05,3541.0,75.0,61.49,51.44
1787687050.347426,32.71,3519.0,80.0,60.84,50.93
1787687050.448095,34.77,3374.0,73.0,57.48,47.44
1787687050.548699,35.61,3294.0,74.0,57.16,47.15
1787687050.649536,35.86,3311.0,73.0,57.65,47.72
1787687050.750176,32.15,3531.0,74.0,60.72,50.71
1787687050.85106,35.54,3428.0,73.0,59.67,49.62
1787687050.951648,35.22,3267.0,74.0,56.86,46.77
1787687051.052264,34.57,3383.0,71.0,58.9,48.95
1787687051.152919,32.44,3452.0,74.0,59.52,49.47
1787687051.253739,35.14,3355.0,73.0,56.87,46.96
1787687051.354312,34.02,3345.0,73.0,57.6,47.42
1787687051.455026,31.7,3539.0,73.0,60.78,50.79
1787687051.55554,36.23,3306.0,75.0,57.66,47.51
1787687051.657453,34.42,3269.0,75.0,55.94,46.13
1787687051.758204,32.41,3441.0,72.0,59.98,49.81
1787687051.858724,35.66,3220.0,73.0,55.57,45.52
1787687051.959388,35.78,3274.0,72.0,56.04,46.13
1787687052.061563,34.17,3395.0,71.0,58.93,49.03
1787687052.162238,33.96,3371.0,73.0,59.77,49.65
1787687052.262863,35.81,3316.0,73.0,57.41,47.4
1787687052.363497,35.46,3324.0,73.0,57.49,47.45
1787687052.46408,33.03,3478.0,74.0,60.67,50.65
1787687052.564729,34.76,3325.0,73.0,57.31,47.31
1787687052.668489,35.48,3360.0,73.0,55.75,46.11
1787687052.769271,31.95,3455.0,73.0,60.85,50.49
1787687052.870014,35.16,3320.0,74.0,57.57,47.52
1787687052.970548,36.0,3284.0,73.0,56.98,46.99
1787687053.071654,32.92,3415.0,73.0,59.19,49.18
1787687053.172236,34.49,3275.0,74.0,57.12,46.99
1787687053.272818,35.76,3299.0,75.0,56.89,46.92
1787687053.373357,35.54,3264.0,73.0,56.81,46.73
1787687053.474141,31.91,3482.0,74.0,59.98,49.91
1787687053.574695,35.47,3371.0,75.0,58.79,48.7
1787687053.675363,34.83,3414.0,74.0,58.81,48.82
1787687053.776317,31.63,3271.0,73.0,54.11,44.14
1787687053.876841,35.36,3299.0,73.0,57.62,47.53
1787687053.977494,34.8,3415.0,74.0,59.06,49.01
1787687054.078322,32.89,3416.0,73.0,58.25,48.36
1787687054.178939,34.15,3372.0,74.0,58.34,48.33
1787687054.279613,35.18,3252.0,75.0,55.97,45.96
1787687054.380453,35.33,3351.0,73.0,57.85,47.94
1787687054.481449,32.88,3507.0,74.0,61.02,51.06
1787687054.582125,34.83,3365.0,72.0,58.15,48.1
1787687054.682728,35.41,3289.0,73.0,57.03,47.0
1787687054.783464,35.89,3239.0,73.0,56.87,46.85
1787687054.88417,31.84,3537.0,74.0,60.71,50.72
1787687054.984812,36.0,3357.0,74.0,58.71,48.62
1787687055.087355,33.59,3423.0,73.0,58.88,49.09
1787687055.187931,34.03,3356.0,73.0,58.58,48.33
1787687055.28858,35.2,3348.0,75.0,57.79,47.77
1787687055.38916,35.62,3299.0,72.0,57.11,47.12
1787687055.489867,32.04,3539.0,74.0,61.38,51.3
1787687055.590612,35.94,3243.0,73.0,55.56,45.66
1787687055.691131,35.62,3259.0,73.0,57.2,47.09
1787687055.794522,35.39,3333.0,71.0,57.0,47.21
1787687055.895182,32.04,3516.0,75.0,61.72,51.47
1787687055.995942,35.32,3250.0,74.0,55.67,45.66
1787687056.097213,32.64,3538.0,75.0,60.72,50.73
1787687056.197805,34.82,3380.0,73.0,58.69,48.64
1787687056.298318,35.3,3293.0,74.0,55.8,45.89
1787687056.399049,35.72,3299.0,72.0,56.99,46.93
1787687056.499662,31.2,3525.0,73.0,60.57,50.53
1787687056.600235,35.74,3216.0,73.0,55.46,45.5
1787687056.700894,32.0,3518.0,73.0,60.83,50.75
1787687056.801567,30.6,3472.0,73.0,58.93,48.88
1787687056.90214,31.08,3526.0,73.0,60.02,49.98
1787687057.003319,34.06,3416.0,74.0,60.19,50.14
1787687057.103839,33.85,3383.0,74.0,58.62,48.46
1787687057.205428,32.28,3552.0,74.0,60.43,50.41
1787687057.306049,34.28,3394.0,75.0,59.28,49.18
1787687057.406866,35.56,3296.0,74.0,57.58,47.49
1787687057.507429,31.85,3523.0,72.0,60.4,50.42
1787687057.607959,35.39,3345.0,75.0,58.1,47.99
1787687057.708685,35.52,3332.0,74.0,58.22,48.14
1787687057.809322,32.3,3539.0,73.0,61.07,51.04
1787687057.90993,35.92,3274.0,73.0,57.42,47.38
1787687058.011561,32.73,3490.0,73.0,59.96,50.0
1787687058.112082,35.0,3441.0,75.0,60.04,50.01
1787687058.212751,35.66,3266.0,74.0,57.09,47.06
1787687058.313465,31.06,3482.0,74.0,59.71,49.73
1787687058.414149,35.2,3291.0,74.0,55.8,45.75
1787687058.514678,31.73,3546.0,74.0,60.74,50.76
1787687058.615499,35.12,3245.0,75.0,55.91,45.91
1787687058.716567,34.85,3323.0,71.0,58.3,48.27
1787687058.817225,32.28,3478.0,75.0,59.29,49.22
1787687058.917718,35.38,3281.0,74.0,56.47,46.4
1787687059.018569,35.79,3347.0,75.0,58.19,48.13
1787687059.119108,32.13,3535.0,75.0,61.07,51.07
1787687059.219806,35.71,3294.0,75.0,56.72,46.66
1787687059.320448,35.43,3350.0,74.0,57.16,47.16
1787687059.421172,32.29,3542.0,75.0,61.6,51.49
1787687059.521818,35.81,3352.0,73.0,58.15,48.08
1787687059.622807,35.18,3272.0,72.0,56.35,46.42
1787687059.723251,31.71,3507.0,74.0,61.43,51.22
1787687059.82413,35.61,3251.0,73.0,55.41,45.46
1787687059.924695,35.23,3215.0,76.0,54.93,44.91
1787687060.025465,33.93,3359.0,72.0,57.93,48.01
1787687060.125972,33.45,3395.0,74.0,58.9,48.89
1787687060.226584,35.09,3300.0,74.0,56.49,46.57
1787687060.32702,35.68,3272.0,73.0,57.42,47.38
1787687060.431799,32.0,3515.0,73.0,57.91,48.35
1787687060.532294,34.82,3361.0,75.0,60.49,50.04
1787687060.634447,34.64,3408.0,72.0,57.67,47.75
1787687060.734923,31.97,3532.0,73.0,61.98,51.74
1787687060.835495,35.23,3272.0,73.0,56.18,46.14
1787687060.936153,35.57,3259.0,73.0,55.64,45.69
1787687061.036755,32.06,3529.0,74.0,61.13,51.02
1787687061.137333,35.01,3198.0,74.0,54.12,44.17
1787687061.239538,35.1,3343.0,70.0,57.16,47.23
1787687061.340135,32.2,3382.0,75.0,58.55,48.4
1787687061.440788,26.08,2666.0,74.0,37.62,27.65
1787687061.543309,34.17,3430.0,73.0,57.66,47.86
1787687061.644023,33.52,3381.0,73.0,60.12,49.85
1787687061.744536,35.45,3335.0,73.0,56.29,46.31
1787687061.84519,31.97,3537.0,75.0,61.41,51.31
1787687061.945839,36.04,3280.0,75.0,56.46,46.46
1787687062.046465,34.23,3370.0,73.0,56.97,47.02
1787687062.147388,33.31,3423.0,73.0,59.01,48.99
1787687062.248072,32.86,3169.0,70.0,52.73,42.76
1787687062.348552,35.29,3283.0,72.0,55.65,45.72
1787687062.44909,35.38,3287.0,72.0,56.7,46.66
1787687062.54957,32.13,3539.0,73.0,60.86,50.92
1787687062.650096,35.7,3268.0,74.0,56.96,46.9
1787687062.750661,35.69,3322.0,74.0,56.27,46.33
1787687062.851751,31.96,3540.0,74.0,60.89,50.84
1787687062.952251,35.55,3357.0,75.0,58.04,47.94
1787687063.052781,35.3,3308.0,73.0,57.87,47.78
1787687063.1574,31.57,3516.0,72.0,57.65,48.02
1787687063.258107,34.35,3398.0,73.0,60.85,50.37
1787687063.358525,35.3,3277.0,72.0,56.15,46.15
1787687063.45917,35.72,3248.0,73.0,56.69,46.63
1787687063.559644,31.51,3541.0,75.0,60.7,50.69
1787687063.660348,31.73,3524.0,73.0,61.42,51.35
1787687063.761051,31.74,3455.0,71.0,59.95,49.87
1787687063.861733,32.0,3420.0,74.0,58.34,48.35
1787687063.96304,35.25,3367.0,72.0,57.9,47.91
1787687064.063767,31.76,3476.0,73.0,59.55,49.5
1787687064.1645,35.62,3226.0,73.0,56.32,46.27
1787687064.265235,32.1,3463.0,73.0,60.14,50.08
1787687064.365788,35.95,3236.0,75.0,56.84,46.71
1787687064.466567,35.59,3341.0,74.0,57.19,47.24
1787687064.567105,32.06,3530.0,75.0,61.89,51.77
1787687064.667981,35.09,3254.0,73.0,55.28,45.35
1787687064.770004,35.04,3228.0,73.0,55.15,45.21
1787687064.870615,32.34,3487.0,73.0,60.6,50.4
1787687064.971275,35.81,3332.0,73.0,57.93,47.83
1787687065.071959,31.83,3517.0,74.0,60.5,50.5
1787687065.172457,35.21,3370.0,72.0,58.34,48.2
1787687065.275474,34.47,3027.0,71.0,48.8,39.0
1787687065.375901,32.76,3447.0,74.0,61.08,50.78
1787687065.476616,35.7,3271.0,73.0,56.6,46.61
1787687065.577174,35.58,3325.0,72.0,58.04,47.95
1787687065.680632,32.73,3494.0,73.0,59.17,49.35
1787687065.781256,34.17,3307.0,74.0,58.77,48.5
1787687065.882071,35.44,3299.0,73.0,56.16,46.22
1787687065.982655,35.49,3198.0,70.0,55.28,45.26
1787687066.083191,31.55,3516.0,72.0,60.88,50.8
1787687066.184001,34.83,3335.0,74.0,56.65,46.73
1787687066.287791,32.58,3175.0,73.0,50.72,41.03
1787687066.388541,33.79,3383.0,72.0,59.61,49.25
1787687066.489124,35.51,3242.0,74.0,56.52,46.46
1787687066.589636,35.93,3108.0,73.0,51.47,41.56
1787687066.692248,32.35,3501.0,73.0,60.2,50.33
1787687066.792905,35.67,3266.0,73.0,57.11,46.94
1787687066.89349,35.56,3229.0,73.0,55.65,45.56
1787687066.995623,36.1,3285.0,71.0,56.75,46.88
1787687067.096432,32.15,3311.0,73.0,56.17,46.06
1787687067.19954,35.98,3338.0,73.0,55.9,46.09
1787687067.300203,35.53,3233.0,73.0,57.89,47.45
1787687067.400858,32.19,3534.0,74.0,61.29,51.22
1787687067.501541,35.31,3313.0,73.0,56.43,46.44
1787687067.602128,35.88,3279.0,72.0,57.48,47.38
1787687067.702756,31.6,3522.0,73.0,60.76,50.78
1787687067.803466,35.17,3259.0,72.0,56.82,46.75
1787687067.904053,35.71,3303.0,73.0,57.04,47.01
1787687068.00747,33.98,3307.0,73.0,55.37,45.72
1787687068.108191,33.73,3386.0,74.0,60.5,50.14
1787687068.208713,35.18,3308.0,73.0,56.88,46.94
1787687068.309547,34.82,3263.0,73.0,55.81,45.81
1787687068.41001,29.89,3522.0,75.0,59.77,49.69
1787687068.510473,35.34,3286.0,75.0,57.16,47.21
1787687068.611616,32.81,3446.0,73.0,58.91,48.88
1787687068.712398,34.18,3353.0,74.0,58.1,48.06
1787687068.813201,35.01,3239.0,71.0,55.36,45.32
1787687068.914289,34.15,3308.0,73.0,57.07,47.14
1787687069.014786,33.49,3345.0,74.0,57.47,47.39
1787687069.115429,35.64,3347.0,75.0,58.61,48.49
1787687069.215941,32.28,3509.0,75.0,60.9,50.8
1787687069.31653,35.16,3306.0,73.0,56.87,46.89
1787687069.417119,35.42,3285.0,73.0,57.26,47.17
1787687069.518243,31.12,3459.0,73.0,58.43,48.5
1787687069.618959,36.01,3018.0,74.0,49.45,39.41
1787687069.719755,31.41,3328.0,73.0,56.27,46.25
1787687069.820341,35.68,3289.0,73.0,56.57,46.51
1787687069.92123,35.43,3268.0,71.0,56.23,46.3
1787687070.021775,32.16,3392.0,73.0,58.84,48.77
1787687070.122422,35.4,3267.0,73.0,56.35,46.37
1787687070.222928,35.79,3278.0,72.0,56.44,46.48
1787687070.324219,33.04,3441.0,71.0,58.93,48.99
1787687070.424806,34.36,3333.0,74.0,58.45,48.42
1787687070.52544,31.59,3515.0,74.0,61.27,51.24
1787687070.626001,31.81,3468.0,72.0,59.42,49.45
1787687070.726595,32.01,3534.0,73.0,61.29,51.22
1787687070.829589,34.8,3409.0,73.0,58.25,48.38
1787687070.930269,32.58,3380.0,73.0,60.05,49.75
1787687071.030827,35.34,3185.0,73.0,53.46,43.5
1787687071.131466,34.93,3336.0,73.0,57.42,47.35
1787687071.235051,33.62,3411.0,72.0,57.8,48.09
1787687071.335848,32.81,3459.0,72.0,60.71,50.33
1787687071.436331,35.3,3149.0,73.0,53.99,43.93
1787687071.537031,35.47,3207.0,73.0,54.63,44.71
1787687071.639072,31.13,3447.0,73.0,58.33,48.42
1787687071.739761,34.46,3312.0,72.0,57.64,47.51
1787687071.840231,35.32,3263.0,73.0,56.09,46.01
1787687071.940902,31.07,3518.0,73.0,59.9,49.98
1787687072.041449,34.85,3409.0,73.0,59.51,49.44
1787687072.141968,35.15,3143.0,73.0,53.63,43.71
1787687072.244851,33.66,3377.0,71.0,57.8,47.97
1787687072.345516,33.35,3414.0,74.0,60.48,50.24
1787687072.446117,35.69,3213.0,72.0,55.62,45.72
1787687072.546737,35.57,3270.0,73.0,56.8,46.8
1787687072.649553,32.11,3425.0,74.0,58.05,48.23
1787687072.750245,34.85,3279.0,72.0,57.6,47.36
1787687072.850817,35.72,3247.0,73.0,55.81,45.86
1787687072.951474,35.34,3288.0,72.0,57.03,46.98
1787687073.052217,31.91,3510.0,74.0,60.56,50.59
1787687073.152834,35.48,3284.0,71.0,56.22,46.16
1787687073.257252,32.67,3469.0,73.0,58.53,48.81
1787687073.358194,35.38,3384.0,74.0,60.89,50.43
1787687073.45873,35.19,3304.0,75.0,56.67,46.65
1787687073.559477,35.58,3295.0,72.0,56.91,46.86
1787687073.660002,32.14,3515.0,74.0,61.31,51.23
1787687073.760436,34.73,3263.0,73.0,55.86,45.86
1787687073.861277,32.84,3505.0,73.0,60.3,50.31
1787687073.961972,34.7,3273.0,74.0,56.67,46.66
1787687074.062629,35.59,3270.0,75.0,56.35,46.33
1787687074.163372,32.22,3528.0,74.0,61.06,50.99
1787687074.263936,35.44,3329.0,74.0,56.7,46.68
1787687074.365772,35.88,3320.0,72.0,57.99,48.06
1787687074.466315,31.89,3516.0,75.0,61.21,51.14
1787687074.566939,35.49,3276.0,75.0,56.9,46.98
1787687074.667563,35.69,3252.0,75.0,56.41,46.38
1787687074.769009,34.36,3451.0,73.0,59.39,49.46
1787687074.869485,33.78,3451.0,74.0,60.97,50.78
1787687074.970166,35.58,3224.0,74.0,55.12,45.18
1787687075.070747,35.68,3364.0,75.0,58.97,48.91
1787687075.171389,31.81,3531.0,74.0,61.24,51.17
1787687075.271998,35.45,3260.0,73.0,56.27,46.3
1787687075.376068,34.07,3440.0,72.0,57.95,48.19
1787687075.476544,32.89,3478.0,73.0,61.81,51.45
1787687075.577104,35.8,3294.0,73.0,57.31,47.25
1787687075.677487,35.1,3271.0,72.0,55.75,45.77
1787687075.780058,32.2,3404.0,75.0,56.68,46.91
1787687075.880597,34.76,3359.0,73.0,59.37,49.09
1787687075.981134,35.74,3356.0,73.0,58.1,48.13
1787687076.08168,35.52,3276.0,74.0,56.85,46.83
1787687076.182667,32.15,3537.0,75.0,61.53,51.55
1787687076.283426,35.32,3342.0,74.0,57.42,47.4
1787687076.384039,35.38,3255.0,73.0,55.47,45.55
1787687076.484772,32.29,3513.0,72.0,60.89,50.88
1787687076.585407,35.07,3357.0,72.0,57.96,47.9
1787687076.685989,35.36,3241.0,74.0,55.62,45.72
1787687076.787763,32.76,3508.0,73.0,59.99,50.03
1787687076.888189,34.35,3380.0,75.0,59.0,48.91
1787687076.988926,34.73,3181.0,73.0,53.6,43.57
1787687077.089416,35.24,3520.0,73.0,61.16,51.09
1787687077.190058,32.08,3534.0,73.0,61.42,51.34
1787687077.290733,35.36,3341.0,73.0,57.11,47.14
1787687077.391431,35.08,3225.0,73.0,55.52,45.47
1787687077.492017,31.73,3535.0,73.0,60.98,50.95
1787687077.592715,32.1,3540.0,73.0,61.42,51.39
1787687077.69342,31.7,3437.0,72.0,59.28,49.25
1787687077.794586,32.07,3520.0,73.0,61.07,51.04
1787687077.895114,35.11,3314.0,74.0,56.82,46.77
1787687077.995784,35.35,3230.0,74.0,56.31,46.38
1787687078.09948,32.37,3494.0,74.0,59.15,49.42
1787687078.200144,34.91,3236.0,73.0,58.07,47.75
1787687078.300734,35.11,3391.0,75.0,58.35,48.38
1787687078.40181,35.04,3147.0,71.0,53.24,43.29
1787687078.502459,32.04,3520.0,74.0,60.87,50.82
1787687078.603123,35.44,3379.0,73.0,57.71,47.76
1787687078.703721,34.9,3353.0,73.0,58.25,48.16
1787687078.804676,32.02,3525.0,73.0,61.25,51.21
1787687078.905351,35.18,3174.0,74.0,53.79,43.38
1787687079.006282,31.49,3485.0,75.0,59.38,49.84
1787687079.106809,35.8,3290.0,74.0,57.34,47.21
1787687079.210728,34.08,3451.0,73.0,58.57,48.78
1787687079.311196,34.0,3425.0,75.0,60.81,50.53
1787687079.411879,35.85,3265.0,75.0,56.76,46.68
1787687079.512437,32.2,3537.0,74.0,61.69,51.62
1787687079.613082,35.01,3228.0,73.0,54.59,44.55
1787687079.713572,34.86,3243.0,71.0,55.64,45.63
1787687079.814156,32.1,3406.0,75.0,58.66,48.63
1787687079.914646,35.51,3291.0,75.0,56.88,46.91
1787687080.015553,31.93,3536.0,74.0,61.05,51.04
1787687080.116052,35.88,3309.0,75.0,56.3,46.33
1787687080.220673,33.78,3432.0,74.0,57.76,48.05
1787687080.321209,33.26,3379.0,74.0,60.78,50.35
1787687080.421749,35.51,3318.0,75.0,56.74,46.8
1787687080.522201,34.92,3366.0,73.0,58.56,48.49
1787687080.623907,32.85,3251.0,71.0,54.51,44.65
1787687080.7244,34.15,3312.0,75.0,57.16,46.99
1787687080.825047,35.06,3306.0,73.0,56.11,46.15
1787687080.92561,35.94,3229.0,71.0,56.38,46.31
1787687081.026688,31.9,3540.0,74.0,60.97,50.92
1787687081.127284,35.33,3182.0,75.0,54.1,44.08
1787687081.227931,35.56,3210.0,73.0,54.92,44.89
1787687081.328916,32.14,3540.0,74.0,61.19,51.12
1787687081.42951,35.4,3345.0,75.0,57.85,47.77
1787687081.530009,35.35,3294.0,72.0,56.62,46.6
1787687081.63073,32.04,3513.0,73.0,60.88,50.83
1787687081.731316,34.07,3075.0,71.0,51.21,41.14
1787687081.832006,35.75,3249.0,73.0,55.41,45.44
1787687081.936233,34.21,3402.0,71.0,57.43,47.71
1787687082.037276,33.49,3297.0,75.0,58.33,48.07
1787687082.13785,35.27,3277.0,75.0,57.16,47.13
1787687082.23865,35.53,3219.0,75.0,56.1,46.07
1787687082.343908,32.55,3522.0,75.0,58.54,48.94
1787687082.444563,35.19,3354.0,73.0,61.13,50.66
1787687082.545205,35.77,3353.0,73.0,58.02,47.99
1787687082.645769,30.43,3477.0,73.0,58.69,48.7
1787687082.746345,35.87,3221.0,74.0,54.46,44.52
1787687082.847036,35.8,3253.0,73.0,56.3,46.24
1787687082.948643,33.63,3418.0,73.0,59.55,49.54
1787687083.049337,34.33,3384.0,74.0,59.73,49.56
1787687083.149906,35.92,3216.0,73.0,55.17,45.2
1787687083.250697,35.61,3314.0,72.0,57.35,47.3
1787687083.351232,32.23,3528.0,73.0,61.45,51.33
1787687083.452023,35.82,3251.0,73.0,55.3,45.35
1787687083.552924,35.4,3337.0,75.0,57.74,47.7
1787687083.653752,31.6,3467.0,73.0,59.36,49.33
1787687083.754369,36.3,3417.0,73.0,59.57,49.48
1787687083.855008,36.0,3258.0,74.0,57.03,46.96
1787687083.95564,31.78,3512.0,74.0,60.57,50.58
1787687084.056324,35.36,3242.0,75.0,56.73,46.66
1787687084.156889,35.21,3266.0,75.0,56.52,46.55
1787687084.258227,35.0,3338.0,74.0,57.8,47.83
1787687084.358712,32.67,3444.0,73.0,60.13,50.03
1787687084.459262,35.34,3238.0,74.0,56.22,46.22
1787687084.559802,32.08,3535.0,74.0,60.57,50.63
1787687084.660321,32.25,3539.0,74.0,61.52,51.5
1787687084.76084,32.26,3532.0,75.0,61.67,51.56
1787687084.861359,31.86,3548.0,74.0,61.59,51.48
1787687084.961946,35.48,3327.0,73.0,56.67,46.71
1787687085.063011,35.57,3291.0,74.0,57.74,47.69
1787687085.16492,33.61,3306.0,73.0,56.68,46.74
1787687085.265632,33.32,3343.0,73.0,58.58,48.4
1787687085.366211,34.99,3443.0,75.0,59.22,49.23
1787687085.466938,36.18,3278.0,75.0,56.85,46.79
1787687085.567512,33.84,3439.0,73.0,60.4,50.27
1787687085.668213,34.1,3344.0,73.0,57.33,47.34
1787687085.76875,35.81,3267.0,75.0,56.76,46.68
1787687085.869389,35.75,3267.0,74.0,56.29,46.31
1787687085.97004,31.98,3172.0,75.0,53.14,43.09
1787687086.070661,35.17,3340.0,73.0,56.97,46.95
1787687086.171748,32.33,3426.0,72.0,58.58,48.69
1787687086.272478,34.85,3305.0,75.0,57.5,47.47
1787687086.373058,35.0,3249.0,73.0,56.19,46.14
1787687086.473687,35.68,3279.0,72.0,56.95,46.91
1787687086.574327,31.9,3531.0,74.0,60.89,50.9
1787687086.675147,35.51,3240.0,73.0,56.22,46.16
1787687086.775783,35.9,3270.0,75.0,56.36,46.3
1787687086.87836,32.47,3514.0,73.0,60.2,50.29
1787687086.978977,34.75,3282.0,74.0,57.1,46.91
1787687087.079534,35.91,3245.0,74.0,56.58,46.51
1787687087.180225,31.17,3542.0,75.0,59.89,49.88
1787687087.280771,35.54,3350.0,75.0,58.16,48.07
1787687087.384992,34.38,3389.0,73.0,57.21,47.46
1787687087.485519,33.43,3397.0,73.0,60.87,50.46
1787687087.586048,35.57,3292.0,73.0,56.86,46.88
1787687087.686912,31.99,3535.0,74.0,61.17,51.11
1787687087.78758,36.06,3314.0,75.0,56.91,46.91
1787687087.888265,35.55,3276.0,72.0,56.71,46.68
1787687087.988895,32.14,3433.0,75.0,59.17,49.12
1787687088.089522,35.7,3215.0,75.0,54.8,44.87
1787687088.191174,33.53,3450.0,72.0,60.32,50.35
1787687088.291785,34.31,3352.0,75.0,58.62,48.46
1787687088.394705,31.46,3471.0,74.0,57.6,47.76
1787687088.495615,34.22,3285.0,74.0,56.35,46.23
1787687088.596294,36.25,3312.0,73.0,57.59,47.55
1787687088.696852,31.94,3538.0,74.0,61.22,51.13
1787687088.797342,35.43,3250.0,74.0,57.17,47.06
1787687088.897939,34.72,3282.0,71.0,56.96,46.97
1787687088.998433,33.43,3424.0,73.0,59.54,49.43
1787687089.09911,35.42,3302.0,75.0,56.67,46.67
1787687089.199765,35.6,3291.0,75.0,56.69,46.7
1787687089.300426,32.04,3540.0,73.0,61.46,51.37
1787687089.400968,35.09,3273.0,74.0,56.55,46.45
1787687089.505518,33.91,3398.0,73.0,57.24,47.53
1787687089.606072,33.2,3457.0,75.0,60.81,50.43
1787687089.706625,35.32,3251.0,75.0,56.11,46.0
1787687089.807201,35.62,3254.0,72.0,55.87,45.92
1787687089.911576,32.64,3358.0,73.0,57.19,47.47
1787687090.012013,34.14,3360.0,73.0,59.5,49.15
1787687090.112464,35.73,3217.0,74.0,56.64,46.54
1787687090.213033,35.44,3201.0,71.0,54.71,44.78
1787687090.313679,31.98,3526.0,73.0,61.29,51.23
1787687090.414143,35.79,3283.0,75.0,56.3,46.33
1787687090.514739,35.41,3286.0,73.0,56.66,46.61
1787687090.616064,31.73,3398.0,74.0,58.07,48.16
1787687090.716684,36.24,3312.0,75.0,57.83,47.67
1787687090.817315,34.27,3354.0,73.0,57.62,47.62
1787687090.917981,33.31,3335.0,74.0,58.84,48.76
1787687091.018567,35.87,3262.0,75.0,56.11,46.14
1787687091.119218,35.94,3169.0,72.0,55.11,45.06
1787687091.219764,31.21,3530.0,75.0,60.91,50.81
1787687091.320356,35.67,3327.0,73.0,57.22,47.16
1787687091.421403,33.49,3384.0,73.0,57.95,48.0
1787687091.522112,34.64,3314.0,75.0,57.39,47.34
1787687091.622575,32.3,3546.0,75.0,62.0,51.89
1787687091.723264,31.81,3537.0,75.0,60.91,50.88
1787687091.82502,14.13,3468.0,68.0,35.95,26.23
1787687091.92604,9.5,1984.0,68.0,16.08,6.65
1787687092.026536,35.17,3203.0,73.0,53.41,43.41
1787687092.127312,35.67,3165.0,70.0,53.8,43.87
1787687092.227886,32.0,3510.0,73.0,59.82,49.92
1787687092.328613,35.12,3266.0,71.0,56.44,46.42
1787687092.429056,35.02,3276.0,75.0,55.89,45.92
1787687092.53023,33.27,3437.0,71.0,58.88,49.01
1787687092.630693,34.7,3355.0,73.0,58.4,48.27
1787687092.73133,36.25,3275.0,74.0,56.52,46.54
1787687092.832163,35.65,3252.0,71.0,55.3,45.37
1787687092.932958,31.59,3504.0,74.0,59.87,49.86
