passage,inferences,inference_only_mean_ms,inference_only_median_ms,inference_only_p95_ms,end_to_end_mean_ms,end_to_end_median_ms,end_to_end_p95_ms,passage_duration_s,throughput_effective_fps
1,30,0.7796602333333333,0.687001,1.28438025,1.0338132666666666,0.9639135,1.7755493999999994,0.031120069,964.0081453546906
2,30,0.4477643666666667,0.421339,0.5790868499999999,0.5752360666666667,0.5380285,0.7791576999999998,0.017337562,1730.34709263044
3,30,0.3573032666666666,0.336235,0.5134444499999996,0.4639557333333333,0.438292,0.7301025999999997,0.013978448,2146.1610044262425
4,30,0.18686603333333332,0.1735505,0.25191814999999995,0.2383354666666667,0.22460000000000002,0.32615539999999993,0.007182067,4177.070472887541
5,30,0.1689872,0.157186,0.23556144999999992,0.26947413333333337,0.25564,0.3596201,0.008123942,3692.7885501890582
6,30,0.18218496666666667,0.16431849999999998,0.2642748999999999,0.2809496333333333,0.2653895,0.4067040999999999,0.008456833,3547.4272697592583
7,30,0.1626181666666667,0.15270650000000002,0.2417197499999999,0.2616267666666667,0.24910700000000002,0.38018974999999994,0.007877284,3808.4192470399694
8,30,0.15701526666666668,0.15271400000000002,0.17597135,0.25286243333333336,0.2508975,0.27668574999999995,0.007615351,3939.411328512632
9,30,0.1574412,0.1537155,0.1739335,0.2584708666666667,0.2536375,0.28261435,0.007783778,3854.1695305287485
10,30,0.1734686,0.1627,0.2485946499999999,0.28411836666666673,0.262232,0.44158215,0.008553854,3507.1910275765754
11,30,0.1583436666666667,0.1512295,0.17866619999999997,0.2576229,0.2493265,0.29392149999999995,0.007757523,3867.2138000751015
12,30,0.1605074,0.15554099999999998,0.1796631,0.25968793333333334,0.2538495,0.29146815,0.00782058,3836.032621621414
13,30,0.16011083333333334,0.1561295,0.1808795,0.2536503666666667,0.2532,0.2809909,0.007644209,3924.539478185382
14,30,0.18272900000000003,0.1558655,0.343485,0.28645149999999997,0.251185,0.4954360499999998,0.008623567,3478.838860995688
15,30,0.16693426666666664,0.1566915,0.23821074999999992,0.21293943333333332,0.197882,0.2958654,0.006416392,4675.524812075073
16,30,0.15855183333333336,0.1541475,0.1800935,0.2020868666666667,0.1943445,0.24186524999999998,0.006090011,4926.099476667612
17,30,0.1614496,0.1530475,0.1934093999999999,0.20161606666666662,0.19113750000000002,0.24971764999999987,0.006075739,4937.670956570057
18,30,0.1573922666666667,0.1545725,0.17594844999999998,0.2002069,0.1950985,0.24692259999999988,0.006033684,4972.0867052368
19,30,0.18697113333333334,0.1600435,0.341221,0.2510161666666667,0.20175549999999998,0.47959514999999986,0.007563811,3966.254577223043
20,30,0.2368521333333333,0.180741,0.4166055999999999,0.3199138333333334,0.228088,0.55737785,0.009637698,3112.776515719833
21,30,0.2261442,0.2260545,0.24676555,0.28554019999999997,0.2878135,0.3073287,0.00860673,3485.644373647134
22,30,0.22433929999999996,0.221414,0.26790739999999996,0.2875410666666666,0.28609300000000004,0.3386528,0.008665166,3462.137944039387
23,30,0.21337600000000004,0.19212600000000002,0.3681202999999999,0.30097690000000005,0.2562265,0.5028484999999998,0.009063475,3309.988718455118
24,30,0.1757668666666667,0.160472,0.2060754,0.21876913333333337,0.2015215,0.2685077,0.006591395,4551.388590730794
25,30,0.15614823333333336,0.1518455,0.17457604999999998,0.19669499999999998,0.192353,0.22224989999999997,0.005927697,5060.987429013325
26,30,0.17128633333333335,0.160113,0.21540654999999997,0.21631003333333335,0.2031795,0.27219099999999996,0.006518412,4602.347933821919
27,30,0.16095353333333332,0.1587035,0.19499284999999994,0.20684976666666668,0.197607,0.25955269999999986,0.006232853,4813.205124523232
28,30,0.16773743333333335,0.159117,0.20965599999999998,0.21606596666666666,0.199702,0.29793034999999995,0.006510879,4607.672788881501
29,30,0.16316366666666662,0.160577,0.1828966,0.20548700000000003,0.200486,0.22923349999999998,0.006193761,4843.583728852308
30,30,0.1974692,0.192166,0.23552119999999996,0.2508007,0.243957,0.31187574999999995,0.007560221,3968.1379684535677
31,30,0.1862919,0.1671985,0.25959625,0.27964859999999997,0.264459,0.3423812,0.008422278,3561.98168713975
32,30,0.1978118666666667,0.1660925,0.3099809999999999,0.31681896666666665,0.268468,0.5025062999999997,0.00953603,3145.9632572464643
