sample_size,repetition,batch_size,correct,accuracy_percent,prediction_sha256,wall_time_s,throughput_fps,latency_mean_ms,latency_median_ms,latency_std_ms,latency_cv_percent,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,power_samples,pstates,power_total_mean_w,power_total_std_w,power_total_min_w,power_total_max_w,power_sensor_1s_mean_w,power_dynamic_mean_w,energy_total_j,energy_dynamic_j,energy_per_inference_mj,dynamic_energy_per_inference_mj,gpu_utilization_percent_mean,gpu_utilization_percent_std,gpu_utilization_percent_min,gpu_utilization_percent_max,memory_utilization_percent_mean,memory_utilization_percent_std,memory_utilization_percent_min,memory_utilization_percent_max,memory_used_mib_mean,memory_used_mib_std,memory_used_mib_min,memory_used_mib_max,gpu_clock_sm_mhz_mean,gpu_clock_sm_mhz_std,gpu_clock_sm_mhz_min,gpu_clock_sm_mhz_max,gpu_clock_memory_mhz_mean,gpu_clock_memory_mhz_std,gpu_clock_memory_mhz_min,gpu_clock_memory_mhz_max,gpu_temperature_c_mean,gpu_temperature_c_std,gpu_temperature_c_min,gpu_temperature_c_max,fan_speed_percent_mean,fan_speed_percent_std,fan_speed_percent_min,fan_speed_percent_max,started_utc,ended_utc,monotonic_start_s,monotonic_end_s
100,1,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.05830486898776144,1715.122625882079,0.44489761009812356,0.2943364977836609,0.2998548817879087,67.39862723060588,0.8436918854713442,0.9379532456398009,1.3363896715641037,0.19828400015830994,1.6223700046539307,1,P2,26.9,0.0,26.9,26.9,27.03,0.0,1.5684009757707826,0.0,15.684009757707827,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,707.0,0.0,707.0,707.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,42.0,0.0,42.0,42.0,31.0,0.0,31.0,31.0,2026-09-03T18:37:59.141938+00:00,2026-09-03T18:37:59.200258+00:00,93999.316819615,93999.375124484
100,2,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.03042033400561195,3287.27488598751,0.2285603801906109,0.21076049655675888,0.04641066508665857,20.30564748271498,0.2914765000343323,0.3445816531777382,0.3722667521238331,0.1942880004644394,0.4470849931240082,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2026-09-03T18:37:59.203132+00:00,2026-09-03T18:37:59.233566+00:00,93999.378011294,93999.408431628
