received_perf_counter_ns,seconds_since_first_sample,timestamp_local,system_cpu_percent,process_cpu_percent,process_rss_mib,process_vms_mib,process_threads,system_memory_percent,load1,load5,load15,frequency_mean_mhz,frequency_min_mhz,frequency_max_mhz,package_temperature_c,core_temperature_mean_c,core_temperature_max_c,fan_rpm,rapl_capture_perf_counter_ns,rapl_package_energy_uj,rapl_core_energy_uj,rapl_uncore_energy_uj,rapl_package_power_w,rapl_core_power_w,rapl_uncore_power_w
96338027194723,0.0,2026-09-01T16:50:36.192944-03:00,25.0,0.0,723.16015625,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,1467.4149583333335,796.959,4430.341,52.0,50.3125,52.0,917.0,96338027412044,181346552597,94451420862,13410427,,,
96338127841041,0.100646318,2026-09-01T16:50:36.293592-03:00,0.8,0.0,723.16796875,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,1170.018625,800.0,2056.894,52.0,50.3125,52.0,917.0,96338128437807,181347901226,94451891747,13410427,13.349357232768437,4.66103878868997,0.0
96338227830936,0.200636213,2026-09-01T16:50:36.393580-03:00,0.8,0.0,723.171875,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,1119.837875,800.0,2096.973,52.0,50.3125,52.0,917.0,96338228397024,181349003885,94452156151,13410427,11.031088808948954,2.6451187587833944,0.0
96338327856103,0.30066138,2026-09-01T16:50:36.493605-03:00,0.4,0.0,723.1796875,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,1088.2480833333334,799.447,2000.061,52.0,50.3125,52.0,917.0,96338328401817,181350190405,94452486960,13410427,11.864631328220439,3.307931450845561,0.0
96338427643369,0.400448646,2026-09-01T16:50:36.593392-03:00,0.8,0.0,723.1796875,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,1011.9877499999999,800.0,2058.29,52.0,50.3125,52.0,917.0,96338428231031,181351320956,94452760824,13410427,11.324851260473713,2.7433252154023773,0.0
96338527746867,0.500552144,2026-09-01T16:50:36.693496-03:00,0.8,0.0,723.18359375,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,966.9546666666666,800.0,1916.029,52.0,50.3125,52.0,917.0,96338528583471,181352416840,94453018819,13410427,10.920352310317517,2.570889158250661,0.0
96338628513996,0.601319273,2026-09-01T16:50:36.794263-03:00,0.4,0.0,723.1875,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,897.6246666666666,800.0,1771.512,52.0,50.3125,52.0,917.0,96338629071645,181353530728,94453260274,13410427,11.084767049304727,2.4028200572138965,0.0
96338727944949,0.700750226,2026-09-01T16:50:36.893694-03:00,0.8,0.0,723.19140625,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,931.8747083333333,733.355,1890.593,52.0,50.3125,52.0,917.0,96338728485627,181354646265,94453538471,13410427,11.221127828880247,2.7983689457283787,0.0
96338827970190,0.800775467,2026-09-01T16:50:36.993719-03:00,0.8,10.0,723.19140625,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,964.0133333333333,800.0,1598.984,51.0,47.25,50.0,917.0,96338837516011,181355871054,94453829852,13410427,11.2334649761483,2.6724752248877706,0.0
96338927987816,0.900793093,2026-09-01T16:50:37.093737-03:00,1.2,0.0,723.1953125,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,873.078625,799.848,1715.889,51.0,47.25,50.0,917.0,96338928908539,181356949543,94454128314,13410427,11.800625539103153,3.2657155517133742,0.0
96339028591515,1.001396792,2026-09-01T16:50:37.194341-03:00,0.8,9.9,723.19921875,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,967.1362083333333,800.0,2015.354,51.0,47.25,50.0,917.0,96339029116108,181357998551,94454346514,13410427,10.46835094861946,2.17748022606955,0.0
96339128036565,1.100841842,2026-09-01T16:50:37.293786-03:00,0.8,0.0,723.19921875,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,994.6127499999999,799.515,1918.567,51.0,47.25,50.0,917.0,96339128589069,181359093763,94454590837,13410427,11.010147772719865,2.4561750001590883,0.0
96339228251096,1.201056373,2026-09-01T16:50:37.394000-03:00,0.8,0.0,723.19921875,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,1097.5683333333334,800.0,2034.333,51.0,47.25,50.0,917.0,96339228712841,181360125377,94454806290,13410427,10.303387291481588,2.1518665916821433,0.0
96339328667841,1.301473118,2026-09-01T16:50:37.494417-03:00,1.2,0.0,723.203125,9755.6796875,107,28.2,1.04833984375,0.392578125,0.2099609375,1077.4882916666668,800.0,1983.815,51.0,47.25,50.0,917.0,96339329292815,181361247750,94455093033,13410427,11.159010639632896,2.8508955470598947,0.0
96339427978944,1.400784221,2026-09-01T16:50:37.593728-03:00,0.8,0.0,723.203125,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1041.01125,800.0,1897.67,51.0,47.25,50.0,917.0,96339428513071,181362266180,94455298904,13410427,10.264335540517049,2.074888821089113,0.0
96339527889298,1.500694575,2026-09-01T16:50:37.693639-03:00,1.3,0.0,723.203125,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1057.34375,800.0,1885.698,51.0,47.25,50.0,917.0,96339528481616,181363337039,94455543166,13410427,10.711959446844006,2.443388567874025,0.0
96339627717999,1.600523276,2026-09-01T16:50:37.793467-03:00,0.4,0.0,723.20703125,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1055.4669166666665,800.0,1900.272,51.0,47.25,50.0,917.0,96339628189131,181364400513,94455771803,13410427,10.665936263680827,2.2930769059884804,0.0
96339727955802,1.700761079,2026-09-01T16:50:37.893705-03:00,1.2,0.0,723.20703125,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1038.3698333333334,799.777,1900.094,51.0,47.25,50.0,917.0,96339728515267,181365474484,94456026563,13410427,10.704797800644888,2.539318368645235,0.0
96339827917688,1.800722965,2026-09-01T16:50:37.993667-03:00,0.4,0.0,723.20703125,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,941.6239166666666,800.0,1652.138,51.0,47.0625,50.0,917.0,96339828519232,181366560419,94456260815,13410427,10.858919443844052,2.3424271227645823,0.0
96339927824196,1.900629473,2026-09-01T16:50:38.093574-03:00,0.8,0.0,723.2109375,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1058.1827916666666,800.0,2000.0,51.0,47.125,49.0,915.0,96339937365324,181367789359,94456554882,13410427,11.29062125629646,2.701677153461789,0.0
96340028105680,2.000910957,2026-09-01T16:50:38.193856-03:00,1.7,10.0,723.21484375,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1084.0771666666667,800.0,1893.707,51.0,47.125,49.0,915.0,96340028630605,181368721974,94456753917,13410427,10.2187270973285,2.1808402693681512,0.0
96340127766449,2.100571726,2026-09-01T16:50:38.293516-03:00,0.8,0.0,723.21875,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,957.6209166666666,800.0,1690.232,51.0,47.125,49.0,915.0,96340128261580,181369863450,94457062998,13410427,11.457039339422304,3.1022581079829843,0.0
96340228342043,2.20114732,2026-09-01T16:50:38.394091-03:00,0.4,9.9,723.22265625,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,979.0595416666666,800.0,1882.665,51.0,47.125,49.0,915.0,96340228814545,181370983504,94457338449,13410427,11.13894552985086,2.739362285338876,0.0
96340327772476,2.300577753,2026-09-01T16:50:38.493521-03:00,1.3,0.0,723.22265625,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,1100.1134583333333,800.0,2026.324,51.0,47.125,49.0,915.0,96340328334097,181371982585,94457539377,13410427,10.039042378325819,2.0189801497498703,0.0
96340428075325,2.400880602,2026-09-01T16:50:38.593824-03:00,0.4,0.0,723.2265625,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,940.826375,800.0,1826.056,51.0,47.125,49.0,915.0,96340428633606,181372992348,94457739266,13410427,10.067477000311138,1.992921022175692,0.0
96340528185061,2.500990338,2026-09-01T16:50:38.693935-03:00,0.8,0.0,723.2265625,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,1143.4460833333333,800.0,1918.566,51.0,47.125,49.0,915.0,96340528662783,181374037878,94457969490,13410427,10.45225034691628,2.3015684713671094,0.0
96340627736862,2.600542139,2026-09-01T16:50:38.793486-03:00,0.8,0.0,723.2265625,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,856.600875,800.0,2000.0,51.0,47.125,49.0,915.0,96340628207833,181375112460,94458204353,13410427,10.794931541045989,2.3593639261821657,0.0
96340727871089,2.700676366,2026-09-01T16:50:38.893620-03:00,0.8,0.0,723.2265625,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,1109.1564583333334,800.0,1900.431,51.0,47.125,49.0,915.0,96340728475008,181376198151,94458450080,13410427,10.827980343517208,2.4507222827410864,0.0
96340828531308,2.801336585,2026-09-01T16:50:38.994280-03:00,0.8,0.0,723.2265625,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1061.5,800.0,1902.035,51.0,47.125,49.0,915.0,96340829083024,181377233976,94458664801,13410427,10.295650795857062,2.134233518728766,0.0
96340927928050,2.900733327,2026-09-01T16:50:39.093677-03:00,0.8,0.0,723.23046875,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1104.2583333333334,799.315,1700.273,51.0,47.1875,49.0,915.0,96340928536090,181378334437,94458920721,13410427,11.065128952384434,2.573274111026401,0.0
96341027684874,3.000490151,2026-09-01T16:50:39.193434-03:00,0.8,10.0,723.23046875,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,1105.811625,800.0,2100.297,50.0,47.375,49.0,915.0,96341037102085,181379565208,94459238652,13410427,11.336616037093382,2.9284583998884735,0.0
96341128381833,3.10118711,2026-09-01T16:50:39.294130-03:00,0.8,0.0,723.23046875,9755.6796875,107,28.2,0.96435546875,0.3857421875,0.20849609375,911.797375,800.0,1861.73,50.0,47.375,49.0,915.0,96341128761842,181380635884,94459533878,13410427,11.680982309390151,3.2208900575636483,0.0
96341228301925,3.201107202,2026-09-01T16:50:39.394050-03:00,0.8,0.0,723.23046875,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,1016.49975,799.446,1955.788,50.0,47.375,49.0,915.0,96341228717358,181381783281,94459831912,13410427,11.479076352324569,2.981666364465569,0.0
96341327896143,3.30070142,2026-09-01T16:50:39.493646-03:00,0.4,0.0,723.234375,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,1110.0007083333333,800.0,1999.933,50.0,47.375,49.0,915.0,96341328465276,181382823683,94460051333,13410427,10.430312941469115,2.199755186870166,0.0
96341427828229,3.400633506,2026-09-01T16:50:39.593577-03:00,0.8,10.0,723.23828125,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,1082.6827083333333,800.0,2022.158,50.0,47.375,49.0,915.0,96341428365878,181383848339,94460267275,13410427,10.256755009344188,2.1615685559132065,0.0
96341527856700,3.500661977,2026-09-01T16:50:39.693605-03:00,0.4,0.0,723.2421875,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,1020.4395416666666,800.0,2095.397,50.0,47.375,49.0,915.0,96341528382125,181384851998,94460470521,13410427,10.03495962011052,2.032129839864917,0.0
96341628460930,3.601266207,2026-09-01T16:50:39.794210-03:00,1.2,0.0,723.2421875,9755.6796875,107,28.3,0.96435546875,0.3857421875,0.20849609375,1010.7953333333334,800.0,1885.173,50.0,47.375,49.0,915.0,96341629012114,181385964117,94460730408,13410427,11.051566347681902,2.582599904686465,0.0
