received_perf_counter_ns,seconds_since_first_sample,timestamp,index,name,uuid,pci.bus_id,driver_version,pstate,temperature.gpu,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw.instant,power.draw.average,power.limit,clocks.current.sm,clocks.current.memory,fan.speed
100854517164431,0.0,2026/09/03 17:32:14.336,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100854619912434,0.102748003,2026/09/03 17:32:14.442,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100854723044130,0.205879699,2026/09/03 17:32:14.545,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100854825046403,0.307881972,2026/09/03 17:32:14.648,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100854927788996,0.410624565,2026/09/03 17:32:14.750,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100855030409014,0.513244583,2026/09/03 17:32:14.853,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100855139077011,0.62191258,2026/09/03 17:32:14.955,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100855241758688,0.724594257,2026/09/03 17:32:15.064,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100855344424024,0.827259593,2026/09/03 17:32:15.167,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.56,28.35,120.0,1755.0,6801.0,31.0
100855447534419,0.930369988,2026/09/03 17:32:15.269,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.31,28.27,120.0,1755.0,6801.0,31.0
100855550380003,1.033215572,2026/09/03 17:32:15.372,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.31,28.27,120.0,1755.0,6801.0,31.0
100855653164957,1.136000526,2026/09/03 17:32:15.475,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.31,28.27,120.0,1755.0,6801.0,31.0
100855755808988,1.238644557,2026/09/03 17:32:15.578,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.31,28.27,120.0,1755.0,6801.0,31.0
100855857901500,1.340737069,2026/09/03 17:32:15.681,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,5.0,0.0,700.0,8192.0,28.31,28.27,120.0,1755.0,6801.0,31.0
100855960882572,1.443718141,2026/09/03 17:32:15.783,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.29,28.25,120.0,1755.0,6801.0,31.0
100856063492600,1.546328169,2026/09/03 17:32:15.886,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.29,28.25,120.0,1755.0,6801.0,31.0
100856166132747,1.648968316,2026/09/03 17:32:15.988,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.29,28.25,120.0,1755.0,6801.0,31.0
100856269086361,1.75192193,2026/09/03 17:32:16.091,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.29,28.25,120.0,1755.0,6801.0,31.0
100856372197018,1.855032587,2026/09/03 17:32:16.194,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.15,28.27,120.0,1755.0,6801.0,31.0
100856474526496,1.957362065,2026/09/03 17:32:16.297,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.15,28.27,120.0,1755.0,6801.0,31.0
100856576422088,2.059257657,2026/09/03 17:32:16.399,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.15,28.27,120.0,1755.0,6801.0,31.0
100856679368311,2.16220388,2026/09/03 17:32:16.501,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.15,28.27,120.0,1755.0,6801.0,31.0
100856782023092,2.264858661,2026/09/03 17:32:16.604,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.15,28.27,120.0,1755.0,6801.0,31.0
100856884601937,2.367437506,2026/09/03 17:32:16.707,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.13,28.22,120.0,1755.0,6801.0,31.0
100856987252262,2.470087831,2026/09/03 17:32:16.809,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.13,28.22,120.0,1755.0,6801.0,31.0
100857089715147,2.572550716,2026/09/03 17:32:16.912,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.13,28.22,120.0,1755.0,6801.0,31.0
100857192681684,2.675517253,2026/09/03 17:32:17.015,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.13,28.22,120.0,1755.0,6801.0,31.0
100857295282492,2.778118061,2026/09/03 17:32:17.117,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.13,28.22,120.0,1755.0,6801.0,31.0
100857398170545,2.881006114,2026/09/03 17:32:17.220,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.14,28.13,120.0,1755.0,6801.0,31.0
100857500517317,2.983352886,2026/09/03 17:32:17.323,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.14,28.13,120.0,1755.0,6801.0,31.0
100857602971656,3.085807225,2026/09/03 17:32:17.425,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.14,28.13,120.0,1755.0,6801.0,31.0
100857705969993,3.188805562,2026/09/03 17:32:17.528,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.14,28.13,120.0,1755.0,6801.0,31.0
100857808050506,3.290886075,2026/09/03 17:32:17.631,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.14,28.13,120.0,1755.0,6801.0,31.0
100857911086499,3.393922068,2026/09/03 17:32:17.733,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.13,28.11,120.0,1755.0,6801.0,31.0
100858013251247,3.496086816,2026/09/03 17:32:17.836,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.13,28.11,120.0,1755.0,6801.0,31.0
100858115285160,3.598120729,2026/09/03 17:32:17.938,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,47.0,0.0,0.0,700.0,8192.0,28.13,28.11,120.0,1755.0,6801.0,31.0
