block,samples,duration_s,throughput_inf_s
0,1000,0.61102732,1636.5880334123194
1,1000,0.61094364,1636.8121943294148
2,1000,0.67228818,1487.4573579443268
3,1000,0.69352887,1441.9010415528917
4,1000,0.6105896,1637.761272055731
5,1000,0.61171574,1634.7462303324091
6,1000,0.61231209,1633.1540995703679
7,1000,0.61193693,1634.1553368906823
8,1000,0.61141124,1635.5603799498354
9,1000,0.61214859,1633.590301988607
