received_perf_counter_ns,seconds_since_first_sample,timestamp_local,system_cpu_percent,process_cpu_percent,process_rss_mib,process_vms_mib,process_threads,system_memory_percent,load1,load5,load15,frequency_mean_mhz,frequency_min_mhz,frequency_max_mhz,package_temperature_c,core_temperature_mean_c,core_temperature_max_c,fan_rpm,rapl_capture_perf_counter_ns,rapl_package_energy_uj,rapl_core_energy_uj,rapl_uncore_energy_uj,rapl_package_power_w,rapl_core_power_w,rapl_uncore_power_w
94333555361445,0.0,2026-09-01T16:17:11.721113-03:00,14.3,0.0,722.9296875,9755.62109375,107,27.5,0.392578125,0.525390625,0.44970703125,1407.6524583333332,797.099,4081.7,57.0,54.4375,56.0,1022.0,94333556051518,159773144080,88834360413,13100064,,,
94333655811682,0.100450237,2026-09-01T16:17:11.821562-03:00,0.8,0.0,722.9375,9755.62109375,107,27.5,0.392578125,0.525390625,0.44970703125,960.9930416666666,800.0,2037.487,57.0,54.4375,56.0,1022.0,94333656552464,159774506808,88834835997,13100064,13.55935495373347,4.732134561201046,0.0
94333754578615,0.19921717,2026-09-01T16:17:11.920328-03:00,1.3,0.0,722.94140625,9755.62109375,107,27.5,0.392578125,0.525390625,0.44970703125,1029.234125,800.0,1971.714,57.0,54.4375,56.0,1022.0,94333755097383,159775679413,88835156553,13100064,11.89919289496803,3.25289221659414,0.0
94333854533006,0.299171561,2026-09-01T16:17:12.020282-03:00,1.3,0.0,722.94921875,9755.62109375,107,27.5,0.392578125,0.525390625,0.44970703125,1006.747125,798.835,2038.862,57.0,54.4375,56.0,1022.0,94333854956753,159776948941,88835557187,13100064,12.71315851481939,4.0119820503574175,0.0
94333954951463,0.399590018,2026-09-01T16:17:12.120701-03:00,1.6,0.0,722.94921875,9755.62109375,107,27.5,0.392578125,0.525390625,0.44970703125,1135.6462916666667,800.0,2044.017,57.0,54.4375,56.0,1022.0,94333955383750,159778303551,88836028133,13100064,13.488504490480782,4.689436247904535,0.0
94334054860000,0.499498555,2026-09-01T16:17:12.220609-03:00,0.8,0.0,722.953125,9755.62109375,107,27.5,0.521484375,0.55029296875,0.45849609375,1173.502625,800.0,2019.812,57.0,54.4375,56.0,1022.0,94334055362948,159779520223,88836372736,13100064,12.169251447686147,3.44674699230934,0.0
94334154380316,0.599018871,2026-09-01T16:17:12.320131-03:00,3.4,0.0,722.95703125,9755.62109375,107,27.5,0.521484375,0.55029296875,0.45849609375,1302.2468333333334,800.0,2037.181,57.0,54.4375,56.0,1022.0,94334154858193,159780923479,88836888726,13100064,14.103749380183947,5.18607698287491,0.0
94334254512857,0.699151412,2026-09-01T16:17:12.420263-03:00,2.5,10.0,722.9609375,9755.62109375,107,27.5,0.521484375,0.55029296875,0.45849609375,1245.6914166666668,798.94,1900.001,57.0,54.4375,56.0,1022.0,94334254996642,159782344068,88837434196,13100064,14.1862492797347,5.44715846357876,0.0
94334354834369,0.799472924,2026-09-01T16:17:12.520584-03:00,2.1,10.0,722.9609375,9755.62109375,107,27.5,0.521484375,0.55029296875,0.45849609375,1121.79025,800.0,1999.839,55.0,51.875,53.0,1022.0,94334364297658,159783871652,88837994009,13100064,13.975935960192722,5.121754769415867,0.0
94334454740626,0.899379181,2026-09-01T16:17:12.620491-03:00,2.1,0.0,722.9609375,9755.62109375,107,27.5,0.521484375,0.55029296875,0.45849609375,1240.7397916666666,800.0,2000.247,55.0,51.875,53.0,1022.0,94334455240089,159785108893,88838436757,13100064,13.604661612795462,4.868442542513516,0.0
