878,6,15,9,13,6,13,16,30,14
45,853,7,5,1,4,12,7,12,54
86,1,599,69,67,50,80,39,3,6
28,3,40,624,45,146,74,34,3,3
19,1,73,76,640,28,73,83,7,0
12,2,29,152,21,679,36,64,4,1
13,0,48,54,15,22,841,4,1,2
18,1,30,49,33,55,7,801,3,3
139,18,7,18,8,5,4,5,779,17
61,49,7,25,4,6,5,27,18,798
