received_perf_counter_ns,seconds_since_first_sample,timestamp_local,system_cpu_percent,process_cpu_percent,process_rss_mib,process_vms_mib,process_threads,system_memory_percent,load1,load5,load15,frequency_mean_mhz,frequency_min_mhz,frequency_max_mhz,package_temperature_c,core_temperature_mean_c,core_temperature_max_c,fan_rpm,rapl_capture_perf_counter_ns,rapl_package_energy_uj,rapl_core_energy_uj,rapl_uncore_energy_uj,rapl_package_power_w,rapl_core_power_w,rapl_uncore_power_w
94875690312997,0.0,2026-09-01T16:26:13.856063-03:00,16.7,0.0,722.6953125,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,1332.9045833333332,800.0,3236.003,52.0,49.625,51.0,908.0,94875690829738,166263999656,90941772681,13185391,,,
94875791125410,0.100812413,2026-09-01T16:26:13.956877-03:00,0.8,9.9,722.69921875,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,951.9845416666667,800.0,1699.435,52.0,49.625,51.0,908.0,94875791649032,166265254169,90942169409,13185391,12.443183742191252,3.9350404496980507,0.0
94875891048161,0.200735164,2026-09-01T16:26:14.056797-03:00,0.8,0.0,722.703125,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,974.3792083333333,800.0,2090.762,52.0,49.625,51.0,908.0,94875891444320,166266445633,90942514439,13185391,11.939080730945934,3.457377666969607,0.0
94875991018641,0.300705644,2026-09-01T16:26:14.156767-03:00,0.8,0.0,722.71484375,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,910.3146666666667,799.741,1918.221,52.0,49.625,51.0,908.0,94875991549171,166267630323,90942847691,13185391,11.834491417403937,3.3290294793006585,0.0
94876090419003,0.400106006,2026-09-01T16:26:14.256168-03:00,0.8,0.0,722.71484375,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,1153.673375,800.0,2086.515,52.0,49.625,51.0,908.0,94876090932400,166268825876,90943220004,13185391,12.029725860486984,3.7462356953606326,0.0
94876190945879,0.500632882,2026-09-01T16:26:14.356695-03:00,1.2,9.9,722.71875,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,1074.627,800.0,1909.483,52.0,49.625,51.0,908.0,94876191513939,166269996039,90943527254,13185391,11.633973904495535,3.054735521595071,0.0
94876291286044,0.600973047,2026-09-01T16:26:14.457035-03:00,0.8,0.0,722.71875,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,993.072,800.0,1989.554,52.0,49.625,51.0,908.0,94876291712980,166271177982,90943854402,13185391,11.795951220730746,3.2649813484741834,0.0
94876390243556,0.699930559,2026-09-01T16:26:14.555992-03:00,0.8,0.0,722.72265625,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,1039.1723749999999,800.0,2099.581,52.0,49.625,51.0,908.0,94876390666613,166272353577,90944197663,13185391,11.880261131999065,3.4689075033758487,0.0
94876490386861,0.800073864,2026-09-01T16:26:14.656135-03:00,0.8,0.0,722.72265625,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,985.18575,800.0,1954.808,50.0,46.75,48.0,907.0,94876499551405,166273665280,90944585174,13185391,12.046705291956659,3.5589083919083944,0.0
94876590611718,0.900298721,2026-09-01T16:26:14.756361-03:00,1.3,0.0,722.73046875,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,1034.0138333333332,800.0,2005.039,50.0,46.75,48.0,907.0,94876591025564,166274751337,90944894499,13185391,11.87282847825909,3.381556096077363,0.0
94876691084120,1.000771123,2026-09-01T16:26:14.856833-03:00,0.8,0.0,722.73046875,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,1015.1991666666667,800.0,1974.743,50.0,46.75,48.0,907.0,94876691500763,166275969718,90945263212,13185391,12.126186483094202,3.6696916619194755,0.0
94876789930775,1.099617778,2026-09-01T16:26:14.955681-03:00,1.7,0.0,722.73046875,9755.75390625,107,27.5,0.26025390625,0.236328125,0.3203125,1400.7958333333333,800.0,2078.562,50.0,46.75,48.0,907.0,94876790381095,166277174060,90945630032,13185391,12.179793247457948,3.7097367351072403,0.0
