passage,samples,accelerator_mean_ms,device_call_mean_ms,application_e2e_mean_ms,passage_duration_ms,passage_throughput_inf_s
0,30,0.183433,0.502694,0.7116253333333333,22.17566,1352.8345943254901
1,30,0.1818226666666667,0.5002343333333334,0.7090403333333334,22.08062,1358.6575014650857
2,30,0.18124899999999997,0.49134833333333333,0.6981763333333336,21.73959,1379.9708274167085
3,30,0.18474499999999996,0.5023836666666667,0.7121483333333333,22.1834,1352.3625774227576
4,30,0.18203033333333335,0.494692,0.7029946666666668,21.89359,1370.2640818614032
5,30,0.17859433333333335,0.48889933333333335,0.6959963333333333,21.67505,1384.0798521802717
6,30,0.17913266666666672,0.4899396666666667,0.6963246666666668,21.68625,1383.365035448729
7,30,0.17852099999999999,0.48918500000000004,0.695426,21.66894,1384.4701217503025
8,30,0.18651866666666664,0.5038376666666667,0.7139406666666667,22.22555,1349.7978677693015
9,30,0.17792766666666668,0.48873466666666665,0.6950329999999999,21.65296,1385.4918680863957
10,30,0.17878633333333335,0.487291,0.6942246666666667,21.62594,1387.2229368989279
11,30,0.17878333333333338,0.48740133333333335,0.6932833333333334,21.59719,1389.0695965539962
12,30,0.18287499999999998,0.4947846666666667,0.7044536666666665,21.94015,1367.3561940096126
13,30,0.18253966666666663,0.49350766666666673,0.7007103333333333,21.8291,1374.3122712342697
14,30,0.17859266666666668,0.48765,0.6960446666666666,21.69709,1382.673897743891
15,30,0.17828499999999997,0.48707100000000003,0.6925736666666669,21.57784,1390.3152493484056
16,30,0.17881466666666668,0.488404,0.6945933333333333,21.63681,1386.5260174674547
17,30,0.18391633333333332,0.5025206666666666,0.7117256666666666,22.16571,1353.4418703483893
18,30,0.179669,0.48905666666666664,0.6941546666666666,21.64447,1386.0353244962803
19,30,0.17831599999999997,0.4877023333333333,0.6931423333333335,21.59825,1389.0014237264593
20,30,0.17982533333333325,0.4879383333333333,0.6927880000000001,21.6146,1387.9507370018412
21,30,0.1841133333333333,0.4972676666666666,0.7057153333333336,21.98268,1364.7107632008472
22,30,0.18100899999999998,0.4922456666666667,0.7001183333333333,21.81715,1375.065029117002
23,30,0.17846800000000004,0.48718766666666663,0.6925033333333334,21.57878,1390.254685389999
24,30,0.17855866666666664,0.487747,0.6918543333333333,21.58596,1389.7922538538937
25,30,0.17829633333333333,0.487384,0.6927336666666667,21.58452,1389.8849731196246
26,30,0.1851023333333333,0.5032516666666668,0.712864,22.20348,1351.1395510973955
27,30,0.1780276666666666,0.4850056666666667,0.689911,21.52241,1393.8959438092668
28,30,0.17913433333333334,0.4844163333333333,0.689333,21.49795,1395.4818947853169
29,30,0.17807566666666666,0.48509633333333324,0.6900496666666666,21.5055,1394.9919787961219
30,30,0.1824543333333333,0.4928103333333334,0.700435,21.82881,1374.3305292409434
31,30,0.18022666666666665,0.4901033333333332,0.6967680000000003,21.73997,1379.9467064581966
32,30,0.17825533333333332,0.4842753333333333,0.6888036666666666,21.47248,1397.1371727904743
33,30,0.17748366666666668,0.4833246666666667,0.6884856666666666,21.45579,1398.2239759058045
34,30,0.17787566666666665,0.48331300000000005,0.6856756666666667,21.36957,1403.8654030006219
35,30,0.1882363333333333,0.5006649999999999,0.7071650000000002,22.02681,1361.9766094137099
36,30,0.17662533333333333,0.48280366666666663,0.6859723333333333,21.38333,1402.9620269621244
37,30,0.1777856666666667,0.483017,0.6849296666666667,21.37663,1403.4017522874278
38,30,0.17715566666666668,0.48310299999999995,0.6844946666666666,21.35158,1405.048244673228
39,30,0.179566,0.48668200000000006,0.6892743333333333,21.48637,1396.2339846144323
40,30,0.18351766666666663,0.493547,0.6979626666666667,21.75597,1378.9318518089517
41,30,0.17730733333333332,0.483374,0.6858470000000001,21.39039,1402.4989726695026
42,30,0.17803033333333337,0.4838856666666666,0.6850626666666666,21.37319,1403.6276288190952
43,30,0.17780966666666667,0.483895,0.68542,21.36341,1404.2701984374219
44,30,0.18668933333333335,0.49938200000000005,0.7061796666666668,21.99901,1363.6977300342153
45,30,0.177318,0.4841233333333333,0.6862476666666667,21.3931,1402.3213092071742
46,30,0.178124,0.4842536666666667,0.6856246666666664,21.3713,1403.7517605386663
47,30,0.17789700000000006,0.483892,0.6851566666666666,21.35505,1404.8199372045488
48,30,0.17799233333333334,0.4838173333333334,0.685039,21.37609,1403.4372048396128
49,30,0.188009,0.4999520000000001,0.7060653333333333,21.99882,1363.7095080554323
50,30,0.1775143333333333,0.48279633333333327,0.6860149999999999,21.38704,1402.7186557840637
51,30,0.17834433333333338,0.4832473333333334,0.6852746666666666,21.36149,1404.3964161675988
52,30,0.17737366666666665,0.48347366666666663,0.6846206666666667,21.35592,1404.7627074834518
53,30,0.18422933333333333,0.5005873333333334,0.7055646666666665,21.98167,1364.7734680759015
54,30,0.17796800000000002,0.48296,0.685107,21.36372,1404.2498216602728
55,30,0.17820466666666668,0.48295200000000005,0.6852153333333334,21.38285,1402.993520508258
56,30,0.17764133333333335,0.483475,0.685595,21.371,1403.7714660053343
57,30,0.1779426666666667,0.48353100000000004,0.6854983333333332,21.36844,1403.9396418269187
58,30,0.18485066666666664,0.49785766666666664,0.7041166666666666,21.97043,1365.4716817103717
59,30,0.17783566666666664,0.483557,0.6856456666666667,21.37719,1403.364988569592
60,30,0.17610566666666666,0.48277166666666665,0.6849053333333333,21.3511,1405.079831952452
61,30,0.17781800000000006,0.4832633333333333,0.6855446666666668,21.36752,1404.0000898560056
62,30,0.18396966666666667,0.4947923333333334,0.7014410000000001,21.85841,1372.4694522611662
63,30,0.17871366666666672,0.48375266666666666,0.6854363333333333,21.38585,1402.7967090389204
64,30,0.17678500000000005,0.4822313333333333,0.6846583333333333,21.3616,1404.3891843307617
65,30,0.17719933333333335,0.48303666666666667,0.6846886666666667,21.38215,1403.0394511309669
66,30,0.17761966666666665,0.48381066666666667,0.6854969999999998,21.36761,1403.994176232157
67,30,0.18854366666666664,0.49993466666666664,0.7067383333333334,22.04416,1360.9046568342817
68,30,0.1779893333333333,0.483666,0.6858360000000001,21.38222,1403.034857933367
69,30,0.17772200000000005,0.48319666666666666,0.6850476666666666,21.35502,1404.8219107263774
70,30,0.1777746666666667,0.4838303333333333,0.685368333333333,21.36544,1404.136774154897
71,30,0.18438,0.4964443333333334,0.7032579999999999,21.91495,1368.9285168343986
72,30,0.17842966666666665,0.48445999999999995,0.6864973333333334,21.4257,1400.187625141769
73,30,0.17813500000000002,0.48397599999999996,0.6907363333333334,21.52725,1393.5825523464446
74,30,0.17697899999999997,0.4838063333333333,0.6855783333333335,21.37426,1403.5573629215703
75,30,0.177769,0.4835966666666666,0.6848716666666665,21.36135,1404.4056204312928
76,30,0.18632733333333337,0.5007046666666667,0.706346,22.00818,1363.1295272939426
77,30,0.17814433333333335,0.48333166666666666,0.6853253333333333,21.36735,1404.0112601703065
78,30,0.17719033333333337,0.4828416666666666,0.6847759999999999,21.34675,1405.366156440676
79,30,0.17744766666666667,0.48298300000000005,0.6848503333333333,21.35076,1405.102207134547
80,30,0.181536,0.49041100000000004,0.6953623333333334,21.66923,1384.4515933422645
81,30,0.18123566666666668,0.48914500000000005,0.6929160000000001,21.60197,1388.7622286300739
82,30,0.1774383333333334,0.48293633333333347,0.6848773333333333,21.37365,1403.5974201879417
83,30,0.177022,0.4835946666666666,0.6855906666666666,21.36989,1403.8443810426727
84,30,0.17696733333333328,0.48284199999999994,0.6845079999999998,21.34042,1405.7830164542218
85,30,0.4189173333333332,0.7414609999999999,0.960041,29.69228,1010.363636608573
86,30,0.1749136666666666,0.4805063333333333,0.6817953333333335,21.25888,1411.1750007526266
87,30,0.17529733333333333,0.4803896666666667,0.6824609999999999,21.27846,1409.8764666239945
88,30,0.174704,0.48124933333333336,0.6828766666666666,21.28921,1409.1645486140633
89,30,0.18389233333333335,0.4947566666666666,0.7011533333333333,21.86252,1372.2114376567752
90,30,0.17511866666666664,0.48049800000000004,0.6823259999999999,21.2736,1410.1985559566788
91,30,0.17472366666666664,0.47984899999999997,0.6816246666666668,21.26223,1410.9526611272665
92,30,0.1764426666666666,0.4808516666666666,0.6826096666666667,21.29373,1408.8654265833181
93,30,0.1754716666666667,0.4820033333333333,0.6838076666666668,21.32719,1406.6550727029676
94,30,0.18242266666666668,0.494164,0.7002180000000001,21.82557,1374.5345482386028
95,30,0.17578766666666665,0.481577,0.6836536666666667,21.31548,1407.427841174583
96,30,0.174995,0.4809033333333333,0.6820586666666667,21.27439,1410.1461898555024
97,30,0.17666366666666664,0.48198233333333323,0.685407,21.36319,1404.2846597348055
98,30,0.18592100000000003,0.496401,0.7028646666666666,21.89714,1370.0419324167449
99,30,0.177085,0.48379,0.6858156666666666,21.41361,1400.978162953374
100,30,0.17771800000000001,0.48315233333333335,0.684401,21.3353,1406.1203732780884
101,30,0.1784263333333333,0.4836413333333333,0.6856600000000002,21.37373,1403.5921666456907
102,30,0.17592366666666667,0.48244333333333334,0.6840646666666669,21.33812,1405.9345434368165
103,30,0.18383366666666667,0.4965240000000001,0.7021413333333333,21.88084,1371.0625369044333
104,30,0.17754,0.4831526666666666,0.6845816666666666,21.36185,1404.3727486149373
105,30,0.17789,0.4833203333333333,0.684939,21.36515,1404.1558332143702
106,30,0.17793000000000003,0.4836603333333334,0.6852696666666668,21.39827,1401.9824967158559
107,30,0.18205799999999997,0.49173300000000003,0.6957830000000002,21.68485,1383.4543471594225
108,30,0.18015166666666668,0.48921899999999996,0.6923736666666668,21.58481,1389.8662994948763
109,30,0.1777506666666667,0.4836516666666667,0.6851503333333333,21.37389,1403.5816596791694
110,30,0.17743466666666663,0.483581,0.6849833333333333,21.36745,1404.0046893756626
111,30,0.176898,0.482672,0.6852656666666667,21.36345,1404.2675691426246
112,30,0.18344400000000005,0.49690833333333334,0.7019683333333333,21.87925,1371.1621742061543
113,30,0.17678166666666667,0.482328,0.6838066666666667,21.33838,1405.9174126620671
114,30,0.17777866666666667,0.4839793333333333,0.6854813333333333,21.3692,1403.889710424349
115,30,0.177434,0.4827483333333334,0.6844389999999999,21.33702,1406.0070244110939
116,30,0.1779893333333333,0.48543200000000003,0.6885433333333333,21.48991,1396.0039851260428
117,30,0.18449033333333334,0.49678199999999995,0.7016416666666665,21.86636,1371.970460561337
118,30,0.17818099999999998,0.48568333333333324,0.6873226666666666,21.42714,1400.0935262475532
119,30,0.1781406666666667,0.48364900000000005,0.6858813333333333,21.382,1403.049293798522
120,30,0.17851733333333336,0.484883,0.6864726666666667,21.40203,1401.7361904454858
121,30,0.18466233333333332,0.4987653333333333,0.704169,21.94231,1367.2215915279658
122,30,0.17877466666666664,0.483973,0.686221,21.39621,1402.1174778149964
123,30,0.17761000000000005,0.48355899999999996,0.6855380000000001,21.39282,1402.3396634945743
124,30,0.17819066666666664,0.4839880000000001,0.686252,21.39238,1402.368506916949
125,30,0.17758633333333335,0.48383833333333326,0.6855323333333333,21.37186,1403.7149784810495
126,30,0.18527233333333334,0.4989736666666667,0.7048729999999999,21.97927,1364.9224928762421
127,30,0.17836433333333332,0.48434766666666657,0.6859383333333332,21.38551,1402.8190115643724
128,30,0.17834200000000003,0.4845153333333333,0.6861866666666666,21.39027,1402.5068407271158
129,30,0.178379,0.48426,0.6855526666666666,21.36981,1403.8496364731366
130,30,0.18631699999999998,0.5014526666666667,0.7084076666666668,22.08352,1358.479083044732
131,30,0.17829833333333336,0.4834153333333333,0.6855309999999998,21.37592,1403.4483661989752
132,30,0.17862599999999998,0.4838786666666667,0.686105,21.4044,1401.5809833492178
133,30,0.17768500000000004,0.48379300000000014,0.6856540000000002,21.38871,1402.6091335101557
134,30,0.17756033333333335,0.483488,0.6857676666666666,21.37682,1403.3892786672666
135,30,0.18374866666666667,0.49661199999999994,0.7029323333333334,21.90864,1369.322787722104
136,30,0.17830633333333337,0.48426600000000003,0.6867483333333333,21.40992,1401.2196215586048
137,30,0.17809933333333333,0.48378266666666664,0.6859163333333332,21.38141,1403.088009630796
138,30,0.17819633333333335,0.4843799999999999,0.6865286666666666,21.39949,1401.9025687060766
139,30,0.18461033333333335,0.49602999999999997,0.7016856666666667,21.86562,1372.0168922719777
140,30,0.17792299999999994,0.48418533333333336,0.6871893333333333,21.44832,1398.7109479903322
141,30,0.178231,0.4840366666666667,0.6854993333333332,21.38471,1402.8714908923243
142,30,0.17821866666666666,0.48416500000000007,0.6861853333333332,21.39315,1402.3180317064107
143,30,0.178613,0.4840196666666666,0.685933,21.40013,1401.8606429026365
144,30,0.1856416666666667,0.502742,0.7078830000000002,22.0954,1357.748671669216
145,30,0.17839633333333332,0.4846443333333333,0.6868920000000001,21.41475,1400.9035828109131
146,30,0.17839333333333335,0.4843576666666667,0.6861630000000002,21.4042,1401.5940796666073
147,30,0.17841933333333335,0.48442100000000005,0.6858666666666667,21.39664,1402.0893000022431
148,30,0.18328266666666665,0.4991736666666667,0.7064123333333333,22.00723,1363.1883703673748
149,30,0.18029033333333333,0.48820066666666667,0.6901816666666668,21.53516,1393.0706806914832
150,30,0.17884266666666662,0.48478133333333334,0.6870756666666668,21.44323,1399.0429613449094
151,30,0.17888300000000001,0.4854203333333334,0.6873066666666664,21.42607,1400.1634457462335
152,30,0.17885,0.48490866666666665,0.6865453333333333,21.40196,1401.7407751439587
153,30,0.18443666666666667,0.49826866666666675,0.7040186666666666,21.94106,1367.2994832519487
154,30,0.17725766666666667,0.48301933333333325,0.6864756666666668,21.40129,1401.784658775242
155,30,0.17815899999999998,0.484314,0.6863606666666668,21.39841,1401.9733241862364
156,30,0.178591,0.4843523333333334,0.6867136666666666,21.40871,1401.2988171636684
157,30,0.18381433333333333,0.49358700000000005,0.6987036666666667,21.81399,1375.2642226387745
158,30,0.18090466666666663,0.4882966666666667,0.6918966666666668,21.57399,1390.5633589336046
159,30,0.17809400000000003,0.48610400000000004,0.6879796666666667,21.44628,1398.8439953222655
160,30,0.17840499999999998,0.484702,0.6863766666666665,21.42181,1400.4418860964597
161,30,0.17943,0.4848973333333334,0.6868483333333333,21.42641,1400.1412275784885
162,30,0.18549766666666667,0.4979463333333333,0.7030386666666667,21.91095,1369.178424486387
163,30,0.17763099999999998,0.4903800000000001,0.6922486666666667,21.60856,1388.3386954058947
164,30,0.1781643333333333,0.4842336666666667,0.685867333333333,21.38216,1403.0387949580397
165,30,0.1779146666666667,0.48477200000000004,0.6867373333333333,21.40599,1401.476876332279
166,30,0.18166800000000002,0.4941896666666667,0.6977826666666667,21.74552,1379.5945095817438
167,30,0.18260099999999999,0.49220833333333325,0.6969079999999999,21.74516,1379.6173493319893
168,30,0.17780866666666667,0.4834589999999999,0.6857286666666664,21.3806,1403.1411653555092
169,30,0.17779599999999998,0.48344133333333333,0.6862926666666667,21.3947,1402.216436781072
170,30,0.17766033333333334,0.4830670000000001,0.6845056666666667,21.35633,1404.735738771596
171,30,0.18466533333333335,0.4959750000000001,0.7034033333333334,21.91941,1368.6499773488429
172,30,0.178693,0.48405766666666666,0.6856083333333333,21.39208,1402.3881735670398
173,30,0.17895866666666665,0.484234,0.686927,21.41435,1400.9297503776675
174,30,0.17832800000000004,0.4847446666666667,0.6865583333333334,21.41398,1400.953956247274
175,30,0.17780366666666664,0.48392999999999997,0.6857266666666667,21.3947,1402.216436781072
176,30,0.18394766666666668,0.495602,0.7018153333333335,21.87168,1371.6367466970987
177,30,0.17757666666666663,0.483738,0.6868423333333333,21.43494,1399.5840436222354
178,30,0.17808000000000002,0.483547,0.6851416666666666,21.35932,1404.5390958139117
179,30,0.17792500000000003,0.48480033333333333,0.6865479999999998,21.41609,1400.8159285845363
180,30,0.18416333333333332,0.49613433333333334,0.7019746666666667,21.89299,1370.3016353636483
181,30,0.178674,0.484599,0.6866156666666667,21.40961,1401.2399104887945
182,30,0.178362,0.48416966666666666,0.6860313333333334,21.38406,1402.9141332375611
183,30,0.17851900000000004,0.48419533333333326,0.6859313333333332,21.40091,1401.8095492201032
184,30,0.17844433333333332,0.4836503333333333,0.6851903333333332,21.40339,1401.6471222549324
185,30,0.18543300000000004,0.49635433333333334,0.7025319999999998,21.8968,1370.0632055825508
186,30,0.17851033333333338,0.4841573333333333,0.6857399999999998,21.37929,1403.2271417806674
