perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
2803709359370,1788985964.3035703,baseline,14.437,1.206,11.967,1348540
2803719358910,1788985964.313575,baseline,14.437,1.206,11.966,1353980
2803729359310,1788985964.3235703,baseline,14.437,1.206,11.967,1348610
2803739359330,1788985964.333581,baseline,14.412,1.204,11.967,1359600
2803749359580,1788985964.3435707,baseline,14.45,1.207,11.966,1348980
2803759359130,1788985964.3535721,baseline,14.425,1.205,11.967,1350890
2803769358220,1788985964.3635712,baseline,14.437,1.207,11.966,1350850
2803779358980,1788985964.3735757,baseline,14.425,1.205,11.966,1354600
2803789358960,1788985964.383573,baseline,14.425,1.205,11.966,1352070
2803799359170,1788985964.3935735,baseline,14.437,1.206,11.966,1352410
2803809359540,1788985964.4035723,baseline,14.412,1.205,11.967,1350580
2803819360010,1788985964.4135761,baseline,14.45,1.208,11.966,1354240
2803829358760,1788985964.4235744,baseline,14.437,1.206,11.966,1354030
2803839359890,1788985964.4335759,baseline,14.437,1.206,11.966,1353960
2803849359840,1788985964.4435728,baseline,14.437,1.206,11.966,1350720
2803859359030,1788985964.4535728,baseline,14.425,1.206,11.966,1351670
2803869357770,1788985964.4635696,baseline,14.425,1.206,11.966,1349810
2803879359260,1788985964.4735744,baseline,14.425,1.204,11.967,1353050
2803889358790,1788985964.4835725,baseline,14.437,1.207,11.966,1351890
2803899358610,1788985964.493572,baseline,14.412,1.205,11.966,1351510
2803909359430,1788985964.5035715,baseline,14.45,1.207,11.966,1350180
2803919358930,1788985964.5135746,baseline,14.425,1.205,11.966,1353810
2803929358840,1788985964.5235739,baseline,14.437,1.206,11.966,1352890
2803939359030,1788985964.533572,baseline,14.437,1.205,11.966,1350730
2803949359170,1788985964.5435705,baseline,14.425,1.205,11.966,1349380
2803959359120,1788985964.5535753,baseline,14.45,1.207,11.967,1353810
2803969359540,1788985964.5635722,baseline,14.412,1.205,11.966,1350610
2803979359550,1788985964.5735776,baseline,14.437,1.207,11.967,1356150
2803989359430,1788985964.5835705,baseline,14.425,1.206,11.966,1348990
2803999359590,1788985964.593574,baseline,14.437,1.206,11.966,1352330
2804009359430,1788985964.6035728,baseline,14.437,1.206,11.966,1351140
2804019359710,1788985964.6135757,baseline,14.425,1.205,11.966,1353780
2804029359560,1788985964.6235716,baseline,14.45,1.207,11.967,1349970
2804039358560,1788985964.6335745,baseline,14.425,1.205,11.967,1353570
2804049359180,1788985964.643569,baseline,14.45,1.207,11.966,1347660
2804059359190,1788985964.6535754,baseline,14.412,1.205,11.966,1353920
2804069359980,1788985964.663573,baseline,14.437,1.206,11.966,1350740
2804079358020,1788985964.673574,baseline,14.437,1.206,11.966,1354030
2804089359200,1788985964.6835701,baseline,14.425,1.204,11.967,1348870
2804099358970,1788985964.6935737,baseline,14.45,1.207,11.966,1352560
2804109359440,1788985964.7035697,baseline,14.425,1.205,11.967,1348160
2804119358560,1788985964.713573,baseline,14.437,1.207,11.966,1352320
2804129358760,1788985964.7235715,baseline,14.412,1.204,11.966,1351000
2804139360180,1788985964.7335727,baseline,14.425,1.206,11.966,1350500
2804149359190,1788985964.7435756,baseline,14.45,1.207,11.966,1354350
2804159358770,1788985964.753574,baseline,14.437,1.206,11.966,1353190
2804169358950,1788985964.7635698,baseline,14.437,1.206,11.966,1348550
2804179359600,1788985964.7735739,baseline,14.425,1.205,11.966,1352280
2804189358940,1788985964.7835717,baseline,14.45,1.207,11.967,1350680
2804199359010,1788985964.7935746,baseline,14.412,1.204,11.966,1353310
2804209358380,1788985964.8035688,baseline,14.437,1.206,11.967,1348380
2804219359380,1788985964.8135753,baseline,14.437,1.206,11.967,1353800
2804229358880,1788985964.8235707,baseline,14.425,1.204,11.967,1349510
2804239358790,1788985964.8335733,baseline,14.425,1.206,11.967,1352500
2804249358420,1788985964.843571,baseline,14.425,1.205,11.966,1350580
2804259358720,1788985964.8535798,baseline,14.45,1.207,11.967,1358710
2804269358990,1788985964.8635707,baseline,14.412,1.205,11.966,1349630
2804279359590,1788985964.873573,baseline,14.437,1.207,11.967,1351210
2804289359050,1788985964.8835719,baseline,14.425,1.206,11.965,1350920
2804299358970,1788985964.8935728,baseline,14.437,1.204,11.966,1351880
2804309359410,1788985964.9035697,baseline,14.437,1.206,11.967,1348260
2804319359000,1788985964.9135737,baseline,14.425,1.205,11.967,1352680
2804329359340,1788985964.9235718,baseline,14.437,1.206,11.967,1350090
2804339358540,1788985964.933576,baseline,14.425,1.205,11.966,1355290
2804349359040,1788985964.9435728,baseline,14.437,1.206,11.967,1351680
2804359359170,1788985964.953574,baseline,14.437,1.206,11.966,1352950
2804369359270,1788985964.9635737,baseline,14.425,1.204,11.966,1352350
2804379359400,1788985964.9735756,baseline,14.437,1.206,11.966,1354040
2804389358020,1788985964.9835703,baseline,14.437,1.206,11.966,1350410
2804399358940,1788985964.9935732,baseline,14.437,1.206,11.967,1352190
2804409358840,1788985965.00357,baseline,14.412,1.205,11.966,1349260
2804419358950,1788985965.013571,baseline,14.45,1.206,11.967,1350480
2804429359630,1788985965.0235753,baseline,14.437,1.207,11.967,1353690
2804439360190,1788985965.0335755,baseline,14.45,1.204,11.967,1352920
2804449360100,1788985965.043576,baseline,14.425,1.206,11.966,1353970
2804459358510,1788985965.0535717,baseline,14.425,1.205,11.966,1350930
2804469358960,1788985965.063572,baseline,14.437,1.207,11.966,1351240
2804479359520,1788985965.0735736,baseline,14.437,1.206,11.966,1352040
2804489358140,1788985965.083571,baseline,14.45,1.207,11.966,1350840
2804499358700,1788985965.0935755,baseline,14.45,1.207,11.966,1354720
2804509359030,1788985965.1035738,baseline,14.425,1.204,11.967,1352680
2804519359540,1788985965.113573,baseline,14.45,1.207,11.966,1351550
2804529359820,1788985965.1235735,baseline,14.425,1.206,11.966,1351790
2804539358890,1788985965.1335726,baseline,14.437,1.207,11.966,1351670
2804549359010,1788985965.1435723,baseline,14.412,1.205,11.967,1351120
2804559359270,1788985965.1535735,baseline,14.45,1.207,11.967,1352310
2804569358570,1788985965.1635702,baseline,14.437,1.206,11.966,1349440
2804579359550,1788985965.1735737,baseline,14.425,1.205,11.967,1351990
2804589358820,1788985965.1835709,baseline,14.437,1.206,11.967,1350050
2804599357920,1788985965.193572,baseline,14.425,1.205,11.967,1352120
2804609359430,1788985965.203569,baseline,14.45,1.207,11.966,1347210
2804619359080,1788985965.2135735,baseline,14.425,1.205,11.966,1352370
2804629358860,1788985965.2235725,baseline,14.45,1.207,11.966,1351740
2804639358380,1788985965.233575,baseline,14.437,1.206,11.966,1354710
2804649360010,1788985965.2435734,baseline,14.437,1.205,11.966,1351350
2804659358790,1788985965.253572,baseline,14.437,1.206,11.966,1351240
2804669359810,1788985965.2635705,baseline,14.425,1.206,11.966,1348600
2804679358780,1788985965.2735744,baseline,14.45,1.207,11.967,1353840
2804689359210,1788985965.283569,baseline,14.425,1.205,11.966,1348340
2804699359110,1788985965.2935762,baseline,14.437,1.207,11.967,1355040
2804709358880,1788985965.3035705,baseline,14.425,1.205,11.966,1349310
2804719359070,1788985965.3135736,baseline,14.437,1.206,11.966,1352610
2804729359170,1788985965.3235717,baseline,14.437,1.206,11.967,1350250
2804739359630,1788985965.3335748,baseline,14.425,1.206,11.966,1353080
2804749359530,1788985965.3435743,baseline,14.45,1.207,11.967,1352630
2804759359770,1788985965.3535757,baseline,14.425,1.205,11.966,1353830
2804769359080,1788985965.363572,baseline,14.437,1.207,11.967,1350630
2804779359030,1788985965.373587,baseline,14.425,1.205,11.966,1365740
2804789359510,1788985965.383575,baseline,14.437,1.206,11.967,1353260
2804799359550,1788985965.3935726,baseline,14.437,1.206,11.966,1350960
2804809359330,1788985965.4035757,baseline,14.45,1.207,11.966,1353740
2804819358900,1788985965.413575,baseline,14.437,1.206,11.967,1354210
2804829361480,1788985965.423575,baseline,14.437,1.206,11.967,1351420
2804839359130,1788985965.433574,baseline,14.45,1.207,11.966,1352850
2804849358390,1788985965.4435701,baseline,14.412,1.205,11.966,1349290
2804859358990,1788985965.4535754,baseline,14.437,1.206,11.967,1354350
2804869359980,1788985965.4635723,baseline,14.425,1.205,11.967,1349990
2804879359600,1788985965.4735749,baseline,14.425,1.206,11.966,1353360
2804889360110,1788985965.4835737,baseline,14.425,1.206,11.966,1351530
2804899359230,1788985965.493574,baseline,14.425,1.205,11.966,1352670
2804909358950,1788985965.5035765,baseline,14.437,1.206,11.966,1355720
2804919358830,1788985965.513577,baseline,14.425,1.205,11.966,1356100
2804929359400,1788985965.523574,baseline,14.437,1.207,11.966,1353000
2804939358980,1788985965.533575,baseline,14.437,1.207,11.966,1354210
2804949358940,1788985965.5435693,baseline,14.437,1.206,11.967,1348450
2804959358920,1788985965.5535736,baseline,14.437,1.207,11.967,1352630
2804969359140,1788985965.5635717,baseline,14.425,1.206,11.966,1350680
2804979358780,1788985965.573574,baseline,14.437,1.206,11.966,1353360
2804989359060,1788985965.5835724,baseline,14.425,1.205,11.966,1351290
2804999359150,1788985965.5935767,baseline,14.437,1.207,11.966,1355540
2805009358440,1788985965.603574,baseline,14.437,1.207,11.967,1353680
2805019359260,1788985965.6135733,baseline,14.425,1.206,11.966,1352230
2805029359170,1788985965.6235726,baseline,14.45,1.207,11.966,1351250
2805039360010,1788985965.633579,baseline,14.425,1.205,11.966,1357060
2805049359180,1788985965.6435723,baseline,14.437,1.207,11.966,1350760
2805059358680,1788985965.6535747,baseline,14.412,1.205,11.966,1354220
2805069359040,1788985965.663572,baseline,14.437,1.206,11.967,1350970
2805079358820,1788985965.6735759,baseline,14.425,1.206,11.967,1355290
2805089358270,1788985965.6835701,baseline,14.425,1.206,11.966,1349830
2805099359460,1788985965.6935718,baseline,14.437,1.207,11.966,1350360
2805109359630,1788985965.7035704,baseline,14.425,1.205,11.966,1348730
2805119358220,1788985965.7135725,baseline,14.437,1.207,11.967,1352340
2805129358110,1788985965.723572,baseline,14.412,1.205,11.967,1351920
2805139359690,1788985965.7335737,baseline,14.437,1.207,11.966,1351660
2805149359220,1788985965.7435708,baseline,14.425,1.206,11.967,1349410
2805159359080,1788985965.7535727,baseline,14.425,1.205,11.966,1351470
2805169358820,1788985965.7635722,baseline,14.437,1.206,11.967,1351490
2805179358760,1788985965.773573,baseline,14.425,1.205,11.967,1351970
2805189358530,1788985965.783571,baseline,14.437,1.207,11.966,1350380
2805199359690,1788985965.7935746,baseline,14.437,1.206,11.966,1353050
2805209359040,1788985965.8035715,baseline,14.437,1.206,11.966,1350600
2805219365260,1788985965.8136454,baseline,14.55,1.215,11.963,1418770
2805229366250,1788985965.8236635,baseline,14.65,1.224,11.963,1436000
2805239362450,1788985965.8336565,baseline,14.512,1.212,11.966,1432250
2805249360150,1788985965.843573,baseline,14.425,1.206,11.966,1351040
2805259358580,1788985965.8535745,baseline,14.45,1.207,11.966,1353930
2805269358380,1788985965.86357,baseline,14.412,1.205,11.966,1349830
2805279359340,1788985965.8735793,baseline,14.437,1.207,11.967,1358000
2805289359400,1788985965.8835719,baseline,14.425,1.205,11.967,1351220
2805299358890,1788985965.8935864,baseline,14.425,1.206,11.966,1365660
2805309359110,1788985965.9035714,baseline,14.437,1.206,11.967,1350210
2805319358500,1788985965.9135766,baseline,14.425,1.205,11.966,1356270
2805329358930,1788985965.9235728,baseline,14.437,1.207,11.966,1351810
2805339359290,1788985965.9335742,baseline,14.412,1.205,11.965,1352800
2805349358980,1788985965.9435694,baseline,14.45,1.207,11.966,1348330
2805359358950,1788985965.9535792,baseline,14.412,1.205,11.967,1358230
2805369359030,1788985965.9635692,baseline,14.425,1.205,11.967,1347870
2805379359520,1788985965.9735758,baseline,14.437,1.206,11.967,1354110
2805389359390,1788985965.9835703,baseline,14.425,1.205,11.966,1348760
2805399359910,1788985965.993579,baseline,14.45,1.207,11.966,1356840
2805409359980,1788985966.0035696,baseline,14.425,1.205,11.966,1347980
2805419359490,1788985966.0135715,baseline,14.45,1.207,11.966,1350180
2805429358850,1788985966.023574,baseline,14.425,1.205,11.967,1353110
2805439359050,1788985966.0335786,baseline,14.437,1.206,11.966,1357790
2805449359340,1788985966.0435731,baseline,14.425,1.205,11.966,1351840
2805459359790,1788985966.053577,baseline,14.425,1.205,11.966,1355180
2805469359230,1788985966.063573,baseline,14.437,1.206,11.966,1352010
2805479359850,1788985966.0735784,baseline,14.425,1.205,11.966,1356460
2805489358870,1788985966.08357,baseline,14.45,1.207,11.966,1348930
2805499360210,1788985966.0935748,baseline,14.425,1.205,11.967,1352500
2805509359410,1788985966.103573,baseline,14.437,1.206,11.967,1351630
2805519359390,1788985966.1135788,baseline,14.437,1.206,11.966,1357250
2805529358910,1788985966.123573,baseline,14.437,1.206,11.966,1352120
2805539359280,1788985966.1335742,baseline,14.437,1.207,11.966,1352690
2805549359740,1788985966.1435716,baseline,14.425,1.205,11.966,1350070
2805559359660,1788985966.1535783,baseline,14.45,1.207,11.966,1356670
2805569359120,1788985966.1635728,baseline,14.425,1.205,11.967,1351650
2805579359130,1788985966.1735742,baseline,14.437,1.206,11.967,1352650
2805589358520,1788985966.1835713,baseline,14.425,1.206,11.966,1351160
2805599359580,1788985966.1935802,baseline,14.425,1.206,11.967,1358460
2805609358500,1788985966.2035728,baseline,14.437,1.206,11.967,1352100
2805619360440,1788985966.2135766,baseline,14.425,1.206,11.966,1354160
2805629359140,1788985966.2235725,baseline,14.437,1.207,11.967,1351050
2805639357870,1788985966.2335777,baseline,14.412,1.204,11.967,1357720
2805649358630,1788985966.24357,baseline,14.437,1.206,11.966,1349730
2805659359040,1788985966.2535708,baseline,14.425,1.205,11.966,1349710
2805669359130,1788985966.2635696,baseline,14.425,1.205,11.966,1348430
2805679359070,1788985966.273578,baseline,14.45,1.208,11.967,1356900
2805689359440,1788985966.283574,baseline,14.425,1.205,11.966,1352410
2805699358630,1788985966.2935688,baseline,14.437,1.206,11.966,1348200
2805709359400,1788985966.303571,baseline,14.425,1.205,11.967,1349500
2805719359710,1788985966.313578,baseline,14.437,1.207,11.967,1356390
2805729359260,1788985966.3235705,baseline,14.425,1.206,11.966,1349120
2805739358230,1788985966.3335729,baseline,14.437,1.206,11.967,1352570
2805749359040,1788985966.3435733,baseline,14.45,1.207,11.966,1352300
2805759359160,1788985966.35358,baseline,14.425,1.205,11.967,1358810
2805769358650,1788985966.3635738,baseline,14.45,1.206,11.967,1353020
2805779358960,1788985966.373573,baseline,14.412,1.205,11.967,1352020
2805789359630,1788985966.3835719,baseline,14.45,1.207,11.966,1350230
2805799359140,1788985966.3935785,baseline,14.412,1.205,11.966,1357460
2805809358780,1788985966.403571,baseline,14.45,1.207,11.967,1350170
2805819359480,1788985966.413603,baseline,14.437,1.206,11.967,1381580
2805829359190,1788985966.4235723,baseline,14.425,1.205,11.967,1350950
2805839359610,1788985966.4335756,baseline,14.437,1.207,11.967,1354140
2805849358650,1788985966.443573,baseline,14.412,1.204,11.966,1352360
2805859359600,1788985966.4535735,baseline,14.45,1.207,11.967,1351670
2805869358210,1788985966.4635692,baseline,14.425,1.205,11.966,1348750
2805879359020,1788985966.4735775,baseline,14.437,1.207,11.966,1356340
2805889359610,1788985966.483573,baseline,14.437,1.206,11.966,1351430
2805899359460,1788985966.493573,baseline,14.412,1.205,11.966,1351380
2805909359420,1788985966.5035713,baseline,14.45,1.206,11.967,1349490
2805919358970,1788985966.513578,baseline,14.425,1.204,11.966,1356820
2805929359480,1788985966.5235715,baseline,14.45,1.207,11.967,1349870
2805939360220,1788985966.5335767,baseline,14.425,1.205,11.966,1354210
2805949358200,1788985966.5435693,baseline,14.45,1.207,11.966,1349510
2805959360240,1788985966.553573,baseline,14.425,1.205,11.966,1350580
2805969359370,1788985966.5635703,baseline,14.425,1.205,11.966,1348510
2805979359310,1788985966.5735753,baseline,14.45,1.207,11.966,1353400
2805989359260,1788985966.583573,baseline,14.425,1.205,11.967,1351650
2805999359110,1788985966.5935757,baseline,14.45,1.207,11.966,1354730
2806009359630,1788985966.6035717,baseline,14.425,1.205,11.966,1349870
2806019359060,1788985966.6135747,baseline,14.437,1.206,11.966,1353500
2806029359110,1788985966.6235712,baseline,14.425,1.205,11.967,1349850
2806039360600,1788985966.6335893,baseline,14.475,1.209,11.966,1367040
2806049359340,1788985966.6435747,baseline,14.45,1.207,11.967,1353590
2806059359500,1788985966.6535735,baseline,14.425,1.205,11.967,1352040
2806069358460,1788985966.663571,baseline,14.437,1.207,11.967,1350300
2806079359480,1788985966.6735725,baseline,14.425,1.205,11.966,1351200
2806089358990,1788985966.6835713,baseline,14.45,1.207,11.966,1350750
2806099359680,1788985966.6935756,baseline,14.425,1.205,11.966,1353990
2806109358780,1788985966.703573,baseline,14.437,1.206,11.966,1352200
2806119358550,1788985966.7135713,baseline,14.45,1.207,11.967,1350580
2806129359570,1788985966.7235713,baseline,14.412,1.205,11.966,1349410
2806139358980,1788985966.7335749,baseline,14.45,1.207,11.967,1353800
2806149358890,1788985966.7435725,baseline,14.437,1.206,11.967,1351430
2806159358560,1788985966.7535708,baseline,14.437,1.206,11.967,1350120
2806169359450,1788985966.76357,baseline,14.425,1.205,11.967,1348680
2806179358850,1788985966.773576,baseline,14.437,1.206,11.967,1355120
2806189359100,1788985966.7835727,baseline,14.437,1.206,11.967,1351450
2806199358630,1788985966.7935739,baseline,14.412,1.204,11.966,1353370
2806209358770,1788985966.8035705,baseline,14.437,1.207,11.967,1349310
2806219359760,1788985966.8135736,baseline,14.412,1.205,11.966,1351740
2806229358760,1788985966.8235703,baseline,14.437,1.206,11.967,1349210
2806239360020,1788985966.8335752,baseline,14.425,1.205,11.966,1353300
2806249359020,1788985966.8435695,baseline,14.437,1.206,11.966,1348380
2806259359030,1788985966.853574,baseline,14.437,1.207,11.967,1353220
2806269359560,1788985966.8635728,baseline,14.4,1.204,11.967,1350980
2806279358510,1788985966.8735745,baseline,14.45,1.207,11.967,1353450
2806289359610,1788985966.8835723,baseline,14.412,1.204,11.966,1350460
2806299359440,1788985966.8935742,baseline,14.437,1.206,11.967,1352590
2806309359550,1788985966.9035726,baseline,14.437,1.206,11.966,1350820
2806319359130,1788985966.9135742,baseline,14.425,1.205,11.966,1352760
2806329359320,1788985966.9235728,baseline,14.437,1.207,11.966,1351310
2806339358940,1788985966.9335856,baseline,14.4,1.204,11.966,1364660
2806349359100,1788985966.943572,baseline,14.45,1.207,11.967,1351010
2806359359090,1788985966.9535744,baseline,14.412,1.205,11.966,1353350
2806369358660,1788985966.9635692,baseline,14.45,1.207,11.967,1348480
2806379359840,1788985966.9735746,baseline,14.437,1.206,11.966,1352570
2806389358730,1788985966.9835703,baseline,14.425,1.205,11.966,1349540
2806399359800,1788985966.9935722,baseline,14.437,1.207,11.966,1350590
2806409359350,1788985967.0035741,baseline,14.425,1.204,11.966,1352450
2806419358840,1788985967.0135734,baseline,14.437,1.206,11.967,1352780
2806429359090,1788985967.0235727,baseline,14.425,1.205,11.967,1351760
2806439360080,1788985967.0335734,baseline,14.437,1.207,11.966,1351330
2806449358400,1788985967.0435731,baseline,14.425,1.206,11.967,1352850
2806459359890,1788985967.0535755,baseline,14.437,1.206,11.966,1353310
2806469359510,1788985967.0635743,baseline,14.45,1.207,11.966,1352540
2806479359090,1788985967.073578,baseline,14.412,1.204,11.967,1356760
2806489358980,1788985967.0835721,baseline,14.437,1.206,11.966,1351400
2806499360220,1788985967.093576,baseline,14.425,1.205,11.966,1354110
2806509358860,1788985967.1035728,baseline,14.45,1.207,11.966,1351720
2806519358380,1788985967.1135774,baseline,14.425,1.206,11.966,1357040
2806529359900,1788985967.1235733,baseline,14.437,1.207,11.967,1351000
2806539359950,1788985967.1335735,baseline,14.437,1.206,11.966,1351340
2806549358980,1788985967.1435719,baseline,14.425,1.205,11.966,1351140
2806559359310,1788985967.1535785,baseline,14.45,1.207,11.967,1357110
2806569358860,1788985967.1635714,baseline,14.437,1.206,11.966,1350540
2806579358500,1788985967.1735709,baseline,14.45,1.207,11.966,1350350
2806589358970,1788985967.183572,baseline,14.437,1.206,11.966,1350900
2806599359090,1788985967.193578,baseline,14.437,1.206,11.965,1356980
2806609358530,1788985967.2035701,baseline,14.437,1.206,11.966,1349720
2806619359630,1788985967.2135742,baseline,14.425,1.205,11.966,1352610
2806629358640,1788985967.2235694,baseline,14.45,1.207,11.967,1348750
2806639359600,1788985967.2335784,baseline,14.45,1.206,11.966,1356900
2806649359190,1788985967.243571,baseline,14.437,1.206,11.967,1349710
2806659360180,1788985967.2535763,baseline,14.425,1.205,11.966,1353790
2806669359150,1788985967.263573,baseline,14.437,1.206,11.967,1351970
2806679359710,1788985967.2735806,baseline,14.437,1.206,11.966,1358550
2806689359890,1788985967.2835732,baseline,14.425,1.205,11.966,1351160
2806699359720,1788985967.2935736,baseline,14.437,1.207,11.966,1351880
2806709359150,1788985967.3035703,baseline,14.437,1.206,11.966,1348930
2806719359260,1788985967.3135786,baseline,14.437,1.207,11.967,1357470
2806729359430,1788985967.323571,baseline,14.425,1.205,11.967,1349090
2806739359180,1788985967.333571,baseline,14.425,1.206,11.966,1350050
2806749362010,1788985967.3435776,baseline,14.437,1.206,11.967,1353640
2806759358980,1788985967.3535774,baseline,14.437,1.205,11.967,1356660
2806769359450,1788985967.3635705,baseline,14.45,1.208,11.966,1349050
2806779358730,1788985967.3735702,baseline,14.425,1.206,11.966,1349670
2806789358740,1788985967.3835692,baseline,14.437,1.206,11.966,1348450
2806799359010,1788985967.3935795,baseline,14.425,1.205,11.966,1358370
2806809358540,1788985967.4035733,baseline,14.437,1.206,11.967,1352780
2806819359780,1788985967.4135776,baseline,14.437,1.207,11.966,1355650
2806829358930,1788985967.4235747,baseline,14.437,1.204,11.966,1353790
2806839359350,1788985967.4335814,baseline,14.437,1.206,11.967,1359780
2806849361150,1788985967.4435766,baseline,14.425,1.205,11.966,1353290
2806859359230,1788985967.4535823,baseline,14.437,1.206,11.966,1360860
2806869360030,1788985967.463573,baseline,14.437,1.206,11.966,1350970
2806879358770,1788985967.473579,baseline,14.437,1.206,11.966,1358370
