received_perf_counter_ns,seconds_since_first_sample,timestamp,index,name,uuid,pci.bus_id,driver_version,pstate,temperature.gpu,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw.instant,power.draw.average,power.limit,clocks.current.sm,clocks.current.memory,fan.speed
100819353271227,0.0,2026/09/03 17:31:39.173,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,44.0,1.0,1.0,732.0,8192.0,28.2,24.82,120.0,210.0,405.0,31.0
100819455214681,0.101943454,2026/09/03 17:31:39.278,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.2,24.82,120.0,210.0,405.0,31.0
100819556967928,0.203696701,2026/09/03 17:31:39.380,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.2,24.82,120.0,210.0,405.0,31.0
100819658786215,0.305514988,2026/09/03 17:31:39.482,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.2,24.82,120.0,210.0,405.0,31.0
100819760709163,0.407437936,2026/09/03 17:31:39.584,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.2,24.82,120.0,210.0,405.0,31.0
100819862699911,0.509428684,2026/09/03 17:31:39.685,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.2,24.82,120.0,210.0,405.0,31.0
100819964735030,0.611463803,2026/09/03 17:31:39.787,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.8,27.87,120.0,1755.0,6801.0,31.0
100820066496187,0.71322496,2026/09/03 17:31:39.889,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.8,27.87,120.0,1755.0,6801.0,31.0
100820168255469,0.814984242,2026/09/03 17:31:39.991,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.8,27.87,120.0,1755.0,6801.0,31.0
100820269981404,0.916710177,2026/09/03 17:31:40.093,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.8,27.87,120.0,1755.0,6801.0,31.0
100820372035794,1.018764567,2026/09/03 17:31:40.195,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.77,27.83,120.0,1755.0,6801.0,31.0
100820473878568,1.120607341,2026/09/03 17:31:40.297,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.77,27.83,120.0,1755.0,6801.0,31.0
100820575854132,1.222582905,2026/09/03 17:31:40.399,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.77,27.83,120.0,1755.0,6801.0,31.0
100820677857727,1.3245865,2026/09/03 17:31:40.501,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.77,27.83,120.0,1755.0,6801.0,31.0
100820779708370,1.426437143,2026/09/03 17:31:40.603,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.77,27.83,120.0,1755.0,6801.0,31.0
100820881603071,1.528331844,2026/09/03 17:31:40.704,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.59,27.75,120.0,1755.0,6801.0,31.0
100820983583077,1.63031185,2026/09/03 17:31:40.806,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.59,27.75,120.0,1755.0,6801.0,31.0
100821085622842,1.732351615,2026/09/03 17:31:40.908,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.59,27.75,120.0,1755.0,6801.0,31.0
100821187470678,1.834199451,2026/09/03 17:31:41.010,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.59,27.75,120.0,1755.0,6801.0,31.0
100821289241897,1.93597067,2026/09/03 17:31:41.112,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.59,27.75,120.0,1755.0,6801.0,31.0
100821391064241,2.037793014,2026/09/03 17:31:41.214,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.91,27.73,120.0,1755.0,6801.0,31.0
100821492841388,2.139570161,2026/09/03 17:31:41.316,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.91,27.73,120.0,1755.0,6801.0,31.0
100821594814056,2.241542829,2026/09/03 17:31:41.417,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.91,27.73,120.0,1755.0,6801.0,31.0
100821696521230,2.343250003,2026/09/03 17:31:41.519,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.91,27.73,120.0,1755.0,6801.0,31.0
100821798370911,2.445099684,2026/09/03 17:31:41.621,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.91,27.73,120.0,1755.0,6801.0,31.0
100821900334662,2.547063435,2026/09/03 17:31:41.723,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.9,27.78,120.0,1755.0,6801.0,31.0
100822002206854,2.648935627,2026/09/03 17:31:41.825,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.9,27.78,120.0,1755.0,6801.0,31.0
100822104078300,2.750807073,2026/09/03 17:31:41.927,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.9,27.78,120.0,1755.0,6801.0,31.0
100822205770125,2.852498898,2026/09/03 17:31:42.029,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.9,27.78,120.0,1755.0,6801.0,31.0
100822307635371,2.954364144,2026/09/03 17:31:42.131,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.9,27.78,120.0,1755.0,6801.0,31.0
100822409690841,3.056419614,2026/09/03 17:31:42.232,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.02,27.93,120.0,1755.0,6801.0,31.0
100822511791567,3.15852034,2026/09/03 17:31:42.334,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.02,27.93,120.0,1755.0,6801.0,31.0
100822613776481,3.260505254,2026/09/03 17:31:42.437,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.02,27.93,120.0,1755.0,6801.0,31.0
100822715761035,3.362489808,2026/09/03 17:31:42.539,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.02,27.93,120.0,1755.0,6801.0,31.0
100822817630006,3.464358779,2026/09/03 17:31:42.640,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,28.02,27.93,120.0,1755.0,6801.0,31.0
100822919388687,3.56611746,2026/09/03 17:31:42.742,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,45.0,1.0,1.0,732.0,8192.0,27.85,27.93,120.0,1755.0,6801.0,31.0
