received_perf_counter_ns,seconds_since_first_sample,timestamp,index,name,uuid,pci.bus_id,driver_version,pstate,temperature.gpu,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw.instant,power.draw.average,power.limit,clocks.current.sm,clocks.current.memory,fan.speed
100888675097866,0.0,2026/09/03 17:32:48.494,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,48.0,0.0,1.0,700.0,8192.0,28.63,28.46,120.0,1755.0,6801.0,31.0
100888777177381,0.102079515,2026/09/03 17:32:48.600,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,48.0,0.0,1.0,700.0,8192.0,28.63,28.46,120.0,1755.0,6801.0,31.0
100888878939063,0.203841197,2026/09/03 17:32:48.702,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,49.0,0.0,1.0,700.0,8192.0,28.63,28.46,120.0,1755.0,6801.0,31.0
100888981141462,0.306043596,2026/09/03 17:32:48.804,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,49.0,0.0,1.0,700.0,8192.0,28.63,28.46,120.0,1755.0,6801.0,31.0
100889083186460,0.408088594,2026/09/03 17:32:48.906,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,49.0,0.0,1.0,700.0,8192.0,28.63,28.46,120.0,1755.0,6801.0,31.0
100889185021909,0.509924043,2026/09/03 17:32:49.008,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,49.0,0.0,1.0,700.0,8192.0,28.63,28.46,120.0,1755.0,6801.0,31.0
100889286981834,0.611883968,2026/09/03 17:32:49.110,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,49.0,0.0,1.0,700.0,8192.0,28.63,28.46,120.0,1755.0,6801.0,31.0
100889389033458,0.713935592,2026/09/03 17:32:49.212,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,49.0,0.0,1.0,700.0,8192.0,28.32,28.4,120.0,1755.0,6801.0,31.0
100889491716346,0.81661848,2026/09/03 17:32:49.314,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,49.0,0.0,1.0,700.0,8192.0,28.32,28.4,120.0,1755.0,6801.0,31.0
100889594124234,0.919026368,2026/09/03 17:32:49.416,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,49.0,0.0,1.0,700.0,8192.0,28.32,28.4,120.0,1755.0,6801.0,31.0
