passage,inferences,inference_only_mean_ms,inference_only_median_ms,inference_only_p95_ms,end_to_end_mean_ms,end_to_end_median_ms,end_to_end_p95_ms,passage_duration_s,throughput_effective_fps
1,30,1.0487627,0.90361,1.8893748499999996,1.3151625333333334,1.082131,2.5521302999999995,0.039576176,758.0318017587147
2,30,0.34599286666666657,0.3159205,0.4981441999999999,0.43313759999999996,0.396403,0.6386007499999998,0.013054632,2298.0349043925557
3,30,0.16667326666666668,0.1545015,0.21631159999999997,0.2616326333333333,0.252761,0.30094689999999996,0.007879418,3807.387804530741
4,30,0.15843780000000002,0.1525405,0.19067584999999992,0.25574073333333336,0.25000100000000003,0.28304409999999997,0.007700794,3895.702183437188
5,30,0.18758043333333332,0.156974,0.33838735,0.28556556666666666,0.257474,0.43981844999999997,0.008602128,3487.5091372739394
6,30,0.17586053333333335,0.17291299999999998,0.20030565,0.2652459,0.2644815,0.30098579999999997,0.007991696,3753.896544613309
7,30,0.23455583333333335,0.23712100000000003,0.26667424999999995,0.2935303333333333,0.2954035,0.33134574999999994,0.00885159,3389.2215974757078
8,30,0.1742792,0.15907749999999998,0.28117934999999994,0.26353013333333336,0.252137,0.3490059,0.007940866,3777.925480671756
9,30,0.15342873333333334,0.1503825,0.17089709999999997,0.24948713333333333,0.2475385,0.26603479999999996,0.007514844,3992.0988379798705
10,30,0.16165543333333335,0.153064,0.19657739999999999,0.2528026666666667,0.2481795,0.28997839999999997,0.007613965,3940.128435053221
11,30,0.1547570666666667,0.15162799999999999,0.1724132,0.25107036666666666,0.249192,0.2762378,0.007563861,3966.228358770739
12,30,0.16025506666666667,0.15242,0.2182649499999999,0.2552187,0.2514195,0.3115103499999999,0.007687006,3902.6898118721388
13,30,0.17774510000000002,0.1557215,0.26903055,0.2708862666666667,0.2539755,0.3378427,0.008160055,3676.445808269675
14,30,0.2088388,0.204945,0.28003839999999997,0.28800946666666666,0.275803,0.34050684999999997,0.008676331,3457.6827463129284
15,30,0.16574143333333333,0.163348,0.18363279999999996,0.24805596666666668,0.2646655,0.2784551,0.007472665,4014.631995412614
16,30,0.16400939999999997,0.1596005,0.18587599999999996,0.24722389999999997,0.257263,0.2958739999999999,0.00744752,4028.1865641179884
17,30,0.16322106666666666,0.160812,0.18051354999999997,0.24903936666666668,0.257575,0.2723656,0.007501876,3998.99971687082
18,30,0.16455403333333335,0.161725,0.18097874999999997,0.2511373,0.26126,0.27794705,0.007564704,3965.7863678473077
19,30,0.16321063333333327,0.1614285,0.18299819999999997,0.25201369999999995,0.258613,0.27712844999999997,0.007590165,3952.483246411639
20,30,0.16008413333333332,0.15809299999999998,0.17289925,0.24858450000000004,0.2560505,0.26868644999999997,0.007487587,4006.6312418139514
21,30,0.16183796666666667,0.1604835,0.1742736,0.2467167333333333,0.2587215,0.2731592,0.007431346,4036.9537362410524
22,30,0.15897296666666666,0.1561515,0.17895304999999995,0.2472685,0.25527500000000003,0.26872749999999995,0.007447167,4028.377502478459
23,30,0.19249229999999998,0.163215,0.37468184999999976,0.3010432333333333,0.26605599999999996,0.5667057999999998,0.009063526,3309.9700933168833
24,30,0.17802316666666662,0.159146,0.24840719999999977,0.27396883333333333,0.2555315,0.35584729999999976,0.008248619,3636.972443508422
25,30,0.16293966666666665,0.160819,0.18304879999999998,0.2581815,0.258625,0.28323945,0.007773758,3859.137369596532
26,30,0.15405506666666663,0.1501805,0.17025934999999998,0.25204839999999995,0.24894149999999998,0.27261704999999997,0.007588774,3953.20772498957
