perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
2411784040910,1788985572.37826,baseline,14.425,1.206,11.966,1364380
2411794049540,1788985572.3882685,baseline,14.425,1.206,11.967,1356810
2411804075590,1788985572.3982959,baseline,14.412,1.205,11.966,1358110
2411814049020,1788985572.4082696,baseline,14.45,1.207,11.966,1358460
2411824047980,1788985572.4182699,baseline,14.425,1.205,11.966,1359730
2411834048320,1788985572.4282677,baseline,14.437,1.204,11.966,1357450
2411844049090,1788985572.438279,baseline,14.437,1.206,11.966,1367940
2411854050390,1788985572.4482687,baseline,14.425,1.205,11.966,1355990
2411864049970,1788985572.4582698,baseline,14.437,1.206,11.966,1358060
2411874049160,1788985572.468273,baseline,14.425,1.206,11.966,1361620
2411884043830,1788985572.478264,baseline,14.45,1.207,11.966,1358220
2411894049750,1788985572.4882693,baseline,14.437,1.206,11.966,1357540
2411904043700,1788985572.4982626,baseline,14.437,1.204,11.966,1356630
2411914049110,1788985572.5082657,baseline,14.437,1.206,11.967,1354610
2411924047700,1788985572.5182683,baseline,14.425,1.205,11.966,1358490
2411934048580,1788985572.5282652,baseline,14.437,1.206,11.966,1354670
2411944046010,1788985572.5382626,baseline,14.412,1.205,11.966,1354540
2411954048590,1788985572.5482652,baseline,14.437,1.207,11.966,1354400
2411964040990,1788985572.5582578,baseline,14.437,1.206,11.966,1354660
2411974049650,1788985572.568268,baseline,14.437,1.205,11.966,1356190
2411984045210,1788985572.5782635,baseline,14.437,1.206,11.966,1356160
2411994049580,1788985572.588267,baseline,14.425,1.205,11.966,1355360
2412004044570,1788985572.598262,baseline,14.425,1.206,11.966,1355250
2412014048260,1788985572.6082635,baseline,14.425,1.205,11.966,1353180
2412024045830,1788985572.6182675,baseline,14.437,1.206,11.965,1359580
2412034048880,1788985572.6282666,baseline,14.425,1.205,11.966,1355560
2412044041710,1788985572.63826,baseline,14.45,1.207,11.966,1356130
2412054049910,1788985572.6482704,baseline,14.437,1.206,11.967,1358360
2412064043910,1788985572.6582615,baseline,14.425,1.205,11.965,1355570
2412074048770,1788985572.6682684,baseline,14.437,1.206,11.967,1357610
2412084048430,1788985572.6782691,baseline,14.425,1.205,11.966,1358500
2412094048690,1788985572.6882644,baseline,14.45,1.208,11.967,1353580
2412104044240,1788985572.6982603,baseline,14.425,1.205,11.966,1353700
2412114048860,1788985572.7082672,baseline,14.425,1.206,11.966,1356100
2412124045330,1788985572.7182643,baseline,14.437,1.206,11.966,1356660
2412134049000,1788985572.7282658,baseline,14.412,1.205,11.966,1354500
2412144044380,1788985572.7382615,baseline,14.437,1.206,11.966,1355000
2412154048720,1788985572.7482648,baseline,14.425,1.205,11.966,1353790
2412164044180,1788985572.7582583,baseline,14.45,1.207,11.966,1352120
2412174048210,1788985572.768266,baseline,14.425,1.205,11.966,1355640
2412184043600,1788985572.7782648,baseline,14.425,1.206,11.966,1358950
2412194048240,1788985572.7882652,baseline,14.412,1.204,11.967,1354870
2412204041480,1788985572.7982607,baseline,14.425,1.206,11.966,1357110
2412214048800,1788985572.8082664,baseline,14.45,1.207,11.966,1355430
2412224043230,1788985572.818261,baseline,14.425,1.205,11.966,1355690
2412234049510,1788985572.8282652,baseline,14.437,1.206,11.966,1353700
2412244045490,1788985572.8382638,baseline,14.412,1.205,11.967,1356160
2412254047460,1788985572.8482645,baseline,14.437,1.206,11.966,1354790
2412264044830,1788985572.8582633,baseline,14.412,1.204,11.965,1356420
2412274048710,1788985572.8682673,baseline,14.425,1.206,11.966,1356440
2412284045490,1788985572.8782659,baseline,14.425,1.206,11.966,1358230
2412294048960,1788985572.8882768,baseline,14.425,1.206,11.966,1365610
2412304043820,1788985572.8982596,baseline,14.45,1.207,11.966,1353870
2412314049150,1788985572.9082665,baseline,14.412,1.205,11.966,1355220
2412324048290,1788985572.918269,baseline,14.437,1.206,11.966,1358390
2412334048490,1788985572.9282684,baseline,14.425,1.205,11.966,1357980
2412344048450,1788985572.9382646,baseline,14.437,1.206,11.966,1354110
2412354048010,1788985572.948264,baseline,14.437,1.207,11.966,1353780
2412364041580,1788985572.9582577,baseline,14.437,1.206,11.966,1353920
2412374049570,1788985572.968266,baseline,14.45,1.207,11.967,1354200
2412384049260,1788985572.9782674,baseline,14.425,1.205,11.965,1356170
2412394047960,1788985572.9882646,baseline,14.45,1.207,11.966,1354170
2412404047830,1788985572.9982672,baseline,14.437,1.206,11.967,1357230
2412414049200,1788985573.0082664,baseline,14.437,1.206,11.966,1355090
2412424044410,1788985573.0182648,baseline,14.425,1.205,11.966,1358220
2412434048480,1788985573.0282652,baseline,14.437,1.206,11.966,1354700
2412444053750,1788985573.0382872,baseline,14.437,1.206,11.966,1371220
2412454049370,1788985573.0482671,baseline,14.425,1.205,11.966,1355640
2412464039940,1788985573.0582566,baseline,14.45,1.207,11.966,1354550
2412474049160,1788985573.0682654,baseline,14.425,1.206,11.967,1354140
2412484036300,1788985573.0782537,baseline,14.425,1.206,11.967,1355510
2412494049210,1788985573.0882654,baseline,14.437,1.207,11.966,1354100
2412504038080,1788985573.0982568,baseline,14.437,1.206,11.966,1356620
2412514048670,1788985573.1082642,baseline,14.437,1.206,11.966,1353420
2412524040080,1788985573.1182551,baseline,14.425,1.205,11.966,1352850
2412534049150,1788985573.1282623,baseline,14.437,1.206,11.966,1351210
2412544039770,1788985573.1382568,baseline,14.425,1.205,11.966,1355280
2412554049100,1788985573.148264,baseline,14.425,1.205,11.966,1352720
2412564040950,1788985573.1582575,baseline,14.437,1.206,11.966,1354420
2412574049320,1788985573.1682677,baseline,14.437,1.206,11.966,1356220
2412584038710,1788985573.1782572,baseline,14.437,1.206,11.966,1356250
2412594049600,1788985573.1882708,baseline,14.425,1.205,11.966,1359050
2412604035670,1788985573.1982539,baseline,14.437,1.206,11.966,1356150
2412614049140,1788985573.208266,baseline,14.425,1.205,11.966,1354650
2412624039080,1788985573.2182567,baseline,14.425,1.205,11.966,1355330
2412634048750,1788985573.228264,baseline,14.425,1.206,11.966,1353320
2412644037020,1788985573.2382534,baseline,14.437,1.206,11.966,1354010
2412654049570,1788985573.2482667,baseline,14.45,1.207,11.966,1355070
2412664052060,1788985573.2582672,baseline,14.425,1.205,11.966,1352940
2412674049470,1788985573.268276,baseline,14.437,1.206,11.965,1364310
2412684044400,1788985573.2782614,baseline,14.437,1.207,11.966,1354880
2412694049730,1788985573.2882667,baseline,14.45,1.208,11.966,1354750
2412704043130,1788985573.2982616,baseline,14.45,1.207,11.966,1356710
2412714049100,1788985573.3082662,baseline,14.45,1.207,11.966,1354980
2412724044220,1788985573.3182638,baseline,14.45,1.207,11.966,1357330
2412734048880,1788985573.3282652,baseline,14.437,1.206,11.966,1354130
2412744050600,1788985573.33827,baseline,14.462,1.208,11.965,1357400
2412754049450,1788985573.3482637,baseline,14.437,1.206,11.966,1352170
2412764048290,1788985573.358264,baseline,14.462,1.208,11.966,1353660
2412774049010,1788985573.368268,baseline,14.45,1.207,11.966,1356740
2412784044390,1788985573.3782609,baseline,14.462,1.208,11.966,1354280
2412794048180,1788985573.388267,baseline,14.462,1.208,11.966,1356540
2412804049400,1788985573.3982677,baseline,14.45,1.207,11.966,1356000
2412814049340,1788985573.4082665,baseline,14.45,1.208,11.966,1354950
2412824040860,1788985573.4182584,baseline,14.437,1.206,11.966,1355340
2412834050150,1788985573.4282672,baseline,14.45,1.208,11.965,1354960
2412844044300,1788985573.438261,baseline,14.45,1.207,11.966,1354730
2412854049810,1788985573.4482646,baseline,14.437,1.207,11.966,1352920
2412864047320,1788985573.4582644,baseline,14.45,1.208,11.966,1354920
2412874049330,1788985573.4682667,baseline,14.437,1.206,11.965,1355180
2412884041160,1788985573.4782553,baseline,14.462,1.208,11.966,1352130
2412894049310,1788985573.4882684,baseline,14.437,1.206,11.967,1356800
2412904047660,1788985573.498267,baseline,14.462,1.209,11.966,1357060
2412914048890,1788985573.5082686,baseline,14.437,1.206,11.966,1357870
2412924045770,1788985573.5182757,baseline,14.475,1.209,11.966,1368050
2412934048010,1788985573.5282655,baseline,14.45,1.207,11.966,1355300
2412944047160,1788985573.538264,baseline,14.437,1.207,11.965,1354690
2412954049060,1788985573.5482664,baseline,14.462,1.208,11.966,1355360
2412964044280,1788985573.558261,baseline,14.437,1.206,11.966,1354710
2412974049050,1788985573.5682673,baseline,14.462,1.208,11.966,1356170
2412984047840,1788985573.5782642,baseline,14.437,1.207,11.966,1354490
2412994047810,1788985573.5882642,baseline,14.45,1.208,11.966,1354240
2413004044580,1788985573.5982666,baseline,14.45,1.207,11.966,1359720
2413014048130,1788985573.6082675,baseline,14.437,1.206,11.966,1357450
2413024047200,1788985573.618273,baseline,14.45,1.207,11.963,1364050
2413034049880,1788985573.628267,baseline,14.45,1.207,11.966,1355040
2413044040300,1788985573.6382558,baseline,14.45,1.207,11.966,1353320
2413054048640,1788985573.648268,baseline,14.425,1.205,11.966,1357300
2413064048260,1788985573.6582663,baseline,14.437,1.206,11.966,1356070
2413074047570,1788985573.6682663,baseline,14.425,1.206,11.966,1356580
2413084044930,1788985573.6782613,baseline,14.437,1.206,11.966,1353840
2413094049300,1788985573.6882682,baseline,14.45,1.207,11.966,1356730
2413104044300,1788985573.6982613,baseline,14.412,1.204,11.966,1354790
2413114048890,1788985573.708268,baseline,14.45,1.207,11.966,1356860
2413124045870,1788985573.7182648,baseline,14.437,1.206,11.966,1356870
2413134048880,1788985573.7282662,baseline,14.437,1.206,11.966,1355100
2413144044630,1788985573.7382634,baseline,14.437,1.206,11.966,1356640
2413154048500,1788985573.7482674,baseline,14.425,1.205,11.966,1356880
2413164044840,1788985573.7582626,baseline,14.437,1.206,11.966,1355690
2413174048410,1788985573.7682645,baseline,14.412,1.205,11.966,1354020
2413184051200,1788985573.7782671,baseline,14.45,1.207,11.966,1353610
2413194048800,1788985573.7882686,baseline,14.437,1.206,11.966,1357590
2413204041200,1788985573.7982593,baseline,14.425,1.205,11.966,1355740
2413214049550,1788985573.8082645,baseline,14.425,1.205,11.966,1352830
2413224046700,1788985573.8182647,baseline,14.425,1.205,11.966,1355900
2413234048170,1788985573.8282635,baseline,14.437,1.206,11.967,1353160
2413244044200,1788985573.838261,baseline,14.425,1.205,11.966,1354680
2413254049100,1788985573.848267,baseline,14.45,1.207,11.966,1355890
2413264049470,1788985573.8582666,baseline,14.425,1.205,11.966,1355010
2413274047650,1788985573.8682642,baseline,14.425,1.205,11.967,1354340
2413284045590,1788985573.8782659,baseline,14.437,1.206,11.966,1358030
2413294049100,1788985573.8882666,baseline,14.425,1.205,11.966,1355290
2413304044490,1788985573.8982615,baseline,14.45,1.207,11.966,1354830
2413314049020,1788985573.9082685,baseline,14.412,1.204,11.966,1357470
2413324043490,1788985573.918264,baseline,14.437,1.206,11.967,1358150
2413334048710,1788985573.9282675,baseline,14.425,1.205,11.966,1356970
2413344040650,1788985573.938258,baseline,14.437,1.206,11.966,1355020
2413354049520,1788985573.9482667,baseline,14.437,1.206,11.966,1355070
2413364043730,1788985573.9582627,baseline,14.425,1.206,11.966,1356840
2413374049420,1788985573.9682689,baseline,14.45,1.206,11.966,1357250
2413384047160,1788985573.9782643,baseline,14.412,1.205,11.966,1355020
2413394049340,1788985573.9882658,baseline,14.45,1.207,11.966,1354330
2413404040180,1788985573.9982572,baseline,14.425,1.205,11.966,1354710
2413414048000,1788985574.0082657,baseline,14.45,1.207,11.966,1355630
2413424044050,1788985574.0182633,baseline,14.437,1.206,11.966,1357070
2413434049070,1788985574.0282683,baseline,14.412,1.205,11.966,1357080
2413444043040,1788985574.03826,baseline,14.437,1.206,11.967,1354990
2413454049070,1788985574.0482657,baseline,14.425,1.205,11.967,1354630
2413464047720,1788985574.0582654,baseline,14.437,1.206,11.966,1355550
2413474048850,1788985574.0682642,baseline,14.412,1.204,11.966,1353360
2413484044630,1788985574.0782619,baseline,14.437,1.206,11.967,1355060
2413494048530,1788985574.0882647,baseline,14.425,1.205,11.966,1353990
2413504044090,1788985574.0982635,baseline,14.425,1.206,11.966,1357400
2413514048790,1788985574.1082678,baseline,14.437,1.207,11.966,1356780
2413524043780,1788985574.1182635,baseline,14.412,1.205,11.966,1357660
2413534048120,1788985574.1282628,baseline,14.437,1.206,11.966,1352380
2413544048950,1788985574.1382723,baseline,14.425,1.206,11.966,1361360
2413554048300,1788985574.148274,baseline,14.425,1.206,11.966,1363410
2413564040500,1788985574.1582587,baseline,14.425,1.205,11.966,1356340
2413574048820,1788985574.1682684,baseline,14.425,1.206,11.966,1357620
2413584044060,1788985574.1782622,baseline,14.437,1.206,11.966,1356180
2413594048890,1788985574.1882646,baseline,14.412,1.205,11.966,1353690
2413604044110,1788985574.198264,baseline,14.437,1.206,11.967,1357390
2413614048200,1788985574.208268,baseline,14.425,1.205,11.966,1357830
2413624047960,1788985574.218272,baseline,14.437,1.206,11.966,1361840
2413634048340,1788985574.2282627,baseline,14.412,1.204,11.966,1352180
2413644046500,1788985574.2382638,baseline,14.437,1.206,11.966,1355210
2413654048870,1788985574.2482634,baseline,14.437,1.206,11.965,1352360
2413664040520,1788985574.2582552,baseline,14.425,1.205,11.966,1359620
2413674051070,1788985574.2682633,baseline,14.437,1.206,11.966,1350250
2413684043540,1788985574.278259,baseline,14.425,1.205,11.966,1353300
2413694048660,1788985574.2882614,baseline,14.437,1.206,11.967,1350690
2413704055260,1788985574.2982693,baseline,14.425,1.206,11.966,1351680
2413714048460,1788985574.3082614,baseline,14.425,1.206,11.966,1350750
2413724042070,1788985574.318259,baseline,14.425,1.206,11.966,1354780
2413734048850,1788985574.3282619,baseline,14.425,1.205,11.966,1350820
2413744042700,1788985574.3382576,baseline,14.437,1.206,11.966,1352830
2413754048880,1788985574.348264,baseline,14.425,1.206,11.966,1353020
2413764040320,1788985574.3582544,baseline,14.425,1.206,11.966,1351930
2413774048610,1788985574.368263,baseline,14.437,1.206,11.966,1352180
2413784053390,1788985574.378269,baseline,14.437,1.206,11.966,1353450
2413794055510,1788985574.3883018,baseline,14.437,1.206,11.966,1385750
2413804044940,1788985574.398261,baseline,14.55,1.209,11.966,1354090
2413814049750,1788985574.4082625,baseline,14.437,1.206,11.966,1350640
2413824044680,1788985574.418265,baseline,14.425,1.205,11.966,1358240
2413834048470,1788985574.4282632,baseline,14.437,1.206,11.966,1352340
2413844042190,1788985574.4382567,baseline,14.425,1.205,11.967,1352220
2413854049990,1788985574.448281,baseline,14.425,1.206,11.967,1368950
2413864044260,1788985574.4582593,baseline,14.437,1.206,11.966,1353040
2413874049430,1788985574.46827,baseline,14.437,1.204,11.966,1365430
2413884044350,1788985574.4782615,baseline,14.437,1.206,11.966,1355120
2413894048140,1788985574.4882674,baseline,14.412,1.205,11.967,1357310
2413904042720,1788985574.4982605,baseline,14.437,1.206,11.966,1355770
2413914049270,1788985574.5082667,baseline,14.412,1.205,11.966,1355280
2413924040200,1788985574.518256,baseline,14.437,1.206,11.966,1353580
2413934048420,1788985574.5282652,baseline,14.437,1.206,11.966,1354320
2413944047720,1788985574.5382657,baseline,14.425,1.204,11.966,1355910
2413954047220,1788985574.5482655,baseline,14.45,1.207,11.967,1356190
2413964044120,1788985574.5582588,baseline,14.412,1.205,11.966,1352280
2413974047940,1788985574.5682664,baseline,14.437,1.207,11.966,1356520
2413984044000,1788985574.5782626,baseline,14.425,1.205,11.966,1356260
2413994049900,1788985574.5882668,baseline,14.425,1.206,11.966,1354650
2414004043890,1788985574.5982625,baseline,14.425,1.205,11.966,1356440
2414014048300,1788985574.608267,baseline,14.425,1.205,11.966,1356500
2414024044680,1788985574.6182623,baseline,14.45,1.207,11.966,1355440
2414034048500,1788985574.6282668,baseline,14.412,1.205,11.966,1356030
2414044044480,1788985574.638261,baseline,14.437,1.206,11.966,1354490
2414054048020,1788985574.648265,baseline,14.412,1.204,11.966,1354980
2414064045480,1788985574.6582627,baseline,14.437,1.206,11.966,1355170
2414074048970,1788985574.6682637,baseline,14.425,1.205,11.966,1352520
2414084040810,1788985574.678258,baseline,14.425,1.204,11.966,1362060
2414094048250,1788985574.6882625,baseline,14.45,1.207,11.966,1352180
2414104048190,1788985574.698266,baseline,14.425,1.205,11.966,1355520
2414114048300,1788985574.708264,baseline,14.437,1.206,11.966,1353750
2414124044790,1788985574.7182605,baseline,14.425,1.205,11.966,1353670
2414134048940,1788985574.7282674,baseline,14.437,1.206,11.966,1356360
2414144043590,1788985574.7382617,baseline,14.425,1.205,11.966,1356220
2414154048390,1788985574.7482638,baseline,14.437,1.204,11.965,1353230
2414164045820,1788985574.7582662,baseline,14.425,1.206,11.966,1358260
2414174049070,1788985574.7682724,baseline,14.425,1.205,11.966,1361090
2414184040150,1788985574.778257,baseline,14.437,1.206,11.966,1354450
2414194048750,1788985574.7882648,baseline,14.412,1.204,11.966,1353940
2414204044770,1788985574.7982633,baseline,14.437,1.206,11.966,1356450
2414214049150,1788985574.8082662,baseline,14.412,1.204,11.966,1355160
2414224051140,1788985574.8182673,baseline,14.437,1.204,11.967,1354220
2414234048570,1788985574.8282661,baseline,14.437,1.206,11.966,1355540
2414244040940,1788985574.8382623,baseline,14.437,1.206,11.966,1359320
2414254049420,1788985574.8482666,baseline,14.437,1.206,11.966,1355040
2414264047600,1788985574.8582666,baseline,14.425,1.205,11.966,1356940
2414274048200,1788985574.868264,baseline,14.437,1.206,11.966,1353650
2414284040490,1788985574.8782585,baseline,14.425,1.205,11.966,1355710
2414294048610,1788985574.8882668,baseline,14.425,1.204,11.967,1370920
2414304049450,1788985574.898269,baseline,14.437,1.206,11.966,1357330
