received_perf_counter_ns,seconds_since_first_sample,timestamp_local,system_cpu_percent,process_cpu_percent,process_rss_mib,process_vms_mib,process_threads,system_memory_percent,load1,load5,load15,frequency_mean_mhz,frequency_min_mhz,frequency_max_mhz,package_temperature_c,core_temperature_mean_c,core_temperature_max_c,fan_rpm,rapl_capture_perf_counter_ns,rapl_package_energy_uj,rapl_core_energy_uj,rapl_uncore_energy_uj,rapl_package_power_w,rapl_core_power_w,rapl_uncore_power_w
93804761549881,0.0,2026-09-01T16:08:22.927299-03:00,0.0,0.0,722.67578125,9755.6796875,107,27.5,2.61376953125,0.82958984375,0.45166015625,1999.5884583333334,798.766,4901.454,54.0,51.875,54.0,920.0,93804761968189,150650801283,84225466083,13024685,,,
93804862441399,0.100891518,2026-09-01T16:08:23.028192-03:00,2.5,0.0,722.6796875,9755.6796875,107,27.5,2.61376953125,0.82958984375,0.45166015625,1138.698,800.0,2000.0,54.0,51.875,54.0,920.0,93804863465582,150652323862,84226095293,13024685,15.00116362594653,6.199272527127865,0.0
93804963181259,0.201631378,2026-09-01T16:08:23.128931-03:00,2.5,0.0,722.68359375,9755.6796875,107,27.4,2.61376953125,0.82958984375,0.45166015625,1119.31775,798.88,1843.155,54.0,51.875,54.0,920.0,93804964124303,150653643988,84226536027,13024685,13.114869599823347,4.378497914750973,0.0
93805063193369,0.301643488,2026-09-01T16:08:23.228944-03:00,2.5,0.0,722.6953125,9755.6796875,107,27.4,2.61376953125,0.82958984375,0.45166015625,1254.3964583333334,800.0,1995.913,54.0,51.875,54.0,920.0,93805064024890,150654953616,84226978653,13024685,13.10931236069714,4.430664656655121,0.0
93805163288515,0.401738634,2026-09-01T16:08:23.329039-03:00,2.5,10.0,722.6953125,9755.6796875,107,27.4,2.61376953125,0.82958984375,0.45166015625,1135.483125,800.0,1917.298,54.0,51.875,54.0,920.0,93805164124985,150656284668,84227429518,13024685,13.297210157492858,4.504141579486014,0.0
93805263798640,0.502248759,2026-09-01T16:08:23.429549-03:00,2.1,0.0,722.69921875,9755.6796875,107,27.4,2.61376953125,0.82958984375,0.45166015625,1082.0855,800.0,1800.089,54.0,51.875,54.0,920.0,93805264379287,150657669613,84227942395,13024685,13.814319908187082,5.1157605186857715,0.0
93805363207104,0.601657223,2026-09-01T16:08:23.528957-03:00,2.9,10.1,722.703125,9755.6796875,107,27.4,2.61376953125,0.82958984375,0.45166015625,1143.7969166666667,800.0,1607.086,54.0,51.875,54.0,920.0,93805363878863,150658960442,84228381054,13024685,12.97321106172352,4.408651952446511,0.0
93805461919417,0.700369536,2026-09-01T16:08:23.627669-03:00,2.1,0.0,722.70703125,9755.6796875,107,27.4,2.61376953125,0.82958984375,0.45166015625,1109.431625,800.0,1900.0,54.0,51.875,54.0,920.0,93805462967376,150660210683,84228764415,13024685,12.61741610755628,3.8688742861647345,0.0
93805562115401,0.80056552,2026-09-01T16:08:23.727865-03:00,2.5,0.0,722.70703125,9755.6796875,107,27.4,2.61376953125,0.82958984375,0.45166015625,1063.6043333333334,799.582,1811.901,52.0,48.9375,51.0,919.0,93805571672711,150661684495,84229292429,13024685,13.557862638480438,4.85729610234861,0.0
93805662848923,0.901299042,2026-09-01T16:08:23.828599-03:00,3.3,9.9,722.70703125,9755.6796875,107,27.4,2.61376953125,0.82958984375,0.45166015625,1226.2791666666667,800.0,1984.5,52.0,48.9375,51.0,919.0,93805663336743,150662916120,84229719552,13024685,13.436295274464907,4.659657563394113,0.0
