passage,samples,accelerator_mean_ms,device_call_mean_ms,application_e2e_mean_ms,passage_duration_ms,passage_throughput_inf_s
0,30,0.18306966666666663,0.499544,0.7091966666666668,22.12187,1356.1240528038543
1,30,0.17734133333333332,0.4879933333333334,0.6958563333333334,21.66989,1384.4094270898468
2,30,0.1772216666666667,0.4884516666666667,0.6957316666666665,21.66468,1384.742354837459
3,30,0.18284433333333333,0.49605000000000005,0.7047306666666667,21.95546,1366.4027080279802
4,30,0.18179699999999996,0.496964,0.7048223333333336,21.95537,1366.4083092200224
5,30,0.17658833333333326,0.4884743333333333,0.6954653333333333,21.68199,1383.636834072887
6,30,0.17682166666666665,0.48733766666666667,0.6947250000000001,21.64838,1385.7849871445346
7,30,0.17768400000000004,0.4879873333333334,0.6947909999999999,21.63648,1386.5471647883576
8,30,0.185945,0.501118,0.7113543333333333,22.17612,1352.8065324321838
9,30,0.17690200000000003,0.4862143333333334,0.6930866666666666,21.59435,1389.252281268017
10,30,0.17692766666666668,0.4862903333333333,0.6923406666666667,21.59623,1389.1313437576837
11,30,0.17649466666666672,0.4855636666666667,0.6927443333333333,21.5766,1390.3951503017156
12,30,0.184672,0.4968253333333332,0.7055513333333333,21.96976,1365.513323768671
13,30,0.1810433333333333,0.4931033333333333,0.7010336666666668,21.84244,1373.4729270173111
14,30,0.17769966666666667,0.4873836666666666,0.6960240000000001,21.69043,1383.0984447980054
15,30,0.17689766666666668,0.485066,0.6918773333333335,21.5522,1391.9692653186216
16,30,0.177486,0.48640399999999995,0.6924056666666665,21.61016,1388.2359038526322
17,30,0.18431166666666662,0.49867733333333336,0.7070406666666665,22.02717,1361.9543500140962
18,30,0.17617566666666665,0.485049,0.6913206666666667,21.57004,1390.8180049735652
19,30,0.1754696666666667,0.48397066666666666,0.691061,21.52949,1393.4375593662462
20,30,0.17619033333333337,0.4847883333333333,0.6910170000000001,21.54249,1392.5966775428467
21,30,0.17996833333333334,0.4909206666666667,0.6991346666666665,21.78156,1377.3118178863224
22,30,0.18030133333333334,0.4912053333333333,0.6987886666666667,21.79747,1376.306516306709
23,30,0.1751376666666667,0.48405899999999996,0.6909390000000001,21.52975,1393.4207317781209
24,30,0.17640199999999998,0.48510333333333333,0.6915176666666666,21.54839,1392.2153812883469
25,30,0.17527933333333331,0.4851343333333333,0.6922686666666669,21.58393,1389.9229658361567
26,30,0.18428999999999998,0.4964916666666667,0.7056533333333331,21.99038,1364.2329054795778
27,30,0.17633000000000004,0.48219933333333326,0.6882689999999999,21.46922,1397.3493214937478
28,30,0.17716600000000005,0.4834426666666667,0.689374,21.48487,1396.3314648866854
29,30,0.17606699999999995,0.481658,0.6880703333333333,21.44283,1399.0690594478435
