block,samples,duration_s,throughput_inf_s
0,1000,0.21959874,4553.760190063022
1,1000,0.2036761,4909.756225693638
2,1000,0.20234623,4942.024370802461
3,1000,0.20172708,4957.192658516646
4,1000,0.20163183,4959.53441477965
5,1000,0.20237718,4941.268575834489
6,1000,0.20221532,4945.223734779343
7,1000,0.20179606,4955.498140052883
8,1000,0.20247406,4938.904272478163
9,1000,0.20219872,4945.6297250546395
