received_perf_counter_ns,seconds_since_first_sample,timestamp_local,system_cpu_percent,process_cpu_percent,process_rss_mib,process_vms_mib,process_threads,system_memory_percent,load1,load5,load15,frequency_mean_mhz,frequency_min_mhz,frequency_max_mhz,package_temperature_c,core_temperature_mean_c,core_temperature_max_c,fan_rpm,rapl_capture_perf_counter_ns,rapl_package_energy_uj,rapl_core_energy_uj,rapl_uncore_energy_uj,rapl_package_power_w,rapl_core_power_w,rapl_uncore_power_w
94258816443039,0.0,2026-09-01T16:15:56.982192-03:00,0.0,0.0,722.7265625,9755.9296875,107,27.5,0.4375,0.5478515625,0.4501953125,2030.806875,799.216,5100.051,56.0,53.5625,56.0,911.0,94258816823111,157962886019,87671488634,13089932,,,
94258918079450,0.101636411,2026-09-01T16:15:57.083830-03:00,0.8,0.0,722.73046875,9755.9296875,107,27.5,0.4375,0.5478515625,0.4501953125,926.874625,800.0,1957.425,56.0,53.5625,56.0,911.0,94258919242877,157964280058,87671932968,13089932,13.611034807480424,4.338361796296234,0.0
94259017893288,0.201450249,2026-09-01T16:15:57.183643-03:00,1.3,0.0,722.734375,9755.9296875,107,27.5,0.48291015625,0.5556640625,0.45361328125,1162.756125,800.0,1901.083,56.0,53.5625,56.0,911.0,94259018526593,157965366420,87672175338,13089932,10.941995764944979,2.441185823463739,0.0
94259117265068,0.300822029,2026-09-01T16:15:57.283014-03:00,0.4,0.0,722.74609375,9755.9296875,107,27.5,0.48291015625,0.5556640625,0.45361328125,1023.5004166666666,800.0,2000.0,56.0,53.5625,56.0,911.0,94259117662080,157966446984,87672434249,13089932,10.899870800049634,2.6116883856131157,0.0
94259216818841,0.400375802,2026-09-01T16:15:57.382568-03:00,0.8,0.0,722.74609375,9755.9296875,107,27.5,0.48291015625,0.5556640625,0.45361328125,1109.1333333333334,800.0,2000.204,56.0,53.5625,56.0,911.0,94259217244268,157967607564,87672721480,13089932,11.654493873944606,2.8843612072472236,0.0
94259316806771,0.500363732,2026-09-01T16:15:57.482556-03:00,0.8,10.0,722.75390625,9755.9296875,107,27.5,0.48291015625,0.5556640625,0.45361328125,1032.681375,800.0,2000.0,56.0,53.5625,56.0,911.0,94259317214786,157968894304,87673145063,13089932,12.871194685617214,4.237079175682575,0.0
94259418062644,0.601619605,2026-09-01T16:15:57.583812-03:00,1.2,0.0,722.75390625,9755.9296875,107,27.5,0.48291015625,0.5556640625,0.45361328125,1168.99175,800.0,1999.409,56.0,53.5625,56.0,911.0,94259418531062,157970069960,87673445965,13089932,11.6038216801415,2.9699275563582694,0.0
94259516769585,0.700326546,2026-09-01T16:15:57.682518-03:00,0.4,0.0,722.7578125,9755.9296875,107,27.5,0.48291015625,0.5556640625,0.45361328125,897.0176666666666,800.0,1887.049,56.0,53.5625,56.0,911.0,94259517177034,157971214428,87673743572,13089932,11.601771230963186,3.016919940735137,0.0
94259616871741,0.800428702,2026-09-01T16:15:57.782621-03:00,0.8,0.0,722.7578125,9755.9296875,107,27.5,0.48291015625,0.5556640625,0.45361328125,1027.4577083333334,800.0,1848.593,52.0,50.5625,53.0,911.0,94259625898858,157972430611,87674040629,13089932,11.186190180179464,2.7322665226808556,0.0
94259716785327,0.900342288,2026-09-01T16:15:57.882534-03:00,1.2,0.0,722.76171875,9755.9296875,107,27.5,0.48291015625,0.5556640625,0.45361328125,935.477125,800.0,2000.137,52.0,50.5625,53.0,911.0,94259717349073,157973425420,87674266947,13089932,10.878148290848742,2.4747672818483806,0.0
