perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
2766467028240,1788985927.061964,baseline,14.625,1.222,11.963,2075140
2766467105530,1788985927.062207,baseline_boundary_before,14.625,1.222,11.963,2238970
2766477134170,1788985927.0713482,baseline,14.6,1.22,11.965,1351740
2766487128740,1788985927.081357,baseline,14.45,1.207,11.966,1366060
2766497128030,1788985927.0913398,baseline,14.437,1.206,11.967,1349480
2766507128200,1788985927.1013713,baseline,14.425,1.204,11.967,1381000
2766517128490,1788985927.1113424,baseline,14.45,1.207,11.966,1351520
2766527128390,1788985927.121357,baseline,14.425,1.205,11.966,1366440
2766537128270,1788985927.1313426,baseline,14.45,1.207,11.966,1352030
2766547127980,1788985927.1413703,baseline,14.425,1.206,11.966,1380260
2766557128390,1788985927.151344,baseline,14.437,1.207,11.966,1353420
2766567128460,1788985927.1613593,baseline,14.45,1.206,11.967,1368630
2766577127930,1788985927.1713407,baseline,14.425,1.204,11.966,1350760
2766587129140,1788985927.181371,baseline,14.45,1.207,11.966,1379580
2766597128820,1788985927.1913426,baseline,14.425,1.206,11.966,1351580
2766607128740,1788985927.2013707,baseline,14.45,1.207,11.967,1379920
2766617128870,1788985927.2113433,baseline,14.437,1.206,11.966,1352200
2766627129040,1788985927.2213762,baseline,14.45,1.207,11.967,1384980
2766637128230,1788985927.231343,baseline,14.437,1.206,11.966,1352660
2766647127680,1788985927.2413585,baseline,14.425,1.204,11.967,1368960
2766657128420,1788985927.2513404,baseline,14.45,1.207,11.967,1349580
2766667128320,1788985927.261372,baseline,14.437,1.206,11.966,1381680
2766677128680,1788985927.271344,baseline,14.45,1.207,11.967,1352750
2766687128630,1788985927.2813575,baseline,14.437,1.206,11.966,1366780
2766697128800,1788985927.2913446,baseline,14.425,1.206,11.967,1353700
2766707128040,1788985927.3013709,baseline,14.437,1.206,11.966,1380730
2766717128360,1788985927.3113449,baseline,14.437,1.205,11.967,1354650
2766727127880,1788985927.3213549,baseline,14.45,1.207,11.966,1364910
2766737129470,1788985927.331343,baseline,14.412,1.205,11.966,1351270
2766747127730,1788985927.341361,baseline,14.437,1.206,11.967,1371280
2766757127020,1788985927.3513396,baseline,14.425,1.205,11.966,1350490
2766767128270,1788985927.3613553,baseline,14.425,1.206,11.966,1364870
2766777128660,1788985927.3713405,baseline,14.437,1.206,11.967,1349700
2766787129040,1788985927.3813593,baseline,14.425,1.206,11.967,1368360
2766797129180,1788985927.3913424,baseline,14.45,1.207,11.967,1350900
2766807129120,1788985927.401354,baseline,14.412,1.204,11.967,1362800
2766817130200,1788985927.4113476,baseline,14.45,1.208,11.966,1355590
2766827128360,1788985927.4213564,baseline,14.412,1.205,11.967,1366210
2766837128230,1788985927.4313426,baseline,14.437,1.206,11.966,1352300
2766847129430,1788985927.441356,baseline,14.437,1.206,11.967,1364340
2766857127670,1788985927.45134,baseline,14.425,1.204,11.967,1350170
2766867128460,1788985927.4613554,baseline,14.437,1.206,11.966,1364680
2766877128170,1788985927.471343,baseline,14.437,1.206,11.966,1352730
2766887127650,1788985927.4813495,baseline,14.437,1.207,11.966,1359630
2766897128720,1788985927.4913418,baseline,14.412,1.204,11.966,1350870
2766907128690,1788985927.501358,baseline,14.437,1.206,11.967,1367100
2766917128380,1788985927.511344,baseline,14.425,1.205,11.966,1353510
2766927127960,1788985927.5213597,baseline,14.425,1.204,11.966,1369720
2766937128680,1788985927.5313416,baseline,14.437,1.206,11.967,1351120
2766947129180,1788985927.541355,baseline,14.425,1.205,11.966,1363480
2766957128710,1788985927.5513437,baseline,14.437,1.207,11.966,1352920
2766967128050,1788985927.561356,baseline,14.412,1.205,11.966,1366100
2766977128250,1788985927.571344,baseline,14.45,1.207,11.967,1353360
2766987128850,1788985927.5813556,baseline,14.437,1.206,11.967,1364550
2766997128100,1788985927.5913386,baseline,14.437,1.204,11.966,1348480
2767007128390,1788985927.601359,baseline,14.425,1.206,11.966,1368150
2767017128610,1788985927.6113405,baseline,14.412,1.205,11.967,1349790
2767027127700,1788985927.6213708,baseline,14.437,1.207,11.967,1381270
2767037128040,1788985927.631342,baseline,14.425,1.205,11.966,1351650
2767047128530,1788985927.6413622,baseline,14.437,1.206,11.966,1371420
2767057128190,1788985927.6513402,baseline,14.437,1.206,11.966,1350190
2767067128700,1788985927.6613698,baseline,14.45,1.204,11.966,1378890
2767077128530,1788985927.6713452,baseline,14.45,1.207,11.966,1354420
2767087127750,1788985927.6813583,baseline,14.412,1.205,11.967,1368140
2767097128000,1788985927.6913416,baseline,14.437,1.206,11.966,1351400
2767107128890,1788985927.7013733,baseline,14.437,1.206,11.966,1382500
2767117128770,1788985927.7113423,baseline,14.45,1.207,11.966,1351360
2767127127900,1788985927.7213697,baseline,14.437,1.206,11.966,1379940
2767137129120,1788985927.7313435,baseline,14.437,1.204,11.967,1352210
2767147128630,1788985927.7413776,baseline,14.425,1.206,11.966,1386650
2767157127810,1788985927.7513392,baseline,14.437,1.206,11.966,1349180
2767167127750,1788985927.7613568,baseline,14.425,1.206,11.966,1366950
2767177128980,1788985927.7713408,baseline,14.425,1.205,11.967,1349930
2767187128830,1788985927.7813737,baseline,14.45,1.207,11.966,1382540
