cpu 0 pkg 0 die 0 l3 0 node 0 lnode 0 core 0 ht_id 0 siblings 0 1 -1 -1
cpu 1 pkg 0 die 0 l3 0 node 0 lnode 0 core 0 ht_id 1 siblings 0 1 -1 -1
cpu 2 pkg 0 die 0 l3 0 node 0 lnode 0 core 4 ht_id 0 siblings 2 3 -1 -1
cpu 3 pkg 0 die 0 l3 0 node 0 lnode 0 core 4 ht_id 1 siblings 2 3 -1 -1
cpu 4 pkg 0 die 0 l3 0 node 0 lnode 0 core 8 ht_id 0 siblings 4 5 -1 -1
cpu 5 pkg 0 die 0 l3 0 node 0 lnode 0 core 8 ht_id 1 siblings 4 5 -1 -1
cpu 6 pkg 0 die 0 l3 0 node 0 lnode 0 core 12 ht_id 0 siblings 6 7 -1 -1
cpu 7 pkg 0 die 0 l3 0 node 0 lnode 0 core 12 ht_id 1 siblings 6 7 -1 -1
cpu 8 pkg 0 die 0 l3 0 node 0 lnode 0 core 16 ht_id 0 siblings 8 9 -1 -1
cpu 9 pkg 0 die 0 l3 0 node 0 lnode 0 core 16 ht_id 1 siblings 8 9 -1 -1
cpu 10 pkg 0 die 0 l3 0 node 0 lnode 0 core 20 ht_id 0 siblings 10 11 -1 -1
cpu 11 pkg 0 die 0 l3 0 node 0 lnode 0 core 20 ht_id 1 siblings 10 11 -1 -1
cpu 12 pkg 0 die 0 l3 0 node 0 lnode 0 core 24 ht_id 0 siblings 12 13 -1 -1
cpu 13 pkg 0 die 0 l3 0 node 0 lnode 0 core 24 ht_id 1 siblings 12 13 -1 -1
cpu 14 pkg 0 die 0 l3 0 node 0 lnode 0 core 28 ht_id 0 siblings 14 15 -1 -1
cpu 15 pkg 0 die 0 l3 0 node 0 lnode 0 core 28 ht_id 1 siblings 14 15 -1 -1
cpu 16 pkg 0 die 0 l3 0 node 0 lnode 0 core 32 ht_id 0 siblings 16 -1 -1 -1
cpu 17 pkg 0 die 0 l3 0 node 0 lnode 0 core 33 ht_id 0 siblings 17 -1 -1 -1
cpu 18 pkg 0 die 0 l3 0 node 0 lnode 0 core 34 ht_id 0 siblings 18 -1 -1 -1
cpu 19 pkg 0 die 0 l3 0 node 0 lnode 0 core 35 ht_id 0 siblings 19 -1 -1 -1
cpu 20 pkg 0 die 0 l3 0 node 0 lnode 0 core 36 ht_id 0 siblings 20 -1 -1 -1
cpu 21 pkg 0 die 0 l3 0 node 0 lnode 0 core 37 ht_id 0 siblings 21 -1 -1 -1
cpu 22 pkg 0 die 0 l3 0 node 0 lnode 0 core 38 ht_id 0 siblings 22 -1 -1 -1
cpu 23 pkg 0 die 0 l3 0 node 0 lnode 0 core 39 ht_id 0 siblings 23 -1 -1 -1
Time_Of_Day_Seconds	Busy%	Bzy_MHz	PkgTmp	PkgWatt	CorWatt
1788466835.846832	17.32	3282	70	43.79	34.07
1788466835.947212	19.22	3143	68	43.05	33.31
1788466836.047677	19.42	2811	68	35.60	25.98
1788466836.148315	14.48	3236	66	42.50	32.87
1788466836.248888	19.65	2516	68	32.07	22.40
1788466836.349693	20.66	3235	70	45.62	35.89
1788466836.450277	15.15	3435	70	46.21	36.54
1788466836.550736	19.10	3371	69	47.35	37.54
1788466836.653336	17.21	2994	67	41.04	31.55
1788466836.753912	16.77	2967	65	39.72	29.92
1788466836.854901	19.30	2743	68	33.37	23.73
1788466836.955459	14.72	2852	65	36.33	26.71
1788466837.056176	19.28	2785	68	36.01	26.48
1788466837.156804	19.02	3177	70	44.90	35.17
1788466837.257607	14.36	3283	68	43.66	34.00
1788466837.358396	19.05	3040	66	40.08	30.44
1788466837.458931	14.48	2634	66	31.83	22.30
1788466837.559291	20.43	3480	71	48.29	38.59
1788466837.659805	14.75	3251	70	43.27	33.52
1788466837.760208	19.07	3311	69	45.83	36.16
1788466837.860666	19.40	2706	68	35.21	25.52
1788466837.962683	14.84	3261	71	42.37	32.83
1788466838.063187	18.66	3077	69	41.82	32.01
1788466838.163641	19.12	3030	67	39.72	30.01
1788466838.264127	19.44	2853	67	38.74	29.13
1788466838.364634	14.35	2358	65	28.85	19.20
1788466838.465219	19.28	2893	65	36.99	27.45
1788466838.565825	20.13	3254	70	44.71	34.95
1788466838.666681	14.45	2659	65	32.85	23.22
1788466838.767099	19.51	2610	70	33.52	23.98
1788466838.867718	18.64	3281	68	46.01	36.26
1788466838.968296	14.56	2940	66	37.80	28.12
1788466839.069040	19.20	2791	65	35.47	25.95
1788466839.169568	19.16	3033	68	39.75	30.09
1788466839.272330	17.76	2333	66	26.58	17.31
1788466839.373065	15.90	2990	65	39.15	29.35
1788466839.473659	19.51	2642	69	34.35	24.71
1788466839.574438	14.49	2695	65	33.27	23.77
1788466839.675094	14.46	2673	65	33.42	23.78
1788466839.775506	14.39	2800	69	35.19	25.52
1788466839.876382	19.81	3292	69	43.81	34.21
1788466839.976968	15.17	3026	65	39.20	29.52
1788466840.077641	19.30	3036	67	40.78	31.13
1788466840.178005	19.36	3027	67	40.38	30.67
1788466840.278516	14.52	3411	70	45.53	35.87
1788466840.379069	19.35	3230	68	45.75	36.08
1788466840.479668	19.30	2712	68	36.46	26.80
1788466840.582974	16.86	3100	68	40.75	31.34
1788466840.683525	16.96	3194	65	43.82	33.91
1788466840.784024	19.30	2854	66	36.69	27.12
1788466840.884688	19.56	2860	71	37.30	27.68
1788466840.985582	14.14	2598	65	32.30	22.71
1788466841.086081	20.67	2713	69	35.10	25.56
1788466841.186765	14.70	3100	65	40.43	30.75
1788466841.287533	19.27	3098	68	41.09	31.57
1788466841.388164	14.38	2379	66	28.06	18.50
1788466841.488758	19.33	3061	69	42.54	32.88
1788466841.589353	19.34	3276	71	46.44	36.73
1788466841.689812	18.96	3456	70	47.36	37.67
1788466841.790255	14.56	3292	70	43.91	34.25
1788466841.890759	19.35	2862	70	39.25	29.54
1788466841.991132	19.38	3239	71	45.85	36.11
1788466842.092759	16.46	3277	67	43.62	34.05
1788466842.193338	18.78	3375	70	47.52	37.69
1788466842.295613	19.26	3011	66	40.61	31.14
1788466842.396103	14.64	3461	70	47.98	38.06
1788466842.496752	19.49	3131	67	43.18	33.52
1788466842.597100	19.38	3102	67	42.76	33.08
1788466842.702444	16.49	2516	68	30.39	21.18
1788466842.803124	16.92	3222	69	43.85	33.81
1788466842.903612	19.13	3237	71	44.54	34.79
1788466843.004010	19.09	3336	69	45.01	35.37
1788466843.105293	14.84	3303	68	44.55	34.90
1788466843.206885	18.43	3234	71	44.63	35.00
1788466843.307498	19.97	3019	68	43.00	33.14
1788466843.408059	14.86	3443	68	46.45	36.81
1788466843.508533	19.12	2818	70	38.10	28.38
1788466843.608964	19.31	3444	71	48.09	38.40
1788466843.709645	14.34	2482	66	31.03	21.37
1788466843.810013	19.69	2978	70	41.21	31.52
1788466843.910512	19.45	3208	66	43.51	33.76
1788466844.011147	14.92	2300	65	26.99	17.49
1788466844.111695	18.65	3286	71	45.92	36.12
1788466844.212080	19.15	3220	70	44.34	34.61
1788466844.312729	19.59	2755	67	34.25	24.67
1788466844.413365	14.38	2561	68	31.68	22.06
1788466844.514027	20.41	3296	65	45.92	36.25
1788466844.616284	16.82	2594	67	30.54	21.13
1788466844.716775	17.11	2939	70	40.45	30.54
1788466844.817144	19.18	2955	70	38.63	29.01
1788466844.917873	19.16	3334	71	46.23	36.59
1788466845.018333	14.46	3390	70	45.50	35.83
1788466845.118862	19.12	3074	70	39.32	29.68
1788466845.219513	19.18	3293	67	44.64	34.94
1788466845.320796	17.27	2576	66	32.83	23.37
1788466845.421491	16.86	2555	66	32.80	23.09
1788466845.522188	19.77	2586	65	31.86	22.32
1788466845.624761	19.46	2646	69	32.79	23.15
1788466845.725312	15.88	3387	68	45.32	35.67
1788466845.825794	19.21	2952	66	38.51	28.81
1788466845.926417	14.65	3102	68	40.49	30.82
1788466846.026904	14.49	2351	68	27.40	17.87
1788466846.127374	14.64	3391	70	45.79	36.02
1788466846.227772	19.00	3401	69	46.83	37.16
1788466846.328393	19.32	3349	68	46.15	36.44
1788466846.428917	14.50	3343	73	44.65	34.94
1788466846.529356	19.18	3409	70	46.70	37.01
1788466846.630685	17.78	2814	70	36.40	26.82
1788466846.731255	16.23	3214	68	44.53	34.81
1788466846.831617	20.06	3235	68	44.66	35.00
1788466846.932259	15.33	3095	67	40.06	30.39
1788466847.032826	19.11	3143	68	42.53	32.85
1788466847.133310	14.55	3422	71	45.39	35.79
1788466847.233965	19.17	3031	68	41.42	31.73
1788466847.334467	19.39	3052	69	41.85	32.18
1788466847.435368	14.48	3102	65	40.47	30.93
1788466847.535890	19.50	2881	67	37.55	27.90
1788466847.638118	11.95	2793	65	32.83	23.31
1788466847.738656	18.41	2986	69	42.50	32.67
1788466847.839020	19.16	3433	69	47.29	37.57
1788466847.939651	18.44	3225	69	43.51	33.77
1788466848.040053	17.22	3509	71	47.81	38.13
1788466848.140539	19.75	3176	69	43.19	33.53
1788466848.241155	14.74	2664	65	34.18	24.51
1788466848.341775	19.92	2688	69	36.02	26.31
1788466848.442139	19.26	3284	69	45.24	35.58
1788466848.542946	20.82	3388	71	48.74	38.96
1788466848.643561	15.72	2989	68	38.86	29.15
1788466848.744132	19.64	2918	68	39.35	29.71
1788466848.844817	19.20	3089	68	41.39	31.73
1788466848.946164	15.15	2884	68	36.23	26.66
1788466849.046703	18.76	2988	65	39.54	29.89
1788466849.147307	20.38	2854	68	38.00	28.38
1788466849.247741	14.90	3381	68	45.34	35.71
1788466849.348262	19.41	2908	69	38.86	29.32
1788466849.448670	19.24	3098	69	40.55	30.87
1788466849.551443	15.73	3405	70	45.21	35.77
1788466849.651869	17.84	2974	69	40.65	30.77
1788466849.752362	19.40	3202	68	45.12	35.44
1788466849.852735	19.26	3463	69	48.36	38.58
1788466849.953347	14.63	2992	66	38.18	28.60
1788466850.053983	19.09	3094	66	41.48	31.74
1788466850.154496	19.59	2514	68	32.45	22.85
1788466850.260994	15.82	2600	66	31.93	22.85
1788466850.361795	19.66	3001	65	41.63	31.35
1788466850.462266	19.19	3256	69	44.22	34.59
1788466850.563024	14.49	3222	67	42.76	33.08
1788466850.663532	19.34	3270	70	44.31	34.61
1788466850.764164	19.14	3182	71	42.77	33.20
1788466850.866292	17.26	3331	70	45.29	35.67
1788466850.966817	16.71	2926	68	38.27	28.51
1788466851.067346	19.38	3051	69	40.71	30.99
1788466851.167927	19.54	2694	69	34.48	24.94
1788466851.270071	14.78	3107	68	40.14	30.62
1788466851.370831	18.68	2911	65	38.55	28.82
1788466851.471276	20.31	2904	68	37.69	28.12
1788466851.571724	14.69	3214	69	42.38	32.66
1788466851.672120	19.07	3385	69	46.47	36.82
1788466851.772604	19.00	3100	70	40.49	30.75
1788466851.874753	15.28	2911	66	36.92	27.48
1788466851.975503	17.81	2873	66	36.53	26.68
1788466852.075893	18.26	2971	69	36.60	26.98
1788466852.176341	19.37	3223	70	45.56	35.79
1788466852.276767	14.51	3449	69	46.60	36.83
1788466852.377416	14.26	3459	68	46.06	36.43
1788466852.478056	14.27	2352	65	27.79	18.17
1788466852.579805	16.98	2549	68	28.95	19.47
1788466852.680215	17.46	3437	71	46.79	37.04
1788466852.780701	19.23	3044	71	38.83	29.15
1788466852.881391	13.77	3054	65	39.50	29.85
1788466852.981949	18.59	3447	72	46.38	36.71
1788466853.082314	18.98	3524	71	48.17	38.54
1788466853.183399	18.46	3536	72	48.44	38.76
1788466853.283774	14.92	3445	70	47.31	37.55
1788466853.384533	19.28	3050	67	40.50	30.94
1788466853.484898	19.15	3055	71	40.34	30.63
1788466853.585818	16.99	3481	71	47.78	38.03
1788466853.686443	16.50	3491	69	47.14	37.47
1788466853.786967	20.62	3422	70	49.13	39.30
1788466853.895907	15.38	3162	68	40.09	31.17
1788466853.996580	18.44	3228	68	47.41	36.88
1788466854.097255	19.63	3358	69	46.27	36.54
1788466854.197943	14.60	3481	67	47.30	37.54
1788466854.298305	19.08	3307	72	47.02	37.29
1788466854.398755	19.27	3378	70	48.23	38.43
1788466854.499209	14.26	3458	71	46.99	36.92
1788466854.599766	18.71	3139	70	41.17	31.80
1788466854.703250	18.30	3350	71	45.32	35.96
1788466854.803694	15.32	3409	71	47.81	37.79
1788466854.904308	20.15	3517	69	49.46	39.67
1788466855.004895	14.93	3445	67	46.80	37.12
1788466855.105491	19.22	3267	68	45.84	36.09
1788466855.205931	14.54	3188	71	42.10	32.46
1788466855.306304	19.29	3031	70	41.90	32.16
1788466855.406904	19.10	3388	70	47.39	37.75
1788466855.507380	14.36	3475	68	46.62	36.95
1788466855.607844	19.63	3006	69	41.11	31.31
1788466855.708496	14.51	2448	65	30.00	20.41
1788466855.809310	19.57	2464	65	31.05	21.49
1788466855.909693	19.14	3270	71	43.34	33.59
1788466856.014374	18.12	3357	70	45.41	36.10
1788466856.114757	16.80	3424	69	49.41	39.25
1788466856.215233	18.64	3060	69	42.04	32.33
1788466856.316033	15.12	3385	71	45.66	35.96
1788466856.416733	18.68	3283	70	47.27	37.50
1788466856.517200	19.09	3283	67	46.15	36.47
1788466856.617714	19.10	3250	69	45.18	35.38
1788466856.718695	14.35	2527	66	31.07	21.61
1788466856.819168	19.38	3216	68	43.52	33.75
1788466856.919653	19.01	3339	69	47.52	37.69
1788466857.024338	17.22	3349	68	43.88	34.59
1788466857.125374	16.15	2890	66	38.79	28.73
1788466857.226035	20.82	2868	69	38.86	29.19
1788466857.326859	14.49	3307	69	44.09	34.38
1788466857.427548	18.68	3209	69	41.72	32.01
1788466857.527902	19.08	3117	69	41.15	31.50
1788466857.630243	18.99	3246	68	44.32	34.73
1788466857.730629	15.09	3304	69	45.22	35.33
1788466857.831285	19.22	3313	69	45.88	36.21
1788466857.931714	19.32	3380	69	47.31	37.49
1788466858.032393	15.96	3017	66	41.54	31.79
1788466858.132960	17.99	3207	74	44.54	34.85
1788466858.233463	19.31	3223	69	45.79	36.05
1788466858.334031	19.24	3180	69	42.99	33.23
1788466858.434761	15.63	3039	67	39.86	30.10
1788466858.535275	18.94	3046	68	39.12	29.46
1788466858.637212	17.16	2738	67	33.63	24.07
1788466858.737714	16.54	3228	69	43.62	33.91
1788466858.838158	19.42	2934	71	41.08	31.36
1788466858.938676	19.25	3280	69	45.51	35.79
1788466859.039624	14.35	2189	65	26.15	16.61
1788466859.140227	19.09	2964	65	38.69	29.04
1788466859.240853	14.61	3092	66	40.06	30.40
1788466859.341371	14.29	2348	67	27.87	18.37
1788466859.442053	19.54	2746	69	34.49	24.85
1788466859.542774	15.66	3447	68	47.18	37.42
1788466859.643259	19.26	2572	69	32.72	23.05
1788466859.744074	15.96	3225	70	42.66	33.00
1788466859.845071	17.40	2985	65	37.52	27.90
1788466859.945537	19.34	2683	69	34.17	24.57
1788466860.046294	18.99	3339	69	46.54	36.80
1788466860.146754	14.52	3337	68	45.15	35.38
1788466860.247496	19.00	3147	68	42.24	32.50
1788466860.347916	19.23	3053	70	39.68	30.01
1788466860.448411	14.67	3277	70	43.79	34.12
1788466860.548997	16.88	3164	65	43.90	34.27
1788466860.650358	14.50	2454	66	30.13	20.51
1788466860.750733	19.52	2771	67	36.70	27.07
1788466860.851283	19.45	2921	69	40.84	31.19
1788466860.951762	15.42	2964	69	37.94	28.21
1788466861.052250	18.05	3227	69	43.49	33.88
1788466861.153026	18.87	3024	65	38.55	28.89
1788466861.253636	19.13	2646	70	34.20	24.56
1788466861.355183	14.27	3045	66	39.01	29.53
1788466861.455897	19.28	3060	66	41.57	31.80
1788466861.556549	20.27	2792	68	35.14	25.53
1788466861.657260	15.61	2881	65	37.15	27.45
1788466861.757840	19.68	2807	69	36.22	26.54
1788466861.859316	19.27	3104	69	42.23	32.64
1788466861.959915	14.63	2805	69	36.12	26.35
1788466862.060383	19.27	3218	67	46.06	36.32
1788466862.160983	19.21	3113	70	40.90	31.27
1788466862.266032	17.14	3209	68	41.29	31.99
1788466862.366471	16.82	3154	71	44.54	34.51
1788466862.467247	19.23	2981	68	40.14	30.42
1788466862.567717	19.13	2647	66	33.25	23.59
1788466862.668220	14.57	2958	71	37.92	28.25
1788466862.769084	20.48	3277	66	44.91	35.29
1788466862.870141	14.14	2107	65	24.23	14.71
1788466862.970711	19.29	2678	66	35.32	25.66
1788466863.071265	18.96	2883	68	36.02	26.44
1788466863.172427	16.84	2901	70	37.82	28.21
1788466863.272905	16.55	2855	66	35.83	26.18
1788466863.373316	19.37	2973	68	39.84	30.27
1788466863.473806	19.04	2888	66	37.75	28.08
1788466863.574220	14.55	3424	70	45.90	36.20
1788466863.674899	19.26	3128	65	42.02	32.31
1788466863.775361	20.38	2781	71	34.95	25.36
1788466863.875985	14.83	3424	71	46.60	36.82
1788466863.976493	19.71	2626	67	33.03	23.45
1788466864.077283	19.29	3203	71	42.96	33.25
1788466864.177808	14.37	3473	70	46.84	37.11
1788466864.278556	19.32	2995	69	39.84	30.23
1788466864.378925	19.44	2690	67	33.68	24.03
1788466864.479721	17.11	3023	69	40.07	30.35
1788466864.580366	16.69	2926	70	37.45	27.81
1788466864.681035	19.07	3042	66	41.23	31.56
1788466864.781508	19.51	2820	68	36.47	26.81
1788466864.882147	14.38	2629	65	32.47	22.91
1788466864.982725	20.74	3095	66	42.28	32.59
1788466865.084567	16.38	2564	66	30.81	21.30
1788466865.185419	15.50	2541	65	29.24	19.70
1788466865.287219	0.88	1667	64	13.24	4.04
1788466865.387781	13.91	2437	65	28.48	18.81
1788466865.488462	15.38	2476	66	29.23	19.70
1788466865.588932	18.22	3140	65	42.60	32.96
1788466865.689515	19.80	2713	67	35.86	26.18
1788466865.790654	16.97	2429	65	28.73	19.28
1788466865.891477	17.06	3272	67	45.04	35.32
1788466865.991864	19.28	3013	71	41.40	31.68
1788466866.092360	19.45	3410	70	47.63	37.96
1788466866.193296	14.87	2708	68	34.04	24.39
1788466866.293780	19.55	2518	71	31.56	21.90
1788466866.395411	17.17	2980	67	38.35	28.81
1788466866.495904	16.58	2758	68	33.84	24.15
1788466866.596285	19.24	2976	69	39.45	29.82
1788466866.696728	19.36	2689	66	35.40	25.73
1788466866.797154	14.44	2813	68	34.53	25.00
1788466866.897820	19.38	3130	65	42.50	32.91
1788466866.998358	19.02	3192	71	42.21	32.52
1788466867.100270	18.20	3161	67	42.85	33.30
1788466867.200856	15.49	3252	70	44.02	34.22
1788466867.301598	20.55	2920	69	38.33	28.79
1788466867.402020	14.55	3166	68	41.94	32.24
1788466867.502531	19.30	3334	69	46.17	36.49
1788466867.603103	18.86	3347	66	46.50	36.75
1788466867.703619	18.20	3080	69	41.14	31.40
1788466867.804140	15.35	3368	67	46.10	36.44
1788466867.904621	19.37	3088	70	41.20	31.43
1788466868.005131	19.03	2761	67	33.99	24.42
1788466868.105971	14.63	2526	66	31.38	21.75
1788466868.206505	19.22	2529	66	32.77	23.21
1788466868.307158	19.12	3144	66	40.41	30.71
1788466868.408422	17.83	3326	70	45.08	35.50
1788466868.508943	17.03	3505	68	48.55	38.69
1788466868.609346	19.26	3337	70	45.02	35.34
1788466868.710770	15.91	3326	69	44.07	34.42
1788466868.811172	17.70	3367	71	47.18	37.39
1788466868.912234	19.62	2454	66	31.18	21.61
1788466869.013406	18.35	2374	66	27.01	17.56
1788466869.113967	15.57	3216	68	43.43	33.64
1788466869.214453	19.44	2915	69	39.23	29.66
1788466869.315104	19.21	3300	71	45.15	35.44
1788466869.415637	14.46	3229	67	42.61	33.03
1788466869.516380	19.22	2784	69	36.36	26.70
1788466869.617153	19.95	3212	69	43.35	33.64
1788466869.717670	14.92	3422	73	46.24	36.54
1788466869.818161	18.92	3174	67	44.05	34.32
1788466869.918630	18.81	3479	71	48.10	38.33
1788466870.019236	14.53	3116	67	40.81	31.17
1788466870.120058	19.67	2493	69	31.88	22.24
1788466870.220629	18.84	3410	68	45.38	35.73
1788466870.321797	15.46	2418	65	30.32	20.71
1788466870.422630	18.36	3053	66	41.70	32.03
1788466870.523230	19.43	3127	67	42.69	32.95
1788466870.623668	19.30	3001	67	39.83	30.24
1788466870.724163	14.44	2998	71	39.25	29.56
1788466870.824536	20.76	3331	69	47.40	37.77
1788466870.925229	15.76	2464	66	31.23	21.61
1788466871.025629	17.83	3198	70	44.72	34.97
1788466871.126162	19.11	2681	69	33.42	23.90
1788466871.226694	14.49	2900	66	37.08	27.43
1788466871.327377	14.39	2452	65	28.73	19.27
1788466871.431544	17.54	2414	65	25.56	16.45
1788466871.532103	16.03	3193	68	44.62	34.50
1788466871.632437	19.39	3289	69	44.83	35.23
1788466871.732966	19.25	3175	71	43.42	33.68
1788466871.834629	14.88	2599	65	31.54	22.09
1788466871.935180	20.04	3141	69	42.09	32.27
1788466872.035609	14.59	3334	69	44.32	34.70
1788466872.136177	19.10	3396	69	47.36	37.63
1788466872.236753	19.26	3164	68	42.52	32.90
1788466872.339879	19.06	2660	68	32.92	23.30
1788466872.440375	15.18	2768	67	34.82	25.19
1788466872.540968	19.10	3387	69	46.50	36.77
1788466872.641649	19.36	3004	66	38.70	29.12
1788466872.744748	17.02	2722	68	32.58	23.19
1788466872.845200	16.50	3121	70	41.81	31.95
1788466872.945800	19.23	3190	68	42.78	33.17
1788466873.046383	19.78	3023	68	40.57	30.92
1788466873.147030	15.33	2830	65	36.11	26.49
1788466873.247469	19.46	2720	70	33.68	24.17
1788466873.350160	18.66	2878	69	35.92	26.49
1788466873.450753	14.98	3319	66	45.13	35.26
1788466873.551472	19.21	2901	65	37.46	27.93
1788466873.651886	19.36	3051	70	40.57	30.83
1788466873.753692	16.95	2567	66	30.78	21.28
1788466873.854432	16.41	2665	65	33.35	23.73
1788466873.955070	19.72	2658	65	33.56	23.95
1788466874.055472	19.39	2598	69	30.80	21.24
1788466874.156179	14.45	3343	68	44.28	34.62
1788466874.256687	20.62	3462	66	47.87	38.10
1788466874.357470	16.21	2736	67	34.38	24.80
1788466874.457953	16.79	2989	69	39.47	29.75
1788466874.558569	19.48	2914	68	38.06	28.42
1788466874.658932	19.19	3362	71	46.35	36.69
1788466874.759681	14.63	3168	69	42.00	32.34
1788466874.860504	19.55	3018	65	40.09	30.49
1788466874.961240	19.63	2284	68	28.27	18.70
1788466875.061869	14.56	2380	65	27.92	18.36
1788466875.162526	18.73	2391	65	29.29	19.73
1788466875.263308	20.11	2772	69	35.92	26.41
1788466875.363825	15.64	3463	67	47.39	37.66
1788466875.464456	19.50	2229	65	26.89	17.44
1788466875.566235	14.35	2246	65	26.10	16.63
1788466875.666609	19.67	2819	69	37.29	27.53
1788466875.767664	19.20	3011	66	41.55	32.00
1788466875.869150	16.58	2252	65	26.03	16.43
1788466875.969828	16.99	3079	66	40.83	31.15
1788466876.070428	19.41	2716	65	34.39	24.85
1788466876.171212	19.36	3145	70	42.95	33.28
1788466876.271888	17.83	2574	65	34.14	24.41
1788466876.372645	21.11	3028	67	42.40	32.56
1788466876.473368	14.86	3122	66	40.93	31.23
1788466876.574168	19.23	3028	66	39.97	30.28
1788466876.674543	19.20	3404	71	47.75	38.01
1788466876.775138	14.54	3194	69	42.00	32.38
1788466876.875514	19.07	3385	68	47.03	37.31
1788466876.977381	16.81	3232	70	43.44	33.90
1788466877.077843	17.12	3090	68	41.21	31.47
1788466877.178317	19.69	2691	69	35.11	25.55
1788466877.278855	14.47	2885	68	37.32	27.70
1788466877.379536	18.93	3254	67	44.89	35.24
1788466877.481865	19.31	2726	66	35.63	26.24
1788466877.582431	16.21	3429	71	47.26	37.42
1788466877.683230	16.85	2832	69	35.91	26.22
1788466877.783782	17.21	3442	73	47.07	37.37
1788466877.884369	14.64	3096	68	40.08	30.45
1788466877.985162	14.40	3361	68	45.53	35.82
1788466878.085602	14.50	3112	69	40.35	30.69
1788466878.186266	18.70	2868	65	37.94	28.29
1788466878.286851	14.36	2387	65	28.63	19.02
1788466878.387479	19.10	2373	65	27.00	17.50
1788466878.490019	18.85	2324	65	26.52	17.13
1788466878.590512	15.49	2940	70	38.70	28.89
1788466878.691328	20.28	3394	67	47.46	37.77
1788466878.792173	15.35	3321	69	43.09	33.54
1788466878.892793	17.61	3298	66	44.77	34.98
1788466878.993778	19.39	3212	68	43.22	33.63
1788466879.094327	19.18	2653	67	34.20	24.55
1788466879.195019	14.41	2832	67	36.23	26.61
1788466879.295495	19.44	2777	68	35.55	26.04
1788466879.396257	19.09	3496	71	47.51	37.76
1788466879.497489	17.96	3191	68	43.35	33.68
1788466879.598044	16.40	3045	70	40.26	30.55
1788466879.698461	19.27	3290	70	45.76	36.09
1788466879.799110	19.57	3335	68	45.83	36.10
1788466879.899455	15.35	3291	68	43.34	33.66
1788466880.000312	19.45	2735	67	34.52	24.87
1788466880.101351	16.63	2450	66	28.67	19.08
1788466880.201888	17.34	3299	70	45.63	35.90
1788466880.302456	18.56	2732	65	36.32	26.70
1788466880.403205	19.33	2872	69	36.56	26.93
1788466880.503679	14.56	3125	67	40.73	31.09
1788466880.604290	19.31	3094	68	43.34	33.56
1788466880.704807	19.32	2922	66	38.96	29.28
1788466880.805793	18.28	2991	67	37.56	28.05
1788466880.906660	15.43	2493	66	30.49	20.88
1788466881.007196	20.90	2771	67	36.10	26.44
1788466881.108046	14.00	2257	66	27.02	17.48
1788466881.208688	19.75	2496	66	31.71	22.13
1788466881.309091	19.33	3349	71	46.34	36.69
1788466881.409710	14.63	2533	65	31.24	21.68
1788466881.510132	19.10	3272	69	44.06	34.43
1788466881.614382	16.10	2730	66	32.99	23.75
1788466881.715085	18.21	2767	65	35.43	25.42
1788466881.815777	19.16	3024	66	38.92	29.35
1788466881.916395	14.52	3237	67	42.97	33.22
1788466882.016899	19.44	3245	68	44.50	34.76
1788466882.120637	16.46	2708	68	33.08	23.80
1788466882.221258	19.06	3387	69	47.98	37.88
1788466882.327477	15.94	3418	69	44.50	35.26
1788466882.427925	17.78	3137	71	45.34	35.14
1788466882.528328	18.83	2530	68	34.17	24.53
1788466882.629121	13.03	2473	65	30.09	20.50
1788466882.729710	19.38	2152	65	25.15	15.67
1788466882.830459	14.29	2191	64	25.52	15.97
1788466882.930933	19.48	3016	68	39.38	29.71
1788466883.032487	17.05	2729	66	34.20	24.77
1788466883.133119	17.02	3195	69	43.85	34.13
1788466883.234296	19.92	3075	66	42.52	32.83
1788466883.334895	14.86	2740	65	34.21	24.56
1788466883.435789	19.27	2201	66	25.45	16.02
1788466883.536239	14.50	2565	65	31.57	21.93
1788466883.636907	19.40	2863	65	37.01	27.35
1788466883.740521	18.83	3137	69	40.39	31.00
1788466883.841109	15.11	3292	66	45.70	35.70
1788466883.941621	19.38	3237	67	44.63	34.97
1788466884.042378	19.22	2697	69	33.07	23.46
1788466884.150641	17.81	3141	69	40.01	31.00
1788466884.251455	15.61	2475	65	32.63	22.34
1788466884.351943	20.51	3258	68	44.31	34.52
1788466884.453255	15.11	3261	69	43.02	33.49
1788466884.553857	18.68	3051	66	40.24	30.43
1788466884.654646	14.62	2549	65	30.45	20.92
1788466884.755262	14.34	2425	65	29.09	19.52
1788466884.855813	19.34	2793	67	35.46	25.83
1788466884.956381	16.90	3150	67	41.73	32.13
1788466885.057254	16.82	3033	66	39.94	30.28
1788466885.157744	19.40	2949	68	38.96	29.41
1788466885.258372	19.35	3112	68	43.27	33.59
1788466885.359396	14.43	3208	65	42.47	32.83
1788466885.460543	20.71	3037	69	42.72	33.08
1788466885.562376	17.08	3317	70	45.21	35.56
1788466885.663192	16.62	3108	68	41.28	31.46
1788466885.763736	19.15	2831	66	36.76	27.18
1788466885.864617	19.04	3054	70	37.89	28.22
1788466885.965373	14.38	2305	68	26.72	17.15
1788466886.065895	19.64	2934	67	39.85	30.15
1788466886.166310	19.10	3289	69	44.79	35.13
1788466886.266795	19.59	3249	67	46.22	36.43
1788466886.367312	14.64	2879	65	36.92	27.34
1788466886.467847	19.14	2885	66	36.91	27.20
1788466886.570706	15.41	2655	65	32.35	23.00
