cpu 0 pkg 0 die 0 l3 0 node 0 lnode 0 core 0 ht_id 0 siblings 0 1 -1 -1
cpu 1 pkg 0 die 0 l3 0 node 0 lnode 0 core 0 ht_id 1 siblings 0 1 -1 -1
cpu 2 pkg 0 die 0 l3 0 node 0 lnode 0 core 4 ht_id 0 siblings 2 3 -1 -1
cpu 3 pkg 0 die 0 l3 0 node 0 lnode 0 core 4 ht_id 1 siblings 2 3 -1 -1
cpu 4 pkg 0 die 0 l3 0 node 0 lnode 0 core 8 ht_id 0 siblings 4 5 -1 -1
cpu 5 pkg 0 die 0 l3 0 node 0 lnode 0 core 8 ht_id 1 siblings 4 5 -1 -1
cpu 6 pkg 0 die 0 l3 0 node 0 lnode 0 core 12 ht_id 0 siblings 6 7 -1 -1
cpu 7 pkg 0 die 0 l3 0 node 0 lnode 0 core 12 ht_id 1 siblings 6 7 -1 -1
cpu 8 pkg 0 die 0 l3 0 node 0 lnode 0 core 16 ht_id 0 siblings 8 9 -1 -1
cpu 9 pkg 0 die 0 l3 0 node 0 lnode 0 core 16 ht_id 1 siblings 8 9 -1 -1
cpu 10 pkg 0 die 0 l3 0 node 0 lnode 0 core 20 ht_id 0 siblings 10 11 -1 -1
cpu 11 pkg 0 die 0 l3 0 node 0 lnode 0 core 20 ht_id 1 siblings 10 11 -1 -1
cpu 12 pkg 0 die 0 l3 0 node 0 lnode 0 core 24 ht_id 0 siblings 12 13 -1 -1
cpu 13 pkg 0 die 0 l3 0 node 0 lnode 0 core 24 ht_id 1 siblings 12 13 -1 -1
cpu 14 pkg 0 die 0 l3 0 node 0 lnode 0 core 28 ht_id 0 siblings 14 15 -1 -1
cpu 15 pkg 0 die 0 l3 0 node 0 lnode 0 core 28 ht_id 1 siblings 14 15 -1 -1
cpu 16 pkg 0 die 0 l3 0 node 0 lnode 0 core 32 ht_id 0 siblings 16 -1 -1 -1
cpu 17 pkg 0 die 0 l3 0 node 0 lnode 0 core 33 ht_id 0 siblings 17 -1 -1 -1
cpu 18 pkg 0 die 0 l3 0 node 0 lnode 0 core 34 ht_id 0 siblings 18 -1 -1 -1
cpu 19 pkg 0 die 0 l3 0 node 0 lnode 0 core 35 ht_id 0 siblings 19 -1 -1 -1
cpu 20 pkg 0 die 0 l3 0 node 0 lnode 0 core 36 ht_id 0 siblings 20 -1 -1 -1
cpu 21 pkg 0 die 0 l3 0 node 0 lnode 0 core 37 ht_id 0 siblings 21 -1 -1 -1
cpu 22 pkg 0 die 0 l3 0 node 0 lnode 0 core 38 ht_id 0 siblings 22 -1 -1 -1
cpu 23 pkg 0 die 0 l3 0 node 0 lnode 0 core 39 ht_id 0 siblings 23 -1 -1 -1
Time_Of_Day_Seconds	Busy%	Bzy_MHz	PkgTmp	PkgWatt	CorWatt
1788466720.062386	19.14	3186	70	44.32	35.41
1788466720.164159	14.31	3277	66	41.23	32.98
1788466720.264530	19.53	2904	69	39.76	30.66
1788466720.365404	19.24	2885	66	36.72	27.98
1788466720.466973	17.64	3287	68	44.59	35.76
1788466720.567485	15.92	3370	66	45.07	35.64
1788466720.668152	19.24	2980	66	39.97	30.82
1788466720.771344	16.91	2784	66	33.17	25.03
1788466720.871974	16.79	3058	66	41.24	31.48
1788466720.972555	19.60	2997	66	37.62	28.48
1788466721.073047	15.04	3204	65	40.12	31.73
1788466721.173658	18.57	2980	67	36.03	26.61
1788466721.274528	14.27	2534	64	29.84	21.10
1788466721.375273	18.91	2608	65	31.15	22.07
1788466721.476043	18.44	2675	68	31.89	23.51
1788466721.576446	15.31	3464	67	46.47	37.03
1788466721.677262	19.04	2795	64	34.11	24.86
1788466721.777733	14.46	2732	66	33.14	24.33
1788466721.878263	18.97	3008	65	39.90	30.53
1788466721.978809	18.87	2792	67	34.36	25.39
1788466722.079695	14.31	2968	66	37.44	28.31
1788466722.180304	19.84	3416	66	45.49	36.25
1788466722.282447	17.81	2586	66	31.35	22.50
1788466722.383185	15.62	2716	64	32.69	23.42
1788466722.483552	19.01	2614	70	34.89	25.48
1788466722.584387	18.85	2793	66	36.34	27.38
1788466722.684940	15.03	2990	68	37.87	28.78
1788466722.785436	18.90	3250	70	42.95	33.84
1788466722.886029	14.02	2601	65	30.57	22.01
1788466722.986583	14.36	2633	70	30.63	22.47
1788466723.086964	18.77	3353	68	45.09	36.58
1788466723.187450	14.22	3313	67	43.26	34.05
1788466723.287898	20.46	3426	68	46.98	37.85
1788466723.390040	16.16	3262	66	42.39	33.69
1788466723.490516	17.12	2535	66	29.29	20.37
1788466723.591042	18.95	2914	68	35.85	27.01
1788466723.691401	19.07	2913	65	35.77	27.01
1788466723.792110	14.40	2523	65	29.12	20.63
1788466723.892462	19.19	3053	66	40.99	31.80
1788466723.993242	19.19	2578	65	32.15	23.23
1788466724.094571	15.65	2144	63	23.31	15.12
1788466724.195168	17.67	2685	64	32.23	23.37
1788466724.295530	19.05	2906	66	37.10	27.92
1788466724.396262	15.41	3181	65	41.07	32.35
1788466724.496777	19.64	3283	68	44.50	35.24
1788466724.597468	14.46	2634	64	32.30	23.25
1788466724.697813	19.38	3107	67	42.41	33.26
1788466724.798337	18.86	3407	66	45.99	36.76
1788466724.898788	14.29	2837	68	35.75	26.30
1788466724.999277	19.30	2761	70	35.70	26.64
1788466725.101545	14.68	3433	68	44.14	35.70
1788466725.202092	18.41	3358	71	46.44	37.23
1788466725.302571	19.45	3311	70	44.95	35.45
1788466725.403250	14.22	2869	65	35.02	26.62
1788466725.503888	20.66	2643	67	31.87	22.97
1788466725.604371	15.02	2954	68	37.34	28.19
1788466725.704711	19.51	2838	70	37.41	27.95
1788466725.805162	14.21	3391	68	43.71	34.86
1788466725.905557	18.84	3353	67	45.37	36.08
1788466726.007075	17.74	3373	67	44.91	35.71
1788466726.107891	15.13	3022	64	37.81	29.03
1788466726.208386	18.76	3159	70	41.45	32.08
1788466726.308755	14.20	3405	67	44.52	35.91
1788466726.409514	18.67	3330	66	43.97	34.94
1788466726.509899	18.89	2821	67	33.94	24.45
1788466726.611501	10.87	2751	63	29.69	20.33
1788466726.711974	20.37	2656	66	34.82	25.27
1788466726.812723	14.43	3359	67	43.35	34.45
1788466726.913082	19.03	3310	67	45.96	36.43
1788466727.013507	19.07	3336	70	46.03	36.54
1788466727.114267	18.62	3493	69	46.04	37.03
1788466727.214986	14.19	3426	68	44.91	35.94
1788466727.315339	19.09	3231	69	44.52	35.27
1788466727.415847	18.83	3472	69	46.40	37.20
1788466727.516291	16.96	3471	67	46.18	37.19
1788466727.616718	16.09	3476	69	46.58	37.31
1788466727.717117	19.27	3424	70	47.34	38.13
1788466727.817676	19.59	3370	67	46.59	37.31
1788466727.918438	14.84	2859	66	36.14	26.84
1788466728.018933	18.83	2830	69	35.30	26.42
1788466728.119339	18.91	3151	67	42.31	33.74
1788466728.220453	14.24	3212	65	41.14	32.20
1788466728.320961	19.10	2716	65	34.82	25.67
1788466728.421821	19.19	2932	67	38.29	29.03
1788466728.522977	15.18	3159	66	40.54	31.43
1788466728.623647	17.98	3302	66	44.40	35.24
1788466728.724249	19.31	2834	65	36.61	27.58
1788466728.824882	18.98	2979	68	38.46	29.29
1788466728.925313	14.37	3433	66	45.30	36.54
1788466729.025722	20.49	3290	71	45.89	37.01
1788466729.130210	17.95	3220	66	42.51	34.12
1788466729.230699	15.38	3359	70	46.62	37.05
1788466729.331509	18.96	2840	65	36.44	27.35
1788466729.432337	19.07	2093	64	23.85	15.11
1788466729.532815	14.17	2859	66	34.94	26.41
1788466729.633348	19.44	3186	66	42.42	33.14
1788466729.734105	14.48	2991	65	36.56	28.01
1788466729.834887	14.34	2862	65	35.48	26.27
1788466729.935247	14.51	3259	67	41.24	32.92
1788466730.036829	14.75	3146	65	39.97	31.18
1788466730.137275	20.09	2997	70	41.16	31.61
1788466730.238016	14.35	3368	65	43.64	35.14
1788466730.338470	19.18	3050	67	41.47	32.19
1788466730.439020	18.85	2831	68	35.59	26.39
1788466730.539541	14.22	3480	71	46.25	37.38
1788466730.640095	18.95	3286	67	45.39	36.12
1788466730.742392	17.04	2933	65	37.76	29.10
1788466730.843238	12.27	2233	64	23.67	14.11
1788466730.944221	19.17	2282	63	27.12	17.76
1788466731.045494	18.94	2321	68	26.52	17.52
1788466731.146055	14.42	2771	65	34.21	25.03
1788466731.246733	21.04	2885	68	38.65	29.34
1788466731.347066	14.39	3259	69	41.36	33.06
1788466731.447484	19.33	3082	67	41.90	32.79
1788466731.547915	19.15	3116	70	41.96	32.69
1788466731.648821	16.41	3274	68	44.46	35.33
1788466731.749244	16.92	2799	68	33.83	25.08
1788466731.849765	19.06	3122	66	43.45	34.09
1788466731.950218	18.97	2603	66	30.64	21.71
1788466732.051015	14.20	2558	64	30.51	21.64
1788466732.151366	19.36	2687	66	33.41	23.95
1788466732.252063	18.90	2911	65	37.38	28.40
1788466732.353330	17.51	2824	66	32.06	23.85
1788466732.453910	16.61	3298	65	43.23	34.34
1788466732.554260	19.03	2792	69	33.72	24.77
1788466732.654746	14.34	3144	65	39.89	30.88
1788466732.755359	18.94	3118	65	39.30	30.37
1788466732.855998	19.09	2816	65	35.13	26.21
1788466732.956343	19.10	3348	67	45.33	36.42
1788466733.056782	14.36	3188	69	40.56	31.86
1788466733.157337	18.81	3098	65	41.49	32.51
1788466733.258002	18.76	3419	70	45.18	35.82
1788466733.358496	18.72	3353	67	44.37	35.57
1788466733.458958	14.40	3124	67	39.74	30.82
1788466733.559540	19.79	3215	69	44.20	35.08
1788466733.661868	16.52	2957	68	36.95	28.21
1788466733.762346	17.22	3110	66	40.80	31.83
1788466733.862808	19.00	3053	69	41.12	31.78
1788466733.963195	19.01	2528	66	31.14	22.32
1788466734.063836	14.37	2497	65	29.36	20.56
1788466734.164421	19.17	2972	68	39.66	30.67
1788466734.265119	19.17	2912	66	37.33	28.10
1788466734.366300	17.31	2822	65	34.94	26.11
1788466734.466846	16.15	3007	68	38.40	29.46
1788466734.567405	19.17	3037	66	40.10	30.61
1788466734.667911	19.51	3168	70	43.01	33.77
1788466734.768263	15.38	3557	70	47.53	38.55
1788466734.868722	19.13	3226	68	42.02	33.03
1788466734.969982	16.15	2855	67	34.20	25.76
1788466735.070635	17.11	3293	66	44.54	35.57
1788466735.171000	19.14	3089	66	41.32	32.29
1788466735.271660	18.41	2980	66	39.20	30.09
1788466735.374029	14.78	3229	69	40.72	31.95
1788466735.474900	18.37	2825	65	36.15	27.00
1788466735.575518	19.54	2586	68	31.69	22.54
1788466735.676340	17.57	3179	67	42.41	33.48
1788466735.776776	15.97	3110	68	40.63	31.86
1788466735.877287	20.72	3181	69	44.51	35.28
1788466735.977868	14.32	3356	67	43.05	34.68
1788466736.078412	19.15	3110	68	40.87	31.37
1788466736.179042	14.60	2815	67	34.88	25.92
1788466736.279417	14.05	2695	67	31.87	23.68
1788466736.379753	18.80	3257	66	44.09	34.93
1788466736.484873	16.68	2944	65	37.33	29.13
1788466736.585613	16.85	2360	64	29.10	19.14
1788466736.686097	19.11	2890	67	36.78	27.46
1788466736.786560	19.14	3140	68	42.07	33.38
1788466736.887276	14.49	2942	69	36.44	27.32
1788466736.987815	20.30	3283	66	44.57	35.44
1788466737.089076	17.50	3169	68	40.05	31.63
1788466737.189546	15.89	3376	68	45.23	36.40
1788466737.289971	18.84	3174	70	42.01	32.98
1788466737.390390	18.93	3370	67	45.55	36.49
1788466737.491109	14.49	3458	68	45.87	37.15
1788466737.591536	18.99	3200	69	42.71	33.18
1788466737.692025	19.25	3423	67	47.53	37.90
1788466737.792900	16.88	2603	65	32.26	22.76
1788466737.893372	16.91	3342	69	45.63	35.96
1788466737.993812	19.15	3217	66	42.70	33.23
1788466738.094573	19.51	2822	68	35.52	26.06
1788466738.194967	15.72	3429	66	46.38	37.02
1788466738.295637	18.89	2596	65	30.93	21.94
1788466738.396289	14.93	3115	66	40.05	30.59
1788466738.496800	18.28	3381	67	46.48	37.06
1788466738.597308	18.92	3105	65	42.30	32.81
1788466738.697756	19.30	2742	69	33.22	24.40
1788466738.798157	16.53	3234	69	44.70	34.95
1788466738.898664	20.28	3249	71	46.01	36.19
1788466738.999177	18.98	3164	69	43.05	33.45
1788466739.105933	15.91	2266	64	26.99	17.84
1788466739.206341	16.89	2310	65	27.94	18.31
1788466739.306846	20.49	3280	70	44.96	35.60
1788466739.407229	14.47	3273	68	41.94	33.00
1788466739.507660	18.98	2548	67	32.07	22.56
1788466739.608101	23.29	3069	73	44.66	35.14
1788466739.709709	93.32	3245	72	78.65	68.81
1788466739.810811	17.19	3109	65	40.97	31.18
1788466739.911405	19.38	2684	71	35.23	25.57
1788466740.013217	18.95	3029	68	39.12	29.57
1788466740.113659	15.54	3369	68	46.18	36.42
1788466740.214097	19.64	3234	71	43.83	34.20
1788466740.315877	19.16	2724	69	34.88	25.35
1788466740.416371	16.44	3323	68	45.46	35.67
1788466740.516820	19.37	2529	70	30.47	20.96
1788466740.617771	14.52	2733	64	33.82	24.36
1788466740.718426	19.72	2494	67	32.17	22.56
1788466740.818890	19.38	2906	67	37.85	28.37
1788466740.919855	14.47	2652	66	32.65	23.11
1788466741.020351	19.38	2562	65	31.31	21.76
1788466741.120892	19.25	2393	65	29.53	20.09
1788466741.224162	15.17	2460	65	29.50	20.23
1788466741.324932	18.43	3072	67	40.79	31.02
1788466741.425408	20.68	3144	68	42.95	33.32
1788466741.526039	14.79	3147	68	40.65	31.09
1788466741.626735	19.45	2851	65	36.26	26.69
1788466741.727415	19.38	2758	66	34.25	24.74
1788466741.827778	14.65	3293	67	43.94	34.22
1788466741.928425	19.24	3360	67	46.41	36.80
1788466742.030276	17.74	2739	68	33.18	23.70
1788466742.130874	16.41	3348	66	45.24	35.49
1788466742.231250	19.29	3093	70	42.15	32.44
1788466742.331856	14.75	2962	65	38.25	28.72
1788466742.432459	14.52	2361	65	27.58	18.12
1788466742.532941	14.55	3203	66	41.85	32.21
1788466742.633579	14.83	3260	70	43.08	33.39
1788466742.734214	20.68	3320	70	45.89	36.27
1788466742.834859	14.56	2965	65	38.64	29.03
1788466742.935543	19.73	2611	69	30.92	21.34
1788466743.038519	17.58	3110	66	42.10	32.68
1788466743.139292	18.40	2658	66	35.13	25.23
1788466743.239908	19.65	2815	67	37.34	27.71
1788466743.340385	19.88	2717	65	36.10	26.49
1788466743.441152	14.60	2609	65	31.65	22.19
1788466743.541652	19.66	3185	70	43.78	34.09
1788466743.642019	19.87	3312	70	46.26	36.60
1788466743.742533	14.71	2956	65	37.78	28.13
1788466743.843236	21.06	2986	67	40.64	31.10
1788466743.944630	15.54	2923	65	37.81	28.25
1788466744.045325	18.80	2726	65	35.72	26.09
1788466744.145853	19.54	2709	69	35.25	25.62
1788466744.246827	17.72	3284	69	44.45	34.79
1788466744.347566	15.43	2522	64	30.68	21.22
1788466744.448166	18.94	2528	64	30.29	20.73
1788466744.548826	19.63	2585	65	31.69	22.12
1788466744.649234	14.68	3367	68	44.27	34.67
1788466744.749884	19.41	3192	68	44.02	34.42
1788466744.850316	20.19	3196	67	45.00	35.38
1788466744.951122	15.36	3199	68	41.75	32.15
1788466745.051910	19.38	3066	65	41.65	32.02
1788466745.152701	19.52	2723	66	35.86	26.30
1788466745.253059	14.86	3301	69	43.60	34.02
1788466745.354238	19.02	3155	65	42.70	33.13
1788466745.454674	19.55	2729	69	35.20	25.68
1788466745.555952	15.82	3413	67	46.08	36.45
1788466745.656326	18.72	3047	68	41.33	31.68
1788466745.756945	19.42	3197	67	44.43	34.74
1788466745.857347	19.47	3110	68	43.40	33.79
1788466745.958204	14.48	2697	65	33.81	24.22
1788466746.058772	21.34	2404	68	29.99	20.41
1788466746.159653	14.47	2819	66	35.82	26.32
1788466746.260620	19.19	2835	65	35.25	25.64
1788466746.361314	18.09	2873	67	37.51	27.87
1788466746.461687	16.10	3268	68	44.98	35.33
1788466746.562294	19.15	3122	66	42.36	32.74
1788466746.662997	14.51	3246	68	43.00	33.36
1788466746.763428	19.19	3418	68	47.82	38.09
1788466746.863937	19.43	2937	68	37.66	28.17
1788466746.964393	14.66	3339	69	44.56	34.94
1788466747.064844	19.36	2913	67	39.49	29.83
1788466747.167202	17.30	3237	69	42.56	33.22
1788466747.268006	17.75	3262	65	44.32	34.49
1788466747.368690	14.97	2141	64	25.09	15.58
1788466747.469116	18.59	2618	66	30.58	21.12
1788466747.569915	19.06	2836	67	35.11	25.51
1788466747.670335	15.00	3237	65	43.07	33.42
1788466747.770800	19.45	3162	69	42.41	32.82
1788466747.871553	19.08	2957	68	38.66	29.12
1788466747.972096	15.16	3051	65	40.73	31.05
1788466748.072464	19.58	3006	70	40.32	30.73
1788466748.172938	14.62	3482	66	47.02	37.33
1788466748.273380	19.49	2671	66	32.84	23.34
1788466748.373942	20.56	3052	66	41.53	31.91
1788466748.474326	15.03	3248	70	43.09	33.38
1788466748.574871	19.28	3232	70	44.93	35.31
1788466748.675344	18.82	2993	68	40.78	31.17
1788466748.776317	14.48	2320	65	27.63	18.15
1788466748.876706	14.75	3253	68	42.94	33.24
1788466748.977461	14.87	3395	66	45.54	35.96
1788466749.078071	19.57	2861	66	37.94	28.29
1788466749.179010	19.33	3071	66	40.18	30.61
1788466749.282426	18.04	3056	68	37.37	28.11
1788466749.383154	15.38	2819	64	36.25	26.44
1788466749.483544	20.61	2903	67	38.33	28.75
1788466749.584353	14.55	2717	66	33.39	23.82
1788466749.684781	19.17	3289	70	46.50	36.79
1788466749.785576	19.08	3365	71	46.90	37.30
1788466749.887473	19.00	2943	69	40.59	31.02
1788466749.987942	15.08	3051	68	40.08	30.33
1788466750.088614	19.21	3374	67	46.71	37.07
1788466750.189300	19.09	3276	66	44.68	35.02
1788466750.291632	16.85	3038	68	38.90	29.44
1788466750.392103	17.29	3178	69	45.08	35.20
1788466750.492458	19.43	3158	70	42.17	32.50
1788466750.593722	21.23	2435	66	31.89	22.27
1788466750.694158	17.93	3528	69	50.65	40.56
1788466750.794612	18.81	3260	67	45.74	36.04
1788466750.895478	15.13	3455	69	46.75	37.31
1788466750.996171	17.70	2698	65	33.00	23.56
1788466751.096555	18.94	3330	69	44.77	35.09
1788466751.197115	18.92	3431	69	47.28	38.02
1788466751.297515	14.28	3421	67	45.76	36.52
1788466751.397928	18.77	3397	70	46.59	37.46
1788466751.498426	18.77	3534	72	47.96	38.86
1788466751.598879	18.80	3389	69	44.96	36.14
1788466751.699311	14.59	3494	69	47.08	37.60
1788466751.799747	20.31	3555	70	49.56	40.04
1788466751.901465	18.19	3506	70	47.48	38.13
1788466752.001962	14.87	2806	68	34.64	25.80
1788466752.102664	19.05	3256	70	44.11	35.02
1788466752.203294	19.24	3064	69	41.65	32.66
1788466752.305672	16.36	3124	66	40.46	31.69
1788466752.406203	17.06	3227	69	42.71	33.58
1788466752.506573	18.83	3023	66	40.21	30.82
1788466752.607047	18.87	3082	66	41.80	32.68
1788466752.707782	14.45	3131	66	40.46	31.16
1788466752.808299	18.95	3105	71	41.98	32.60
1788466752.909051	14.94	2445	67	28.28	18.97
1788466753.009541	15.68	3536	70	48.08	38.70
1788466753.109904	18.78	3455	68	47.10	38.12
1788466753.213576	16.56	3261	70	43.34	34.21
1788466753.314087	17.04	3011	66	39.96	30.57
1788466753.414523	19.20	3009	69	40.02	30.86
1788466753.514885	19.21	2794	69	36.15	26.94
1788466753.615592	14.44	3322	70	42.93	34.26
1788466753.716285	19.18	2891	65	37.04	27.63
1788466753.816892	19.35	2492	69	30.87	21.41
1788466753.919085	15.66	3320	67	42.68	34.01
1788466754.019636	18.16	3213	66	44.26	34.50
1788466754.120339	20.41	3221	69	43.74	34.36
1788466754.220874	14.88	3164	66	40.31	32.02
1788466754.321353	19.19	3228	68	43.53	34.39
1788466754.422543	18.88	2708	66	34.08	24.89
1788466754.523328	14.74	3236	65	42.21	33.27
1788466754.623778	19.49	3081	70	39.73	30.26
1788466754.724287	14.69	3095	68	40.19	30.86
1788466754.824863	14.50	3206	66	41.57	32.67
1788466754.927114	15.15	2728	66	32.96	24.01
1788466755.027735	18.48	3252	70	44.86	35.62
1788466755.128084	19.21	3322	67	44.12	35.50
1788466755.228576	14.32	3481	70	46.35	37.39
1788466755.328954	20.41	3341	68	45.68	36.17
1788466755.429713	14.66	3379	71	43.65	35.43
1788466755.530097	18.79	3221	71	43.46	34.04
1788466755.630540	14.56	3310	69	42.96	34.24
1788466755.731267	19.43	3013	66	39.87	30.77
1788466755.831732	19.25	3016	71	40.66	31.14
1788466755.932183	14.26	3537	67	46.49	37.70
1788466756.032593	18.91	3298	72	45.54	36.06
1788466756.133033	19.33	2860	69	36.83	28.17
1788466756.233573	14.55	3407	73	44.85	36.11
1788466756.334132	19.75	3303	68	46.12	36.67
1788466756.434713	19.43	3488	70	48.21	38.69
1788466756.535166	15.31	3402	66	45.28	36.35
1788466756.635726	19.33	3115	68	43.06	33.75
1788466756.736228	18.97	3321	70	45.29	35.68
1788466756.836714	14.35	3477	69	46.78	37.64
1788466756.937227	18.56	3147	70	42.55	33.00
1788466757.037633	18.95	3204	69	44.92	35.20
1788466757.140955	16.20	3169	66	41.23	32.70
1788466757.241521	17.78	3195	68	45.79	35.92
1788466757.341891	19.50	2344	66	29.29	20.25
1788466757.447575	15.42	2431	65	26.98	18.93
1788466757.547981	19.01	3378	68	48.12	38.59
1788466757.651364	19.35	2973	66	39.62	30.76
1788466757.751855	14.71	3118	71	40.71	31.61
1788466757.852367	18.95	3162	67	42.00	32.35
1788466757.952708	18.94	3035	71	39.55	30.16
1788466758.053314	17.15	3255	66	43.24	34.65
1788466758.153730	16.33	3241	69	44.32	35.45
1788466758.254149	18.89	3194	71	42.49	33.36
1788466758.354700	18.90	3418	72	46.15	36.95
1788466758.455172	16.40	3387	69	45.64	37.04
1788466758.555537	17.08	3357	73	45.30	36.26
1788466758.656165	20.34	3481	70	48.28	38.87
1788466758.756655	14.28	2901	68	36.46	27.62
1788466758.857348	18.77	2945	68	37.37	28.27
1788466758.957895	19.18	3330	69	44.42	34.97
1788466759.058536	14.49	3322	68	42.92	34.59
1788466759.159209	18.89	2820	65	35.31	26.05
1788466759.260571	18.64	2559	69	29.20	20.66
1788466759.361181	14.72	2729	65	33.68	24.67
1788466759.461823	18.87	3094	67	38.99	30.02
1788466759.565254	15.10	2913	67	35.37	26.90
1788466759.665696	18.37	3228	69	44.80	35.11
1788466759.766127	19.88	2645	68	34.14	24.79
1788466759.866718	15.57	3367	69	44.76	35.35
1788466759.967148	19.30	3094	71	42.26	32.89
1788466760.067546	14.38	3242	69	42.00	32.76
1788466760.167927	18.71	3276	69	44.18	34.75
1788466760.268604	16.40	2426	66	28.74	20.15
1788466760.369122	17.29	3000	69	39.52	30.60
1788466760.469819	19.14	3170	67	42.77	33.87
1788466760.570248	14.60	3096	66	38.35	30.08
1788466760.670686	19.08	3039	67	40.71	31.18
1788466760.771061	19.31	3277	71	44.24	34.80
1788466760.871553	14.20	3317	68	43.81	34.59
1788466760.971923	20.39	3463	67	47.82	38.52
1788466761.072444	14.30	2775	71	34.09	25.45
1788466761.175896	15.34	3227	65	38.32	29.08
1788466761.276534	18.92	2428	69	28.22	18.64
1788466761.377187	14.24	3443	67	45.52	36.56
1788466761.477718	18.72	3311	68	44.50	34.91
1788466761.578329	14.17	2382	66	27.70	18.76
1788466761.680462	17.29	2951	69	35.85	26.93
1788466761.780881	16.01	3393	69	46.48	36.95
1788466761.881474	19.17	3241	67	44.19	34.65
1788466761.981822	14.36	2996	67	37.52	28.96
1788466762.082400	20.74	3317	73	45.85	36.48
1788466762.182941	14.55	2974	66	37.75	28.94
1788466762.283524	19.16	2562	66	30.14	21.12
1788466762.384150	19.32	2639	68	30.35	21.57
1788466762.484826	14.37	2945	65	36.58	28.02
1788466762.585175	19.18	3087	67	40.75	31.73
1788466762.685617	19.43	2734	70	34.61	25.83
1788466762.788117	13.95	2159	65	24.70	15.66
1788466762.888722	18.50	3051	68	42.01	32.42
1788466762.989128	19.19	3244	69	42.97	33.53
1788466763.089969	19.04	2988	66	36.36	27.23
1788466763.190341	15.74	3501	68	46.65	37.98
1788466763.291265	19.32	3184	65	42.62	33.51
1788466763.391635	14.49	3277	70	42.26	33.58
1788466763.492300	19.16	3164	68	42.79	33.73
1788466763.592690	19.31	2688	69	34.37	25.28
1788466763.693842	17.44	3314	70	43.98	35.23
1788466763.794638	16.24	3263	69	44.57	35.13
1788466763.895206	19.21	3155	65	42.83	33.70
1788466763.997812	18.88	2996	69	36.70	28.11
1788466764.098364	14.58	3070	69	40.33	31.33
1788466764.198913	20.13	2897	68	37.96	28.94
1788466764.299509	14.65	3032	65	37.52	29.34
1788466764.400003	19.57	2481	65	31.68	22.41
1788466764.500571	14.44	2719	65	32.36	23.93
1788466764.601044	19.33	2905	69	38.32	29.06
1788466764.703464	18.56	3335	67	45.47	36.21
1788466764.804048	15.43	3323	70	44.83	35.47
1788466764.904498	19.60	2847	69	39.02	29.50
1788466765.004906	14.37	3180	69	40.92	32.23
1788466765.105337	19.02	2917	71	36.47	27.48
1788466765.206139	19.17	3346	67	46.28	36.91
1788466765.306841	14.50	3480	69	46.18	37.51
1788466765.407186	20.66	3315	69	46.45	37.15
1788466765.508221	11.83	3235	65	37.51	29.04
1788466765.608717	18.48	2693	69	33.60	24.00
1788466765.709253	19.20	3186	70	44.34	34.76
1788466765.809797	14.41	3172	65	41.34	32.33
1788466765.910404	19.42	2943	68	39.98	30.89
1788466766.011025	17.85	3290	65	41.95	32.85
1788466766.111892	18.29	2912	69	36.60	28.06
1788466766.212309	15.40	3308	70	44.08	35.22
1788466766.312842	19.00	3271	67	46.01	36.79
1788466766.413329	19.39	2955	69	40.03	30.61
1788466766.513743	15.59	3394	68	45.08	36.03
1788466766.614347	18.99	3025	65	40.17	31.40
1788466766.714951	14.54	2422	68	28.61	19.46
1788466766.815317	19.24	3035	69	41.76	32.20
1788466766.916105	19.13	3155	65	43.97	34.34
1788466767.016564	18.43	2952	68	36.79	27.88
1788466767.116966	14.84	3292	67	43.60	34.80
1788466767.217362	19.40	2896	69	37.88	28.71
1788466767.317936	19.15	2998	66	39.18	29.92
1788466767.418452	14.50	2863	70	34.72	26.24
1788466767.519006	19.20	3289	70	45.32	35.84
1788466767.619619	20.42	3249	70	43.97	34.88
1788466767.720048	15.01	3324	68	43.83	34.68
1788466767.820446	19.01	3244	70	45.22	36.07
1788466767.920859	19.21	3160	73	43.67	34.31
1788466768.021536	14.47	3372	67	43.89	35.31
1788466768.122212	19.50	2855	73	39.79	30.60
1788466768.222647	18.96	3103	71	40.78	31.69
1788466768.323226	14.44	3391	70	45.02	35.97
1788466768.423707	14.46	3494	71	46.69	37.62
1788466768.524298	14.43	3331	69	42.77	34.52
1788466768.624806	18.77	3247	69	43.60	34.81
1788466768.725333	14.42	3534	71	47.14	37.80
1788466768.825753	20.14	3394	69	47.55	38.44
1788466768.926782	18.03	3223	69	44.32	35.17
1788466769.027251	14.96	3245	69	42.56	33.31
1788466769.127648	18.67	3375	67	44.97	35.84
1788466769.228168	19.07	3351	69	45.73	36.39
1788466769.328957	17.45	3449	68	47.22	38.32
1788466769.429310	15.59	3383	70	44.82	35.81
1788466769.529775	19.07	3361	68	46.53	37.40
1788466769.630232	18.61	2704	69	35.56	26.55
1788466769.731168	14.65	2957	68	38.07	28.47
1788466769.831727	19.02	2967	66	39.39	30.09
1788466769.932550	20.06	3232	69	42.84	33.20
1788466770.033529	14.75	3295	66	42.49	34.26
1788466770.134542	18.59	2120	65	24.71	15.55
1788466770.237311	17.07	2879	69	34.64	26.41
1788466770.337881	16.24	3472	69	47.74	38.11
1788466770.438230	18.93	3415	69	46.85	37.60
1788466770.538663	18.94	3366	69	47.31	38.24
1788466770.639291	17.53	3341	68	44.58	35.95
1788466770.739822	15.79	3444	69	46.32	36.80
