sample_size,repetition,batch_size,correct,accuracy_percent,prediction_sha256,start_epoch_s,end_epoch_s,start_monotonic_s,end_monotonic_s,wall_time_s,process_cpu_time_s,cpu_time_per_inference_ms,throughput_fps,latency_mean_ms,latency_median_ms,latency_std_ms,latency_cv_percent,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,telemetry_samples,cpu_system_utilization_mean_percent,cpu_process_utilization_mean_percent,cpu_process_utilization_normalized_percent,cpu_frequency_psutil_mean_mhz,cpu_package_temperature_psutil_mean_c,process_rss_mean_mib,started_utc,ended_utc,rapl_samples,rapl_coverage_s,rapl_coverage_percent,cpu_busy_percent_turbostat,cpu_busy_frequency_mhz,cpu_package_temperature_mean_c,cpu_package_temperature_max_c,power_package_mean_w,power_cores_mean_w,energy_package_j,energy_cores_j,power_dynamic_mean_w,energy_dynamic_j,energy_per_inference_mj,dynamic_energy_per_inference_mj
100,1,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466603.735087,1788466603.8163698,99923.909954894,99923.991236187,0.08128129299439024,0.2206021119999999,2.206021119999999,1230.2953892096878,0.7195910567045212,0.6571809947490692,0.26579915333103854,36.937528733098354,0.8542091012001038,1.1398813307285307,1.9292677617073084,0.5209720134735107,2.4002859592437744,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:43.735116+00:00,2026-09-03T20:16:43.816348+00:00,1,0.0812828540802002,100.0,16.41,2195.0,53.0,53.0,21.19,12.02,1.7223836779594421,0.9770199060440063,8.62387434671601,0.7009596575222297,17.22383677959442,7.009596575222297
100,2,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466603.820988,1788466603.8634312,99923.995855017,99924.038297663,0.04244264600856695,0.1263816879999986,1.263816879999986,2356.120774840834,0.3739135494828224,0.3295780122280121,0.16346037659479382,43.71608806925655,0.4544684946537019,0.745553812384605,1.0745733189582825,0.26528200507164,1.0884679555892944,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:43.820997+00:00,2026-09-03T20:16:43.863409+00:00,2,0.042002201080322266,98.96079092236828,15.199296815575865,3162.8105579837656,54.50397911108588,55.0,37.763849804166426,28.8420063574956,1.6028214793533582,1.224149220409719,25.197877230936417,1.0694645834799636,16.028214793533582,10.694645834799637
100,3,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466603.8651009,1788466603.9011858,99924.039967611,99924.076052353,0.03608474200882483,0.09870081900000116,0.9870081900000116,2771.2543982036545,0.3206885495781899,0.319256991147995,0.03381579176215458,10.544745612724055,0.3673376917839051,0.381937763094902,0.4066388228535653,0.26510199904441833,0.41741299629211426,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:43.865106+00:00,2026-09-03T20:16:43.901173+00:00,1,0.036084890365600586,100.0,14.800000000000002,3482.0,55.0,55.0,43.23,34.39,1.5599498105049132,1.240959379673004,30.66364510566774,1.1064897226881847,15.59949810504913,11.064897226881847
100,4,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466603.9030027,1788466603.9416847,99924.077869556,99924.116551265,0.03868170900386758,0.10670926799999947,1.0670926799999947,2585.2011861730703,0.3416218796372414,0.3373969942331314,0.04026848923720638,11.787444434169833,0.4005632042884827,0.42695185989141465,0.4558773717284203,0.2807230055332184,0.4595780074596405,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:43.903008+00:00,2026-09-03T20:16:43.941671+00:00,2,0.03820681571960449,98.77160326421932,15.69453482349564,3475.137815052636,54.754921966165575,55.0,43.22019687864662,34.38754921966166,1.671842961878572,1.3301786269175495,30.65397145371659,1.1857480035855288,16.71842961878572,11.857480035855287
100,5,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466603.9433289,1788466603.9888134,99924.118195669,99924.163679849,0.04548418000922538,0.1404095569999999,1.4040955699999988,2198.566622058865,0.4058528381586075,0.3376674950122833,0.1789883450181703,44.10178473317009,0.6841788053512579,0.874353739619255,1.0272708344459536,0.2675989866256714,1.0595289468765259,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:43.943334+00:00,2026-09-03T20:16:43.988799+00:00,1,0.04548454284667969,100.0,18.45,3454.0,54.0,54.0,43.19,34.38,1.9644774055480956,1.5637585830688479,30.623811908549147,1.3928989734171093,19.644774055480955,13.928989734171093
100,6,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466603.9904487,1788466604.0266256,99924.165315533,99924.201492031,0.03617649800435174,0.0997561840000003,0.997561840000003,2764.2255474250383,0.32135680079460144,0.31894850730895996,0.03817234650984833,11.878493442634994,0.37211171090602874,0.38304766267538065,0.42450845807790766,0.2563439905643463,0.44593799114227295,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:43.990454+00:00,2026-09-03T20:16:44.026612+00:00,1,0.03617691993713379,100.0,18.45,3454.0,54.0,54.0,43.19,34.38,1.5624811720848082,1.2437625074386598,30.623971104755203,1.107868029556502,15.624811720848081,11.07868029556502
100,7,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466604.028306,1788466604.065907,99924.203172849,99924.240773497,0.03760064800735563,0.1033728019999991,1.033728019999991,2659.528633135192,0.33352563977241517,0.3336524963378906,0.03784417272535067,11.346705683909054,0.38856129348278046,0.39237560480833056,0.4092971894145012,0.2595430016517639,0.4093169867992401,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:44.028312+00:00,2026-09-03T20:16:44.065892+00:00,2,0.036879777908325195,98.0819225160104,19.430246953486115,2991.5016646733684,54.0,54.0,37.17484823997155,28.40049358373469,1.3978112497153077,1.0678867919661517,24.608657795644223,0.9253014797074866,13.978112497153077,9.253014797074865
100,8,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466604.0678122,1788466604.1249313,99924.242679208,99924.299797863,0.057118655007798225,0.18493930500000033,1.8493930500000033,1750.7415044410154,0.5066260609030724,0.4543604999780655,0.1944504210222326,38.38144857286266,0.7263704836368563,0.9381442904472349,1.1332166516780855,0.2702989876270294,1.1468390226364136,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:44.067821+00:00,2026-09-03T20:16:44.124918+00:00,1,0.057119131088256836,100.0,19.55,2935.0,54.0,54.0,36.44,27.67,2.081421136856079,1.5804863572120667,23.87377109742816,1.3636376950491436,20.81421136856079,13.636376950491435
100,9,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466604.1268094,1788466604.163443,99924.301676205,99924.338309741,0.036633536001318134,0.11035501499999967,1.1035501499999967,2729.739220270788,0.32471987009048464,0.31769099831581116,0.053478094291727375,16.468993497941923,0.3722939133644104,0.4045341536402702,0.5050721859931951,0.24573999643325806,0.6189420223236084,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:44.126815+00:00,2026-09-03T20:16:44.163430+00:00,2,0.03584575653076172,97.84904948162418,15.741571154920583,3367.8886583127146,54.0,54.0,41.5702262750419,32.75065887141831,1.5228724426839382,1.1997787922787755,29.003913714919992,1.0625159172546463,15.228724426839383,10.625159172546464
100,10,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466604.1651604,1788466604.201671,99924.340027237,99924.376537496,0.03651025900035165,0.09931976799999909,0.9931976799999909,2738.9561930808773,0.3229470306634903,0.3196814954280853,0.041312965650862114,12.792489705195674,0.3689645051956177,0.3939205572009086,0.45544704705476763,0.2524160146713257,0.458420991897583,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:44.165166+00:00,2026-09-03T20:16:44.201655+00:00,1,0.036510467529296875,100.0,14.94,3459.0,54.0,54.0,42.65,33.82,1.5571714401245116,1.2347840118408204,30.08371096845775,1.0983640791501124,15.571714401245115,10.983640791501124
100,11,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,1788466604.2035267,1788466604.2485275,99924.378393718,99924.423394174,0.045000455997069366,0.12219484199999897,1.2219484199999897,2222.1997040766087,0.3967458924651146,0.39357800781726837,0.08500658656732123,21.425952525720415,0.511370712518692,0.5521524727344513,0.568734109401703,0.26257801055908203,0.5805240273475647,0,nan,nan,nan,nan,nan,nan,2026-09-03T20:16:44.203535+00:00,2026-09-03T20:16:44.248509+00:00,2,0.044516563415527344,98.92395640725415,16.14688478759185,3366.408309946657,55.277126759356456,58.0,41.75281845155209,32.92920408534887,1.8789098797500376,1.4818402489417417,29.18659715995226,1.3134101812006214,18.789098797500376,13.134101812006213
