epoch_s,monotonic_s,system_percent,process_percent,frequency_mhz,package_temp_c,rss_mib
1788466719.8295984,100040.004465393,11.9,294.2,3.323375,69.0,795.33203125
1788466720.0128086,100040.187675295,13.6,300.2,3.566291666666667,69.0,795.33203125
1788466720.1509879,100040.325854622,11.5,289.5,3.548166666666667,69.0,795.33203125
1788466720.302259,100040.477126019,12.8,304.0,2.052875,69.0,795.33203125
1788466720.441255,100040.61612204,13.3,295.0,3.566124999999998,69.0,795.33203125
1788466720.5802174,100040.755084173,13.8,295.0,3.548041666666666,69.0,795.33203125
1788466720.7205343,100040.895401292,11.6,292.1,2.7191250000000005,69.0,795.33203125
1788466720.8900917,100041.064958826,13.3,294.9,2.528458333333333,67.0,795.33203125
1788466721.096142,100041.271009332,14.7,290.8,2.480291666666667,67.0,795.33203125
1788466721.2562647,100041.431131852,12.6,281.5,2.048291666666667,67.0,795.33203125
1788466721.4242458,100041.599112936,13.3,285.7,2.4225416666666666,67.0,795.33203125
1788466721.5854669,100041.760333966,13.5,285.4,3.265541666666666,67.0,795.33203125
1788466721.751815,100041.926682063,11.5,288.6,2.7898750000000003,67.0,795.33203125
1788466721.9126804,100042.087547391,13.1,292.2,2.339583333333334,67.0,795.33203125
1788466722.0748584,100042.249725514,11.3,289.1,2.07025,68.0,795.33203125
1788466722.253474,100042.428341117,12.0,286.2,2.552375,68.0,795.33203125
1788466722.3949533,100042.569820391,10.4,296.8,2.1974583333333335,68.0,795.33203125
1788466722.5453153,100042.720182394,9.1,286.0,3.0511250000000003,68.0,795.33203125
1788466722.6920357,100042.866902595,11.4,299.9,3.370916666666668,68.0,795.33203125
1788466722.828649,100043.003515875,10.4,285.5,2.680916666666666,68.0,795.33203125
1788466723.1896336,100043.364500526,10.7,277.0,2.8675416666666678,69.0,795.33203125
1788466723.3720949,100043.546961861,13.4,295.7,3.563874999999999,69.0,795.33203125
1788466723.5118747,100043.686741676,10.5,293.6,2.164208333333334,69.0,795.33203125
1788466723.6510034,100043.825870493,13.7,287.5,2.004958333333333,69.0,795.33203125
1788466723.7876608,100043.962527826,13.2,278.2,2.807916666666667,69.0,795.33203125
1788466723.9262564,100044.10112314,12.5,295.8,3.5206666666666657,69.0,795.33203125
1788466724.0726495,100044.247516666,13.4,280.0,2.1590833333333337,69.0,795.33203125
1788466724.2186432,100044.393510398,10.9,294.5,2.4177500000000007,69.0,795.33203125
1788466724.3570244,100044.53189161,10.3,288.6,2.7332916666666667,70.0,795.33203125
1788466724.5658364,100044.740703478,12.1,292.4,2.648541666666666,70.0,795.33203125
1788466724.731519,100044.906385949,12.3,295.8,3.5663333333333327,70.0,795.33203125
1788466724.8959506,100045.070817733,10.2,285.8,3.5792083333333324,70.0,795.33203125
1788466725.0653791,100045.24024589,10.7,295.1,3.566208333333332,70.0,795.33203125
1788466725.2241287,100045.398995625,11.3,283.2,3.2807916666666674,70.0,795.33203125
1788466725.398415,100045.573282221,13.1,298.5,2.0012083333333335,68.0,795.33203125
1788466725.6168416,100045.791708491,11.7,297.7,3.5662499999999984,68.0,795.33203125
1788466725.7904477,100045.965314467,13.0,293.8,3.565374999999998,68.0,795.33203125
1788466725.9546695,100046.12953652,13.5,286.2,3.566458333333332,68.0,795.33203125
1788466726.1189532,100046.293820237,10.2,285.5,2.5450416666666666,68.0,795.33203125
1788466726.2774348,100046.452301766,12.3,290.9,3.6082083333333337,68.0,795.33203125
1788466726.4461668,100046.621033811,11.8,290.4,2.0353333333333334,68.0,795.33203125
1788466726.6190987,100046.793965777,8.9,237.0,1.0842083333333334,66.0,795.33203125
1788466726.8113928,100046.986259648,12.6,296.2,3.566333333333333,66.0,795.33203125
1788466726.9494083,100047.124275432,14.7,290.2,3.5662499999999997,66.0,795.33203125
1788466727.085151,100047.260017894,9.6,294.3,3.321,66.0,795.33203125
1788466727.2181823,100047.393049444,9.6,293.6,2.8171666666666666,66.0,795.33203125
1788466727.3622956,100047.537162623,12.8,291.4,3.5664999999999996,66.0,795.33203125
1788466727.4982107,100047.67307761,12.4,287.0,3.5665833333333326,66.0,795.33203125
1788466727.6289918,100047.803858895,14.1,313.5,3.566458333333333,66.0,795.33203125
1788466727.7636867,100047.938553588,11.9,289.5,3.5663333333333322,70.0,795.33203125
1788466727.9461465,100048.121013752,12.2,289.8,2.3142916666666666,70.0,795.33203125
1788466728.0857122,100048.260579016,13.0,301.4,3.566458333333333,70.0,795.33203125
1788466728.2232106,100048.398077616,11.7,291.1,2.0343750000000003,70.0,795.33203125
1788466728.3682697,100048.54313635,12.3,296.5,3.6048749999999994,70.0,795.33203125
1788466728.5093303,100048.684197219,12.3,290.6,2.402666666666667,70.0,795.33203125
1788466728.6441932,100048.819060188,13.7,296.6,2.618208333333333,70.0,795.33203125
1788466728.7840014,100048.958868205,11.9,300.4,3.125833333333334,70.0,795.33203125
1788466728.9224396,100049.09730669,14.0,288.9,2.957291666666667,67.0,795.33203125
1788466729.102851,100049.277717954,12.9,299.3,3.473541666666667,67.0,795.33203125
1788466729.240028,100049.414894957,11.3,298.9,3.568791666666666,67.0,795.33203125
1788466729.379814,100049.55468091,11.0,278.9,1.9963333333333335,67.0,795.33203125
1788466729.5298429,100049.704710144,12.2,306.1,3.009541666666667,67.0,795.33203125
1788466729.6910653,100049.865932567,13.5,291.4,2.8058750000000003,69.0,795.33203125
1788466730.2157836,100050.390650559,12.4,282.2,3.566291666666665,69.0,795.33203125
1788466730.3762412,100050.551108214,13.6,299.1,3.5025416666666676,69.0,795.33203125
1788466730.5354338,100050.710300658,9.8,282.7,3.5662916666666646,69.0,795.33203125
1788466730.6921132,100050.866980125,12.7,306.0,3.566208333333332,69.0,795.33203125
1788466730.8622975,100051.037164705,10.6,235.2,2.015541666666667,69.0,795.33203125
1788466731.0056117,100051.180478777,13.2,293.2,3.375833333333334,69.0,795.33203125
1788466731.15092,100051.325787203,11.5,288.4,2.086416666666667,68.0,795.33203125
1788466731.3439043,100051.518771188,13.0,295.8,3.566249999999999,68.0,795.33203125
1788466731.4868422,100051.661709045,14.2,293.9,3.592166666666667,68.0,795.33203125
1788466731.6265714,100051.80143871,10.8,286.3,3.5664166666666666,68.0,795.33203125
1788466731.7664976,100051.94136452,11.3,285.9,3.5662083333333325,68.0,795.33203125
1788466731.9059145,100052.080781728,10.0,286.8,2.026166666666667,68.0,795.33203125
1788466732.0470092,100052.221876551,12.0,297.6,1.999583333333333,68.0,795.33203125
1788466732.1898043,100052.364671272,13.5,294.2,2.79775,68.0,795.33203125
1788466732.328051,100052.502918095,11.4,274.9,3.566249999999999,65.0,795.33203125
1788466732.5081024,100052.682969569,12.9,294.3,2.464125,65.0,795.33203125
1788466732.644797,100052.819664331,13.1,285.4,2.732416666666667,65.0,795.33203125
1788466732.7865345,100052.961401739,12.3,303.4,2.5732083333333335,65.0,795.33203125
1788466732.922369,100053.097235999,15.2,308.8,3.5664166666666652,65.0,795.33203125
1788466733.0544786,100053.229345617,9.6,288.1,3.5664166666666657,65.0,795.3359375
1788466733.1920943,100053.366961244,11.3,283.4,2.9448333333333334,65.0,795.3359375
1788466733.326151,100053.501017788,11.7,291.0,3.5664999999999996,65.0,795.3359375
1788466733.4619937,100053.636860723,11.6,287.1,3.5662499999999997,69.0,795.3359375
1788466733.6439357,100053.818802714,12.8,291.3,3.560583333333333,69.0,795.3359375
1788466733.7788944,100053.953761237,11.7,296.4,3.289708333333333,69.0,795.3359375
1788466733.9159937,100054.090860579,12.1,291.4,3.3204166666666666,69.0,795.3359375
1788466734.0599382,100054.234805417,11.8,292.0,2.002416666666667,69.0,795.3359375
1788466734.2016814,100054.376548563,11.7,289.3,2.777583333333333,69.0,795.3359375
1788466734.3401146,100054.514981699,10.3,288.9,2.588916666666667,69.0,795.3359375
1788466734.479893,100054.654760079,10.2,293.4,2.6400833333333336,69.0,795.3359375
1788466734.6228595,100054.797726637,12.7,286.8,3.1631666666666667,71.0,795.3359375
1788466734.8052573,100054.98012424,11.7,290.6,2.7123749999999998,71.0,795.3359375
1788466734.9506505,100055.12551729,12.0,295.7,2.170125,71.0,795.3359375
1788466735.0886526,100055.263519448,12.5,296.7,3.5132083333333344,71.0,795.3359375
1788466735.2255547,100055.400421635,11.0,292.6,2.658041666666666,71.0,795.3359375
1788466735.3631027,100055.537969788,10.6,283.6,3.2998749999999997,71.0,795.3359375
1788466735.5055313,100055.680398638,10.4,287.8,2.6011250000000006,71.0,795.3359375
1788466735.6500626,100055.824929733,13.3,290.7,2.9744166666666665,71.0,795.3359375
1788466735.7883937,100055.963260856,11.7,288.8,3.2405833333333334,67.0,795.3359375
1788466735.9722424,100056.14710951,13.2,310.3,3.3787083333333334,67.0,795.3359375
1788466736.1175907,100056.292457733,10.7,302.8,3.5706249999999993,67.0,795.3359375
1788466736.4620924,100056.63695916,12.1,281.6,3.018333333333333,67.0,795.3359375
1788466736.6057801,100056.780647652,11.6,285.3,2.064333333333334,67.0,795.3359375
1788466736.7456183,100056.920485357,12.4,293.3,3.2139583333333337,67.0,795.3359375
1788466736.8841457,100057.059012607,12.5,296.0,2.7858750000000003,68.0,795.3359375
1788466737.0655751,100057.240442161,11.6,292.1,3.566374999999999,68.0,795.3359375
1788466737.2013617,100057.376228613,10.8,294.6,3.3774166666666665,68.0,795.3359375
1788466737.3380294,100057.51289624,10.1,292.7,3.566374999999999,68.0,795.3359375
1788466737.474747,100057.649613952,11.3,285.3,3.5663333333333322,68.0,795.3359375
1788466737.635458,100057.810325013,12.6,286.2,3.5664166666666666,68.0,795.3359375
1788466737.769889,100057.944756191,10.7,304.9,2.685916666666667,68.0,795.3359375
1788466737.9121168,100058.08698372,12.0,294.9,3.5663333333333322,68.0,795.3359375
1788466738.0471947,100058.222061543,13.3,296.1,2.4195000000000007,66.0,795.3359375
1788466738.2400038,100058.414870809,15.3,296.0,2.6151250000000004,66.0,795.3359375
1788466738.384182,100058.559048902,13.8,291.4,2.810916666666666,66.0,795.3359375
1788466738.5215626,100058.696429527,11.8,283.9,2.986291666666666,66.0,795.3359375
1788466738.6549108,100058.829777799,9.4,284.9,2.451,66.0,795.3359375
1788466738.7926123,100058.967479409,12.5,283.2,3.5664999999999982,66.0,795.3359375
1788466738.9332793,100059.108146121,15.1,298.3,3.566291666666666,66.0,795.3359375
1788466739.0750751,100059.249942282,8.9,268.2,1.9995000000000003,66.0,795.3359375
1788466739.225218,100059.400084952,12.4,293.2,3.5357083333333335,68.0,795.3359375
1788466739.4074974,100059.58236452,12.6,296.2,3.566166666666667,68.0,795.3359375
1788466739.5487666,100059.723633716,11.8,297.3,3.566666666666666,68.0,795.3359375
1788466739.6931112,100059.867978228,64.9,214.2,3.6333333333333315,68.0,795.3359375
1788466739.8256557,100060.000523088,21.5,271.9,2.2940833333333335,68.0,795.3359375
1788466739.9789596,100060.153826963,12.2,293.3,2.131666666666667,68.0,795.3359375
1788466740.122869,100060.297736067,10.8,292.6,3.5664999999999982,68.0,795.3359375
1788466740.2711642,100060.446031322,11.5,289.9,2.4652083333333334,67.0,795.3359375
1788466740.469845,100060.644712644,10.9,286.9,1.9994166666666668,67.0,795.3359375
1788466740.6227086,100060.797575757,10.8,293.7,1.9994583333333338,67.0,795.3359375
1788466740.7756734,100060.950540541,12.8,301.2,2.831666666666667,67.0,795.3359375
1788466740.9148555,100061.089722679,10.6,294.9,2.290833333333333,67.0,795.3359375
1788466741.0613267,100061.236194077,15.9,286.2,2.322666666666667,67.0,795.3359375
1788466741.208703,100061.383570196,11.9,299.1,1.9997500000000004,67.0,795.3359375
1788466741.3489773,100061.523844443,11.7,299.2,3.5315833333333337,68.0,795.3359375
1788466741.5355303,100061.710397308,12.7,305.8,2.827291666666667,68.0,795.3359375
1788466741.6754627,100061.850329752,13.7,285.4,2.760125,68.0,795.3359375
1788466741.812418,100061.987285012,11.6,299.8,3.5663333333333322,68.0,795.3359375
1788466741.980019,100062.154886453,12.2,292.2,2.6305,68.0,795.3359375
1788466742.1486762,100062.323543105,11.5,296.3,3.6190416666666674,68.0,795.3359375
1788466742.3169518,100062.491819131,11.9,285.5,1.9997083333333334,71.0,795.3359375
1788466742.8236928,100062.998560193,11.9,278.3,1.9993750000000006,71.0,795.3359375
1788466742.9870663,100063.161933478,11.8,287.5,3.5264166666666665,71.0,795.3359375
1788466743.1549976,100063.329864866,12.5,286.1,2.0187500000000003,71.0,795.3359375
1788466743.2947943,100063.469661407,13.0,293.3,2.69875,71.0,795.3359375
1788466743.4476042,100063.622471385,12.0,294.1,2.426208333333333,71.0,795.3359375
1788466743.5911329,100063.766003683,11.7,292.7,3.5663333333333327,71.0,795.3359375
1788466743.734833,100063.909700034,11.4,306.6,2.7628749999999997,67.0,795.3359375
1788466743.9260032,100064.100870219,12.3,293.0,3.4009583333333335,67.0,795.3359375
1788466744.0765996,100064.251466959,9.9,291.4,1.9997083333333334,67.0,795.3359375
1788466744.218509,100064.393375924,11.2,296.7,3.5659583333333327,67.0,795.3359375
1788466744.3589573,100064.533824584,12.7,277.6,1.9508333333333336,67.0,795.3359375
1788466744.5079625,100064.682829742,11.7,281.3,2.869833333333334,67.0,795.3359375
1788466744.6513517,100064.826218969,12.0,307.7,3.5664166666666666,67.0,795.3359375
1788466744.7911549,100064.966022028,12.2,300.4,3.5662499999999997,67.0,795.3359375
1788466744.9740455,100065.148912594,11.8,306.2,3.5663749999999985,67.0,795.3359375
1788466745.11181,100065.28667702,12.0,282.7,3.566374999999999,67.0,795.3359375
1788466745.2580085,100065.43287562,13.5,294.5,3.5667083333333323,67.0,795.3359375
1788466745.3949404,100065.569807482,10.2,284.5,3.566083333333333,67.0,795.3359375
1788466745.539958,100065.714825138,11.0,296.7,3.4849583333333327,67.0,795.3359375
1788466745.6794915,100065.854358605,11.1,286.4,3.5662083333333325,67.0,795.3359375
1788466745.8181627,100065.993029642,12.9,303.2,3.465333333333335,67.0,795.3359375
1788466745.95949,100066.134357297,11.2,296.4,1.9995416666666668,68.0,795.3359375
1788466746.1631248,100066.337991753,13.9,294.8,2.3675000000000006,68.0,795.3359375
1788466746.3075302,100066.48239727,11.6,291.3,1.999666666666667,68.0,795.3359375
1788466746.4742682,100066.649135209,11.4,299.9,2.8946666666666663,68.0,795.3359375
1788466746.6331308,100066.807997723,11.3,289.6,3.5662499999999997,68.0,795.3359375
1788466746.79049,100066.965356993,11.9,292.3,3.064291666666667,68.0,795.3359375
1788466746.9558437,100067.130710826,11.5,290.3,3.413166666666666,68.0,795.3359375
1788466747.1166046,100067.291471706,12.2,280.0,3.5663333333333327,68.0,795.3359375
1788466747.326036,100067.500903305,13.8,295.9,1.9994583333333338,68.0,795.3359375
1788466747.4958007,100067.670668147,10.9,282.8,1.9997083333333334,68.0,795.3359375
1788466747.654907,100067.829774018,10.1,295.1,2.922875,68.0,795.3359375
1788466747.8155751,100067.990442172,12.4,292.6,3.3488333333333333,68.0,795.3359375
1788466747.979547,100068.154414162,13.5,280.8,3.020666666666667,68.0,795.3359375
1788466748.1447027,100068.319569923,12.6,296.7,3.566333333333333,68.0,795.3359375
1788466748.3071015,100068.481968647,13.5,289.1,3.6273750000000002,67.0,795.3359375
1788466748.488142,100068.663009043,14.2,293.1,3.5663750000000003,67.0,795.3359375
1788466748.6253777,100068.800244532,12.8,276.9,3.4557083333333334,67.0,795.3359375
1788466748.7643383,100068.939205556,11.7,287.7,1.9997916666666666,67.0,795.3359375
1788466749.1149778,100069.289845004,11.5,279.5,3.5662916666666664,67.0,795.3359375
1788466749.2556546,100069.430521791,13.7,305.7,3.5666249999999984,67.0,795.3359375
1788466749.3925445,100069.567411622,11.2,291.2,2.5024583333333332,68.0,795.3359375
1788466749.5814035,100069.756270324,13.1,292.0,3.4122083333333335,68.0,795.3359375
1788466749.7174911,100069.892358184,12.7,286.2,3.5663749999999994,68.0,795.3359375
1788466749.8493538,100070.024220823,11.7,296.1,2.8997916666666668,68.0,795.3359375
1788466749.9987772,100070.173644182,10.7,287.4,3.5087916666666676,68.0,795.3359375
1788466750.1351929,100070.310059798,12.5,293.6,3.3076666666666665,68.0,795.3359375
1788466750.2701666,100070.44503353,10.6,288.9,3.5708333333333315,68.0,795.3359375
1788466750.4077654,100070.582632605,11.5,290.3,2.8855,68.0,795.3359375
1788466750.549597,100070.724464184,11.0,296.4,2.1987083333333333,70.0,795.3359375
1788466750.74434,100070.919206996,13.7,277.0,3.566249999999999,70.0,795.33984375
1788466750.8824987,100071.057365881,13.8,282.2,3.5664166666666666,70.0,795.33984375
1788466751.0173638,100071.19223067,11.4,289.8,3.570374999999999,70.0,795.33984375
1788466751.1511939,100071.326060689,9.8,283.9,3.566249999999999,70.0,795.33984375
1788466751.285961,100071.460828048,10.8,289.4,3.1254166666666667,70.0,795.33984375
1788466751.42723,100071.60209695,9.0,289.6,3.566458333333333,70.0,795.33984375
1788466751.5604172,100071.735284213,12.9,286.0,3.566166666666666,70.0,795.33984375
1788466751.695698,100071.87056505,10.5,280.6,3.566249999999999,69.0,795.33984375
1788466751.8742628,100072.049129872,12.4,302.7,3.566624999999999,69.0,795.33984375
1788466752.0077386,100072.182605625,10.4,284.7,3.5227083333333327,69.0,795.33984375
1788466752.1463523,100072.321219365,12.5,295.7,2.989291666666667,69.0,795.33984375
1788466752.286374,100072.461241053,11.9,300.0,3.0864583333333333,69.0,795.33984375
1788466752.4246423,100072.599509345,11.7,296.5,2.298458333333333,69.0,795.33984375
1788466752.5646164,100072.739483552,9.6,285.8,3.5639999999999996,69.0,795.33984375
1788466752.7053614,100072.880228538,11.8,283.7,2.841791666666667,69.0,795.33984375
1788466752.871671,100073.046538161,9.0,240.3,1.9996666666666671,68.0,795.33984375
1788466753.0574675,100073.232334448,12.2,296.4,3.5662499999999997,68.0,795.33984375
1788466753.1929002,100073.367766983,12.2,288.3,3.5682083333333323,68.0,795.33984375
1788466753.332234,100073.507101162,12.2,287.0,2.8820416666666673,68.0,795.33984375
1788466753.474682,100073.649549241,11.2,287.9,2.728958333333333,68.0,795.33984375
1788466753.6150348,100073.789901849,12.9,299.3,3.566458333333332,68.0,795.33984375
1788466753.7523997,100073.927266876,11.2,283.8,2.1055000000000006,68.0,795.33984375
1788466753.9013083,100074.076175541,12.5,295.2,3.566374999999999,68.0,795.33984375
1788466754.0456576,100074.220524704,11.9,298.3,3.0653333333333337,68.0,795.33984375
1788466754.2422335,100074.417100553,12.9,295.0,3.5664166666666652,68.0,795.33984375
1788466754.3828807,100074.557747697,10.8,291.4,2.488916666666667,68.0,795.33984375
1788466754.535482,100074.710348945,12.0,288.4,2.865999999999999,68.0,795.33984375
1788466754.6876338,100074.862500957,14.0,301.7,2.1155000000000004,68.0,795.33984375
1788466755.059771,100075.234638178,12.3,287.8,3.1742916666666674,68.0,795.33984375
1788466755.2310247,100075.405891578,12.4,291.7,3.566166666666666,71.0,795.33984375
1788466755.4393961,100075.61426314,11.7,297.8,2.914166666666667,71.0,795.33984375
1788466755.5967882,100075.771655206,12.8,285.9,3.566499999999999,71.0,795.33984375
1788466755.7637537,100075.938620904,12.4,287.5,2.9734999999999996,71.0,795.33984375
1788466755.9280455,100076.102912598,11.9,298.2,3.566249999999999,71.0,795.33984375
1788466756.0936482,100076.26851516,11.8,283.2,2.815541666666667,71.0,795.33984375
1788466756.2374442,100076.41231106,12.6,292.4,3.5662083333333325,71.0,795.33984375
1788466756.3809488,100076.555815867,11.4,300.0,3.5662499999999997,69.0,795.33984375
1788466756.5663037,100076.741170828,13.4,291.4,3.0301250000000004,69.0,795.33984375
1788466756.7054627,100076.880329878,10.1,294.6,3.566458333333333,69.0,795.33984375
1788466756.8483207,100077.02318803,13.5,300.1,2.430166666666667,69.0,795.33984375
1788466756.988585,100077.163451925,13.6,278.5,3.5694166666666653,69.0,795.33984375
1788466757.1211636,100077.296030481,11.3,286.7,3.566416666666667,69.0,795.33984375
1788466757.273248,100077.448115352,13.1,302.6,2.336583333333334,69.0,795.33984375
1788466757.4263287,100077.601195598,10.7,294.0,1.9997500000000006,69.0,795.33984375
1788466757.6158538,100077.790720668,13.2,290.3,3.566374999999999,69.0,795.33984375
1788466757.755787,100077.930654179,12.2,307.3,3.5662499999999984,69.0,795.33984375
1788466757.8929825,100078.067849577,12.3,291.5,2.6974166666666672,69.0,795.33984375
1788466758.0307255,100078.205592548,13.1,290.5,3.141125,69.0,795.33984375
1788466758.1681447,100078.343011726,12.8,291.1,2.865958333333334,69.0,795.33984375
1788466758.3045702,100078.479437028,13.8,300.6,3.566624999999999,69.0,795.33984375
1788466758.4383078,100078.613174762,11.5,291.6,3.571874999999999,69.0,795.33984375
1788466758.572264,100078.747130863,10.9,290.7,3.144291666666666,68.0,795.33984375
1788466758.7583082,100078.933175076,12.8,290.5,3.556166666666666,68.0,795.33984375
1788466758.8960125,100079.070879589,12.6,283.2,3.5665416666666654,68.0,795.33984375
1788466759.036557,100079.211423989,12.1,298.5,3.56625,68.0,795.33984375
1788466759.2019289,100079.376796025,11.1,290.0,3.5399166666666666,68.0,795.33984375
1788466759.3686275,100079.543494664,10.9,282.5,2.1488333333333336,68.0,795.33984375
1788466759.5289142,100079.70378124,10.7,280.8,3.566458333333333,68.0,795.33984375
1788466759.687166,100079.862033166,12.3,290.6,2.7355416666666668,69.0,795.33984375
1788466759.9047852,100080.079652213,11.5,298.7,2.940916666666667,69.0,795.33984375
1788466760.064754,100080.239620897,9.8,293.8,3.5666666666666664,69.0,795.33984375
1788466760.2222626,100080.397129533,10.7,292.1,3.56275,69.0,795.33984375
1788466760.387919,100080.562785894,11.4,301.8,3.5273749999999993,69.0,795.33984375
1788466760.5471454,100080.722012459,12.5,288.9,2.8228750000000002,69.0,795.33984375
1788466760.7058825,100080.88074979,13.0,295.7,2.982416666666667,69.0,795.33984375
1788466760.866345,100081.041212152,11.0,292.7,2.4655,68.0,795.33984375
1788466761.0717368,100081.246603692,12.4,297.4,3.566499999999999,68.0,795.33984375
1788466761.241223,100081.416090413,8.9,247.7,2.008875,68.0,795.33984375
1788466761.3835955,100081.558462663,10.8,288.1,3.2992083333333326,68.0,795.33984375
1788466761.5272405,100081.702107905,12.1,284.4,2.058916666666667,68.0,795.33984375
1788466761.798401,100081.973268114,12.3,288.2,3.568249999999999,68.0,795.33984375
1788466761.9838219,100082.158688888,12.8,291.2,3.4800416666666667,70.0,795.33984375
1788466762.1759386,100082.350805603,12.0,296.2,2.639208333333333,70.0,795.33984375
1788466762.3292413,100082.504108553,12.7,293.5,2.2681250000000004,70.0,795.33984375
1788466762.4813151,100082.656182352,12.6,296.5,2.3317083333333333,70.0,795.33984375
1788466762.6315274,100082.806394539,9.6,292.9,1.9995416666666668,70.0,795.33984375
1788466762.7743568,100082.949224037,11.6,280.1,1.999666666666667,70.0,795.33984375
1788466762.915761,100083.090627928,10.4,290.1,3.566249999999999,70.0,795.33984375
1788466763.053226,100083.228092938,11.8,297.6,2.4757916666666673,70.0,795.33984375
1788466763.2412257,100083.416092999,12.9,298.3,3.566458333333333,70.0,795.33984375
1788466763.3860636,100083.560930518,11.0,290.1,3.5300833333333324,70.0,795.33984375
1788466763.5260055,100083.700872531,10.8,292.9,2.550333333333333,70.0,795.33984375
1788466763.6718464,100083.8467133,11.5,294.8,3.546375000000001,70.0,795.33984375
1788466763.8078592,100083.982726195,11.1,301.4,3.5951666666666675,70.0,795.33984375
1788466763.9449508,100084.119817881,10.1,291.8,2.9767083333333333,70.0,795.33984375
1788466764.1030147,100084.277881972,12.6,290.9,2.6273750000000002,69.0,795.33984375
1788466764.3144457,100084.48931297,11.7,293.0,3.059041666666667,69.0,795.34375
1788466764.4832642,100084.658131187,12.6,290.7,3.566333333333333,69.0,795.34375
1788466764.6506267,100084.825493592,12.4,292.4,3.566249999999999,69.0,795.34375
1788466764.8126736,100084.987540646,9.2,290.4,3.5662083333333325,69.0,795.34375
1788466764.9786174,100085.153484217,11.1,289.2,3.5713749999999993,69.0,795.34375
1788466765.1384637,100085.313330663,11.5,287.8,3.5663333333333327,69.0,795.34375
1788466765.3000371,100085.474903968,12.6,297.1,3.56625,69.0,795.34375
1788466765.520936,100085.695803298,11.3,257.5,1.148666666666667,69.0,795.34375
1788466765.6619265,100085.836793614,13.2,298.9,3.566374999999999,69.0,795.34375
1788466765.8006287,100085.975495858,14.1,295.5,2.016416666666667,69.0,795.34375
1788466765.9449918,100086.119858711,11.0,290.5,3.566374999999999,69.0,795.34375
1788466766.0818794,100086.256746557,10.6,270.0,2.0438333333333336,69.0,795.34375
1788466766.2238643,100086.398731445,12.0,296.2,3.565999999999999,69.0,795.34375
1788466766.365112,100086.539978976,10.4,290.7,3.5616666666666656,70.0,795.34375
1788466766.558436,100086.733302959,15.2,294.8,3.581999999999999,70.0,795.34375
1788466766.7079985,100086.882865446,11.2,280.9,2.598916666666667,70.0,795.34375
1788466766.8511114,100087.025978444,15.2,300.5,3.566499999999999,70.0,795.34375
1788466766.9865937,100087.161460851,13.6,294.8,3.566291666666666,70.0,795.34375
1788466767.1246665,100087.299533542,12.0,290.1,2.809791666666667,70.0,795.34375
1788466767.2674778,100087.442344718,9.2,287.1,3.557000000000001,70.0,795.34375
1788466767.410781,100087.585647762,10.8,293.1,3.1259999999999994,70.0,795.34375
1788466767.5535743,100087.728441446,11.5,294.1,3.5173333333333345,68.0,795.34375
1788466767.7398763,100087.914743531,11.1,295.2,3.5662083333333325,68.0,795.34375
1788466767.8757293,100088.050596461,12.8,301.8,3.566291666666665,68.0,795.34375
1788466768.011966,100088.186833095,14.3,293.6,3.1285833333333337,68.0,795.34375
1788466768.1609168,100088.335783794,10.8,302.1,2.3568750000000005,68.0,795.34375
1788466768.2968276,100088.471694736,10.8,301.3,3.566624999999999,68.0,795.34375
1788466768.7175243,100088.892391315,12.0,283.0,3.5663749999999994,70.0,795.34375
1788466768.8992922,100089.074159155,12.4,291.3,3.5665416666666663,70.0,795.34375
1788466769.0373125,100089.2121797,13.0,282.9,2.5668333333333333,70.0,795.34375
1788466769.1716938,100089.346560728,9.7,290.3,3.566666666666666,70.0,795.34375
1788466769.3073268,100089.482193563,13.0,287.2,3.566291666666666,70.0,795.34375
1788466769.4398248,100089.614691838,8.4,287.2,3.0588333333333324,70.0,795.34375
1788466769.5767765,100089.751643296,12.6,299.4,3.3597083333333324,70.0,795.34375
1788466769.7244418,100089.899308991,13.1,277.6,2.0964166666666673,70.0,795.34375
1788466769.8645868,100090.039453709,10.5,306.9,3.1239166666666667,71.0,795.34375
1788466770.0535092,100090.228376435,12.4,285.7,2.0905833333333335,71.0,795.34375
1788466770.213818,100090.388685278,12.1,286.6,2.866125,71.0,795.34375
1788466770.3506634,100090.525530344,11.8,300.3,3.566374999999999,71.0,795.34375
1788466770.4823637,100090.657230725,11.7,288.5,3.5663749999999994,71.0,795.34375
1788466770.615604,100090.790470907,13.8,299.8,3.566583333333332,71.0,795.34375
1788466770.7525373,100090.927404391,9.8,285.2,3.5662499999999997,71.0,795.34375
1788466770.8866947,100091.061561678,12.9,305.6,3.566249999999998,71.0,795.34375
1788466771.0219452,100091.196812413,14.2,295.7,3.121958333333333,70.0,795.34375
1788466771.202759,100091.377625989,11.0,292.9,3.5663333333333322,70.0,795.34375
1788466771.3392794,100091.514146322,10.8,293.3,3.566374999999999,70.0,795.34375
1788466771.4735963,100091.648463358,12.3,290.0,3.5663333333333327,70.0,795.34375
1788466771.6091654,100091.784032277,11.7,295.1,3.566083333333333,70.0,795.34375
1788466771.7450712,100091.919938056,11.4,294.7,3.566458333333332,70.0,795.34375
1788466771.8787792,100092.053646013,12.9,306.6,3.1318749999999995,70.0,795.34375
1788466772.0174832,100092.192350203,13.6,288.4,3.566541666666666,70.0,795.34375
1788466772.154324,100092.329190809,12.1,299.6,3.566291666666665,70.0,795.34375
