received_perf_counter_ns,seconds_since_first_sample,timestamp,index,name,uuid,pci.bus_id,driver_version,pstate,temperature.gpu,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw.instant,power.draw.average,power.limit,clocks.current.sm,clocks.current.memory,fan.speed
100592884481499,0.0,2026/09/03 17:27:52.705,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100592986621416,0.102139917,2026/09/03 17:27:52.809,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100593088383848,0.203902349,2026/09/03 17:27:52.911,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100593190144168,0.305662669,2026/09/03 17:27:53.013,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100593291991517,0.407510018,2026/09/03 17:27:53.115,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100593394558592,0.510077093,2026/09/03 17:27:53.217,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100593496638244,0.612156745,2026/09/03 17:27:53.319,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100593598906819,0.71442532,2026/09/03 17:27:53.421,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100593700780345,0.816298846,2026/09/03 17:27:53.524,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
100593802711626,0.918230127,2026/09/03 17:27:53.625,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,60.0,1.0,1.0,655.0,8192.0,29.48,29.42,120.0,1755.0,6801.0,32.0
