cycles,samples_per_cycle,inferences,latency_mean_ms,latency_mean_ci95_lower_ms,latency_mean_ci95_upper_ms,latency_median_ms,latency_std_sample_ms,latency_cv_percent,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,throughput_cycle_mean_fps,throughput_cycle_std_fps,throughput_effective_fps,cycle_time_total_s,power_energy_window_s,energy_total_j,energy_total_per_inference_j,energy_dynamic_per_inference_j
10,30,300,0.21093978666666668,0.13557833673579037,0.28630123659754303,0.1581865,0.13063363559565208,61.9293484932187,0.37760540000000004,0.3975785,0.7060200199999976,0.142566,1.327833,3426.0983505249033,778.0734437973915,3153.7436466651584,0.095125043,0.096942864,2.8530284873618803,0.009510094957872934,0.0
20,30,600,0.19981021166666668,0.163134199671371,0.2364862236619623,0.16055,0.10027628655316113,50.18576664162041,0.2989707000000001,0.38129884999999997,0.48996112999999963,0.142566,1.327833,3476.184669391087,596.862347396303,3312.2100084232807,0.18114793400000004,0.184712493,5.436088669177552,0.009060147781962588,0.0
50,30,1500,0.19277457533333336,0.1765748713299431,0.20897427933672358,0.1629865,0.07609070606559888,39.47133896367181,0.27339850000000004,0.3279414499999999,0.43098905,0.138972,1.327833,3520.2818979023787,460.59407496847507,3429.3233714080443,0.4374040699999999,0.446224771,13.13295100687246,0.008755300671248308,0.0
100,30,3000,0.18191165900000003,0.17315072901020173,0.19067258898979822,0.159672,0.06029324068432651,33.14424210947716,0.24419359999999998,0.2904983999999999,0.39065742999999975,0.138972,1.327833,3617.797170398324,376.6583080047373,3558.710675753262,0.843001939,0.859737794,25.322598643587405,0.008440866214529136,0.0
200,30,6000,0.1773136925,0.17242648282361622,0.1822009021763838,0.1595245,0.04933680205862732,27.824586676309455,0.23177360000000002,0.2673081500000001,0.36888448000000007,0.138972,1.327833,3655.5308629638957,310.4335100953517,3617.9210208383843,1.6584109949999999,1.691241101,49.7548608894313,0.008292476814905216,0.0
500,30,15000,0.17237938406666667,0.17011160546728274,0.1746471626660506,0.158986,0.04004453673056069,23.230467464179885,0.21604,0.24946379999999993,0.3310656300000001,0.138972,1.327833,3959.5747887705634,524.8068728802666,3887.5118768930356,3.858509112,3.937375237,115.64535337606,0.007709690225070667,0.0
1000,30,30000,0.16991944256666666,0.1686968335237354,0.17114205160959786,0.159967,0.03460606009102841,20.36615679071038,0.20644410000000005,0.23031449999999992,0.30797114,0.138972,1.814921,3906.1011611600493,398.17496238180394,3864.8070559722646,7.762353868,7.917380713,232.33264280883972,0.007744421426961324,0.0
