cycle,inferences,correct_unique,latency_mean_ms,latency_median_ms,latency_std_sample_ms,latency_p95_ms,latency_min_ms,latency_max_ms,cycle_duration_s,throughput_fps
1,30,29,0.4867593666666667,0.39487300000000003,0.23999449555591224,1.0743806499999995,0.369832,1.327833,0.019658698,1526.0420603643233
2,30,29,0.2960542333333333,0.2862245,0.0832818374303261,0.4382571499999999,0.194498,0.533435,0.011897924,2521.4482795486
3,30,29,0.17539969999999996,0.16437600000000002,0.03196110585367244,0.24197239999999987,0.148006,0.271123,0.00818203,3666.571743198204
4,30,29,0.1707505,0.1582955,0.04290635966907149,0.21828809999999998,0.145615,0.373356,0.008169686,3672.1117555803244
5,30,29,0.16338713333333332,0.153001,0.027648954655968744,0.19770519999999994,0.146964,0.290369,0.007896899,3798.959566280384
6,30,29,0.16064063333333334,0.153531,0.021290212315689252,0.20311969999999993,0.145754,0.244951,0.007822177,3835.2494452631286
7,30,29,0.16616936666666668,0.1524125,0.028893679667411493,0.22964364999999995,0.142566,0.238099,0.007896548,3799.128429283277
8,30,29,0.1678363,0.151885,0.04430125961947824,0.22414284999999992,0.142732,0.371127,0.007895845,3799.466681526803
9,30,29,0.15475383333333334,0.15102349999999998,0.0176460586203643,0.17116224999999996,0.144376,0.241196,0.007752523,3869.7079647490245
10,30,29,0.16764679999999998,0.156632,0.02995206979250636,0.22016914999999998,0.143434,0.283334,0.007952713,3772.2975794549607
11,30,29,0.15675216666666664,0.1519845,0.016456729308188443,0.17696424999999996,0.143338,0.231037,0.00761447,3939.8671214148853
12,30,29,0.1763734,0.163406,0.03583497891301949,0.23246795,0.153621,0.326306,0.008454669,3548.3352452946415
13,30,29,0.21530259999999996,0.2055465,0.027325579594572377,0.2757617,0.190143,0.303652,0.00912658,3287.102068902042
14,30,29,0.2755091333333334,0.25959350000000003,0.046664875332991934,0.3273408,0.2436,0.489522,0.010386511,2888.3616452146443
15,30,29,0.23289653333333335,0.21694000000000002,0.05900075658996675,0.32603404999999996,0.169093,0.374224,0.010168097,2950.404584063272
16,30,29,0.1665547666666667,0.153882,0.03323998437661292,0.22158384999999997,0.143237,0.30393,0.008263791,3630.295103058633
17,30,29,0.15658629999999998,0.151671,0.012309204616310793,0.17394619999999997,0.145287,0.206077,0.007634275,3929.6462335978204
18,30,29,0.15781520000000002,0.153455,0.013915465641780953,0.17454229999999998,0.144075,0.215191,0.007825581,3833.5811743562554
19,30,29,0.1804956,0.158025,0.059396205690727184,0.31310094999999966,0.145403,0.385446,0.008465981,3543.594061928559
20,30,29,0.16852066666666674,0.1542915,0.037850739175885585,0.2603409499999999,0.145883,0.2897,0.008082936,3711.52264474196
21,30,29,0.15739746666666665,0.15278999999999998,0.013380779364274798,0.18379274999999998,0.144917,0.203877,0.007692647,3899.8279785878644
22,30,29,0.1823572333333333,0.1591175,0.047510895834667694,0.27995719999999985,0.142784,0.318117,0.008680885,3455.868842865676
23,30,29,0.1727425,0.1612675,0.033264516015957035,0.24715569999999998,0.144333,0.283281,0.00840202,3570.5699343729248
24,30,29,0.21477646666666667,0.207012,0.0268198812897336,0.26221779999999995,0.18731,0.315719,0.009128468,3286.4222123580867
25,30,29,0.1837701333333333,0.1759715,0.02490363570428932,0.22630475,0.152932,0.259658,0.008361523,3587.863120151676
26,30,29,0.1622264333333333,0.1530515,0.03540116634225423,0.19962839999999993,0.142242,0.334325,0.007809352,3841.5479286885775
27,30,29,0.16669579999999998,0.1542855,0.033737532923314426,0.22234804999999994,0.144939,0.312172,0.008135305,3687.6306419980565
28,30,29,0.16409873333333333,0.15460400000000002,0.025641380393382898,0.2281741,0.143788,0.237083,0.007865547,3814.1021851372825
29,30,29,0.15485266666666672,0.153026,0.009159736076356442,0.16833805,0.142793,0.192686,0.007578962,3958.325691565679
30,30,29,0.15754073333333332,0.153169,0.016518644289644842,0.18210455,0.144601,0.22725,0.007724138,3883.928536750638
31,30,29,0.1838755,0.15973500000000002,0.058723318226825076,0.3142024499999999,0.143002,0.389386,0.008820645,3401.1118234550872
32,30,29,0.2300721333333333,0.2187945,0.05189426967749831,0.3243872,0.170154,0.384736,0.009885819,3034.649936439257
33,30,29,0.31138249999999995,0.294808,0.07447164707955223,0.45955735,0.22603,0.495206,0.011645117,2576.1870833929793
34,30,29,0.26176903333333335,0.24139300000000002,0.07067014160727254,0.37928654999999994,0.183462,0.496449,0.010137115,2959.4218867991535
35,30,29,0.18333670000000002,0.168068,0.04470321015715954,0.27872155,0.144303,0.296613,0.008532713,3515.8805880380596
36,30,29,0.1569071333333333,0.15355249999999998,0.01304467537755337,0.17168814999999998,0.143325,0.213229,0.007634864,3929.343076707064
37,30,29,0.15846133333333334,0.15643800000000002,0.012150445217707284,0.17874454999999997,0.145795,0.203326,0.007573748,3961.0507241592936
38,30,29,0.1801268,0.165309,0.04318231295445568,0.25978954999999987,0.145006,0.336574,0.008450901,3549.917340174734
39,30,29,0.25938490000000003,0.25172,0.030262092886748707,0.32243214999999986,0.224947,0.348567,0.010355484,2897.015726160168
40,30,29,0.18722266666666662,0.176341,0.03333637686530657,0.24921969999999993,0.153767,0.299442,0.008484305,3535.940775349307
41,30,29,0.15475663333333328,0.14886850000000001,0.01624167907169133,0.19822509999999996,0.141268,0.20444,0.007500419,3999.7765458169733
42,30,29,0.17750256666666667,0.1639375,0.03818961293036713,0.26057429999999987,0.146033,0.315775,0.00829678,3615.8606109840202
43,30,29,0.2365179,0.23284100000000002,0.04181274648366089,0.28421984999999994,0.187843,0.413355,0.009527518,3148.773898931495
44,30,29,0.17018813333333332,0.162966,0.021988330553576213,0.20931249999999996,0.146594,0.251121,0.008150615,3680.703848727979
45,30,29,0.17875563333333336,0.155935,0.045591150700232,0.24870789999999998,0.146784,0.352349,0.008581485,3495.898437158604
46,30,29,0.16098563333333332,0.160412,0.01648208662192514,0.1872127999999999,0.138972,0.221265,0.007971978,3763.181483942881
47,30,29,0.18177800000000002,0.1756555,0.03664553538408474,0.21875139999999996,0.149108,0.347551,0.008465656,3543.7301019554775
48,30,29,0.19393296666666668,0.1876945,0.028899858734272726,0.23441749999999997,0.160316,0.290304,0.008175141,3669.6614773983715
49,30,29,0.20002446666666665,0.15631299999999998,0.08367596916543431,0.34831209999999996,0.146275,0.473546,0.008923963,3361.7351394218017
50,30,29,0.1590857333333333,0.151233,0.030328709604453403,0.17854169999999997,0.144303,0.313924,0.007763023,3864.4739298080144
51,30,29,0.16498566666666664,0.154883,0.03349112962163763,0.23962849999999983,0.143556,0.287627,0.007987073,3756.069338542417
52,30,29,0.15756683333333335,0.151825,0.02297790601648242,0.18659374999999992,0.142628,0.26406,0.007609922,3942.2217468194813
53,30,29,0.16143103333333333,0.1546545,0.028494658219880724,0.18995469999999992,0.140765,0.298535,0.007808164,3842.132414226955
54,30,29,0.15667223333333338,0.1546985,0.012708224474272785,0.16994865,0.143285,0.211544,0.007650802,3921.1575466206027
