cycle,inferences,correct_unique,latency_mean_ms,latency_median_ms,latency_std_sample_ms,latency_p95_ms,latency_min_ms,latency_max_ms,cycle_duration_s,throughput_fps
1,30,29,0.4929598666666667,0.406709,0.20144622795772427,0.8720716499999991,0.370076,1.269788,0.019444672,1542.8390872317107
2,30,29,0.3403917,0.320538,0.09665676691374094,0.49364644999999974,0.220983,0.624351,0.01320541,2271.796180504808
3,30,29,0.17800353333333335,0.1666085,0.035400381150035895,0.2360277,0.145997,0.295737,0.006770599,4430.922581591378
4,30,29,0.1619363,0.1578445,0.017517977509128868,0.18703444999999996,0.142796,0.231106,0.006170303,4861.997862989872
5,30,29,0.37000179999999994,0.367699,0.08501725394797911,0.46408879999999986,0.208384,0.702382,0.014618993,2052.1249309032432
6,30,29,0.42491476666666667,0.393239,0.08265405232766908,0.5761582999999998,0.343129,0.728973,0.016228384,1848.6128994729236
7,30,29,0.23839033333333334,0.215391,0.06172065652953459,0.3474999499999999,0.17396,0.432077,0.00971203,3088.952567074031
8,30,29,0.1861802,0.16271449999999998,0.05386927146559978,0.30041029999999996,0.144949,0.348532,0.008608988,3484.7301448207386
9,30,29,0.1515327,0.14895799999999998,0.008705988526137704,0.16392505,0.141731,0.184663,0.007424794,4040.5161409191955
10,30,29,0.1540168666666667,0.15139,0.010040946739719572,0.16830234999999996,0.144427,0.1967,0.007430738,4037.28404904062
11,30,29,0.15426589999999998,0.1505825,0.012389121778315484,0.17483505000000002,0.143294,0.201686,0.007578124,3958.76340899146
12,30,29,0.1788494666666667,0.1567065,0.04891153080024165,0.30043535,0.142662,0.306636,0.008387163,3576.8948332111827
13,30,29,0.1666241333333333,0.1565335,0.019155661570107823,0.20172784999999996,0.144934,0.215434,0.007993756,3752.9291612103248
14,30,29,0.2764463,0.267146,0.046612131443804224,0.34070759999999983,0.224137,0.481056,0.010409477,2881.9891719824154
15,30,29,0.37574683333333336,0.380356,0.10064398719490651,0.56539875,0.237849,0.579587,0.014394291,2084.1596157810063
16,30,29,0.29412723333333335,0.27215900000000004,0.07160105768708445,0.4150476999999999,0.207226,0.471326,0.011350822,2642.980393842842
17,30,29,0.17201036666666666,0.165573,0.02795742766086758,0.21313394999999996,0.144504,0.272134,0.006564984,4569.698875122925
18,30,29,0.15383196666666665,0.1510075,0.011499337769488364,0.17131349999999998,0.14335,0.202831,0.005868058,5112.423905830515
19,30,29,0.1601867333333334,0.15299200000000002,0.026851463955381027,0.21160044999999988,0.144959,0.274435,0.006181367,4853.295395662481
20,30,29,0.19341649999999996,0.160255,0.06783107568310845,0.35232309999999994,0.149955,0.376628,0.007539673,3978.952402842935
21,30,29,0.16048733333333332,0.156562,0.012587914018348446,0.18127544999999995,0.14879,0.211285,0.006110725,4909.40109397821
22,30,29,0.16129856666666667,0.1566685,0.013849429607782394,0.17789164999999998,0.148828,0.22366,0.006112043,4908.342431491401
23,30,29,0.17528766666666667,0.1593465,0.044660678490864504,0.27395449999999977,0.147061,0.330406,0.006621889,4530.429308011657
24,30,29,0.20839753333333333,0.168543,0.07444926823833119,0.3534953,0.146104,0.361594,0.007729878,3881.0444356301614
25,30,29,0.16625273333333332,0.1578635,0.02482162532805692,0.22046874999999996,0.145173,0.255067,0.00632893,4740.137748402969
26,30,29,0.1579332666666667,0.1548275,0.012644604486344836,0.17375424999999997,0.147786,0.213039,0.005992129,5006.56778250268
27,30,29,0.17964560000000002,0.16097450000000002,0.04460995984863192,0.28110509999999994,0.144972,0.301047,0.007772876,3859.575271752695
28,30,29,0.1837097,0.1864985,0.017979721761780258,0.20730975,0.153933,0.222054,0.008294456,3616.8737286688843
29,30,29,0.17205123333333336,0.1608715,0.03548574613373398,0.23989439999999987,0.141789,0.299796,0.008337043,3598.398137085295
30,30,29,0.15801186666666667,0.153534,0.013662175188386397,0.18740889999999996,0.143969,0.19943,0.007654325,3919.352784210234
31,30,29,0.1559468333333334,0.15278150000000001,0.012239999628361874,0.17597925,0.146228,0.205049,0.00760403,3945.2763863372447
32,30,29,0.1531445,0.149615,0.011462159304153518,0.17032734999999996,0.142285,0.203043,0.007555574,3970.5785424112055
33,30,29,0.15994099999999997,0.15170499999999998,0.020828669022320636,0.20799425,0.144841,0.217005,0.007883707,3805.3164583615294
34,30,29,0.15400586666666669,0.1502155,0.01291827801520624,0.18072275,0.142529,0.201612,0.007568237,3963.935061758769
35,30,29,0.15382780000000001,0.1503605,0.011137252779562026,0.1709812,0.143632,0.199464,0.007572131,3961.8965915935687
36,30,29,0.15356976666666672,0.1509605,0.01173646367958845,0.16715999999999998,0.14341,0.206565,0.007588912,3953.1358381807563
37,30,29,0.17161813333333337,0.1566685,0.04234278887328769,0.2647509999999998,0.145783,0.320514,0.008505903,3526.9623930580915
38,30,29,0.18899796666666668,0.15094449999999998,0.1012333373543291,0.42472824999999964,0.145115,0.542949,0.009000104,3333.2948152599124
