received_perf_counter_ns,seconds_since_first_sample,timestamp_local,system_cpu_percent,process_cpu_percent,process_rss_mib,process_vms_mib,process_threads,system_memory_percent,load1,load5,load15,frequency_mean_mhz,frequency_min_mhz,frequency_max_mhz,package_temperature_c,core_temperature_mean_c,core_temperature_max_c,fan_rpm
89722344132645,4.500422047,2026-09-01T15:00:20.509881-03:00,1.3,10.0,720.51953125,9755.3046875,107,27.3,0.158203125,0.1396484375,0.15625,980.0771249999999,800.0,1867.208,49.0,45.3125,47.0,934.0
89722444593944,4.600883346,2026-09-01T15:00:20.610343-03:00,0.4,0.0,720.51953125,9755.3046875,107,27.3,0.158203125,0.1396484375,0.15625,996.8678333333334,800.0,1975.602,49.0,45.3125,47.0,934.0
89722544361003,4.700650405,2026-09-01T15:00:20.710111-03:00,2.1,0.0,720.51953125,9755.3046875,107,27.3,0.158203125,0.1396484375,0.15625,1171.4870833333332,800.0,1829.711,49.0,45.3125,47.0,934.0
89722644382079,4.800671481,2026-09-01T15:00:20.810132-03:00,2.5,0.0,720.51953125,9755.3046875,107,27.3,0.158203125,0.1396484375,0.15625,1009.524625,798.888,1799.902,49.0,45.3125,47.0,934.0
89722744172285,4.900461687,2026-09-01T15:00:20.909921-03:00,1.2,0.0,720.51953125,9755.3046875,107,27.3,0.158203125,0.1396484375,0.15625,1021.335625,800.0,1900.0,49.0,45.3125,47.0,934.0
89722843700888,4.99999029,2026-09-01T15:00:21.009450-03:00,4.2,0.0,720.51953125,9755.3046875,107,27.3,0.158203125,0.1396484375,0.15625,1217.0529166666668,799.853,2031.606,49.0,45.3125,47.0,934.0
89722946009531,5.102298933,2026-09-01T15:00:21.111758-03:00,7.0,117.1,720.7890625,9755.3046875,107,27.3,0.158203125,0.1396484375,0.15625,2183.1172083333336,800.0,5100.341,61.0,48.5625,63.0,934.0
89723044784050,5.201073452,2026-09-01T15:00:21.210532-03:00,5.1,111.4,720.89453125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1502.537875,800.0,5100.0,61.0,48.5625,63.0,934.0
89723145409124,5.301698526,2026-09-01T15:00:21.311157-03:00,5.0,109.4,720.99609375,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1702.7339583333332,800.0,5100.0,61.0,48.5625,63.0,934.0
89723245187347,5.401476749,2026-09-01T15:00:21.410936-03:00,6.7,110.0,721.01953125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1878.2192083333332,798.86,5100.0,61.0,48.5625,63.0,934.0
89723346589706,5.502879108,2026-09-01T15:00:21.512338-03:00,5.4,108.6,721.03125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1722.4069166666666,800.0,4899.516,61.0,48.5625,63.0,934.0
89723445682869,5.601972271,2026-09-01T15:00:21.611431-03:00,5.1,111.0,721.046875,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2176.673375,800.0,5100.696,61.0,48.5625,63.0,934.0
89723545376758,5.70166616,2026-09-01T15:00:21.711125-03:00,5.0,110.4,721.05859375,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1620.3490833333333,800.0,5100.0,61.0,48.5625,63.0,934.0
89723645210710,5.801500112,2026-09-01T15:00:21.810958-03:00,5.4,110.1,721.078125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1896.005875,800.0,5094.151,61.0,48.5625,63.0,934.0
89723746522213,5.902811615,2026-09-01T15:00:21.912270-03:00,5.8,108.6,721.09375,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2662.757125,800.0,5101.782,61.0,48.5625,63.0,934.0
89723845799140,6.002088542,2026-09-01T15:00:22.011547-03:00,9.2,110.9,721.10546875,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2576.8443333333335,800.0,5100.0,61.0,48.5625,63.0,934.0
89723945864827,6.102154229,2026-09-01T15:00:22.111613-03:00,6.3,109.8,721.125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2288.175083333333,800.0,5100.0,61.0,48.5625,63.0,934.0
89724045856502,6.202145904,2026-09-01T15:00:22.211604-03:00,5.4,110.1,721.13671875,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2178.9667916666667,800.0,5100.0,71.0,53.375,72.0,934.0
89724145530156,6.301819558,2026-09-01T15:00:22.311278-03:00,4.6,120.3,721.1640625,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1695.7327916666666,800.0,5100.0,71.0,53.375,72.0,933.0
89724245343572,6.401632974,2026-09-01T15:00:22.411091-03:00,5.4,110.3,721.17578125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1972.5388333333333,799.059,5100.0,71.0,53.375,72.0,933.0
89724345817460,6.502106862,2026-09-01T15:00:22.511565-03:00,4.6,109.4,721.1953125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1854.0448749999998,800.0,5100.0,71.0,53.375,72.0,933.0
89724445774390,6.602063792,2026-09-01T15:00:22.611522-03:00,4.6,110.2,721.20703125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1641.3952083333334,800.0,5100.0,71.0,53.375,72.0,933.0
89724545346320,6.701635722,2026-09-01T15:00:22.711095-03:00,5.0,110.2,721.2265625,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1690.8597916666668,800.0,5100.055,71.0,53.375,72.0,933.0
89724645694967,6.801984369,2026-09-01T15:00:22.811443-03:00,4.6,109.9,721.24609375,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2062.840833333333,800.0,5100.105,71.0,53.375,72.0,933.0
89724745647981,6.901937383,2026-09-01T15:00:22.911396-03:00,5.0,110.1,721.2578125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1803.1012083333335,800.0,5116.346,71.0,53.375,72.0,933.0
89724845341083,7.001630485,2026-09-01T15:00:23.011089-03:00,4.6,110.3,721.27734375,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1803.4145416666668,800.0,5100.209,71.0,53.375,72.0,933.0
89724945558740,7.101848142,2026-09-01T15:00:23.111306-03:00,5.4,109.8,721.296875,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1630.754,800.0,5100.0,71.0,53.375,72.0,933.0
89725045888062,7.202177464,2026-09-01T15:00:23.211636-03:00,6.3,109.6,721.31640625,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2691.7065,798.795,4372.835,57.0,53.4375,72.0,933.0
89725145907412,7.302196814,2026-09-01T15:00:23.311655-03:00,5.4,109.9,721.328125,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1806.0472083333334,800.0,5102.067,57.0,52.5625,69.0,933.0
89725245852003,7.402141405,2026-09-01T15:00:23.411600-03:00,4.6,110.2,721.34375,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2125.9785833333335,800.0,5100.055,57.0,52.5625,69.0,933.0
89725346569495,7.502858897,2026-09-01T15:00:23.512318-03:00,6.2,119.1,721.35546875,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2612.433625,800.0,5100.507,57.0,52.5625,69.0,933.0
89725445595126,7.601884528,2026-09-01T15:00:23.611343-03:00,5.1,101.0,721.3671875,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,2616.776625,800.0,5100.872,57.0,52.5625,69.0,933.0
89725545590823,7.701880225,2026-09-01T15:00:23.711340-03:00,6.2,109.8,721.38671875,9755.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,3059.912208333333,799.013,5100.0,57.0,52.5625,69.0,933.0
89725646202478,7.80249188,2026-09-01T15:00:23.811951-03:00,10.4,109.5,721.3984375,9755.3046875,107,27.4,0.22607421875,0.154296875,0.1611328125,2707.1022916666666,800.0,4990.752,57.0,52.5625,69.0,933.0
89725746068406,7.902357808,2026-09-01T15:00:23.911817-03:00,8.0,120.0,721.4140625,9755.3046875,107,27.4,0.22607421875,0.154296875,0.1611328125,2110.9017083333333,800.0,5096.091,57.0,52.5625,69.0,933.0
89725845729436,8.002018838,2026-09-01T15:00:24.011477-03:00,9.2,100.3,721.42578125,9755.3046875,107,27.4,0.22607421875,0.154296875,0.1611328125,2182.6295416666667,800.0,4914.338,57.0,52.5625,69.0,933.0
89725946042748,8.10233215,2026-09-01T15:00:24.111791-03:00,6.7,119.6,721.453125,9755.3046875,107,27.4,0.22607421875,0.154296875,0.1611328125,2654.5927916666665,800.0,5098.124,57.0,52.5625,69.0,933.0
89726046860933,8.203150335,2026-09-01T15:00:24.212609-03:00,10.8,109.2,721.46875,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,2942.414625,798.598,4497.179,57.0,52.5625,69.0,933.0
89726146198350,8.302487752,2026-09-01T15:00:24.311947-03:00,10.5,110.6,721.484375,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,2309.832375,800.0,5100.0,75.0,52.6875,69.0,933.0
89726245932086,8.402221488,2026-09-01T15:00:24.411680-03:00,5.9,110.3,721.49609375,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1960.7853333333333,800.0,5126.153,75.0,54.4375,74.0,933.0
89726345766252,8.502055654,2026-09-01T15:00:24.511514-03:00,5.4,100.3,721.51171875,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,2059.445,800.0,5103.722,75.0,54.4375,74.0,932.0
89726445942754,8.602232156,2026-09-01T15:00:24.611691-03:00,4.6,119.8,721.52734375,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1635.5830833333332,800.0,5100.054,75.0,54.4375,74.0,932.0
89726545537101,8.701826503,2026-09-01T15:00:24.711285-03:00,5.4,110.3,721.54296875,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1633.8344166666666,798.34,5101.152,75.0,54.4375,74.0,932.0
89726645593569,8.801882971,2026-09-01T15:00:24.811341-03:00,5.0,109.8,721.55859375,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1677.4037916666666,800.0,5100.054,75.0,54.4375,74.0,932.0
89726745627718,8.90191712,2026-09-01T15:00:24.911375-03:00,5.4,110.2,721.5703125,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1666.644,800.0,5100.0,75.0,54.4375,74.0,932.0
89726845883836,9.002173238,2026-09-01T15:00:25.011632-03:00,5.0,109.6,721.58984375,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,2203.9534583333334,800.0,5101.113,75.0,54.4375,74.0,932.0
89726946215778,9.10250518,2026-09-01T15:00:25.111963-03:00,4.6,119.7,721.609375,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1725.6260416666667,800.0,5100.055,75.0,54.4375,74.0,932.0
89727045582215,9.201871617,2026-09-01T15:00:25.211330-03:00,5.4,110.6,721.625,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1653.2099166666667,800.0,5100.0,75.0,54.4375,74.0,932.0
89727144308753,9.300598155,2026-09-01T15:00:25.310058-03:00,2.1,40.6,721.6328125,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1252.43,800.0,3884.401,75.0,54.4375,74.0,932.0
89727245077343,9.401366745,2026-09-01T15:00:25.410826-03:00,0.8,0.0,721.6328125,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,1057.75775,800.0,2000.105,52.0,53.9375,74.0,932.0
89727343313133,9.499602535,2026-09-01T15:00:25.509063-03:00,5.6,0.0,721.6328125,9756.3046875,107,27.5,0.22607421875,0.154296875,0.1611328125,2670.796083333333,798.655,4679.118,52.0,50.75,53.0,932.0
89727444142181,9.600431583,2026-09-01T15:00:25.609892-03:00,2.5,0.0,721.6328125,9756.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1164.8934583333332,800.0,1900.0,52.0,50.75,53.0,932.0
89727544419552,9.700708954,2026-09-01T15:00:25.710170-03:00,2.1,10.0,721.63671875,9756.3046875,107,27.3,0.22607421875,0.154296875,0.1611328125,1023.9348749999999,800.0,1700.855,52.0,50.75,53.0,932.0
