passage,samples,accelerator_mean_ms,device_call_mean_ms,application_e2e_mean_ms,passage_duration_ms,passage_throughput_inf_s
0,30,0.18348899999999996,0.499541,0.7082373333333333,22.07822,1358.8051935346239
1,30,0.17888,0.4887466666666667,0.6957639999999999,21.70136,1382.4018402533297
2,30,0.17883833333333332,0.4881196666666668,0.6946599999999999,21.64388,1386.0731070399577
3,30,0.17984566666666668,0.4921106666666667,0.6987726666666666,21.77075,1377.9957052467187
4,30,0.18583900000000003,0.5047273333333334,0.7122876666666668,22.20668,1350.9448508286696
5,30,0.17799999999999996,0.4878313333333333,0.6928443333333334,21.60374,1388.6484469818652
6,30,0.1784506666666667,0.48913433333333345,0.6955406666666666,21.67034,1384.3806788449097
7,30,0.17787599999999998,0.48657100000000003,0.693223,21.60471,1388.586099975422
8,30,0.18485966666666667,0.500571,0.7107733333333335,22.14701,1354.5846595093421
9,30,0.17735366666666666,0.4858413333333333,0.6917319999999999,21.55933,1391.508919804094
10,30,0.179347,0.48665666666666657,0.6923173333333335,21.57616,1390.4235044604786
11,30,0.17869066666666666,0.48618599999999995,0.6919379999999999,21.56133,1391.3798453063887
12,30,0.18004866666666666,0.48917200000000005,0.6964793333333332,21.70511,1382.1630021686137
13,30,0.18435666666666667,0.4957843333333333,0.7039956666666668,21.9613,1366.039351040239
14,30,0.17903933333333333,0.486077,0.6941450000000001,21.64043,1386.2940801083898
15,30,0.178257,0.48522566666666667,0.6913153333333335,21.54479,1392.4480117931064
16,30,0.17879233333333336,0.486334,0.6926056666666667,21.58365,1389.9409970046772
17,30,0.18489999999999998,0.503132,0.7127983333333333,22.20728,1350.908350775061
18,30,0.17841333333333337,0.4877623333333334,0.6932326666666667,21.62896,1387.0292422751718
19,30,0.178259,0.48538033333333336,0.6904316666666667,21.52172,1393.9406329977344
20,30,0.17855533333333332,0.48565299999999995,0.6913473333333333,21.54717,1392.294208473781
21,30,0.18487166666666668,0.4930823333333334,0.6994113333333335,21.78965,1376.8004534262827
22,30,0.18444599999999997,0.497793,0.705698,21.99445,1363.9804587066283
23,30,0.17887433333333333,0.48534166666666667,0.6901703333333333,21.51312,1394.497869207256
24,30,0.17955899999999997,0.485953,0.6919893333333333,21.58312,1389.975128711697
25,30,0.1780313333333333,0.48491333333333325,0.6901906666666666,21.5135,1394.4732377344458
26,30,0.18528733333333333,0.49626033333333325,0.7054746666666667,22.02478,1362.1021413153728
27,30,0.17762300000000003,0.4819576666666666,0.6873196666666668,21.43251,1399.7427272867249
28,30,0.17890966666666666,0.4844616666666666,0.6893166666666666,21.49074,1395.9500696579084
29,30,0.178885,0.48288000000000003,0.6881006666666666,21.45662,1398.1698888268515
30,30,0.1796146666666667,0.48541000000000006,0.6907433333333334,21.55183,1391.9931625295856
31,30,0.18370333333333336,0.49546099999999993,0.7047346666666666,21.98667,1364.46310423543
32,30,0.17904766666666666,0.48386100000000004,0.6887513333333334,21.4755,1396.9406998672905
33,30,0.17838933333333337,0.48252899999999993,0.6876086666666665,21.43684,1399.4599950365819
34,30,0.17834533333333338,0.4830463333333333,0.6854460000000001,21.37279,1403.6538982510006
35,30,0.186875,0.50253,0.7087343333333334,22.1035,1357.2511140769561
36,30,0.17687133333333332,0.48166233333333336,0.6837386666666666,21.32455,1406.8292179670848
37,30,0.17853233333333332,0.4828536666666666,0.6844003333333332,21.35644,1404.7285034397119
38,30,0.1785706666666667,0.483153,0.6846306666666666,21.34709,1405.3437728514753
39,30,0.17896466666666672,0.4833486666666666,0.6846096666666666,21.34712,1405.341797863131
40,30,0.18761,0.4985696666666665,0.70323,21.92478,1368.3147561799935
41,30,0.17746800000000001,0.48162733333333335,0.684075,21.34179,1405.6927745985693
42,30,0.1785613333333333,0.4827756666666666,0.6846730000000001,21.34604,1405.412900940877
43,30,0.17858733333333332,0.48258699999999993,0.683922,21.34052,1405.7764290654584
44,30,0.18956833333333334,0.5006836666666666,0.705292,21.98806,1364.376848162139
45,30,0.17716933333333337,0.48130966666666664,0.6838103333333333,21.32729,1406.6484771389146
46,30,0.17824133333333333,0.48214066666666666,0.6839093333333331,21.32932,1406.5146005592303
47,30,0.1787106666666667,0.4833076666666667,0.6846580000000001,21.36362,1404.256394749579
48,30,0.1789413333333333,0.4837266666666667,0.685396,21.38471,1402.8714908923243
49,30,0.18658999999999998,0.4955883333333333,0.7001863333333332,21.84545,1373.2836814988934
50,30,0.1780133333333333,0.4817323333333334,0.6831263333333333,21.32265,1406.9545764714987
51,30,0.17869500000000002,0.4823506666666667,0.684384,21.34109,1405.7388821283262
52,30,0.17971266666666663,0.4833556666666667,0.6852423333333334,21.39082,1402.4707795213085
53,30,0.18710366666666667,0.4963696666666666,0.7004016666666666,21.8484,1373.0982589114076
54,30,0.17852966666666667,0.48449033333333336,0.6862340000000002,21.40241,1401.711302605641
55,30,0.17696033333333333,0.4829176666666665,0.6847163333333331,21.34743,1405.3213899752805
56,30,0.179231,0.4842686666666666,0.6865379999999999,21.40134,1401.7813837825108
57,30,0.178588,0.48277833333333336,0.6844186666666665,21.33979,1405.824518423096
58,30,0.18525266666666662,0.494961,0.7006293333333333,21.85529,1372.6653821569057
59,30,0.17765033333333335,0.48206266666666675,0.6838883333333333,21.32503,1406.7975519846866
60,30,0.1771426666666667,0.48256933333333335,0.684614,21.34738,1405.3246815300051
61,30,0.17847133333333337,0.48262933333333347,0.6842503333333334,21.35167,1405.0423222164825
62,30,0.1826106666666667,0.49277966666666667,0.6976153333333333,21.74862,1379.3978652438639
63,30,0.18052499999999996,0.485887,0.6882066666666666,21.46329,1397.7353891225437
64,30,0.17780433333333334,0.4866516666666666,0.6883796666666665,21.48886,1396.0721974083317
65,30,0.17791800000000005,0.48240133333333335,0.6841700000000001,21.32994,1406.4737172256464
66,30,0.17842100000000002,0.48277499999999995,0.684322,21.33695,1406.0116370896496
67,30,0.18891966666666665,0.5007703333333333,0.7065856666666667,22.05919,1359.9774062420242
68,30,0.178303,0.482469,0.6850226666666667,21.3647,1404.185408641357
69,30,0.1763313333333333,0.481905,0.6831203333333334,21.32068,1407.0845770397566
70,30,0.17856766666666665,0.4832286666666666,0.6844290000000001,21.35643,1404.7291611940761
71,30,0.17966133333333334,0.4857956666666667,0.6886636666666669,21.47145,1397.2041944069917
72,30,0.1841023333333333,0.4944056666666666,0.6976666666666665,21.77315,1377.8438122182595
73,30,0.17800099999999994,0.48145800000000005,0.683932,21.3271,1406.6610087634979
74,30,0.17857666666666666,0.4826520000000001,0.6847720000000002,21.35252,1404.9863903651653
75,30,0.17835499999999999,0.482177,0.6833823333333334,21.33585,1406.0841260132593
76,30,0.18414099999999997,0.49664100000000005,0.7011733333333333,21.86049,1372.3388634015066
77,30,0.17819899999999997,0.48301200000000005,0.6845023333333332,21.34371,1405.566323755336
78,30,0.17787499999999998,0.4818136666666667,0.6842263333333334,21.33439,1406.1803501295326
79,30,0.17742066666666662,0.4828396666666667,0.6842609999999999,21.33354,1406.2363770850968
80,30,0.17834733333333333,0.48233999999999994,0.6843013333333333,21.33882,1405.8884230711913
81,30,0.18484966666666663,0.4965106666666666,0.7016003333333333,21.89408,1370.2334146947485
82,30,0.1786263333333334,0.48267166666666655,0.6847556666666665,21.36634,1404.0776286439325
83,30,0.17771199999999998,0.4813523333333333,0.6839106666666666,21.32324,1406.9156469654706
84,30,0.17814733333333338,0.4821416666666666,0.683905,21.32572,1406.7520346323595
85,30,0.1846326666666667,0.495303,0.7000893333333332,21.82709,1374.4388280801518
86,30,0.17829666666666666,0.4829386666666667,0.684498,21.3762,1403.429982878154
87,30,0.17870766666666663,0.48295533333333346,0.6844939999999998,21.37816,1403.3013131158154
88,30,0.176668,0.4819906666666667,0.6830126666666666,21.30748,1407.9562670010719
89,30,0.178914,0.48298266666666667,0.6843666666666667,21.33995,1405.8139780083834
90,30,0.18604800000000002,0.5007146666666668,0.7061036666666666,22.00978,1363.0304346522319
91,30,0.17828566666666668,0.4826243333333334,0.6837449999999999,21.34041,1405.7836751964933
