cycles,samples_per_cycle,inferences,latency_mean_ms,latency_mean_ci95_lower_ms,latency_mean_ci95_upper_ms,latency_median_ms,latency_std_sample_ms,latency_cv_percent,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,throughput_cycle_mean_fps,throughput_cycle_std_fps,throughput_effective_fps,cycle_time_total_s,power_energy_window_s,energy_total_j,energy_total_per_inference_j,energy_dynamic_per_inference_j
10,30,300,0.29278144,0.20271967705421437,0.3828432029457858,0.249689,0.14529559273796525,49.625957416551145,0.43437610000000004,0.5747033000000003,0.7562925599999993,0.144598,1.327895,3051.151555760089,1022.7521581466773,2673.1598313004474,0.112226735,0.114670286,3.363279488342668,0.011210931627808894,0.0
20,30,600,0.2608594166666667,0.21043697957755753,0.31128185375577594,0.21706999999999999,0.1276829588939714,48.94703841844751,0.40897750000000005,0.4620018499999999,0.6626579399999994,0.144598,1.327895,3385.0009005765123,1070.4200556022786,2991.637058102299,0.20055908799999997,0.205271766,6.020620897123735,0.010034368161872892,0.0
50,30,1500,0.260315536,0.2292223464567447,0.29140872554325536,0.21432299999999999,0.1300547696711486,49.96043327630994,0.42385470000000003,0.5060833499999997,0.6918825799999997,0.144127,1.327895,3167.1036665772676,939.5624576948746,2846.4076874776893,0.5269800269999999,0.538615422,15.766784664794397,0.010511189776529598,0.0
100,30,3000,0.23083726166666668,0.21285768998506308,0.2488168333482703,0.18803399999999998,0.10798097660838672,46.77796635983027,0.3865983,0.4301281499999999,0.6334602399999979,0.142411,1.327895,3610.3599069075276,980.3529164713503,3272.206515933927,0.9168125500000002,0.938058834,27.44990572588809,0.009149968575296031,0.0
200,30,6000,0.2083479856666667,0.19816191725045196,0.21853405408288146,0.170042,0.0876255550337664,42.05730847523403,0.32015670000000007,0.39265745,0.5561348100000005,0.138017,1.327895,3639.404482235885,750.9375023229981,3435.0621296080567,1.746693298,1.784956908,52.41102791915764,0.008735171319859607,0.0
500,30,15000,0.1839706901333333,0.17950160204538892,0.18843977822127775,0.161882,0.06280310494061787,34.137560116288704,0.24267420000000003,0.30333179999999993,0.43889366,0.138017,1.327895,3760.0108425524613,514.7969126760107,3660.399273277994,4.09791361,4.182151301,122.50289157782869,0.008166859438521913,0.0
1000,30,30000,0.17719746543333334,0.1747278459476971,0.17966708491896957,0.160485,0.051827982050234714,29.248715224842677,0.22200040000000001,0.27211129999999994,0.40336652999999995,0.138017,1.327895,3886.4421549377184,534.7019100883984,3796.083783805032,7.902881419,8.065049836,235.93233203475765,0.007864411067825256,0.0
