cycle,inferences,correct_unique,latency_mean_ms,latency_median_ms,latency_std_sample_ms,latency_p95_ms,latency_min_ms,latency_max_ms,cycle_duration_s,throughput_fps
1,30,29,0.5721155000000001,0.5630435,0.20503067785119547,0.9119545499999996,0.384921,1.327895,0.022325854,1343.7335924529473
2,30,29,0.42257523333333347,0.3943365,0.08385875950203141,0.6087172999999999,0.341765,0.727794,0.016243677,1846.8724784419192
3,30,29,0.2439133,0.228572,0.0656942253196974,0.3613053999999999,0.171102,0.431321,0.009285919,3230.698006303953
4,30,29,0.21205293333333333,0.20577499999999999,0.046152149466836274,0.29410765,0.156849,0.316329,0.008046319,3728.4129550419266
5,30,29,0.3707589,0.3969625,0.06950558348911309,0.44776465,0.260469,0.505817,0.013904231,2157.6166276293884
6,30,29,0.24827410000000003,0.23690699999999998,0.05819894899296899,0.3531291,0.181674,0.423843,0.009451322,3174.1591282150794
7,30,29,0.27641676666666665,0.2739785,0.04534034868725217,0.34359635,0.200136,0.355986,0.010530571,2848.848367291764
8,30,29,0.19963353333333336,0.1767775,0.05189837520194923,0.30332929999999997,0.148803,0.328578,0.007881688,3806.2912411655984
9,30,29,0.16691959999999997,0.1580495,0.02524125556825708,0.21969645,0.144598,0.256388,0.006366477,4712.182263440204
10,30,29,0.21515453333333337,0.21780149999999998,0.031122630924084512,0.27144494999999996,0.170031,0.28542,0.008190677,3662.7008976181087
11,30,29,0.20517349999999998,0.1912335,0.04270216399083307,0.30039839999999984,0.161204,0.333704,0.007794065,3849.0826032372065
12,30,29,0.1996417,0.1598215,0.08458871826511194,0.33113279999999995,0.146068,0.525337,0.007727225,3882.376920563333
13,30,29,0.16351746666666667,0.15621600000000002,0.02108132741638395,0.21578069999999994,0.146364,0.227418,0.006299435,4762.3318599207705
14,30,29,0.1602777666666667,0.155246,0.014566077333129627,0.18213405,0.147237,0.221289,0.006167038,4864.571938749202
15,30,29,0.1816902,0.16318,0.05362508619743896,0.2953363499999998,0.147533,0.383296,0.007140918,4201.140525629899
16,30,29,0.16016899999999995,0.15739350000000002,0.015360468219785308,0.18772959999999997,0.145135,0.215656,0.006063089,4947.972889726672
17,30,29,0.2798181,0.29201900000000003,0.09945810225047287,0.40133009999999997,0.149157,0.406326,0.011096429,2703.572473630931
18,30,29,0.3543860666666667,0.33585,0.09229063442151883,0.4839422999999999,0.246727,0.643261,0.01374436,2182.713491206575
19,30,29,0.37529153333333337,0.38609,0.0632461945551331,0.45652099999999995,0.259128,0.520754,0.014128443,2123.3762276565085
20,30,29,0.20940860000000006,0.1966735,0.057899851752892216,0.30191694999999985,0.153219,0.440177,0.008171351,3671.3635236082746
21,30,29,0.1784077666666667,0.1627905,0.03610713613743309,0.2550495499999999,0.145827,0.280517,0.00847389,3540.2866924163523
22,30,29,0.15735229999999997,0.153782,0.013527508887448568,0.18947424999999996,0.146024,0.197444,0.007586506,3954.3895437504434
23,30,29,0.162608,0.15489,0.01965669510405534,0.19740674999999996,0.147576,0.236755,0.007835514,3828.721383179202
24,30,29,0.1633998,0.1543285,0.027841030844965937,0.21080034999999997,0.144795,0.2854,0.007913638,3790.923972008828
25,30,29,0.16394213333333332,0.1545395,0.023400997153427302,0.20272165,0.144127,0.245848,0.008044029,3729.47437161154
26,30,29,0.15435773333333333,0.1515455,0.010540926459097032,0.17099489999999998,0.145767,0.19715,0.007611423,3941.4443265076716
27,30,29,0.16470086666666664,0.15682449999999998,0.025908627705222374,0.20921189999999998,0.144578,0.266587,0.007852109,3820.629591362015
28,30,29,0.18322393333333334,0.1565145,0.05273837481244062,0.28590365,0.145367,0.360253,0.008479982,3537.743358417506
29,30,29,0.15685759999999999,0.1542755,0.011075407312818232,0.17249254999999997,0.145606,0.203743,0.007687691,3902.342068639335
30,30,29,0.15622406666666666,0.15180349999999998,0.016243278391136255,0.1910499499999999,0.144376,0.218753,0.007633159,3930.220764430559
31,30,29,0.1755226,0.15701500000000002,0.04638248083177898,0.2869768,0.146467,0.333716,0.008379585,3580.129564888953
32,30,29,0.16549669999999997,0.15414899999999998,0.027873103341257387,0.21758314999999995,0.145638,0.266849,0.0079603,3768.702184591033
33,30,29,0.15380393333333328,0.15129900000000002,0.00846682414479305,0.16632799999999998,0.144314,0.188101,0.007590665,3952.2228948320076
34,30,29,0.18292833333333333,0.166298,0.04014515898872347,0.26366344999999985,0.15076,0.317125,0.008673365,3458.865157871253
35,30,29,0.2570424,0.2040825,0.12969545750814973,0.512574,0.146835,0.574217,0.010642064,2819.0020281779925
36,30,29,0.3345343333333333,0.328491,0.06450448453339923,0.44119974999999995,0.246432,0.458589,0.012904038,2324.85366208624
37,30,29,0.2171736,0.20358500000000002,0.03665210536136622,0.29457429999999984,0.183982,0.336407,0.009201388,3260.3776734553526
38,30,29,0.28217469999999995,0.268068,0.05917243377717188,0.35354949999999996,0.224458,0.520102,0.010510734,2854.2250236757964
39,30,29,0.24394069999999998,0.2348865,0.03592471192517619,0.3253394,0.195836,0.336049,0.009916439,3025.2795383504094
40,30,29,0.31184833333333334,0.268961,0.1047585114133464,0.4867297499999999,0.18327,0.504722,0.012297446,2439.530940001688
41,30,29,0.4875619000000001,0.42101299999999997,0.145409497414134,0.68326455,0.368081,1.038682,0.019386522,1547.4668432016842
42,30,29,0.34324323333333334,0.324337,0.08549033011931347,0.48853774999999994,0.241298,0.543209,0.013087645,2292.238213979673
43,30,29,0.5337426999999999,0.5720475,0.17904841209151534,0.7419926499999999,0.246377,0.778006,0.021137924,1419.2500644812612
44,30,29,0.4204058333333333,0.402604,0.05496210678720845,0.5459221499999998,0.368617,0.582459,0.015896583,1887.1980223674486
45,30,29,0.31979853333333336,0.2872175,0.09251291360808757,0.48300569999999987,0.219289,0.59486,0.012798932,2343.9455729587435
46,30,29,0.3607530333333333,0.357761,0.04815139400530396,0.40834954999999995,0.280667,0.536221,0.013819325,2170.873034681506
47,30,29,0.44052279999999994,0.413365,0.09140460263986559,0.6155706499999996,0.373738,0.791383,0.016665305,1800.1470720157838
48,30,29,0.3722701333333333,0.32170299999999996,0.14514964937435726,0.6473779999999997,0.224985,0.754681,0.013838106,2167.9267379509884
49,30,29,0.20605409999999996,0.205365,0.025586898663115695,0.24452624999999997,0.175402,0.297605,0.008874348,3380.5300400660417
50,30,29,0.34869636666666676,0.332002,0.06786621490869617,0.47530609999999995,0.249944,0.503942,0.013722284,2186.224975375819
51,30,29,0.40406196666666666,0.38549,0.07095795092796439,0.49307229999999996,0.321538,0.71661,0.015389633,1949.3642246049662
52,30,29,0.2556030666666667,0.23285250000000002,0.07881185713082262,0.4284005999999999,0.176223,0.485892,0.009864975,3041.0619388290393
53,30,29,0.18673843333333331,0.172599,0.03963071030947254,0.28122799999999987,0.152057,0.307644,0.007218625,4155.9161197596495
54,30,29,0.29991723333333337,0.286155,0.042671915304697355,0.37838305,0.24241,0.404934,0.011400325,2631.5039264231505
55,30,29,0.20471086666666666,0.203006,0.03920786410449798,0.26423244999999995,0.151127,0.317753,0.007885584,3804.410681567783
56,30,29,0.17627073333333332,0.1604115,0.03900441223399656,0.26889789999999986,0.148446,0.30252,0.006607793,4540.093795311082
57,30,29,0.16642890000000002,0.15888200000000002,0.02280279704463075,0.21760205,0.145389,0.239695,0.006589223,4552.8888610994045
58,30,29,0.15935803333333334,0.155123,0.015726070284246395,0.18077874999999993,0.146099,0.227942,0.00607794,4935.882881370991
59,30,29,0.17502776666666667,0.162405,0.03304101304354451,0.2507005999999999,0.148102,0.279149,0.006645536,4514.308552387648
60,30,29,0.1660420333333333,0.16072150000000002,0.022218519056584667,0.2164056499999999,0.146284,0.240312,0.00682675,4394.47760647453
61,30,29,0.1923617333333333,0.1878185,0.02073479144009816,0.2233007,0.163425,0.263309,0.007448066,4027.8912673437644
62,30,29,0.16628590000000001,0.1525615,0.04214436082811489,0.2482549499999998,0.147269,0.342866,0.006379915,4702.257004991446
63,30,29,0.15647596666666666,0.153403,0.012063481782760252,0.1720802,0.143698,0.2103,0.005985589,5012.038080128789
64,30,29,0.15991309999999997,0.15475650000000002,0.019096449872902443,0.20416494999999987,0.146016,0.227001,0.006083295,4931.537924759526
65,30,29,0.18698763333333332,0.1579775,0.09401089391513619,0.34286249999999946,0.145731,0.601136,0.007275746,4123.288526015064
66,30,29,0.16248433333333337,0.1559035,0.019994178294647696,0.2035084499999999,0.147414,0.233741,0.006147941,4879.682482313998
67,30,29,0.18765270000000003,0.186931,0.02059291478949948,0.21358159999999998,0.158712,0.263292,0.007402065,4052.9230694407574
