received_perf_counter_ns,seconds_since_first_sample,timestamp,index,name,uuid,pci.bus_id,driver_version,pstate,temperature.gpu,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw.instant,power.draw.average,power.limit,clocks.current.sm,clocks.current.memory,fan.speed
100618018108720,0.0,2026/09/03 17:28:17.838,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.52,29.35,120.0,1755.0,6801.0,31.0
100618120022843,0.101914123,2026/09/03 17:28:17.943,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.52,29.35,120.0,1755.0,6801.0,31.0
100618221970134,0.203861414,2026/09/03 17:28:18.045,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.52,29.35,120.0,1755.0,6801.0,31.0
100618323731632,0.305622912,2026/09/03 17:28:18.147,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.52,29.35,120.0,1755.0,6801.0,31.0
100618425664804,0.407556084,2026/09/03 17:28:18.248,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.52,29.35,120.0,1755.0,6801.0,31.0
100618527681165,0.509572445,2026/09/03 17:28:18.350,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.52,29.35,120.0,1755.0,6801.0,31.0
100618629664275,0.611555555,2026/09/03 17:28:18.452,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.52,29.35,120.0,1755.0,6801.0,31.0
100618731420259,0.713311539,2026/09/03 17:28:18.554,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.52,29.35,120.0,1755.0,6801.0,31.0
100618833272773,0.815164053,2026/09/03 17:28:18.656,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.3,29.37,120.0,1755.0,6801.0,31.0
100618935031980,0.91692326,2026/09/03 17:28:18.758,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,58.0,1.0,1.0,663.0,8192.0,29.3,29.37,120.0,1755.0,6801.0,31.0
