received_perf_counter_ns,seconds_since_first_sample,timestamp_local,system_cpu_percent,process_cpu_percent,process_rss_mib,process_vms_mib,process_threads,system_memory_percent,load1,load5,load15,frequency_mean_mhz,frequency_min_mhz,frequency_max_mhz,package_temperature_c,core_temperature_mean_c,core_temperature_max_c,fan_rpm,rapl_capture_perf_counter_ns,rapl_package_energy_uj,rapl_core_energy_uj,rapl_uncore_energy_uj,rapl_package_power_w,rapl_core_power_w,rapl_uncore_power_w
94225600512733,0.0,2026-09-01T16:15:23.766262-03:00,0.0,0.0,722.91796875,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1846.049875,796.35,4849.884,55.0,52.3125,54.0,912.0,94225600977506,157332136840,87322053554,13085110,,,
94225701520206,0.101007473,2026-09-01T16:15:23.867271-03:00,0.8,0.0,722.92578125,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1178.7485416666666,800.0,1818.807,55.0,52.3125,54.0,912.0,94225702214177,157333487484,87322518702,13085110,13.341450154954225,4.5946591823431255,0.0
94225801747664,0.201234931,2026-09-01T16:15:23.967498-03:00,0.8,0.0,722.9296875,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1071.74225,799.466,1770.094,55.0,52.3125,54.0,912.0,94225802460892,157334653862,87322816797,13085110,11.635074525883466,2.9736136490856584,0.0
94225901782146,0.301269413,2026-09-01T16:15:24.067532-03:00,1.7,0.0,722.9375,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1143.9624166666665,799.787,2001.024,55.0,52.3125,54.0,912.0,94225902433175,157335843435,87323140465,13085110,11.899028053605617,3.2375773593166817,0.0
94226000992462,0.400479729,2026-09-01T16:15:24.166743-03:00,0.8,0.0,722.9375,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1050.9327916666666,800.0,2000.076,55.0,52.3125,54.0,912.0,94226001497379,157337020006,87323476524,13085110,11.876853116389045,3.392335338403365,0.0
94226101505891,0.500993158,2026-09-01T16:15:24.267255-03:00,0.8,0.0,722.94140625,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1188.2920000000001,800.0,2005.988,55.0,52.3125,54.0,912.0,94226101947381,157338203292,87323795127,13085110,11.779850437434536,3.171757029930174,0.0
94226200951258,0.600438525,2026-09-01T16:15:24.366701-03:00,0.8,10.1,722.9453125,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1064.3872083333333,800.0,1840.033,55.0,52.3125,54.0,912.0,94226201526539,157339286480,87324052511,13085110,10.877657752438518,2.5847175771460127,0.0
94226301225106,0.700712373,2026-09-01T16:15:24.466974-03:00,0.8,0.0,722.94921875,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1093.9186666666667,800.0,2049.829,55.0,52.3125,54.0,912.0,94226301633517,157340454995,87324357320,13085110,11.672662818769737,3.044832698875397,0.0
94226401162063,0.80064933,2026-09-01T16:15:24.566911-03:00,0.8,0.0,722.94921875,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1045.69575,800.0,1999.9,52.0,50.0,52.0,912.0,94226411001638,157341668493,87324650593,13085110,11.095536696657703,2.681521793722688,0.0
94226500766444,0.900253711,2026-09-01T16:15:24.666516-03:00,2.1,10.0,722.94921875,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1047.8929166666667,797.774,1698.081,52.0,50.0,52.0,912.0,94226501430624,157343022737,87325209308,13085110,14.975773365411838,6.1784945813723935,0.0
94226600818562,1.000305829,2026-09-01T16:15:24.766569-03:00,1.7,0.0,722.94921875,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,919.9224166666667,799.696,1724.096,52.0,50.0,52.0,912.0,94226601430492,157344192717,87325525591,13085110,11.699815443756385,3.162834174941111,0.0
94226700709095,1.100196362,2026-09-01T16:15:24.866459-03:00,0.8,0.0,722.953125,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1075.4628333333333,800.0,1999.424,52.0,50.0,52.0,912.0,94226701227282,157345304714,87325787858,13085110,11.142612903681572,2.6280103798929804,0.0
94226801547405,1.201034672,2026-09-01T16:15:24.967297-03:00,1.2,0.0,722.953125,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1005.3654166666666,800.0,1850.605,52.0,50.0,52.0,912.0,94226802202339,157346386315,87326026749,13085110,10.711566124691567,2.3658416949445247,0.0
94226900974253,1.30046152,2026-09-01T16:15:25.066723-03:00,0.8,0.0,722.953125,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,933.8644583333333,797.611,1910.298,52.0,50.0,52.0,912.0,94226901576114,157347494528,87326279923,13085110,11.15196640159841,2.547694298621543,0.0
94227001111363,1.40059863,2026-09-01T16:15:25.166862-03:00,0.8,0.0,722.953125,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,959.16925,800.0,1795.361,52.0,50.0,52.0,912.0,94227001710666,157348567157,87326517288,13085110,10.71187695531908,2.3704604979907433,0.0
94227101563526,1.501050793,2026-09-01T16:15:25.267312-03:00,0.8,0.0,722.95703125,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1092.6596666666667,800.0,1900.281,52.0,50.0,52.0,912.0,94227102117835,157349668472,87326765761,13085110,10.968489710132152,2.4746539761518425,0.0
94227201640508,1.601127775,2026-09-01T16:15:25.367390-03:00,0.8,0.0,722.9609375,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,901.3144583333333,800.0,1837.851,52.0,50.0,52.0,912.0,94227202236170,157350826978,87327069288,13085110,11.57136702283353,3.03168245856266,0.0
94227301123550,1.700610817,2026-09-01T16:15:25.466873-03:00,0.8,0.0,722.96484375,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1008.15925,800.0,1587.213,52.0,50.0,52.0,912.0,94227301720282,157351998300,87327393201,13085110,11.773960449081558,3.255926936353415,0.0
94227401060786,1.800548053,2026-09-01T16:15:25.566810-03:00,0.4,0.0,722.96875,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1068.6304166666666,799.28,2000.973,52.0,50.0,52.0,912.0,94227401610251,157353159125,87327710400,13085110,11.621036742938623,3.1754840168185456,0.0
94227501357234,1.900844501,2026-09-01T16:15:25.667107-03:00,1.7,10.0,722.96875,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,968.723375,800.0,1890.767,52.0,49.625,51.0,910.0,94227511024807,157354714480,87328311473,13085110,14.215247558103695,5.493537806797845,0.0
94227601623903,2.00111117,2026-09-01T16:15:25.767374-03:00,1.3,0.0,722.97265625,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,926.413125,800.0,1700.65,52.0,49.625,51.0,910.0,94227602226988,157355803650,87328627939,13085110,11.94236791332874,3.469938948060902,0.0
94227700985005,2.100472272,2026-09-01T16:15:25.866734-03:00,0.4,10.1,722.97265625,9755.75,107,27.5,0.4306640625,0.55419921875,0.44921875,1023.3970416666666,800.0,2000.409,52.0,49.625,51.0,910.0,94227701532053,157356868283,87328863290,13085110,10.720832819554571,2.3699798192569532,0.0
94227800941233,2.2004285,2026-09-01T16:15:25.966691-03:00,1.3,0.0,722.9765625,9755.75,107,27.4,0.4306640625,0.55419921875,0.44921875,1004.5760833333334,800.0,1800.148,52.0,49.625,51.0,910.0,94227801419067,157358024042,87329163277,13085110,11.570663229556546,3.003263267034892,0.0
94227900831420,2.300318687,2026-09-01T16:15:26.066580-03:00,0.4,0.0,722.98046875,9755.75,107,27.4,0.4306640625,0.55419921875,0.44921875,909.6617083333334,800.0,1811.87,52.0,49.625,51.0,910.0,94227901366417,157359171195,87329463142,13085110,11.477572942154044,3.0002296208954014,0.0
94228001509786,2.400997053,2026-09-01T16:15:26.167259-03:00,1.2,0.0,722.98046875,9755.75,107,27.4,0.4306640625,0.55419921875,0.44921875,1066.8302083333333,800.0,1936.376,52.0,49.625,51.0,910.0,94228002091408,157360369251,87329785285,13085110,11.89432719830176,3.198243025904068,0.0
