received_perf_counter_ns,seconds_since_first_sample,timestamp,index,name,uuid,pci.bus_id,driver_version,pstate,temperature.gpu,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw.instant,power.draw.average,power.limit,clocks.current.sm,clocks.current.memory,fan.speed
100567449659098,0.0,2026/09/03 17:27:27.270,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100567551540327,0.101881229,2026/09/03 17:27:27.374,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100567653382697,0.203723599,2026/09/03 17:27:27.476,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100567755052860,0.305393762,2026/09/03 17:27:27.578,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100567857027538,0.40736844,2026/09/03 17:27:27.680,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100567958794426,0.509135328,2026/09/03 17:27:27.782,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100568060825099,0.611166001,2026/09/03 17:27:27.883,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100568162475780,0.712816682,2026/09/03 17:27:27.985,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100568264295213,0.814636115,2026/09/03 17:27:28.087,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,1.0,1.0,661.0,8192.0,29.88,29.59,120.0,1755.0,6801.0,31.0
100568366235203,0.916576105,2026/09/03 17:27:28.189,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,2.0,1.0,661.0,8192.0,29.62,29.66,120.0,1755.0,6801.0,31.0
100568467999981,1.018340883,2026/09/03 17:27:28.291,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,2.0,1.0,661.0,8192.0,29.62,29.66,120.0,1755.0,6801.0,31.0
100568569814134,1.120155036,2026/09/03 17:27:28.393,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,2.0,1.0,661.0,8192.0,29.62,29.66,120.0,1755.0,6801.0,31.0
100568671804426,1.222145328,2026/09/03 17:27:28.495,0.0,NVIDIA GeForce RTX 3050 OEM,GPU-234713d7-e691-1f3e-f20d-851ede38469f,00000000:01:00.0,580.173.02,P2,62.0,2.0,1.0,661.0,8192.0,29.62,29.66,120.0,1755.0,6801.0,31.0
