monotonic_s,timestamp,pstate,power_instant_w,power_average_w,utilization_gpu_percent,utilization_memory_percent,memory_used_mib,clock_sm_mhz,clock_memory_mhz,temperature_c,fan_speed_percent
94135.502289574,2026/09/03 15:40:15.325,P2,28.32,28.29,25.0,1.0,708.0,1755.0,6801.0,48.0,31.0
94135.60364226,2026/09/03 15:40:15.427,P2,28.32,28.29,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94135.70436874,2026/09/03 15:40:15.528,P2,29.11,28.45,29.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94135.805162864,2026/09/03 15:40:15.629,P2,29.11,28.45,29.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94135.905971385,2026/09/03 15:40:15.730,P2,29.11,28.45,29.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94136.007135134,2026/09/03 15:40:15.831,P2,29.11,28.45,29.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94136.107799262,2026/09/03 15:40:15.932,P2,29.11,28.45,29.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94136.208610666,2026/09/03 15:40:16.032,P2,29.16,28.82,29.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94136.309544474,2026/09/03 15:40:16.133,P2,29.16,28.82,29.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94136.410562849,2026/09/03 15:40:16.234,P2,29.16,28.82,29.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94136.51117407,2026/09/03 15:40:16.335,P2,29.16,28.82,29.0,2.0,716.0,1755.0,6801.0,48.0,31.0
94136.611996667,2026/09/03 15:40:16.436,P2,29.16,28.82,29.0,2.0,716.0,1755.0,6801.0,48.0,31.0
94136.71304062,2026/09/03 15:40:16.536,P2,29.87,29.24,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94136.813549653,2026/09/03 15:40:16.637,P2,29.87,29.24,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94136.914525824,2026/09/03 15:40:16.738,P2,29.87,29.24,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94137.015332298,2026/09/03 15:40:16.839,P2,29.87,29.24,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94137.116172914,2026/09/03 15:40:16.940,P2,29.87,29.24,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94137.216838318,2026/09/03 15:40:17.041,P2,29.09,29.27,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94137.31771624,2026/09/03 15:40:17.141,P2,29.09,29.27,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94137.418865656,2026/09/03 15:40:17.242,P2,29.09,29.27,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94137.519777598,2026/09/03 15:40:17.343,P2,29.09,29.27,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94137.620905974,2026/09/03 15:40:17.444,P2,29.09,29.27,29.0,3.0,716.0,1755.0,6801.0,48.0,31.0
94137.721852772,2026/09/03 15:40:17.545,P2,29.29,29.25,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94137.822548178,2026/09/03 15:40:17.646,P2,29.29,29.25,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94137.92347255,2026/09/03 15:40:17.747,P2,29.29,29.25,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.024440809,2026/09/03 15:40:17.848,P2,29.29,29.25,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.125102631,2026/09/03 15:40:17.949,P2,29.29,29.25,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.226048079,2026/09/03 15:40:18.050,P2,29.15,29.19,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.326927071,2026/09/03 15:40:18.151,P2,29.15,29.19,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.427827497,2026/09/03 15:40:18.252,P2,29.15,29.19,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.528819126,2026/09/03 15:40:18.352,P2,29.15,29.19,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.629544295,2026/09/03 15:40:18.453,P2,29.15,29.19,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.730592048,2026/09/03 15:40:18.554,P2,29.15,29.2,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.831392906,2026/09/03 15:40:18.655,P2,29.15,29.2,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94138.932348336,2026/09/03 15:40:18.756,P2,29.15,29.2,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.033279164,2026/09/03 15:40:18.857,P2,29.15,29.2,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.134005922,2026/09/03 15:40:18.958,P2,29.15,29.2,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.234825986,2026/09/03 15:40:19.059,P2,29.23,29.17,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.335610338,2026/09/03 15:40:19.159,P2,29.23,29.17,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.436542059,2026/09/03 15:40:19.260,P2,29.23,29.17,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.53758243,2026/09/03 15:40:19.361,P2,29.23,29.17,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.638516421,2026/09/03 15:40:19.462,P2,29.23,29.17,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.739521972,2026/09/03 15:40:19.563,P2,29.18,29.18,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.84053437,2026/09/03 15:40:19.664,P2,29.18,29.18,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94139.941357697,2026/09/03 15:40:19.765,P2,29.18,29.18,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94140.042551936,2026/09/03 15:40:19.866,P2,29.18,29.18,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94140.143636125,2026/09/03 15:40:19.967,P2,29.18,29.18,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94140.244418435,2026/09/03 15:40:20.068,P2,29.16,29.19,27.0,1.0,716.0,1755.0,6801.0,48.0,31.0
94140.345193421,2026/09/03 15:40:20.169,P2,29.16,29.19,27.0,1.0,715.0,1755.0,6801.0,48.0,31.0
94140.446131135,2026/09/03 15:40:20.270,P2,29.16,29.19,27.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94140.547094555,2026/09/03 15:40:20.371,P2,29.16,29.19,27.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94140.647884963,2026/09/03 15:40:20.472,P2,29.16,29.19,27.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94140.748907125,2026/09/03 15:40:20.572,P2,28.63,29.13,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94140.849697985,2026/09/03 15:40:20.673,P2,28.63,29.13,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94140.95068152,2026/09/03 15:40:20.774,P2,28.63,29.13,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.051520608,2026/09/03 15:40:20.875,P2,28.63,29.13,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.152437253,2026/09/03 15:40:20.976,P2,28.35,28.83,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.253196995,2026/09/03 15:40:21.077,P2,28.35,28.83,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.354285404,2026/09/03 15:40:21.178,P2,28.35,28.83,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.454917857,2026/09/03 15:40:21.279,P2,28.35,28.83,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.555732859,2026/09/03 15:40:21.379,P2,28.35,28.83,26.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.65668931,2026/09/03 15:40:21.480,P2,28.4,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.757561885,2026/09/03 15:40:21.581,P2,28.4,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.858713376,2026/09/03 15:40:21.682,P2,28.4,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94141.959774441,2026/09/03 15:40:21.783,P2,28.4,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.060621319,2026/09/03 15:40:21.884,P2,28.4,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.16141698,2026/09/03 15:40:21.985,P2,28.5,28.34,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.262680473,2026/09/03 15:40:22.086,P2,28.5,28.34,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.363336344,2026/09/03 15:40:22.187,P2,28.5,28.34,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.464503452,2026/09/03 15:40:22.288,P2,28.5,28.34,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.56520771,2026/09/03 15:40:22.389,P2,28.5,28.34,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.666171809,2026/09/03 15:40:22.490,P2,28.47,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.766975734,2026/09/03 15:40:22.591,P2,28.47,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.868117046,2026/09/03 15:40:22.692,P2,28.47,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94142.968799129,2026/09/03 15:40:22.793,P2,28.47,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94143.069699425,2026/09/03 15:40:22.893,P2,28.47,28.43,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94143.170786439,2026/09/03 15:40:22.994,P2,28.3,28.45,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94143.271679517,2026/09/03 15:40:23.095,P2,28.3,28.45,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94143.372651241,2026/09/03 15:40:23.196,P2,28.3,28.45,25.0,1.0,705.0,1755.0,6801.0,48.0,31.0
94143.473117197,2026/09/03 15:40:23.297,P2,28.3,28.45,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94143.574226482,2026/09/03 15:40:23.398,P2,28.3,28.45,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94143.675221509,2026/09/03 15:40:23.499,P2,29.05,28.5,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94143.775852634,2026/09/03 15:40:23.600,P2,29.05,28.5,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94143.876862597,2026/09/03 15:40:23.700,P2,29.05,28.5,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94143.977900186,2026/09/03 15:40:23.801,P2,29.05,28.5,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94144.07883828,2026/09/03 15:40:23.902,P2,29.05,28.5,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94144.179863119,2026/09/03 15:40:24.004,P2,29.19,28.79,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94144.280782741,2026/09/03 15:40:24.104,P2,29.19,28.79,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94144.381633953,2026/09/03 15:40:24.206,P2,29.19,28.79,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94144.482768713,2026/09/03 15:40:24.306,P2,29.19,28.79,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94144.583404476,2026/09/03 15:40:24.407,P2,29.19,28.79,28.0,2.0,712.0,1755.0,6801.0,48.0,31.0
94144.684271641,2026/09/03 15:40:24.508,P2,29.19,29.12,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94144.785386068,2026/09/03 15:40:24.609,P2,29.19,29.12,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94144.886086624,2026/09/03 15:40:24.710,P2,29.19,29.12,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94144.987092913,2026/09/03 15:40:24.811,P2,29.19,29.12,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.088078641,2026/09/03 15:40:24.912,P2,29.19,29.12,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.189073943,2026/09/03 15:40:25.013,P2,29.21,29.22,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.289736419,2026/09/03 15:40:25.113,P2,29.21,29.22,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.390537496,2026/09/03 15:40:25.214,P2,29.21,29.22,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.4912721,2026/09/03 15:40:25.315,P2,29.21,29.22,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.592130092,2026/09/03 15:40:25.416,P2,29.21,29.22,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.693111861,2026/09/03 15:40:25.517,P2,29.29,29.25,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.793851843,2026/09/03 15:40:25.618,P2,29.29,29.25,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.894843836,2026/09/03 15:40:25.719,P2,29.29,29.25,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94145.995863706,2026/09/03 15:40:25.819,P2,29.29,29.25,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.097004632,2026/09/03 15:40:25.921,P2,29.29,29.25,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.197951197,2026/09/03 15:40:26.022,P2,29.29,29.28,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.298902564,2026/09/03 15:40:26.123,P2,29.29,29.28,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.399777374,2026/09/03 15:40:26.223,P2,29.29,29.28,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.500873033,2026/09/03 15:40:26.324,P2,29.29,29.28,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.601714404,2026/09/03 15:40:26.425,P2,29.29,29.28,28.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.702848833,2026/09/03 15:40:26.526,P2,29.36,29.31,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.803343289,2026/09/03 15:40:26.627,P2,29.36,29.31,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94146.904545259,2026/09/03 15:40:26.728,P2,29.36,29.31,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.005103997,2026/09/03 15:40:26.829,P2,29.36,29.31,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.106026588,2026/09/03 15:40:26.930,P2,29.36,29.31,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.207137668,2026/09/03 15:40:27.031,P2,29.09,29.29,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.307896148,2026/09/03 15:40:27.132,P2,29.09,29.29,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.408769187,2026/09/03 15:40:27.233,P2,29.09,29.29,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.509567597,2026/09/03 15:40:27.333,P2,29.09,29.29,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.610480625,2026/09/03 15:40:27.434,P2,29.09,29.29,25.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.711595176,2026/09/03 15:40:27.535,P2,29.34,29.26,24.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.812365106,2026/09/03 15:40:27.636,P2,29.34,29.26,24.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94147.913242204,2026/09/03 15:40:27.737,P2,29.34,29.26,24.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94148.014019218,2026/09/03 15:40:27.838,P2,29.34,29.26,24.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94148.115086338,2026/09/03 15:40:27.939,P2,29.34,29.26,24.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94148.216087039,2026/09/03 15:40:28.040,P2,29.26,29.27,24.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94148.317062423,2026/09/03 15:40:28.141,P2,29.26,29.27,24.0,1.0,712.0,1755.0,6801.0,48.0,31.0
94148.418062324,2026/09/03 15:40:28.242,P2,29.26,29.27,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94148.519088721,2026/09/03 15:40:28.343,P2,29.26,29.27,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94148.619973336,2026/09/03 15:40:28.444,P2,29.26,29.27,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94148.720609151,2026/09/03 15:40:28.544,P2,28.75,29.25,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94148.821603371,2026/09/03 15:40:28.645,P2,28.75,29.25,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94148.922410449,2026/09/03 15:40:28.746,P2,28.75,29.25,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.023317293,2026/09/03 15:40:28.847,P2,28.75,29.25,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.124006521,2026/09/03 15:40:28.948,P2,28.75,29.25,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.224890491,2026/09/03 15:40:29.049,P2,28.57,28.95,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.3261532,2026/09/03 15:40:29.150,P2,28.57,28.95,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.426846502,2026/09/03 15:40:29.250,P2,28.57,28.95,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.527533482,2026/09/03 15:40:29.351,P2,28.57,28.95,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.628384933,2026/09/03 15:40:29.452,P2,28.57,28.95,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.729182156,2026/09/03 15:40:29.553,P2,28.36,28.55,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.830084832,2026/09/03 15:40:29.654,P2,28.36,28.55,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94149.930939731,2026/09/03 15:40:29.755,P2,28.36,28.55,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.031675395,2026/09/03 15:40:29.856,P2,28.36,28.55,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.13248607,2026/09/03 15:40:29.956,P2,28.36,28.55,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.233377832,2026/09/03 15:40:30.057,P2,28.38,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.334434492,2026/09/03 15:40:30.158,P2,28.38,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.435559769,2026/09/03 15:40:30.259,P2,28.38,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.536328908,2026/09/03 15:40:30.360,P2,28.38,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.63755051,2026/09/03 15:40:30.461,P2,28.38,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.738359915,2026/09/03 15:40:30.562,P2,28.33,28.4,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.83898066,2026/09/03 15:40:30.663,P2,28.33,28.4,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94150.940203943,2026/09/03 15:40:30.764,P2,28.33,28.4,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.040828678,2026/09/03 15:40:30.865,P2,28.33,28.4,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.141797084,2026/09/03 15:40:30.965,P2,28.33,28.4,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.247348607,2026/09/03 15:40:31.066,P2,28.37,28.38,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.343506561,2026/09/03 15:40:31.167,P2,28.37,28.38,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.444430142,2026/09/03 15:40:31.268,P2,28.37,28.38,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.545143705,2026/09/03 15:40:31.369,P2,28.37,28.38,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.645992503,2026/09/03 15:40:31.470,P2,28.37,28.38,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.746906498,2026/09/03 15:40:31.571,P2,28.46,28.38,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.847820925,2026/09/03 15:40:31.672,P2,28.46,28.38,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94151.948779793,2026/09/03 15:40:31.772,P2,28.46,28.38,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.049681296,2026/09/03 15:40:31.873,P2,28.46,28.38,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.150268884,2026/09/03 15:40:31.974,P2,28.47,28.43,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.251397377,2026/09/03 15:40:32.075,P2,28.47,28.43,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.352418417,2026/09/03 15:40:32.176,P2,28.47,28.43,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.45292928,2026/09/03 15:40:32.277,P2,28.47,28.43,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.553811413,2026/09/03 15:40:32.377,P2,28.47,28.43,24.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.654943068,2026/09/03 15:40:32.478,P2,28.35,28.48,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.755863572,2026/09/03 15:40:32.579,P2,28.35,28.48,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.856689639,2026/09/03 15:40:32.680,P2,28.35,28.48,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94152.957367361,2026/09/03 15:40:32.781,P2,28.35,28.48,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.058317592,2026/09/03 15:40:32.882,P2,28.35,28.48,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.159097846,2026/09/03 15:40:32.983,P2,28.38,28.43,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.259901879,2026/09/03 15:40:33.084,P2,28.38,28.43,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.360766139,2026/09/03 15:40:33.185,P2,28.38,28.43,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.461840244,2026/09/03 15:40:33.286,P2,28.38,28.43,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.562566443,2026/09/03 15:40:33.386,P2,28.38,28.43,25.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.663430895,2026/09/03 15:40:33.487,P2,28.36,28.38,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.76433127,2026/09/03 15:40:33.588,P2,28.36,28.38,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.865336482,2026/09/03 15:40:33.689,P2,28.36,28.38,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94153.965950253,2026/09/03 15:40:33.790,P2,28.36,28.38,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.066916748,2026/09/03 15:40:33.891,P2,28.36,28.38,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.168154615,2026/09/03 15:40:33.992,P2,28.5,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.268675275,2026/09/03 15:40:34.093,P2,28.5,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.369717466,2026/09/03 15:40:34.193,P2,28.5,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.471107388,2026/09/03 15:40:34.294,P2,28.5,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.5717045,2026/09/03 15:40:34.395,P2,28.5,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.672581438,2026/09/03 15:40:34.496,P2,28.42,28.44,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.77365128,2026/09/03 15:40:34.597,P2,28.42,28.44,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.874398096,2026/09/03 15:40:34.698,P2,28.42,28.44,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94154.975370638,2026/09/03 15:40:34.799,P2,28.42,28.44,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.076485426,2026/09/03 15:40:34.900,P2,28.42,28.44,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.177361955,2026/09/03 15:40:35.001,P2,28.4,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.278324797,2026/09/03 15:40:35.102,P2,28.4,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.379119461,2026/09/03 15:40:35.203,P2,28.4,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.480006696,2026/09/03 15:40:35.304,P2,28.4,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.581125457,2026/09/03 15:40:35.405,P2,28.4,28.42,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.681716109,2026/09/03 15:40:35.505,P2,28.43,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.782938666,2026/09/03 15:40:35.606,P2,28.43,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.883352048,2026/09/03 15:40:35.707,P2,28.43,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94155.984260114,2026/09/03 15:40:35.808,P2,28.43,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.085104778,2026/09/03 15:40:35.909,P2,28.43,28.4,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.185976258,2026/09/03 15:40:36.010,P2,28.5,28.43,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.286697956,2026/09/03 15:40:36.111,P2,28.5,28.43,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.387698343,2026/09/03 15:40:36.211,P2,28.5,28.43,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.488527259,2026/09/03 15:40:36.312,P2,28.5,28.43,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.589523484,2026/09/03 15:40:36.413,P2,28.5,28.43,22.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.690445925,2026/09/03 15:40:36.514,P2,28.38,28.45,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.791209483,2026/09/03 15:40:36.615,P2,28.38,28.45,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.892289771,2026/09/03 15:40:36.716,P2,28.38,28.45,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94156.993236106,2026/09/03 15:40:36.817,P2,28.38,28.45,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94157.094114933,2026/09/03 15:40:36.918,P2,28.38,28.45,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94157.195319457,2026/09/03 15:40:37.019,P2,28.33,28.42,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94157.296047071,2026/09/03 15:40:37.120,P2,28.33,28.42,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94157.396859515,2026/09/03 15:40:37.221,P2,28.33,28.42,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94157.497611068,2026/09/03 15:40:37.321,P2,28.33,28.42,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
94157.598572942,2026/09/03 15:40:37.422,P2,28.33,28.42,23.0,1.0,699.0,1755.0,6801.0,48.0,31.0
