monotonic_s,timestamp,pstate,power_instant_w,power_average_w,utilization_gpu_percent,utilization_memory_percent,memory_used_mib,clock_sm_mhz,clock_memory_mhz,temperature_c,fan_speed_percent
94063.153919439,2026/09/03 15:39:02.974,P2,27.41,25.89,2.0,1.0,705.0,1755.0,6801.0,42.0,31.0
94063.254908819,2026/09/03 15:39:03.079,P2,27.41,25.89,2.0,1.0,705.0,1755.0,6801.0,42.0,31.0
94063.355723748,2026/09/03 15:39:03.180,P2,27.41,25.89,2.0,1.0,705.0,1755.0,6801.0,42.0,31.0
94063.456522074,2026/09/03 15:39:03.280,P2,27.41,25.89,2.0,1.0,705.0,1755.0,6801.0,42.0,31.0
94063.557391856,2026/09/03 15:39:03.381,P2,27.41,25.89,2.0,1.0,705.0,1755.0,6801.0,42.0,31.0
94063.658318539,2026/09/03 15:39:03.482,P2,27.07,27.17,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94063.759185182,2026/09/03 15:39:03.583,P2,27.07,27.17,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94063.860061609,2026/09/03 15:39:03.684,P2,27.07,27.17,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94063.961015127,2026/09/03 15:39:03.785,P2,27.07,27.17,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94064.062137748,2026/09/03 15:39:03.886,P2,27.07,27.17,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94064.163166751,2026/09/03 15:39:03.987,P2,27.14,27.18,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94064.264157776,2026/09/03 15:39:04.088,P2,27.14,27.18,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94064.365082048,2026/09/03 15:39:04.189,P2,27.14,27.18,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94064.46591426,2026/09/03 15:39:04.290,P2,27.14,27.18,1.0,1.0,699.0,1755.0,6801.0,43.0,31.0
94064.566961975,2026/09/03 15:39:04.391,P2,27.14,27.18,1.0,1.0,705.0,1755.0,6801.0,43.0,31.0
94064.667896187,2026/09/03 15:39:04.492,P2,28.12,27.22,6.0,2.0,709.0,1755.0,6801.0,43.0,31.0
94064.769019181,2026/09/03 15:39:04.593,P2,28.12,27.22,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94064.869865091,2026/09/03 15:39:04.694,P2,28.12,27.22,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94064.970729131,2026/09/03 15:39:04.794,P2,28.12,27.22,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94065.071572111,2026/09/03 15:39:04.895,P2,28.12,27.22,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94065.172531229,2026/09/03 15:39:04.996,P2,27.74,27.48,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94065.273367376,2026/09/03 15:39:05.097,P2,27.74,27.48,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94065.374180846,2026/09/03 15:39:05.198,P2,27.74,27.48,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94065.47501833,2026/09/03 15:39:05.299,P2,27.74,27.48,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94065.575941807,2026/09/03 15:39:05.400,P2,27.74,27.48,6.0,2.0,708.0,1755.0,6801.0,43.0,31.0
94065.676928122,2026/09/03 15:39:05.501,P2,27.73,27.8,5.0,1.0,708.0,1755.0,6801.0,43.0,31.0
94065.777854847,2026/09/03 15:39:05.602,P2,27.73,27.8,5.0,1.0,708.0,1755.0,6801.0,43.0,31.0
94065.878674377,2026/09/03 15:39:05.702,P2,27.73,27.8,5.0,1.0,708.0,1755.0,6801.0,43.0,31.0
94065.979532702,2026/09/03 15:39:05.803,P2,27.73,27.8,5.0,1.0,708.0,1755.0,6801.0,43.0,31.0
94066.080345152,2026/09/03 15:39:05.904,P2,27.73,27.8,5.0,1.0,708.0,1755.0,6801.0,43.0,31.0
94066.18121499,2026/09/03 15:39:06.005,P2,27.73,27.81,5.0,1.0,708.0,1755.0,6801.0,43.0,31.0
94066.282355437,2026/09/03 15:39:06.106,P2,27.73,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94066.383584783,2026/09/03 15:39:06.207,P2,27.73,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94066.484523608,2026/09/03 15:39:06.308,P2,27.73,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94066.585481851,2026/09/03 15:39:06.409,P2,27.73,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94066.686525521,2026/09/03 15:39:06.510,P2,27.77,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94066.787481744,2026/09/03 15:39:06.611,P2,27.77,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94066.888456461,2026/09/03 15:39:06.712,P2,27.77,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94066.989382748,2026/09/03 15:39:06.813,P2,27.77,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.090342413,2026/09/03 15:39:06.914,P2,27.77,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.191309851,2026/09/03 15:39:07.015,P2,27.91,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,30.0
94067.292186687,2026/09/03 15:39:07.116,P2,27.91,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.393124344,2026/09/03 15:39:07.217,P2,27.91,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.494083029,2026/09/03 15:39:07.318,P2,27.91,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.595117562,2026/09/03 15:39:07.419,P2,27.91,27.82,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.69607968,2026/09/03 15:39:07.520,P2,27.89,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.79701834,2026/09/03 15:39:07.621,P2,27.89,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.898086656,2026/09/03 15:39:07.722,P2,27.89,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94067.999067117,2026/09/03 15:39:07.823,P2,27.89,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94068.100100917,2026/09/03 15:39:07.924,P2,27.89,27.81,5.0,1.0,712.0,1755.0,6801.0,43.0,30.0
94068.201277216,2026/09/03 15:39:08.025,P2,27.81,27.83,5.0,1.0,712.0,1755.0,6801.0,44.0,31.0
94068.302527866,2026/09/03 15:39:08.126,P2,27.81,27.83,5.0,1.0,712.0,1755.0,6801.0,44.0,31.0
94068.403706371,2026/09/03 15:39:08.227,P2,27.81,27.83,5.0,1.0,712.0,1755.0,6801.0,44.0,30.0
94068.504278436,2026/09/03 15:39:08.328,P2,27.81,27.83,5.0,1.0,712.0,1755.0,6801.0,44.0,31.0
94068.605175377,2026/09/03 15:39:08.429,P2,27.81,27.83,5.0,1.0,712.0,1755.0,6801.0,44.0,31.0
94068.706360899,2026/09/03 15:39:08.530,P2,28.91,28.26,23.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94068.807269816,2026/09/03 15:39:08.631,P2,28.91,28.26,23.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94068.908110069,2026/09/03 15:39:08.732,P2,28.91,28.26,23.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94069.009308579,2026/09/03 15:39:08.833,P2,28.91,28.26,23.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94069.109983251,2026/09/03 15:39:08.934,P2,28.91,28.26,23.0,1.0,712.0,1755.0,6801.0,43.0,31.0
94069.210780859,2026/09/03 15:39:09.035,P2,28.9,28.77,23.0,1.0,712.0,1755.0,6801.0,44.0,31.0
94069.311899405,2026/09/03 15:39:09.135,P2,28.9,28.77,23.0,1.0,712.0,1755.0,6801.0,44.0,31.0
94069.412434163,2026/09/03 15:39:09.236,P2,28.9,28.77,23.0,1.0,712.0,1755.0,6801.0,44.0,31.0
94069.513320298,2026/09/03 15:39:09.337,P2,28.9,28.77,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94069.614225246,2026/09/03 15:39:09.438,P2,28.9,28.77,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94069.715124509,2026/09/03 15:39:09.539,P2,28.18,28.88,20.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94069.816093313,2026/09/03 15:39:09.640,P2,28.18,28.88,20.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94069.916792323,2026/09/03 15:39:09.741,P2,28.18,28.88,20.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94070.017760835,2026/09/03 15:39:09.841,P2,28.18,28.88,20.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94070.118548928,2026/09/03 15:39:09.942,P2,28.18,28.88,20.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94070.220806988,2026/09/03 15:39:10.043,P2,28.24,28.57,20.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94070.320567903,2026/09/03 15:39:10.144,P2,28.24,28.57,20.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94070.42147829,2026/09/03 15:39:10.245,P2,28.24,28.57,20.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94070.522350288,2026/09/03 15:39:10.346,P2,28.24,28.57,20.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94070.623424772,2026/09/03 15:39:10.447,P2,28.24,28.57,20.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94070.724277858,2026/09/03 15:39:10.548,P2,27.9,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94070.825082527,2026/09/03 15:39:10.649,P2,27.9,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94070.925811791,2026/09/03 15:39:10.750,P2,27.9,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.02688445,2026/09/03 15:39:10.850,P2,27.9,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.127472191,2026/09/03 15:39:10.951,P2,27.9,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.228425209,2026/09/03 15:39:11.052,P2,27.98,27.93,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.329142169,2026/09/03 15:39:11.153,P2,27.98,27.93,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.430149437,2026/09/03 15:39:11.254,P2,27.98,27.93,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.530864306,2026/09/03 15:39:11.355,P2,27.98,27.93,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.63162012,2026/09/03 15:39:11.455,P2,27.98,27.93,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.732436572,2026/09/03 15:39:11.556,P2,28.09,27.92,25.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94071.833363577,2026/09/03 15:39:11.657,P2,28.09,27.92,25.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94071.934174811,2026/09/03 15:39:11.758,P2,28.09,27.92,25.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94072.034948633,2026/09/03 15:39:11.859,P2,28.09,27.92,25.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94072.135881158,2026/09/03 15:39:11.960,P2,28.09,27.92,25.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94072.236907832,2026/09/03 15:39:12.060,P2,28.03,27.94,25.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94072.337543981,2026/09/03 15:39:12.161,P2,28.03,27.94,25.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94072.438473788,2026/09/03 15:39:12.262,P2,28.03,27.94,25.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94072.539485035,2026/09/03 15:39:12.363,P2,28.03,27.94,25.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94072.64038121,2026/09/03 15:39:12.464,P2,28.03,27.94,25.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94072.741742842,2026/09/03 15:39:12.565,P2,27.95,27.97,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94072.842578286,2026/09/03 15:39:12.666,P2,27.95,27.97,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94072.943206677,2026/09/03 15:39:12.767,P2,27.95,27.97,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94073.044249941,2026/09/03 15:39:12.868,P2,27.95,27.97,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94073.144920632,2026/09/03 15:39:12.969,P2,27.95,27.97,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94073.246152969,2026/09/03 15:39:13.070,P2,27.87,27.92,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94073.346933748,2026/09/03 15:39:13.171,P2,27.87,27.92,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94073.447683702,2026/09/03 15:39:13.271,P2,27.87,27.92,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94073.54865793,2026/09/03 15:39:13.372,P2,27.87,27.92,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94073.649691671,2026/09/03 15:39:13.473,P2,27.91,27.99,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94073.75051761,2026/09/03 15:39:13.574,P2,27.91,27.99,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94073.851070171,2026/09/03 15:39:13.675,P2,27.91,27.99,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94073.951937957,2026/09/03 15:39:13.776,P2,27.91,27.99,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94074.053071569,2026/09/03 15:39:13.877,P2,27.91,27.99,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94074.154148367,2026/09/03 15:39:13.978,P2,28.05,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94074.255177281,2026/09/03 15:39:14.079,P2,28.05,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94074.356241374,2026/09/03 15:39:14.180,P2,28.05,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,30.0
94074.457345306,2026/09/03 15:39:14.281,P2,28.05,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94074.558387285,2026/09/03 15:39:14.382,P2,28.05,28.06,23.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94074.659403242,2026/09/03 15:39:14.483,P2,27.99,28.04,22.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94074.760381818,2026/09/03 15:39:14.584,P2,27.99,28.04,22.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94074.861340028,2026/09/03 15:39:14.685,P2,27.99,28.04,22.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94074.962473927,2026/09/03 15:39:14.786,P2,27.99,28.04,22.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94075.063427397,2026/09/03 15:39:14.887,P2,27.99,28.04,22.0,1.0,701.0,1755.0,6801.0,44.0,31.0
94075.164506856,2026/09/03 15:39:14.988,P2,27.91,28.04,22.0,1.0,695.0,1755.0,6801.0,44.0,31.0
94075.265485017,2026/09/03 15:39:15.089,P2,27.91,28.04,22.0,1.0,706.0,1755.0,6801.0,44.0,31.0
94075.366505214,2026/09/03 15:39:15.190,P2,27.91,28.04,22.0,1.0,709.0,1755.0,6801.0,44.0,30.0
94075.467346143,2026/09/03 15:39:15.291,P2,27.91,28.04,22.0,1.0,709.0,1755.0,6801.0,44.0,31.0
94075.568409685,2026/09/03 15:39:15.392,P2,27.91,28.04,22.0,1.0,709.0,1755.0,6801.0,44.0,31.0
94075.669296417,2026/09/03 15:39:15.493,P2,28.96,28.39,28.0,1.0,709.0,1755.0,6801.0,44.0,30.0
94075.770105571,2026/09/03 15:39:15.594,P2,28.96,28.39,28.0,1.0,709.0,1755.0,6801.0,44.0,31.0
94075.870934424,2026/09/03 15:39:15.695,P2,28.96,28.39,28.0,1.0,709.0,1755.0,6801.0,44.0,30.0
94075.971951927,2026/09/03 15:39:15.796,P2,28.96,28.39,28.0,1.0,709.0,1755.0,6801.0,44.0,31.0
94076.07247502,2026/09/03 15:39:15.896,P2,28.96,28.39,28.0,1.0,709.0,1755.0,6801.0,44.0,31.0
94076.17360903,2026/09/03 15:39:15.997,P2,28.98,28.81,28.0,1.0,709.0,1755.0,6801.0,44.0,31.0
94076.274497987,2026/09/03 15:39:16.098,P2,28.98,28.81,28.0,1.0,709.0,1755.0,6801.0,44.0,31.0
94076.374960497,2026/09/03 15:39:16.199,P2,28.98,28.81,28.0,1.0,709.0,1755.0,6801.0,44.0,30.0
94076.475779127,2026/09/03 15:39:16.300,P2,28.98,28.81,28.0,1.0,709.0,1755.0,6801.0,44.0,30.0
94076.576597973,2026/09/03 15:39:16.400,P2,28.98,28.81,28.0,1.0,713.0,1755.0,6801.0,44.0,30.0
94076.677926713,2026/09/03 15:39:16.501,P2,29.49,29.03,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94076.778740355,2026/09/03 15:39:16.602,P2,29.49,29.03,30.0,3.0,715.0,1755.0,6801.0,44.0,30.0
94076.879798703,2026/09/03 15:39:16.703,P2,29.49,29.03,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94076.980567297,2026/09/03 15:39:16.804,P2,29.49,29.03,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94077.081766873,2026/09/03 15:39:16.905,P2,29.49,29.03,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94077.182254273,2026/09/03 15:39:17.006,P2,29.1,29.05,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94077.283156001,2026/09/03 15:39:17.107,P2,29.1,29.05,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94077.384114174,2026/09/03 15:39:17.208,P2,29.1,29.05,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94077.484904731,2026/09/03 15:39:17.309,P2,29.1,29.05,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94077.585859157,2026/09/03 15:39:17.409,P2,29.1,29.05,30.0,3.0,715.0,1755.0,6801.0,44.0,31.0
94077.686524935,2026/09/03 15:39:17.510,P2,28.86,29.02,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94077.787361891,2026/09/03 15:39:17.611,P2,28.86,29.02,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94077.888249692,2026/09/03 15:39:17.712,P2,28.86,29.02,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94077.989757987,2026/09/03 15:39:17.813,P2,28.86,29.02,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94078.090093308,2026/09/03 15:39:17.914,P2,28.86,29.02,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94078.191363965,2026/09/03 15:39:18.015,P2,28.97,28.94,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94078.291935139,2026/09/03 15:39:18.116,P2,28.97,28.94,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94078.392885075,2026/09/03 15:39:18.217,P2,28.97,28.94,27.0,1.0,715.0,1755.0,6801.0,44.0,30.0
94078.493810488,2026/09/03 15:39:18.317,P2,28.97,28.94,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94078.594652177,2026/09/03 15:39:18.418,P2,28.97,28.94,27.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94078.695569091,2026/09/03 15:39:18.519,P2,29.1,28.94,28.0,1.0,715.0,1755.0,6801.0,44.0,30.0
94078.79633269,2026/09/03 15:39:18.620,P2,29.1,28.94,28.0,1.0,715.0,1755.0,6801.0,44.0,31.0
94078.897485301,2026/09/03 15:39:18.721,P2,29.1,28.94,28.0,1.0,715.0,1755.0,6801.0,44.0,30.0
94078.998351903,2026/09/03 15:39:18.822,P2,29.1,28.94,28.0,1.0,715.0,1755.0,6801.0,44.0,30.0
94079.099582907,2026/09/03 15:39:18.923,P2,29.1,28.94,28.0,1.0,715.0,1755.0,6801.0,44.0,30.0
94079.200759058,2026/09/03 15:39:19.024,P2,28.92,28.97,28.0,1.0,715.0,1755.0,6801.0,45.0,31.0
94079.301657968,2026/09/03 15:39:19.125,P2,28.92,28.97,28.0,1.0,715.0,1755.0,6801.0,45.0,30.0
94079.402446033,2026/09/03 15:39:19.226,P2,28.92,28.97,28.0,1.0,715.0,1755.0,6801.0,45.0,31.0
94079.503327132,2026/09/03 15:39:19.327,P2,28.92,28.97,28.0,1.0,715.0,1755.0,6801.0,45.0,31.0
94079.604187635,2026/09/03 15:39:19.428,P2,28.92,28.97,28.0,1.0,715.0,1755.0,6801.0,45.0,30.0
94079.70506053,2026/09/03 15:39:19.529,P2,28.94,28.96,22.0,1.0,715.0,1755.0,6801.0,45.0,31.0
94079.805844992,2026/09/03 15:39:19.630,P2,28.94,28.96,22.0,1.0,715.0,1755.0,6801.0,45.0,30.0
94079.906702317,2026/09/03 15:39:19.731,P2,28.94,28.96,22.0,1.0,715.0,1755.0,6801.0,45.0,30.0
94080.007549429,2026/09/03 15:39:19.831,P2,28.94,28.96,22.0,1.0,715.0,1755.0,6801.0,45.0,30.0
94080.108690509,2026/09/03 15:39:19.932,P2,28.94,28.96,22.0,1.0,714.0,1755.0,6801.0,45.0,30.0
94080.209726997,2026/09/03 15:39:20.033,P2,28.86,28.94,22.0,1.0,704.0,1755.0,6801.0,45.0,30.0
94080.31071018,2026/09/03 15:39:20.134,P2,28.86,28.94,22.0,1.0,704.0,1755.0,6801.0,45.0,30.0
94080.41132127,2026/09/03 15:39:20.235,P2,28.86,28.94,22.0,1.0,704.0,1755.0,6801.0,45.0,30.0
94080.512003601,2026/09/03 15:39:20.336,P2,28.86,28.94,22.0,1.0,704.0,1755.0,6801.0,45.0,30.0
94080.613152551,2026/09/03 15:39:20.437,P2,28.86,28.94,22.0,1.0,704.0,1755.0,6801.0,45.0,31.0
94080.713863854,2026/09/03 15:39:20.538,P2,28.09,28.62,18.0,1.0,704.0,1755.0,6801.0,45.0,31.0
94080.814739193,2026/09/03 15:39:20.639,P2,28.09,28.62,18.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94080.915776468,2026/09/03 15:39:20.739,P2,28.09,28.62,18.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94081.01703285,2026/09/03 15:39:20.840,P2,28.09,28.62,18.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94081.117565981,2026/09/03 15:39:20.941,P2,28.09,28.62,18.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94081.218570116,2026/09/03 15:39:21.042,P2,27.87,28.24,18.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94081.319532822,2026/09/03 15:39:21.143,P2,27.87,28.24,18.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94081.42038778,2026/09/03 15:39:21.244,P2,27.87,28.24,18.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94081.521353803,2026/09/03 15:39:21.345,P2,27.87,28.24,18.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94081.622144813,2026/09/03 15:39:21.446,P2,27.87,28.24,18.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94081.723148691,2026/09/03 15:39:21.547,P2,28.3,28.11,29.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94081.824047248,2026/09/03 15:39:21.647,P2,28.3,28.11,29.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94081.924670867,2026/09/03 15:39:21.748,P2,28.3,28.11,29.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94082.025302524,2026/09/03 15:39:21.849,P2,28.3,28.11,29.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94082.12633817,2026/09/03 15:39:21.950,P2,28.3,28.11,29.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94082.22701206,2026/09/03 15:39:22.051,P2,28.0,28.05,29.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94082.327825965,2026/09/03 15:39:22.152,P2,28.0,28.05,29.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94082.4285881,2026/09/03 15:39:22.252,P2,28.0,28.05,29.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94082.529549811,2026/09/03 15:39:22.353,P2,28.0,28.05,29.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94082.630403234,2026/09/03 15:39:22.454,P2,28.0,28.05,29.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94082.731510209,2026/09/03 15:39:22.555,P2,28.11,28.1,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94082.832275922,2026/09/03 15:39:22.656,P2,28.11,28.1,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94082.933122421,2026/09/03 15:39:22.757,P2,28.11,28.1,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.034200991,2026/09/03 15:39:22.858,P2,28.11,28.1,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.134821474,2026/09/03 15:39:22.959,P2,28.11,28.1,23.0,1.0,702.0,1755.0,6801.0,45.0,30.0
94083.235978808,2026/09/03 15:39:23.059,P2,27.91,28.09,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.337122794,2026/09/03 15:39:23.161,P2,27.91,28.09,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.43793344,2026/09/03 15:39:23.262,P2,27.91,28.09,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.538863955,2026/09/03 15:39:23.363,P2,27.91,28.09,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.639843412,2026/09/03 15:39:23.464,P2,27.91,28.09,23.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.740615547,2026/09/03 15:39:23.564,P2,28.14,28.06,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.841748744,2026/09/03 15:39:23.665,P2,28.14,28.06,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94083.942264169,2026/09/03 15:39:23.766,P2,28.14,28.06,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.043112673,2026/09/03 15:39:23.867,P2,28.14,28.06,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.143929734,2026/09/03 15:39:23.968,P2,28.14,28.06,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.245018309,2026/09/03 15:39:24.069,P2,28.22,28.08,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.345695686,2026/09/03 15:39:24.170,P2,28.22,28.08,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.446545969,2026/09/03 15:39:24.270,P2,28.22,28.08,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.547495262,2026/09/03 15:39:24.371,P2,28.22,28.08,20.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.648188177,2026/09/03 15:39:24.472,P2,27.97,28.09,25.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.749125989,2026/09/03 15:39:24.573,P2,27.97,28.09,25.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.850021825,2026/09/03 15:39:24.674,P2,27.97,28.09,25.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94084.950672968,2026/09/03 15:39:24.774,P2,27.97,28.09,25.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94085.051789557,2026/09/03 15:39:24.875,P2,27.97,28.09,25.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94085.152578094,2026/09/03 15:39:24.976,P2,28.04,28.03,25.0,1.0,702.0,1755.0,6801.0,45.0,31.0
94085.253466089,2026/09/03 15:39:25.077,P2,28.04,28.03,25.0,1.0,702.0,1755.0,6801.0,45.0,31.0
