sample_size,repetition,batch_size,correct,accuracy_percent,prediction_sha256,wall_time_s,throughput_fps,latency_mean_ms,latency_median_ms,latency_std_ms,latency_cv_percent,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,power_samples,pstates,power_total_mean_w,power_total_std_w,power_total_min_w,power_total_max_w,power_sensor_1s_mean_w,power_dynamic_mean_w,energy_total_j,energy_dynamic_j,energy_per_inference_mj,dynamic_energy_per_inference_mj,gpu_utilization_percent_mean,gpu_utilization_percent_std,gpu_utilization_percent_min,gpu_utilization_percent_max,memory_utilization_percent_mean,memory_utilization_percent_std,memory_utilization_percent_min,memory_utilization_percent_max,memory_used_mib_mean,memory_used_mib_std,memory_used_mib_min,memory_used_mib_max,gpu_clock_sm_mhz_mean,gpu_clock_sm_mhz_std,gpu_clock_sm_mhz_min,gpu_clock_sm_mhz_max,gpu_clock_memory_mhz_mean,gpu_clock_memory_mhz_std,gpu_clock_memory_mhz_min,gpu_clock_memory_mhz_max,gpu_temperature_c_mean,gpu_temperature_c_std,gpu_temperature_c_min,gpu_temperature_c_max,fan_speed_percent_mean,fan_speed_percent_std,fan_speed_percent_min,fan_speed_percent_max,started_utc,ended_utc,monotonic_start_s,monotonic_end_s
100,1,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.07545740000205114,1325.251068778963,0.5699482773244381,0.44487300515174866,0.3153549896006871,55.33045754275945,0.9290230989456177,1.0752434253692627,1.6369702243804933,0.23605699837207794,1.664320945739746,1,P2,27.81,0.0,27.81,27.81,27.83,0.15899999999999537,2.098470294057042,0.011997726600325782,20.98470294057042,0.11997726600325782,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,712.0,0.0,712.0,712.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,44.0,0.0,44.0,44.0,31.0,0.0,31.0,31.0,2026-09-03T18:39:07.968739+00:00,2026-09-03T18:39:08.044211+00:00,94068.143618605,94068.219076005
100,2,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.07231756900728215,1382.7898444696104,0.5619658601284027,0.5486874878406525,0.10798406802629704,19.215414260507558,0.6842295944690705,0.781536817550659,0.902741948962212,0.3809809982776642,0.9773799777030945,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2026-09-03T18:39:08.049031+00:00,2026-09-03T18:39:08.121366+00:00,94068.223912117,94068.296229686
100,3,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.053775930995470844,1859.567991643367,0.4095268014073372,0.38643400371074677,0.14496529420066065,35.39824346110877,0.49220551252365125,0.8216256499290466,0.8971099877357488,0.23468199372291565,0.9869980216026306,1,P2,27.81,0.0,27.81,27.81,27.83,0.15899999999999537,1.4955086409840441,0.008550373028279615,14.955086409840442,0.08550373028279616,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,712.0,0.0,712.0,712.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,44.0,0.0,44.0,44.0,31.0,0.0,31.0,31.0,2026-09-03T18:39:08.123612+00:00,2026-09-03T18:39:08.177403+00:00,94068.298492126,94068.352268057
100,4,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.04766577499685809,2097.9413427473182,0.36167593896389005,0.33542600274086,0.12262676778628667,33.90514949310183,0.5190456092357636,0.5604461908340453,0.6556330263614673,0.21359899640083313,1.0074830055236816,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2026-09-03T18:39:08.179715+00:00,2026-09-03T18:39:08.227393+00:00,94068.354592573,94068.402258348
100,5,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.0383152760041412,2609.9250854722222,0.27639700964093206,0.2533619999885559,0.09833506784231183,35.57747168468252,0.3505499929189682,0.38115859776735306,0.6560899531841295,0.199085995554924,0.9929810166358948,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2026-09-03T18:39:08.229047+00:00,2026-09-03T18:39:08.267369+00:00,94068.403920265,94068.442235541
100,6,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.0333116580004571,3001.952049298411,0.22187925055623053,0.20715899765491486,0.06260134846970263,28.214151757213394,0.23377570509910586,0.2884583622217178,0.41879906982183623,0.19744600355625153,0.7420420050621033,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2026-09-03T18:39:08.268886+00:00,2026-09-03T18:39:08.302204+00:00,94068.443758252,94068.47706991
100,7,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.03598621099081356,2778.84215222124,0.25194149926304815,0.22222449630498886,0.0881190445286494,34.97599434249841,0.3179135978221895,0.3911928012967109,0.5970797294378294,0.19727200269699097,0.8502950072288513,1,P2,27.81,0.0,27.81,27.81,27.83,0.15899999999999537,1.000776527654525,0.005721807547539189,10.007765276545252,0.05721807547539189,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,712.0,0.0,712.0,712.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,44.0,0.0,44.0,44.0,31.0,0.0,31.0,31.0,2026-09-03T18:39:08.303892+00:00,2026-09-03T18:39:08.339884+00:00,94068.478763908,94068.514750119
100,8,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.039408277996699326,2537.537925619982,0.2929294499754906,0.2539615035057068,0.11524883268591181,39.34354592737421,0.409605094790459,0.49400533735752106,0.7311741340160383,0.19807900488376617,0.9686859846115112,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2026-09-03T18:39:08.341563+00:00,2026-09-03T18:39:08.380977+00:00,94068.516434729,94068.555843007
100,9,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.044857109009171836,2229.301045226816,0.31215465024113653,0.2638535052537918,0.13194718338702308,42.26981186571948,0.5276595771312714,0.558953070640564,0.731694098711014,0.1940770000219345,0.7629860043525696,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2026-09-03T18:39:08.383329+00:00,2026-09-03T18:39:08.428200+00:00,94068.558209129,94068.603066238
100,10,1,99,99.0,ac3023a27ceabb6c72cb090d4b1c1de455826ac2ed7041408df172f614329811,0.049229554992052726,2031.3001004405442,0.3514806695282459,0.34683749079704285,0.12429111615596673,35.36214845692342,0.47144470214843753,0.5613452732563018,0.7116323721408859,0.20385099947452545,0.9992640018463135,1,P2,27.81,0.0,27.81,27.81,27.83,0.15899999999999537,1.3690739243289862,0.007827499243736156,13.690739243289864,0.07827499243736157,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,712.0,0.0,712.0,712.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,44.0,0.0,44.0,44.0,31.0,0.0,31.0,31.0,2026-09-03T18:39:08.429836+00:00,2026-09-03T18:39:08.479073+00:00,94068.604708233,94068.653937788
