sample_size,repetition,batch_size,correct,accuracy_percent,prediction_sha256,wall_time_s,throughput_fps,latency_mean_ms,latency_median_ms,latency_std_ms,latency_cv_percent,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,power_samples,pstates,power_total_mean_w,power_total_std_w,power_total_min_w,power_total_max_w,power_sensor_1s_mean_w,power_dynamic_mean_w,energy_total_j,energy_dynamic_j,energy_per_inference_mj,dynamic_energy_per_inference_mj,gpu_utilization_percent_mean,gpu_utilization_percent_std,gpu_utilization_percent_min,gpu_utilization_percent_max,memory_utilization_percent_mean,memory_utilization_percent_std,memory_utilization_percent_min,memory_utilization_percent_max,memory_used_mib_mean,memory_used_mib_std,memory_used_mib_min,memory_used_mib_max,gpu_clock_sm_mhz_mean,gpu_clock_sm_mhz_std,gpu_clock_sm_mhz_min,gpu_clock_sm_mhz_max,gpu_clock_memory_mhz_mean,gpu_clock_memory_mhz_std,gpu_clock_memory_mhz_min,gpu_clock_memory_mhz_max,gpu_temperature_c_mean,gpu_temperature_c_std,gpu_temperature_c_min,gpu_temperature_c_max,fan_speed_percent_mean,fan_speed_percent_std,fan_speed_percent_min,fan_speed_percent_max,started_utc,ended_utc,monotonic_start_s,monotonic_end_s
10000,1,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.6716883740009507,2723.542681565658,0.2437024022370577,0.2143305018544197,0.09081078539903602,37.26298328019814,0.3179389923810959,0.44436378777027113,0.6173934131860734,0.19233299791812897,1.2045459747314453,36,P2,28.498055555555556,0.2751084923074584,28.25,29.17,28.709444444444443,0.8470555555555528,104.63597926496654,3.1101240354662396,10.463597926496654,0.31101240354662396,25.0,2.6832815729997477,17.0,29.0,1.1111111111111112,0.3187276291558383,1.0,2.0,706.1666666666666,0.560611910581388,706.0,708.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,47.0,0.0,47.0,47.0,31.0,0.0,31.0,31.0,2026-09-03T18:39:54.090195+00:00,2026-09-03T18:39:57.761899+00:00,94114.265076812,94117.936765186
10000,2,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.9667622669949196,2520.947646196012,0.2764533226415515,0.21882950514554977,0.11986745329959247,43.35902066730167,0.4510267913341523,0.5374960660934448,0.7406302213668823,0.19042600691318512,1.4213149547576904,39,P2,28.596410256410252,0.4442823141076854,28.25,29.71,28.493076923076934,0.9454102564102485,113.43516117663471,3.7502177319581653,11.343516117663471,0.37502177319581653,21.974358974358974,3.232134535754966,17.0,25.0,1.5128205128205128,0.8847180601095135,1.0,3.0,706.0,0.0,706.0,706.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,47.0,0.0,47.0,47.0,31.0,0.0,31.0,31.0,2026-09-03T18:39:57.842543+00:00,2026-09-03T18:40:01.809316+00:00,94118.017418969,94121.984181236
10000,3,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.9484827470005257,2532.618385529612,0.2747240310013294,0.21348849684000015,0.11982304791675034,43.615786897131876,0.46169490218162546,0.534611976146698,0.7284824347496036,0.18804900348186493,1.0531320571899414,39,P2,28.379230769230773,0.11741479812107895,28.23,28.63,28.379743589743594,0.7282307692307697,112.05490306545417,2.875406628142615,11.205490306545418,0.28754066281426155,19.41025641025641,4.3208061426078,15.0,25.0,1.0,0.0,1.0,1.0,706.0,0.0,706.0,706.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,47.0,0.0,47.0,47.0,31.0,0.0,31.0,31.0,2026-09-03T18:40:01.814814+00:00,2026-09-03T18:40:05.763313+00:00,94121.989696528,94125.938179275
10000,4,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.398962560997461,2942.0741830899706,0.23825850477218627,0.2069139927625656,0.08362193971019456,35.097147860535216,0.32962629795074466,0.410898059606552,0.5770693576335909,0.1894800066947937,1.3538010120391846,34,P2,28.279117647058825,0.207603463027384,27.84,28.56,28.333529411764705,0.6281176470588221,96.11966214039556,2.1349483662547533,9.611966214039557,0.21349483662547533,22.470588235294116,5.417341929663264,15.0,29.0,1.0,0.0,1.0,1.0,706.0,0.0,706.0,706.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,47.0,0.0,47.0,47.0,31.0,0.0,31.0,31.0,2026-09-03T18:40:05.911529+00:00,2026-09-03T18:40:09.310511+00:00,94126.08641484,94129.485377401
10000,5,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.5640872600051807,2805.767443523665,0.2398096191883087,0.2123890072107315,0.06935962450755369,28.92278664313693,0.324701988697052,0.38496999293565737,0.5301582992076879,0.19098800420761108,1.1827479600906372,35,P2,28.323142857142862,0.10875691806451124,28.13,28.44,28.29885714285715,0.6721428571428589,100.94615262044961,2.3955757940463456,10.094615262044961,0.23955757940463454,20.82857142857143,3.737612593509347,15.0,26.0,1.0,0.0,1.0,1.0,706.0,0.0,706.0,706.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,47.114285714285714,0.32280285109067564,47.0,48.0,31.0,0.0,31.0,31.0,2026-09-03T18:40:09.338798+00:00,2026-09-03T18:40:12.902901+00:00,94129.513679646,94133.077766906
10000,6,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.6501797689998057,2739.5910976571226,0.24374270783811808,0.21358149498701096,0.08796477195701506,36.08919123662027,0.32393269538879405,0.4025070965290069,0.6272834467887881,0.19316600263118744,2.1020710468292236,36,P2,28.615833333333327,0.4162030754331352,28.28,29.87,28.45111111111111,0.9648333333333241,104.45293590640358,3.5218151137899456,10.445293590640357,0.35218151137899456,26.63888888888889,1.6414763002993507,25.0,29.0,1.3333333333333333,0.5345224838248488,1.0,3.0,708.25,4.25189033590607,705.0,719.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,48.0,0.0,48.0,48.0,31.0,0.0,31.0,31.0,2026-09-03T18:40:12.907583+00:00,2026-09-03T18:40:16.557769+00:00,94133.082455772,94136.732635541
10000,7,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.598941707998165,2778.5946012341187,0.231628942386806,0.21248000115156174,0.06342672098660564,27.382899707190706,0.2835402995347977,0.33864609748125074,0.5681232792139058,0.19093799591064453,0.9601920247077942,36,P2,29.256944444444443,0.22769427427953204,29.09,29.87,29.21222222222222,1.6059444444444395,105.2940376096963,5.779700441839036,10.52940376096963,0.5779700441839035,27.5,0.8783100656536799,27.0,29.0,1.5,0.8783100656536799,1.0,3.0,715.9722222222222,0.16666666666666666,715.0,716.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,48.0,0.0,48.0,48.0,31.0,0.0,31.0,31.0,2026-09-03T18:40:16.586323+00:00,2026-09-03T18:40:20.185281+00:00,94136.761204934,94140.360146642
10000,8,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.4195162739924854,2924.3902349744967,0.22069476302862168,0.2094389945268631,0.041587331186266195,18.84382330398695,0.2531278043985367,0.29167434126138686,0.37759009391069426,0.18978099524974823,0.8425610065460205,34,P2,28.535294117647055,0.26423400205714864,28.3,29.16,28.632058823529412,0.8842941176470518,97.57690261845615,3.023858126289919,9.757690261845616,0.30238581262899195,25.61764705882353,0.8881272732418117,25.0,28.0,1.0588235294117647,0.23883257361061283,1.0,2.0,705.4411764705883,2.3119082564185494,699.0,712.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,48.0,0.0,48.0,48.0,31.0,0.0,31.0,31.0,2026-09-03T18:40:20.190063+00:00,2026-09-03T18:40:23.609587+00:00,94140.364936628,94143.784452902
10000,9,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.7768272579996847,2647.725012791897,0.2501299670219421,0.21306300163269043,0.09053801093009617,36.19638702553138,0.34850719273090364,0.45345220863819014,0.6435772758722306,0.19008900225162506,0.9221130013465881,37,P2,29.220540540540537,0.09291411643573294,29.05,29.36,29.121891891891885,1.5695405405405332,110.36093400699833,5.927883496049045,11.036093400699833,0.5927883496049045,27.27027027027027,1.3048765086025202,25.0,28.0,1.2162162162162162,0.41734179538380073,1.0,2.0,712.0,0.0,712.0,712.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,48.0,0.0,48.0,48.0,31.0,0.0,31.0,31.0,2026-09-03T18:40:23.637901+00:00,2026-09-03T18:40:27.414745+00:00,94143.8127835,94147.589610758
10000,10,1,9898,98.98,2e1bd57ae813232b84b89428876c305a3cd6f07dd5b2f8f8566f808aec004beb,3.6449209900019923,2743.5436947549674,0.24320464621782303,0.2149610072374344,0.06890676451135355,28.332832280530575,0.32066341042518615,0.37256744503974903,0.5242897617816926,0.18898999691009521,1.054345965385437,36,P2,28.72333333333334,0.400713649095497,28.33,29.34,28.880277777777778,1.0723333333333365,104.69428056949059,3.908570274945481,10.469428056949058,0.39085702749454815,23.055555555555557,1.2408394495995605,22.0,25.0,1.0,0.0,1.0,1.0,701.8888888888889,5.48128127762519,699.0,712.0,1755.0,0.0,1755.0,1755.0,6801.0,0.0,6801.0,6801.0,48.0,0.0,48.0,48.0,31.0,0.0,31.0,31.0,2026-09-03T18:40:27.419979+00:00,2026-09-03T18:40:31.064912+00:00,94147.594854774,94151.239775764
