perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
2485904739300,1788985646.4992213,baseline_boundary_before,14.625,1.223,11.962,1620040
2485904663570,1788985646.4994638,baseline,14.625,1.223,11.962,1937880
2485914767020,1788985646.5089855,baseline,14.487,1.21,11.965,1356220
2485924763730,1788985646.5189745,baseline,14.437,1.206,11.966,1348570
2485934764570,1788985646.5289783,baseline,14.45,1.207,11.966,1351630
2485944763370,1788985646.5389745,baseline,14.437,1.206,11.966,1348780
2485954763290,1788985646.5489807,baseline,14.437,1.206,11.966,1355040
2485964763480,1788985646.5589757,baseline,14.437,1.206,11.966,1349790
2485974763260,1788985646.5689745,baseline,14.412,1.205,11.966,1348870
2485984764410,1788985646.5789783,baseline,14.462,1.208,11.966,1351460
2485994763800,1788985646.588977,baseline,14.45,1.207,11.967,1350880
2486004763220,1788985646.5989795,baseline,14.45,1.208,11.966,1353880
2486014762480,1788985646.6089787,baseline,14.45,1.207,11.966,1353760
2486024763180,1788985646.6189766,baseline,14.45,1.207,11.966,1350730
2486034763130,1788985646.6289806,baseline,14.437,1.206,11.966,1355500
2486044763340,1788985646.6389754,baseline,14.425,1.205,11.966,1349960
2486054763100,1788985646.64898,baseline,14.45,1.207,11.966,1354600
2486064764100,1788985646.6589775,baseline,14.437,1.206,11.966,1351060
2486074763550,1788985646.6689801,baseline,14.437,1.207,11.967,1354430
2486084764210,1788985646.6789782,baseline,14.425,1.206,11.966,1351990
2486094764560,1788985646.688982,baseline,14.425,1.206,11.966,1355300
2486104764130,1788985646.6989806,baseline,14.437,1.206,11.967,1354280
2486114763400,1788985646.7089794,baseline,14.437,1.205,11.966,1353670
2486124763600,1788985646.7189763,baseline,14.45,1.207,11.966,1350260
2486134763580,1788985646.728978,baseline,14.437,1.206,11.966,1352100
2486144764090,1788985646.738977,baseline,14.45,1.207,11.966,1350980
2486154764140,1788985646.7489803,baseline,14.425,1.206,11.966,1353990
2486164763910,1788985646.758977,baseline,14.437,1.206,11.966,1350910
2486174763710,1788985646.7689793,baseline,14.437,1.207,11.966,1353250
2486184763490,1788985646.7789779,baseline,14.425,1.205,11.966,1352000
2486194764380,1788985646.7889793,baseline,14.45,1.207,11.967,1352410
2486204763700,1788985646.7989776,baseline,14.425,1.206,11.966,1351590
2486214763600,1788985646.8089805,baseline,14.45,1.208,11.967,1354560
2486224762870,1788985646.8189778,baseline,14.437,1.206,11.966,1352500
2486234764430,1788985646.8289797,baseline,14.437,1.207,11.967,1352980
2486244763160,1788985646.8389766,baseline,14.45,1.207,11.966,1351040
2486254764540,1788985646.8489802,baseline,14.425,1.204,11.966,1353310
2486264764120,1788985646.8589783,baseline,14.462,1.208,11.966,1351850
2486274764800,1788985646.8689816,baseline,14.45,1.207,11.966,1354280
2486284763410,1788985646.8789763,baseline,14.45,1.208,11.966,1350500
2486294764290,1788985646.888983,baseline,14.437,1.206,11.966,1356660
